contentType,title,abstract,affiliations,authorization,authors,citation_text,count_accesses,count_altmetric,count_citations,documentType,doi,doi_url,focus,issue,journal_pcode,journal_title,publishedAt,publishedAtString,subjects,url,volume
editorial,Plastic affinity,,[],True,[],"Plastic affinity. Nature Nanotech13, 93 (2018).",244,1,0,aplusplus,10.1038/s41565-018-0077-3,https://doi.org/10.1038/s41565-018-0077-3,,2,nnano,nature nanotechnology,1517788800,2018-02-05,electronics-photonics-and-device-physics;organic-molecules-in-materials-science,https://www.nature.com/articles/s41565-018-0077-3,13
editorial,A cool paper,,[],True,[],"A cool paper. Nature Nanotech13, 93 (2018).",663,1,1,aplusplus,10.1038/s41565-018-0078-2,https://doi.org/10.1038/s41565-018-0078-2,,2,nnano,nature nanotechnology,1517788800,2018-02-05,peer-review;publication-characteristics,https://www.nature.com/articles/s41565-018-0078-2,13
research highlight,I will message you,,[],True,"[""Alberto Moscatelli""]","Moscatelli, A. I will message you. Nature Nanotech13, 94 (2018).",124,1,0,aplusplus,10.1038/s41565-018-0072-8,https://doi.org/10.1038/s41565-018-0072-8,,2,nnano,nature nanotechnology,1517788800,2018-02-05,molecular-machines-and-motors,https://www.nature.com/articles/s41565-018-0072-8,13
research highlight,Going soft,,[],True,"[""Chiara Pastore""]","Pastore, C. Going soft. Nature Nanotech13, 94 (2018).",188,1,0,aplusplus,10.1038/s41565-018-0073-7,https://doi.org/10.1038/s41565-018-0073-7,,2,nnano,nature nanotechnology,1517788800,2018-02-05,drug-delivery;nanoparticles;nanotechnology-in-cancer,https://www.nature.com/articles/s41565-018-0073-7,13
research highlight,Atomic recall,,[],True,"[""Olga Bubnova""]","Bubnova, O. Atomic recall. Nature Nanotech13, 94 (2018).",89,7,0,aplusplus,10.1038/s41565-018-0074-6,https://doi.org/10.1038/s41565-018-0074-6,,2,nnano,nature nanotechnology,1517788800,2018-02-05,two-dimensional-materials,https://www.nature.com/articles/s41565-018-0074-6,13
research highlight,A multiplexing approach,,[],True,"[""Wenjie Sun""]","Sun, W. A multiplexing approach. Nature Nanotech13, 94 (2018).",184,1,0,aplusplus,10.1038/s41565-018-0075-5,https://doi.org/10.1038/s41565-018-0075-5,,2,nnano,nature nanotechnology,1517788800,2018-02-05,dna-synthesis;protein-design,https://www.nature.com/articles/s41565-018-0075-5,13
news & views,Fast and pure,,[],True,"[""Silvano De Franceschi""]","De Franceschi, S. Fast and pure. Nature Nanotech13, 95–96 (2018).",179,5,0,aplusplus,10.1038/s41565-017-0045-3,https://doi.org/10.1038/s41565-017-0045-3,,2,nnano,nature nanotechnology,1514764800,2018-01-01,quantum-dots;qubits,https://www.nature.com/articles/s41565-017-0045-3,13
news & views,Bridging the gap with hot electrons,,[],True,"[""Jason Valentine""]","Valentine, J. Bridging the gap with hot electrons. Nature Nanotech13, 96–97 (2018).",408,9,2,aplusplus,10.1038/s41565-017-0037-3,https://doi.org/10.1038/s41565-017-0037-3,,2,nnano,nature nanotechnology,1512950400,2017-12-11,,https://www.nature.com/articles/s41565-017-0037-3,13
news & views,Peltier cooling at molecular scale,,[],True,"[""Keehoon Kang"", ""Takhee Lee""]","Kang, K., Lee, T. Peltier cooling at molecular scale. Nature Nanotech13, 97–99 (2018).",555,3,2,aplusplus,10.1038/s41565-017-0036-4,https://doi.org/10.1038/s41565-017-0036-4,,2,nnano,nature nanotechnology,1513555200,2017-12-18,,https://www.nature.com/articles/s41565-017-0036-4,13
news & views,Tunable confinement of charges and excitations,,[],True,"[""Deep Jariwala""]","Jariwala, D. Tunable confinement of charges and excitations. Nature Nanotech13, 99–100 (2018).",635,2,2,aplusplus,10.1038/s41565-017-0047-1,https://doi.org/10.1038/s41565-017-0047-1,,2,nnano,nature nanotechnology,1515715200,2018-01-12,two-dimensional-materials,https://www.nature.com/articles/s41565-017-0047-1,13
letter,A quantum-dot spin qubit with coherence limited by charge noise and fidelity higher than 99.9%,"<p>The isolation of qubits from noise sources, such as surrounding nuclear spins and spin&#8211;electric susceptibility, has enabled extensions of quantum coherence times in recent pivotal advances towards the concrete implementation of spin-based quantum computation. In fact, the possibility of achieving enhanced quantum coherence has been substantially doubted for nanostructures due to the characteristic high degree of background charge fluctuations. Still, a sizeable spin&#8211;electric coupling will be needed in realistic multiple-qubit systems to address single-spin and spin&#8211;spin manipulations. Here, we realize a single-electron spin qubit with an isotopically enriched phase coherence time (20 &#956;s) and fast electrical control speed (up to 30 MHz) mediated by extrinsic spin&#8211;electric coupling. Using rapid spin rotations, we reveal that the free-evolution dephasing is caused by charge noise&#8212;rather than conventional magnetic noise&#8212;as highlighted by a 1/f spectrum extended over seven decades of frequency. The qubit exhibits superior performance with single-qubit gate fidelities exceeding 99.9% on average, offering a promising route to large-scale spin-qubit systems with fault-tolerant controllability.</p>",[],False,"[""Jun Yoneda"", ""Kenta Takeda"", ""Tomohiro Otsuka"", ""Takashi Nakajima"", ""Matthieu R. Delbecq"", ""Giles Allison"", ""Takumu Honda"", ""Tetsuo Kodera"", ""Shunri Oda"", ""Yusuke Hoshi"", ""Noritaka Usami"", ""Kohei M. Itoh"", ""Seigo Tarucha""]","Yoneda, J., Takeda, K., Otsuka, T. et al.A quantum-dot spin qubit with coherence limited by charge noise and fidelity higher than 99.9%. Nature Nanotech13, 102–106 (2018).",8106,26,238,aplusplus,10.1038/s41565-017-0014-x,https://doi.org/10.1038/s41565-017-0014-x,,2,nnano,nature nanotechnology,1513555200,2017-12-18,quantum-dots;qubits,https://www.nature.com/articles/s41565-017-0014-x,13
letter,Thermoelectric spin voltage in graphene,"<p>In recent years, new spin-dependent thermal effects have been discovered in ferromagnets, stimulating a growing interest in spin caloritronics, a field that exploits the interaction between spin and heat currents. Amongst the most intriguing phenomena is the spin Seebeck effect, in which a thermal gradient gives rise to spin currents that are detected through the inverse spin Hall effect. Non-magnetic materials such as graphene are also relevant for spin caloritronics, thanks to efficient spin transport, energy-dependent carrier mobility and unique density of states. Here, we propose and demonstrate that a carrier thermal gradient in a graphene lateral spin valve can lead to a large increase of the spin voltage near to the graphene charge neutrality point. Such an increase results from a thermoelectric spin voltage, which is analogous to the voltage in a thermocouple and that can be enhanced by the presence of hot carriers generated by an applied current. These results could prove crucial to drive graphene spintronic devices and, in particular, to sustain pure spin signals with thermal gradients and to tune the remote spin accumulation by varying the spin-injection bias.</p>",[],False,"[""Juan F. Sierra"", ""Ingmar Neumann"", ""Jo Cuppens"", ""Bart Raes"", ""Marius V. Costache"", ""Sergio O. Valenzuela""]","Sierra, J.F., Neumann, I., Cuppens, J. et al. Thermoelectric spin voltage in graphene. Nature Nanotech13, 107–111 (2018).",2956,25,38,aplusplus,10.1038/s41565-017-0015-9,https://doi.org/10.1038/s41565-017-0015-9,,2,nnano,nature nanotechnology,1512345600,2017-12-04,electronic-and-spintronic-devices;electronic-devices;electronic-properties-and-devices;graphene;magnetic-devices,https://www.nature.com/articles/s41565-017-0015-9,13
letter,Direct-current triboelectricity generation by a sliding Schottky nanocontact on MoS2 multilayers,"<p>The direct conversion of mechanical energy into electricity by nanomaterial-based devices offers potential for green energy harvesting. A conventional triboelectric nanogenerator converts frictional energy into electricity by producing alternating current (a.c.) triboelectricity. However, this approach is limited by low current density and the need for rectification. Here, we show that continuous direct-current (d.c.) with a maximum density of 10<sup>6</sup>&#8201;A&#8201;m<sup>&#8722;2</sup> can be directly generated by a sliding Schottky nanocontact without the application of an external voltage. We demonstrate this by sliding a conductive-atomic force microscope tip on a thin film of molybdenum disulfide (MoS<sub>2</sub>). Finite element simulation reveals that the anomalously high current density can be attributed to the non-equilibrium carrier transport phenomenon enhanced by the strong local electrical field (10<sup>5</sup>&#8722;10<sup>6</sup>&#8201;V&#8201;m<sup>&#8722;2</sup>) at the conductive nanoscale tip. We hypothesize that the charge transport may be induced by electronic excitation under friction, and the nanoscale current&#8722;voltage spectra analysis indicates that the rectifying Schottky barrier at the tip&#8211;sample interface plays a critical role in efficient d.c. energy harvesting. This concept is scalable when combined with microfabricated or contact surface modified electrodes, which makes it promising for efficient d.c. triboelectricity generation.</p>",[],False,"[""Jun Liu"", ""Ankur Goswami"", ""Keren Jiang"", ""Faheem Khan"", ""Seokbeom Kim"", ""Ryan McGee"", ""Zhi Li"", ""Zhiyu Hu"", ""Jungchul Lee"", ""Thomas Thundat""]","Liu, J., Goswami, A., Jiang, K. et al. Direct-current triboelectricity generation by a sliding Schottky nanocontact on MoS2multilayers. Nature Nanotech13, 112–116 (2018).",3871,72,84,aplusplus,10.1038/s41565-017-0019-5,https://doi.org/10.1038/s41565-017-0019-5,,2,nnano,nature nanotechnology,1512950400,2017-12-11,energy-harvesting;nanoscale-devices;nanoscience-and-technology,https://www.nature.com/articles/s41565-017-0019-5,13
