contentType,title,abstract,abstract_google_cn,affiliations,authorization,authors,citation_text,count_accesses,count_altmetric,count_citations,documentType,doi,doi_url,focus,issue,journal_pcode,journal_title,publishedAt,publishedAtString,subjects,url,volume
editorial,The responsibilities of authors,,,[],True,[],"The responsibilities of authors. Nature Nanotech4, 331 (2009).",926,6,0,aplusplus,10.1038/nnano.2009.125,https://doi.org/10.1038/nnano.2009.125,,6,nnano,nature nanotechnology,1243814400,2009-06-01,,https://www.nature.com/articles/nnano.2009.125,4
commentary,How can ab initio simulations address risks in nanotech?,,,"[{'address': 'Amanda S. Barnard is in the Department of Materials Science & Engineering, CSIRO, Clayton, Victoria 3169, Australia. amanda.barnard@csiro.au', 'authors': ['Amanda S. Barnard']}]",False,['Amanda S. Barnard'],"Barnard, A. How canab initiosimulations address risks in nanotech?. Nature Nanotech4, 332–335 (2009).",53,0,45,aplusplus,10.1038/nnano.2009.126,https://doi.org/10.1038/nnano.2009.126,,6,nnano,nature nanotechnology,1243814400,2009-06-01,,https://www.nature.com/articles/nnano.2009.126,4
thesis,Are you a responsible nanoscientist?,,,"[{'address': 'Richard Jones is in the Department of Physics and Astronomy at the University of Sheffield, UK. r.a.l.jones@sheffield.ac.uk', 'authors': ['Richard Jones']}]",True,['Richard Jones'],"Jones, R. Are you a responsible nanoscientist?. Nature Nanotech4, 336 (2009).",7,6,4,aplusplus,10.1038/nnano.2009.127,https://doi.org/10.1038/nnano.2009.127,,6,nnano,nature nanotechnology,1243814400,2009-06-01,,https://www.nature.com/articles/nnano.2009.127,4
books & arts,Notes on a scientific scandal,,,"[{'address': 'Peter Rodgers is the Chief Editor of Nature Nanotechnology.', 'authors': ['Peter Rodgers']}]",True,['Peter Rodgers'],"Rodgers, P. Notes on a scientific scandal. Nature Nanotech4, 337 (2009).",22,0,0,aplusplus,10.1038/nnano.2009.129,https://doi.org/10.1038/nnano.2009.129,,6,nnano,nature nanotechnology,1243814400,2009-06-01,,https://www.nature.com/articles/nnano.2009.129,4
research highlights,Our choice from the recent literature,,,[],False,[],"Our choice from the recent literature. Nature Nanotech4, 338–339 (2009).",12,0,0,aplusplus,10.1038/nnano.2009.130,https://doi.org/10.1038/nnano.2009.130,,6,nnano,nature nanotechnology,1243814400,2009-06-01,,https://www.nature.com/articles/nnano.2009.130,4
research highlights,Blood ties,,,[],True,[],"Blood ties. Nature Nanotech4, 339 (2009).",4,0,0,aplusplus,10.1038/nnano.2009.131,https://doi.org/10.1038/nnano.2009.131,,6,nnano,nature nanotechnology,1243814400,2009-06-01,,https://www.nature.com/articles/nnano.2009.131,4
news & views,Viruses electrify battery research,,,"[{'address': 'Jean-Marie Tarascon is at the Université de Picardie Jules Verne, 80039 Amiens Cedex, France. jean-marie.tarascon@sc.u-picardie.fr', 'authors': ['Jean-Marie Tarascon']}]",False,['Jean-Marie Tarascon'],"Tarascon, J. Viruses electrify battery research. Nature Nanotech4, 341–342 (2009).",80,0,7,aplusplus,10.1038/nnano.2009.137,https://doi.org/10.1038/nnano.2009.137,,6,nnano,nature nanotechnology,1243814400,2009-06-01,,https://www.nature.com/articles/nnano.2009.137,4
news & views,Testing in the third dimension,,,"[{'address': 'Molly M. Stevens is in the Department of Materials and the Institute of Biomedical Engineering at Imperial College London, London SW7 2AZ, UK. m.stevens@imperial.ac.uk', 'authors': ['Molly M. Stevens']}]",False,['Molly M. Stevens'],"Stevens, M. Testing in the third dimension. Nature Nanotech4, 342–343 (2009).",31,0,9,aplusplus,10.1038/nnano.2009.136,https://doi.org/10.1038/nnano.2009.136,,6,nnano,nature nanotechnology,1243814400,2009-06-01,,https://www.nature.com/articles/nnano.2009.136,4
news & views,Gradient force shows its potential,,,"[{'address': 'Department of Physics, University of Alberta, T6G 2G7, Edmonton, Canada', 'authors': ['Mark Freeman']}, {'address': 'National Institute for Nanotechnology, T6G 2M9, Edmonton, Canada', 'authors': ['Mark Freeman', '\xa0&\xa0Wayne Hiebert']}, {'address': '', 'authors': ['Mark Freeman', '\xa0&\xa0Wayne Hiebert']}]",False,"['Mark Freeman', 'Wayne Hiebert']","Freeman, M., Hiebert, W. Gradient force shows its potential. Nature Nanotech4, 344–345 (2009).",19,0,1,aplusplus,10.1038/nnano.2009.132,https://doi.org/10.1038/nnano.2009.132,,6,nnano,nature nanotechnology,1243814400,2009-06-01,,https://www.nature.com/articles/nnano.2009.132,4
news & views,Proteins make for finer filters,,,"[{'address': 'Olgica Bakajin and Aleksandr Noy are at the Lawrence Livermore National Laboratory, 7000 East Avenue, Livermore, California 94550, USA. bakajin1@llnl.gov;', 'authors': ['Olgica Bakajin', '\xa0&\xa0Aleksandr Noy']}, {'address': 'noy1@llnl.gov', 'authors': ['Olgica Bakajin', '\xa0&\xa0Aleksandr Noy']}]",False,"['Olgica Bakajin', 'Aleksandr Noy']","Bakajin, O., Noy, A. Proteins make for finer filters. Nature Nanotech4, 345–346 (2009).",29,0,5,aplusplus,10.1038/nnano.2009.133,https://doi.org/10.1038/nnano.2009.133,,6,nnano,nature nanotechnology,1243814400,2009-06-01,,https://www.nature.com/articles/nnano.2009.133,4
news & views,Flat out,,,[],True,['Peter Rodgers'],"Rodgers, P. Flat out. Nature Nanotech4, 346 (2009).",4,0,1,aplusplus,10.1038/nnano.2009.123,https://doi.org/10.1038/nnano.2009.123,,6,nnano,nature nanotechnology,1243814400,2009-06-01,,https://www.nature.com/articles/nnano.2009.123,4
news & views,When a barrier is not an obstacle,,,"[{'address': 'Mahn-Soo Choi is in the Department of Physics, Korea University, Seoul 136-713, Korea. choims@korea.ac.kr', 'authors': ['Mahn-Soo Choi']}]",False,['Mahn-Soo Choi'],"Choi, M. When a barrier is not an obstacle. Nature Nanotech4, 347–348 (2009).",12,0,0,aplusplus,10.1038/nnano.2009.134,https://doi.org/10.1038/nnano.2009.134,,6,nnano,nature nanotechnology,1243814400,2009-06-01,,https://www.nature.com/articles/nnano.2009.134,4
letter,Modular construction of DNA nanotubes of tunable geometry and single- or double-stranded character,"<p>DNA nanotubes can template the growth of nanowires, orient transmembrane proteins for nuclear magnetic resonance determination, and can potentially act as stiff interconnects, tracks for molecular motors and nanoscale drug carriers. Current methods for the construction of DNA nanotubes result in symmetrical and cylindrical assemblies that are entirely double-stranded. Here, we report a modular approach to DNA nanotube synthesis that provides access to geometrically well-defined triangular and square-shaped DNA nanotubes. We also construct the first nanotube assemblies that can exist in double- and single-stranded forms with significantly different stiffness. This approach allows for parameters such as geometry, stiffness, and single- or double-stranded character to be fine-tuned, and could enable the creation of designer nanotubes for a range of applications, including the growth of nanowires of controlled shape, the loading and release of cargo, and the real-time modulation of stiffness and persistence length within DNA interconnects.</p>",,"[{'address': 'Department of Chemistry, McGill University, 801 Sherbrooke Street West, Montreal, H3A 2K6, Quebec, Canada', 'authors': ['Faisal A. Aldaye', ',\xa0Pik Kwan Lo', ',\xa0Pierre Karam', ',\xa0Christopher K. McLaughlin', ',\xa0Gonzalo Cosa', '\xa0&\xa0Hanadi F. Sleiman']}]",False,"['Faisal A. Aldaye', 'Pik Kwan Lo', 'Pierre Karam', 'Christopher K. McLaughlin', 'Gonzalo Cosa', 'Hanadi F. Sleiman']","Aldaye, F., Lo, P., Karam, P. et al. Modular construction of DNA nanotubes of tunable geometry and single- or double-stranded character. Nature Nanotech4, 349–352 (2009).",270,0,95,aplusplus,10.1038/nnano.2009.72,https://doi.org/10.1038/nnano.2009.72,,6,nnano,nature nanotechnology,1239494400,2009-04-12,,https://www.nature.com/articles/nnano.2009.72,4
letter,Ultrafast permeation of water through protein-based membranes,"<p>Pressure-driven filtration by porous membranes is widely used in the production of drinking water from ground and surface water. Permeation theory predicts that filtration rate is proportional to the pressure difference across the filtration membrane and inversely proportional to the thickness of the membrane. However, these membranes need to be able to withstand high water fluxes and pressures, which means that the active separation layers in commercial filtration systems typically have a thickness of a few tens to several hundreds of nanometres. Filtration performance might be improved by the use of ultrathin porous silicon membranes or carbon nanotubes immobilized in silicon nitride or polymer films, but these structures are difficult to fabricate. Here, we report a new type of filtration membrane made of crosslinked proteins that are mechanically robust and contain channels with diameters of less than 2.2&#160;nm. We find that a 60-nm-thick membrane can concentrate aqueous dyes from fluxes up to 9,000&#160;l&#160;h<sup>&#8722;1</sup>&#160;m<sup>&#8722;2</sup>&#160;bar<sup>&#8722;1</sup>, which is &#8764;1,000 times higher than the fluxes that can be withstood by commercial filtration membranes with similar rejection properties. Based on these results and molecular dynamics simulations, we propose that protein-surrounded channels with effective lengths of less than 5.8&#160;nm can separate dye molecules while allowing the ultrafast permeation of water at applied pressures of less than 1&#160;bar.</p>",,"[{'address': 'Organic Nanomaterials Center, National Institute for Materials Science, 1-1 Namiki, Tsukuba, 305-0044, Japan', 'authors': ['Xinsheng Peng', ',\xa0Jian Jin', '\xa0&\xa0Izumi Ichinose']}, {'address': 'Computational Materials Science Center, National Institute for Materials Science, 1-2-1 Sengen, Tsukuba, 305-0047, Japan', 'authors': ['Yoshimichi Nakamura', '\xa0&\xa0Takahisa Ohno']}, {'address': 'JST, CREST, 5 Sanbancho, Chiyoda-ku, Tokyo, 102-0075, Japan', 'authors': ['Takahisa Ohno', '\xa0&\xa0Izumi Ichinose']}]",False,"['Xinsheng Peng', 'Jian Jin', 'Yoshimichi Nakamura', 'Takahisa Ohno', 'Izumi Ichinose']","Peng, X., Jin, J., Nakamura, Y. et al. Ultrafast permeation of water through protein-based membranes. Nature Nanotech4, 353–357 (2009).",630,12,223,aplusplus,10.1038/nnano.2009.90,https://doi.org/10.1038/nnano.2009.90,,6,nnano,nature nanotechnology,1240704000,2009-04-26,,https://www.nature.com/articles/nnano.2009.90,4
letter,Alternating patterns on single-walled carbon nanotubes,"<p>Scientific and technological interest in one-dimensional nanomaterials, in particular carbon nanotubes, is a result of their fascinating properties and their ability to serve as templates for directed assembly. For applications in nanoelectronics it is necessary to create ordered arrays of nanotubes for large-scale integrated circuits, an area in which there has been significant progress, and to produce controllable patterns on individual nanotubes so that multiple transistors can be fabricated on them, an area where progress has been slower. Here, we show that judiciously selected crystalline block copolymers can be periodically decorated along carbon nanotubes, leading to amphiphilic, alternating patterns with a period of &#8764;12 nm. In addition, end-functionalization of the block copolymers allowed gold nanoparticles to be periodically attached to the nanotubes. This approach provides a facile technique for the periodic patterning of one-dimensional nanomaterials.</p>",,"[{'address': 'A. J. Drexel Nanotechnology Institute and Department of Materials Science and Engineering, Drexel University, Philadelphia, 19104, Pennsylvania, USA', 'authors': ['Bing Li', ',\xa0Lingyu Li', ',\xa0Bingbing Wang', '\xa0&\xa0Christopher Y. Li']}]",False,"['Bing Li', 'Lingyu Li', 'Bingbing Wang', 'Christopher Y. Li']","Li, B., Li, L., Wang, B. et al. Alternating patterns on single-walled carbon nanotubes. Nature Nanotech4, 358–362 (2009).",102,0,111,aplusplus,10.1038/nnano.2009.91,https://doi.org/10.1038/nnano.2009.91,,6,nnano,nature nanotechnology,1240704000,2009-04-26,,https://www.nature.com/articles/nnano.2009.91,4
letter,Tunable few-electron double quantum dots and Klein tunnelling in ultraclean carbon nanotubes,"<p>Quantum dots defined in carbon nanotubes are a platform for both basic scientific studies and research into new device applications. In particular, they have unique properties that make them attractive for studying the coherent properties of single-electron spins. To perform such experiments it is necessary to confine a single electron in a quantum dot with highly tunable barriers, but disorder has prevented tunable nanotube-based quantum-dot devices from reaching the single-electron regime. Here, we use local gate voltages applied to an ultraclean suspended nanotube to confine a single electron in both a single quantum dot and, for the first time, in a tunable double quantum dot. This tunability is limited by a novel type of tunnelling that is analogous to the tunnelling in the Klein paradox of relativistic quantum mechanics.</p>",,"[{'address': 'Kavli Institute of NanoScience, Delft University of Technology, PO Box 5046, Delft, 2600, GA, The Netherlands', 'authors': ['G. A. Steele', ',\xa0G. Gotz', '\xa0&\xa0L. P. Kouwenhoven']}]",False,"['G. A. Steele', 'G. Gotz', 'L. P. Kouwenhoven']","Steele, G., Gotz, G. & Kouwenhoven, L. Tunable few-electron double quantum dots and Klein tunnelling in ultraclean carbon nanotubes. Nature Nanotech4, 363–367 (2009).",200,0,115,aplusplus,10.1038/nnano.2009.71,https://doi.org/10.1038/nnano.2009.71,,6,nnano,nature nanotechnology,1238976000,2009-04-06,,https://www.nature.com/articles/nnano.2009.71,4
letter,The crossover from two dimensions to one dimension in granular electronic materials,"<p>Granular conductors are solids comprising densely packed nanoparticles, and have electrical properties that are determined by the size, composition and packing of the composite nanoparticles. The ability to control these properties in two- and three-dimensional granular conductors has made such systems appropriate for use as prototypes for investigating new physics. However, the fabrication of strictly one-dimensional granular conductors remains challenging. Here, we describe a method for the assembly of nanoparticles into granular solids that can be tuned continuously from two to one dimension, and establish how electron transport evolves between these limits. We find that the energy barriers to transport increase in the one-dimensional limit, in both the variable-range-hopping (low-voltage) and sequential-tunnelling (high-voltage) regimes. Furthermore, in the sequential-tunnelling regime we find an unexpected relationship between the temperature and the voltage at which the conductance becomes appreciable &#8212; a relationship that appears peculiar to one-dimensional systems. These results are explained by extrapolating existing granular conductor theories to one dimension.</p>",,"[{'address': 'Kavli Nanoscience Institute and Division of Chemistry and Chemical Engineering, California Institute of Technology, MC 127-72, Pasadena, 91125, California, USA', 'authors': ['Ke Xu', ',\xa0Lidong Qin', '\xa0&\xa0James R. Heath']}]",False,"['Ke Xu', 'Lidong Qin', 'James R. Heath']","Xu, K., Qin, L. & Heath, J. The crossover from two dimensions to one dimension in granular electronic materials. Nature Nanotech4, 368–372 (2009).",103,0,56,aplusplus,10.1038/nnano.2009.81,https://doi.org/10.1038/nnano.2009.81,,6,nnano,nature nanotechnology,1240099200,2009-04-19,,https://www.nature.com/articles/nnano.2009.81,4
