contentType,title,abstract,abstract_google_cn,affiliations,authorization,authors,citation_text,count_accesses,count_altmetric,count_citations,documentType,doi,doi_url,focus,issue,journal_pcode,journal_title,publishedAt,publishedAtString,subjects,url,volume
editorial,The graphene times,,,[],True,[],"The graphene times. Nat. Nanotechnol. 14, 903 (2019).",6126,29,0,aplusplus,10.1038/s41565-019-0561-4,https://doi.org/10.1038/s41565-019-0561-4,Graphene 15,10,nnano,nature nanotechnology,1570060800,2019-10-03,,https://www.nature.com/articles/s41565-019-0561-4,14
comment,Graphene: the hype versus commercial reality,,,"[{'address': 'The Graphene Council, New Bern, NC, USA', 'authors': ['Terrance Barkan']}]",False,['Terrance Barkan'],"Barkan, T. Graphene: the hype versus commercial reality. Nat. Nanotechnol. 14, 904–906 (2019).",2995,24,1,aplusplus,10.1038/s41565-019-0556-1,https://doi.org/10.1038/s41565-019-0556-1,Graphene 15,10,nnano,nature nanotechnology,1570060800,2019-10-03,,https://www.nature.com/articles/s41565-019-0556-1,14
comment,Graphene is on track to deliver on its promises,,,"[{'address': 'Fraunhofer Institute for Systems and Innovation Research ISI, Karlsruhe, Germany', 'authors': ['T. Reiss']}, {'address': 'Stiftelsen Chalmers Industriteknik, Gothenburg, Sweden', 'authors': ['K. Hjelt']}, {'address': 'Cambridge Graphene Centre, University of Cambridge, Cambridge, UK', 'authors': ['A. C. Ferrari']}]",False,"['T. Reiss', 'K. Hjelt', 'A. C. Ferrari']","Reiss, T., Hjelt, K. & Ferrari, A.C. Graphene is on track to deliver on its promises. Nat. Nanotechnol. 14, 907–910 (2019).",5321,64,2,aplusplus,10.1038/s41565-019-0557-0,https://doi.org/10.1038/s41565-019-0557-0,Graphene 15,10,nnano,nature nanotechnology,1570060800,2019-10-03,materials-for-devices;mechanical-and-structural-properties-and-devices,https://www.nature.com/articles/s41565-019-0557-0,14
thesis,Engineering students visit a nano centre,,,"[{'address': 'Center for Environmental Nanoscience and Risk, University of South Carolina, Columbia, SC, USA', 'authors': ['Chris Toumey']}]",False,['Chris Toumey'],"Toumey, C. Engineering students visit a nano centre. Nat. Nanotechnol. 14, 911–912 (2019).",855,5,0,aplusplus,10.1038/s41565-019-0553-4,https://doi.org/10.1038/s41565-019-0553-4,,10,nnano,nature nanotechnology,1570060800,2019-10-03,ethical-legal-and-other-societal-issues;scientific-community-and-society,https://www.nature.com/articles/s41565-019-0553-4,14
obituary,Richard P. Van Duyne (1945–2019),,,"[{'address': 'Department of Chemistry, Northwestern University, Evanston, IL, USA', 'authors': ['George C. Schatz']}]",True,['George C. Schatz'],"Schatz, G.C. Richard P. Van Duyne (1945–2019). Nat. Nanotechnol. 14, 913 (2019).",4317,24,0,aplusplus,10.1038/s41565-019-0545-4,https://doi.org/10.1038/s41565-019-0545-4,,10,nnano,nature nanotechnology,1567123200,2019-08-30,scientific-community;sers,https://www.nature.com/articles/s41565-019-0545-4,14
feature,Graphene in the making,,,"[{'address': 'Nature Nanotechnology', 'authors': ['Fabio Pulizzi', ',\xa0Olga Bubnova', '\xa0&\xa0Alberto Moscatelli']}, {'address': 'Nature Communications', 'authors': ['Silvia Milana']}, {'address': 'Nature Reviews Chemistry', 'authors': ['David Schilter']}, {'address': 'Nature Physics', 'authors': ['David Abergel']}]",False,"['Fabio Pulizzi', 'Olga Bubnova', 'Silvia Milana', 'David Schilter', 'David Abergel', 'Alberto Moscatelli']","Pulizzi, F., Bubnova, O., Milana, S. et al. Graphene in the making. Nat. Nanotechnol. 14, 914–918 (2019).",3317,12,3,aplusplus,10.1038/s41565-019-0552-5,https://doi.org/10.1038/s41565-019-0552-5,Graphene 15,10,nnano,nature nanotechnology,1570060800,2019-10-03,,https://www.nature.com/articles/s41565-019-0552-5,14
feature,The lab-to-fab journey of 2D materials,,,"[{'address': 'Nature Communications', 'authors': ['Silvia Milana']}]",False,['Silvia Milana'],"Milana, S. The lab-to-fab journey of 2D materials. Nat. Nanotechnol. 14, 919–921 (2019).",3043,13,2,aplusplus,10.1038/s41565-019-0554-3,https://doi.org/10.1038/s41565-019-0554-3,Graphene 15,10,nnano,nature nanotechnology,1570060800,2019-10-03,,https://www.nature.com/articles/s41565-019-0554-3,14
news & views,In search of the hot spot,,,"[{'address': 'Department of Chemistry, The University of Western Ontario (Western University), London, Ontario, Canada', 'authors': ['Danielle M. McRae', '\xa0&\xa0François Lagugné-Labarthet']}]",False,"['Danielle M. McRae', 'François Lagugné-Labarthet']","McRae, D.M., Lagugné-Labarthet, F. In search of the hot spot. Nat. Nanotechnol. 14, 922–923 (2019).",1291,7,0,aplusplus,10.1038/s41565-019-0540-9,https://doi.org/10.1038/s41565-019-0540-9,,10,nnano,nature nanotechnology,1568592000,2019-09-16,raman-spectroscopy;sers,https://www.nature.com/articles/s41565-019-0540-9,14
news & views,Switching magnetization with a Weyl semimetal,,,"[{'address': 'Zernike Institute for Advanced Materials, University of Groningen, Groningen, the Netherlands', 'authors': ['Marcos H. D. Guimarães']}]",False,['Marcos H. D. Guimarães'],"Guimarães, M.H.D. Switching magnetization with a Weyl semimetal. Nat. Nanotechnol. 14, 923–924 (2019).",1978,6,0,aplusplus,10.1038/s41565-019-0541-8,https://doi.org/10.1038/s41565-019-0541-8,,10,nnano,nature nanotechnology,1566172800,2019-08-19,magnetic-devices;magnetic-properties-and-materials,https://www.nature.com/articles/s41565-019-0541-8,14
news & views,Stability makes a difference,,,"[{'address': 'Institute of Complex Systems (ICS-8), Forschungszentrum Jülich, Jülich, Germany', 'authors': ['Dirk Mayer']}, {'address': 'Department of Physics, University of Konstanz, Konstanz, Germany', 'authors': ['Elke Scheer']}]",False,"['Dirk Mayer', 'Elke Scheer']","Mayer, D., Scheer, E. Stability makes a difference. Nat. Nanotechnol. 14, 925–926 (2019).",1424,2,0,aplusplus,10.1038/s41565-019-0537-4,https://doi.org/10.1038/s41565-019-0537-4,,10,nnano,nature nanotechnology,1568592000,2019-09-16,molecular-electronics,https://www.nature.com/articles/s41565-019-0537-4,14
