contentType,title,abstract,affiliations,authorization,authors,citation_text,count_accesses,count_altmetric,count_citations,documentType,doi,doi_url,focus,issue,journal_pcode,journal_title,publishedAt,publishedAtString,subjects,url,volume
editorial,Innovation off the beaten path,,[],True,[],"Innovation off the beaten path. Nature Nanotech11, 575 (2016).",91,3,1,aplusplus,10.1038/nnano.2016.124,https://doi.org/10.1038/nnano.2016.124,,7,nnano,nature nanotechnology,1467763200,2016-07-06,education;quantum-information,https://www.nature.com/articles/nnano.2016.124,11
editorial,What is Nano?,,[],True,[],"What is Nano?. Nature Nanotech11, 575 (2016).",815,3,0,aplusplus,10.1038/nnano.2016.133,https://doi.org/10.1038/nnano.2016.133,,7,nnano,nature nanotechnology,1467763200,2016-07-06,nanoscale-devices;nanoscale-materials,https://www.nature.com/articles/nnano.2016.133,11
thesis,Environment matters for all,,[],False,"[""Chris Toumey""]","Toumey, C. Environment matters for all. Nature Nanotech11, 576–577 (2016).",56,3,1,aplusplus,10.1038/nnano.2016.122,https://doi.org/10.1038/nnano.2016.122,,7,nnano,nature nanotechnology,1467763200,2016-07-06,ecotoxicology;environmental-health-and-safety-issues;ethical-legal-and-other-societal-issues,https://www.nature.com/articles/nnano.2016.122,11
research highlights,Our choice from the recent literature,,[],True,[],"Our choice from the recent literature. Nature Nanotech11, 578 (2016).",87,1,0,aplusplus,10.1038/nnano.2016.130,https://doi.org/10.1038/nnano.2016.130,,7,nnano,nature nanotechnology,1467763200,2016-07-06,atomic-force-microscopy;catalysis;graphene;molecular-self-assembly;nanoparticles;quantum-hall;superconductors;supramolecular-chemistry,https://www.nature.com/articles/nnano.2016.130,11
news & views,Nanoparticles make salty circuits,,[],True,"[""Hao Yan"", ""Nicholas Melosh""]","Yan, H., Melosh, N. Nanoparticles make salty circuits. Nature Nanotech11, 579–580 (2016).",216,6,7,aplusplus,10.1038/nnano.2016.46,https://doi.org/10.1038/nnano.2016.46,,7,nnano,nature nanotechnology,1457913600,2016-03-14,electronic-devices;sensors,https://www.nature.com/articles/nnano.2016.46,11
news & views,Going small to beat the high,,[],True,"[""Eric C. Peterson"", ""Laura E. Ewing""]","Peterson, E., Ewing, L. Going small to beat the high. Nature Nanotech11, 580–581 (2016).",138,6,7,aplusplus,10.1038/nnano.2016.45,https://doi.org/10.1038/nnano.2016.45,,7,nnano,nature nanotechnology,1457913600,2016-03-14,nanomedicine,https://www.nature.com/articles/nnano.2016.45,11
news & views,Running on information,,[],True,"[""R. Dean Astumian""]","Astumian, R. Running on information. Nature Nanotech11, 582–583 (2016).",275,1,11,aplusplus,10.1038/nnano.2016.98,https://doi.org/10.1038/nnano.2016.98,,7,nnano,nature nanotechnology,1465776000,2016-06-13,molecular-machines-and-motors,https://www.nature.com/articles/nnano.2016.98,11
perspective,The nanotechnology of life-inspired systems,,[],False,"[""Bartosz A. Grzybowski"", ""Wilhelm T. S. Huck""]","Grzybowski, B., Huck, W. The nanotechnology of life-inspired systems. Nature Nanotech11, 585–592 (2016).",3407,25,207,aplusplus,10.1038/nnano.2016.116,https://doi.org/10.1038/nnano.2016.116,,7,nnano,nature nanotechnology,1467763200,2016-07-06,molecular-machines-and-motors;molecular-self-assembly;other-nanotechnology,https://www.nature.com/articles/nnano.2016.116,11
letter,Quantum Hall effect in black phosphorus two-dimensional electron system,,[],False,"[""Likai Li"", ""Fangyuan Yang"", ""Guo Jun Ye"", ""Zuocheng Zhang"", ""Zengwei Zhu"", ""Wenkai Lou"", ""Xiaoying Zhou"", ""Liang Li"", ""Kenji Watanabe"", ""Takashi Taniguchi"", ""Kai Chang"", ""Yayu Wang"", ""Xian Hui Chen"", ""Yuanbo Zhang""]","Li, L., Yang, F., Ye, G. et al. Quantum Hall effect in black phosphorus two-dimensional electron system. Nature Nanotech11, 593–597 (2016).",3505,12,246,aplusplus,10.1038/nnano.2016.42,https://doi.org/10.1038/nnano.2016.42,,7,nnano,nature nanotechnology,1459123200,2016-03-28,electronic-properties-and-materials;quantum-hall,https://www.nature.com/articles/nnano.2016.42,11
letter,Electrical generation and control of the valley carriers in a monolayer transition metal dichalcogenide,,[],False,"[""Yu Ye"", ""Jun Xiao"", ""Hailong Wang"", ""Ziliang Ye"", ""Hanyu Zhu"", ""Mervin Zhao"", ""Yuan Wang"", ""Jianhua Zhao"", ""Xiaobo Yin"", ""Xiang Zhang""]","Ye, Y., Xiao, J., Wang, H. et al. Electrical generation and control of the valley carriers in a monolayer transition metal dichalcogenide. Nature Nanotech11, 598–602 (2016).",2903,116,155,aplusplus,10.1038/nnano.2016.49,https://doi.org/10.1038/nnano.2016.49,,7,nnano,nature nanotechnology,1459728000,2016-04-04,electronic-devices;surfaces-interfaces-and-thin-films,https://www.nature.com/articles/nnano.2016.49,11
