contentType,title,abstract,abstract_google_cn,affiliations,authorization,authors,citation_text,count_accesses,count_altmetric,count_citations,documentType,doi,doi_url,focus,issue,journal_pcode,journal_title,publishedAt,publishedAtString,subjects,url,volume
editorial,Scanning the past,,,[],True,[],"Scanning the past. Nature Nanotech8, 539 (2013).",50,6,0,aplusplus,10.1038/nnano.2013.167,https://doi.org/10.1038/nnano.2013.167,,8,nnano,nature nanotechnology,1375660800,2013-08-05,scanning-probe-microscopy,https://www.nature.com/articles/nnano.2013.167,8
research highlights,Our choice from the recent literature,,,[],True,[],"Our choice from the recent literature. Nature Nanotech8, 540 (2013).",16,1,0,aplusplus,10.1038/nnano.2013.162,https://doi.org/10.1038/nnano.2013.162,,8,nnano,nature nanotechnology,1375660800,2013-08-05,dna-nanomachines;drug-delivery;molecular-machines-and-motors;nanoparticles;photochemistry;sub-wavelength-optics;surface-patterning,https://www.nature.com/articles/nnano.2013.162,8
news & views,Plasmons at the surface,,,"[{'address': 'Yoshinori Okada is at the WPI-AIMR, Tohoku University, Sendai, 980-8577, Japan', 'authors': ['Yoshinori Okada']}, {'address': 'Vidya Madhavan is at the Department of Physics, Boston College, Chestnut Hill, Massachusetts 02467, USA', 'authors': ['Vidya Madhavan']}]",False,"['Yoshinori Okada', 'Vidya Madhavan']","Okada, Y., Madhavan, V. Plasmons at the surface. Nature Nanotech8, 541–542 (2013).",189,1,12,aplusplus,10.1038/nnano.2013.157,https://doi.org/10.1038/nnano.2013.157,,8,nnano,nature nanotechnology,1375660800,2013-08-05,electronic-properties-and-materials;metamaterials,https://www.nature.com/articles/nnano.2013.157,8
news & views,Watching the rise and fall of a dislocation,,,[],True,['Fabio Pulizzi'],"Pulizzi, F. Watching the rise and fall of a dislocation. Nature Nanotech8, 542 (2013).",25,1,0,aplusplus,10.1038/nnano.2013.159,https://doi.org/10.1038/nnano.2013.159,,8,nnano,nature nanotechnology,1375660800,2013-08-05,graphene;transmission-electron-microscopy,https://www.nature.com/articles/nnano.2013.159,8
news & views,Pristine quantum devices on demand,,,"[{'address': 'Zhaohui Zhong is at the Department of Electrical Engineering and Computer Science, University of Michigan, Ann Arbor, Michigan 48109, USA', 'authors': ['Zhaohui Zhong']}]",False,['Zhaohui Zhong'],"Zhong, Z. Pristine quantum devices on demand. Nature Nanotech8, 543–544 (2013).",34,2,1,aplusplus,10.1038/nnano.2013.154,https://doi.org/10.1038/nnano.2013.154,,8,nnano,nature nanotechnology,1375660800,2013-08-05,electronic-devices;electronic-properties-and-materials,https://www.nature.com/articles/nnano.2013.154,8
news & views,Atomic clocks in the solid state,,,"[{'address': 'Sven Rogge is at the Centre of Excellence for Quantum Computation and Communication Technology, School of Physics, University of New South Wales, Sydney, New South Wales 2052, Australia', 'authors': ['Sven Rogge']}, {'address': 'Matthew J. Sellars is at the Centre of Excellence for Quantum Computation and Communication Technology, RSPE, Australian National University, Canberra, Australian Capital Territory 0200, Australia', 'authors': ['Matthew J. Sellars']}]",False,"['Sven Rogge', 'Matthew J. Sellars']","Rogge, S., Sellars, M. Atomic clocks in the solid state. Nature Nanotech8, 544–545 (2013).",164,1,1,aplusplus,10.1038/nnano.2013.152,https://doi.org/10.1038/nnano.2013.152,,8,nnano,nature nanotechnology,1375660800,2013-08-05,quantum-information,https://www.nature.com/articles/nnano.2013.152,8
news & views,Crowded genes perform differently,,,"[{'address': 'Friedrich C. Simmel is at the Physik Department and ZNN/WSI, Technische Universität München, Am Coulombwall 4a, 85748 Garching, Germany', 'authors': ['Friedrich C. Simmel']}]",False,['Friedrich C. Simmel'],"Simmel, F. Crowded genes perform differently. Nature Nanotech8, 545–546 (2013).",47,2,2,aplusplus,10.1038/nnano.2013.156,https://doi.org/10.1038/nnano.2013.156,,8,nnano,nature nanotechnology,1375660800,2013-08-05,nanobiotechnology,https://www.nature.com/articles/nnano.2013.156,8
news & views,In situ computation of cell identity,,,"[{'address': 'and the Department of Systems Biology at Harvard Medical School, Thomas E. Schaus and Peng Yin are at the Wyss Institute of Biologically Inspired Engineering at Harvard University, CLSB, 5th Floor, 3 Blackfan Circle, Boston, Massachusetts 02115, USA, 200 Longwood Avenue, Alpert 536, Boston, Massachusetts 02115, USA', 'authors': ['Thomas E. Schaus', '\xa0&\xa0Peng Yin']}]",False,"['Thomas E. Schaus', 'Peng Yin']","Schaus, T., Yin, P. In situcomputation of cell identity. Nature Nanotech8, 546–548 (2013).",73,1,5,aplusplus,10.1038/nnano.2013.155,https://doi.org/10.1038/nnano.2013.155,,8,nnano,nature nanotechnology,1375660800,2013-08-05,dna-computing;nanomedicine,https://www.nature.com/articles/nnano.2013.155,8
progress article,Low-frequency 1/f noise in graphene devices,,,"[{'address': 'Department of Electrical Engineering, Nano-Device Laboratory, Materials Science and Engineering Program, Bourns College of Engineering, University of California — Riverside, Riverside, 92521, California, USA', 'authors': ['Alexander A. Balandin']}]",False,['Alexander A. Balandin'],"Balandin, A. Low-frequency 1/fnoise in graphene devices. Nature Nanotech8, 549–555 (2013).",1349,23,273,aplusplus,10.1038/nnano.2013.144,https://doi.org/10.1038/nnano.2013.144,,8,nnano,nature nanotechnology,1375660800,2013-08-05,electronic-properties-and-devices,https://www.nature.com/articles/nnano.2013.144,8
letter,Observation of Dirac plasmons in a topological insulator,"<p>Plasmons are quantized collective oscillations of electrons and have been observed in metals and doped semiconductors. The plasmons of ordinary, massive electrons have been the basic ingredients of research in plasmonics and in optical metamaterials for a long time. However, plasmons of massless Dirac electrons have only recently been observed in graphene, a purely two-dimensional electron system. Their properties are promising for novel tunable plasmonic metamaterials in the terahertz and mid-infrared frequency range. Dirac fermions also occur in the two-dimensional electron gas that forms at the surface of topological insulators as a result of the strong spin&#8211;orbit interaction existing in the insulating bulk phase. One may therefore look for their collective excitations using infrared spectroscopy. Here we report the first experimental evidence of plasmonic excitations in a topological insulator (Bi<sub>2</sub>Se<sub>3</sub>). The material was prepared in thin micro-ribbon arrays of different widths W and periods 2W to select suitable values of the plasmon wavevector k. The linewidth of the plasmon was found to remain nearly constant at temperatures between 6&#160;K and 300&#160;K, as expected when exciting topological carriers. Moreover, by changing W and measuring the plasmon frequency in the terahertz range versus k we show, without using any fitting parameter, that the dispersion curve agrees quantitatively with that predicted for Dirac plasmons.</p>",,"[{'address': 'CNR–SPIN, Corso F. Perrone, Genoa, 16152, Italy', 'authors': ['P. Di Pietro', '\xa0&\xa0P. Calvani']}, {'address': 'Dipartimento di Fisica, Università di Roma ‘La Sapienza’, Piazzale A. Moro 2, Rome, I-00185, Italy', 'authors': ['P. Di Pietro', ',\xa0M. Ortolani', ',\xa0O. Limaj', ',\xa0V. Giliberti', ',\xa0F. Giorgianni', ',\xa0P. Calvani', '\xa0&\xa0S. Lupi']}, {'address': 'CNR–IFN, Via Cineto Romano, Rome, 42 00156, Italy', 'authors': ['M. Ortolani', ',\xa0A. Di Gaspare', '\xa0&\xa0V. Giliberti']}, {'address': 'INFN, Piazza dei Caprettari 70, Rome, 00186, Italy', 'authors': ['O. Limaj', ',\xa0F. Giorgianni', '\xa0&\xa0S. Lupi']}, {'address': 'Department of Physics and Astronomy Rutgers, The State University of New Jersey, 136 Frelinghuysen Road, Piscataway, 08854-8019, New Jersey, USA', 'authors': ['M. Brahlek', ',\xa0N. Bansal', ',\xa0N. Koirala', '\xa0&\xa0S. Oh']}, {'address': 'CNR–IOM, Area Science Park, Basovizza, Ed. MM, Strada Statale 14 Km 163,5, Trieste, I-34149, Italy', 'authors': ['S. Lupi']}]",False,"['P. Di Pietro', 'M. Ortolani', 'O. Limaj', 'A. Di Gaspare', 'V. Giliberti', 'F. Giorgianni', 'M. Brahlek', 'N. Bansal', 'N. Koirala', 'S. Oh', 'P. Calvani', 'S. Lupi']","Di Pietro, P., Ortolani, M., Limaj, O. et al. Observation of Dirac plasmons in a topological insulator. Nature Nanotech8, 556–560 (2013).",1639,19,193,aplusplus,10.1038/nnano.2013.134,https://doi.org/10.1038/nnano.2013.134,,8,nnano,nature nanotechnology,1374364800,2013-07-21,electronic-properties-and-materials;metamaterials,https://www.nature.com/articles/nnano.2013.134,8
