contentType,title,abstract,abstract_google_cn,affiliations,authorization,authors,citation_text,count_accesses,count_altmetric,count_citations,documentType,doi,doi_url,focus,issue,journal_pcode,journal_title,publishedAt,publishedAtString,subjects,url,volume
editorial,Long live the NNI,,,[],True,[],"Long live the NNI. Nat. Nanotechnol. 14, 995 (2019).",990,9,0,aplusplus,10.1038/s41565-019-0580-1,https://doi.org/10.1038/s41565-019-0580-1,,11,nnano,nature nanotechnology,1572998400,2019-11-06,,https://www.nature.com/articles/s41565-019-0580-1,14
comment,Fifteen years of nanoEHS research advances science and fosters a vibrant community,,,"[{'address': 'National Nanotechnology Coordination Office, Alexandria, VA, USA', 'authors': ['Lisa E. Friedersdorf', '\xa0&\xa0Rhema Bjorkland']}, {'address': 'School of Freshwater Sciences, University of Wisconsin Milwaukee, Milwaukee, WI, USA', 'authors': ['Rebecca D. Klaper']}, {'address': 'Department of Environmental Science, Baylor University, Waco, TX, USA', 'authors': ['Christie M. Sayes']}, {'address': 'Center for the Environmental Implications of NanoTechnology, Duke University, Durham, NC, USA', 'authors': ['Mark R. Wiesner']}]",False,"['Lisa E. Friedersdorf', 'Rhema Bjorkland', 'Rebecca D. Klaper', 'Christie M. Sayes', 'Mark R. Wiesner']","Friedersdorf, L.E., Bjorkland, R., Klaper, R.D. et al. Fifteen years of nanoEHS research advances science and fosters a vibrant community. Nat. Nanotechnol. 14, 996–998 (2019).",460,6,0,aplusplus,10.1038/s41565-019-0574-z,https://doi.org/10.1038/s41565-019-0574-z,,11,nnano,nature nanotechnology,1572998400,2019-11-06,nanoscience-and-technology;scientific-community,https://www.nature.com/articles/s41565-019-0574-z,14
comment,Best practices from nano-risk analysis relevant for other emerging technologies,,,"[{'address': 'Genetic Engineering and Society Center, North Carolina State University, Raleigh, NC, USA', 'authors': ['Khara Grieger', '\xa0&\xa0Jennifer Kuzma']}, {'address': 'Department of Materials Science and Engineering, North Carolina State University, Raleigh, NC, USA', 'authors': ['Jacob L. Jones']}, {'address': 'Department of Environmental Engineering, Technical University of Denmark, Kongens Lyngby, Denmark', 'authors': ['Steffen Foss Hansen', '\xa0&\xa0Anders Baun']}, {'address': 'Department of Civil and Environmental Engineering, Duke University, Durham, NC, USA', 'authors': ['Christine Ogilvie Hendren']}, {'address': 'Center for the Environmental Implications of NanoTechnology, Duke University, Durham, NC, USA', 'authors': ['Christine Ogilvie Hendren']}, {'address': 'National Research Centre for the Working Environment, Copenhagen, Denmark', 'authors': ['Keld Alstrup Jensen']}]",False,"['Khara Grieger', 'Jacob L. Jones', 'Steffen Foss Hansen', 'Christine Ogilvie Hendren', 'Keld Alstrup Jensen', 'Jennifer Kuzma', 'Anders Baun']","Grieger, K., Jones, J.L., Hansen, S.F. et al. Best practices from nano-risk analysis relevant for other emerging technologies. Nat. Nanotechnol. 14, 998–1001 (2019).",666,5,2,aplusplus,10.1038/s41565-019-0572-1,https://doi.org/10.1038/s41565-019-0572-1,,11,nnano,nature nanotechnology,1572998400,2019-11-06,environmental-health-and-safety-issues;research-management,https://www.nature.com/articles/s41565-019-0572-1,14
news & views,Co-feeding copper catalysts couple carbon,,,"[{'address': 'Department of Chemistry, University of California, Berkeley, Berkeley, CA, USA', 'authors': ['Yifan Li', '\xa0&\xa0Peidong Yang']}, {'address': 'Chemical Sciences Division, Lawrence Berkeley National Laboratory, Berkeley, CA, USA', 'authors': ['Yifan Li', '\xa0&\xa0Peidong Yang']}, {'address': 'Kavli Energy NanoScience Institute, Berkeley, CA, USA', 'authors': ['Yifan Li', '\xa0&\xa0Peidong Yang']}]",False,"['Yifan Li', 'Peidong Yang']","Li, Y., Yang, P. Co-feeding copper catalysts couple carbon. Nat. Nanotechnol. 14, 1002–1003 (2019).",2369,5,0,aplusplus,10.1038/s41565-019-0575-y,https://doi.org/10.1038/s41565-019-0575-y,,11,nnano,nature nanotechnology,1571702400,2019-10-22,electrocatalysis,https://www.nature.com/articles/s41565-019-0575-y,14
news & views,Actuating smart,,,"[{'address': 'CAS Key Laboratory of Soft Matter Chemistry, Hefei National Laboratory for Physical Sciences at the Microscale, University of Science and Technology of China, Hefei, Anhui, China', 'authors': ['Mingming Ma']}]",False,['Mingming Ma'],"Ma, M. Actuating smart. Nat. Nanotechnol. 14, 1003–1004 (2019).",1646,21,0,aplusplus,10.1038/s41565-019-0569-9,https://doi.org/10.1038/s41565-019-0569-9,,11,nnano,nature nanotechnology,1572825600,2019-11-04,actuators;nanoparticles,https://www.nature.com/articles/s41565-019-0569-9,14
news & views,Picosecond detection of electron motion,,,"[{'address': 'Laboratoire de Physique de l’Ecole normale supérieure, ENS, Université PSL, CNRS, Sorbonne Université, Université de Paris, Paris, France', 'authors': ['G. Fève']}]",False,['G. Fève'],"Fève, G. Picosecond detection of electron motion. Nat. Nanotechnol. 14, 1005–1006 (2019).",905,3,0,aplusplus,10.1038/s41565-019-0576-x,https://doi.org/10.1038/s41565-019-0576-x,,11,nnano,nature nanotechnology,1572825600,2019-11-04,electronic-devices;quantum-dots,https://www.nature.com/articles/s41565-019-0576-x,14
perspective,Smart cancer nanomedicine,,,"[{'address': 'Laboratory of Chemical Biology, Department of Biomedical Engineering and Institute for Complex Molecular Systems, Eindhoven University of Technology, Eindhoven, The Netherlands', 'authors': ['Roy van der Meel', '\xa0&\xa0Willem J. M. Mulder']}, {'address': 'Translational and Molecular Imaging Institute, Icahn School of Medicine at Mount Sinai, New York, NY, USA', 'authors': ['Roy van der Meel', '\xa0&\xa0Willem J. M. Mulder']}, {'address': 'Department of Clinical Chemistry and Haematology, University Medical Center Utrecht, Utrecht, The Netherlands', 'authors': ['Roy van der Meel']}, {'address': 'Department of Biochemistry and Molecular Biology, University of British Columbia, Vancouver, British Columbia, Canada', 'authors': ['Roy van der Meel']}, {'address': 'Department of Physics, Norwegian University of Science and Technology, Trondheim, Norway', 'authors': ['Einar Sulheim']}, {'address': 'Department of Biotechnology and Nanomedicine, SINTEF AS, Trondheim, Norway', 'authors': ['Einar Sulheim']}, {'address': 'Cancer Clinic, St. Olavs University Hospital, Trondheim, Norway', 'authors': ['Einar Sulheim']}, {'address': 'Institute for Experimental Molecular Imaging, RWTH Aachen University Clinic, Aachen, Germany', 'authors': ['Yang Shi', ',\xa0Fabian Kiessling', '\xa0&\xa0Twan Lammers']}, {'address': 'Department of Oncological Sciences, Icahn School of Medicine at Mount Sinai, New York, NY, USA', 'authors': ['Willem J. M. Mulder']}, {'address': 'Department of Targeted Therapeutics, University of Twente, Enschede, The Netherlands', 'authors': ['Twan Lammers']}, {'address': 'Department of Pharmaceutics, Utrecht University, Utrecht, The Netherlands', 'authors': ['Twan Lammers']}]",True,"['Roy van der Meel', 'Einar Sulheim', 'Yang Shi', 'Fabian Kiessling', 'Willem J. M. Mulder', 'Twan Lammers']","van der Meel, R., Sulheim, E., Shi, Y. et al. Smart cancer nanomedicine. Nat. Nanotechnol. 14, 1007–1017 (2019).",11000,56,32,aplusplus,10.1038/s41565-019-0567-y,https://doi.org/10.1038/s41565-019-0567-y,,11,nnano,nature nanotechnology,1572998400,2019-11-06,drug-delivery;nanobiotechnology;nanomedicine;nanoparticles,https://www.nature.com/articles/s41565-019-0567-y,14
letter,Picosecond coherent electron motion in a silicon single-electron source,"<p>An advanced understanding of ultrafast coherent electron dynamics is necessary for the application of submicrometre devices under a non-equilibrium drive to quantum technology, including on-demand single-electron sources, electron quantum optics, qubit control, quantum sensing and quantum metrology. Although electron dynamics along an extended channel has been studied extensively, it is hard to capture the electron motion inside submicrometre devices. The frequency of the internal, coherent dynamics is typically higher than 100&#8201;GHz, beyond the state-of-the-art experimental bandwidth of less than 10&#8201;GHz (refs. ). Although the dynamics can be detected by means of a surface-acoustic-wave quantum dot, this method does not allow for a time-resolved detection. Here we theoretically and experimentally demonstrate how we can observe the internal dynamics in a silicon single-electron source that comprises a dynamic quantum dot in an effective time-resolved fashion with picosecond resolution using a resonant level as a detector. The experimental observations and the simulations with realistic parameters show that a non-adiabatically excited electron wave packet spatially oscillates quantum coherently at ~250&#8201;GHz inside the source at 4.2&#8201;K. The developed technique may, in future, enable the detection of fast dynamics in cavities, the control of non-adiabatic excitations or a single-electron source that emits engineered wave packets. With such achievements, high-fidelity initialization of flying qubits, high-resolution and high-speed electromagnetic-field sensing and high-accuracy current sources may become possible.</p>",,"[{'address': 'NTT Basic Research Laboratories, NTT Corporation, Atsugi, Japan', 'authors': ['Gento Yamahata', ',\xa0Nathan Johnson', '\xa0&\xa0Akira Fujiwara']}, {'address': 'Department of Physics, Korea Advanced Institute of Science and Technology, Daejeon, Korea', 'authors': ['Sungguen Ryu', '\xa0&\xa0H.-S. Sim']}, {'address': 'National Physical Laboratory, Teddington, UK', 'authors': ['Masaya Kataoka']}]",False,"['Gento Yamahata', 'Sungguen Ryu', 'Nathan Johnson', 'H.-S. Sim', 'Akira Fujiwara', 'Masaya Kataoka']","Yamahata, G., Ryu, S., Johnson, N. et al. Picosecond coherent electron motion in a silicon single-electron source. Nat. Nanotechnol. 14, 1019–1023 (2019).",2321,49,2,aplusplus,10.1038/s41565-019-0563-2,https://doi.org/10.1038/s41565-019-0563-2,,11,nnano,nature nanotechnology,1572825600,2019-11-04,electronic-devices;quantum-information;quantum-metrology;qubits;semiconductors,https://www.nature.com/articles/s41565-019-0563-2,14
letter,A room-temperature polariton light-emitting diode based on monolayer WS2,"<p>Exciton polaritons that arise through the strong coupling of excitons and cavity photons are used to demonstrate a wide array of fundamental phenomena and potential applications that range from Bose&#8211;Einstein-like condensation to analogue Hamiltonian simulators and chip-scale interferometers. Recently, the two-dimensional (2D) transition metal dichalcogenides (TMDs), because of their large exciton binding energies, oscillator strength and valley degree of freedom, have emerged as a very attractive platform to realize exciton polaritons at elevated temperatures. Achieving the electrical injection of polaritons is attractive both as a precursor to realizing electrically driven polariton lasers as well as for high speed light-emitting diodes (LEDs) for communication systems. Here, we demonstrate an electrically driven polariton LED that operates at room temperature using monolayer tungsten disulfide (WS<sub>2</sub>) as the emissive material. The extracted external quantum efficiency is ~0.1% and is comparable to recent demonstrations of bulk organic and carbon nanotube-based polariton electroluminescence (EL) devices. The possibility to realize electrically driven polariton LEDs in atomically thin semiconductors at room temperature presents a promising step towards achieving an inversionless electrically driven laser in these systems as well as for ultrafast microcavity LEDs using van der Waals (vdW) materials.</p>",,"[{'address': 'Department of Physics, City College of New York, City University of New York, New York, USA', 'authors': ['Jie Gu', ',\xa0Biswanath Chakraborty', ',\xa0Mandeep Khatoniar', '\xa0&\xa0Vinod M. Menon']}, {'address': 'Department of Physics, The Graduate Center, City University of New York, New York, USA', 'authors': ['Jie Gu', ',\xa0Mandeep Khatoniar', '\xa0&\xa0Vinod M. Menon']}]",False,"['Jie Gu', 'Biswanath Chakraborty', 'Mandeep Khatoniar', 'Vinod M. Menon']","Gu, J., Chakraborty, B., Khatoniar, M. et al.A room-temperature polariton light-emitting diode based on monolayer WS2. Nat. Nanotechnol. 14, 1024–1028 (2019).",6032,86,4,aplusplus,10.1038/s41565-019-0543-6,https://doi.org/10.1038/s41565-019-0543-6,,11,nnano,nature nanotechnology,1569196800,2019-09-23,lasers-leds-and-light-sources;optics-and-photonics;two-dimensional-materials,https://www.nature.com/articles/s41565-019-0543-6,14
letter,Tunable crystal symmetry in graphene–boron nitride heterostructures with coexisting moiré superlattices,"<p>In van der Waals (vdW) heterostructures consisting of atomically thin crystals layered on top of one another, lattice mismatch and rotation between the layers can result in long-wavelength moir&#233; superlattices. These moir&#233; patterns can drive notable band structure reconstruction of the composite material, leading to a wide range of emergent phenomena including superconductivity, magnetism, fractional Chern insulating states and moir&#233; excitons. Here, we investigate devices consisting of monolayer graphene encapsulated between two crystals of boron nitride (BN), in which the rotational alignment of all three components is controlled. We find that bandgaps in the graphene arising from perfect rotational alignment with both BN layers can be modified considerably depending on whether the relative orientation of the two BN layers is 0&#176; or 60&#176;, suggesting a tunable transition between the absence or presence of inversion symmetry in the heterostructure. Small deviations (&lt;1&#176;) from perfect alignment of all three layers leads to coexisting long-wavelength moir&#233; potentials, resulting in a highly reconstructed graphene band structure featuring multiple secondary Dirac points. Our results demonstrate that the interplay between multiple moir&#233; patterns can be utilized to controllably modify the symmetry and electronic properties of the composite heterostructure.</p>",,"[{'address': 'Department of Mechanical Engineering, Columbia University, New York, NY, USA', 'authors': ['Nathan R. Finney', ',\xa0Lithurshanaa Muraleetharan', '\xa0&\xa0James Hone']}, {'address': 'Department of Physics, Columbia University, New York, NY, USA', 'authors': ['Matthew Yankowitz', '\xa0&\xa0Cory R. Dean']}, {'address': 'National Institute for Materials Science, Tsukuba, Japan', 'authors': ['K. Watanabe', '\xa0&\xa0T. Taniguchi']}]",False,"['Nathan R. Finney', 'Matthew Yankowitz', 'Lithurshanaa Muraleetharan', 'K. Watanabe', 'T. Taniguchi', 'Cory R. Dean', 'James Hone']","Finney, N.R., Yankowitz, M., Muraleetharan, L. et al. Tunable crystal symmetry in graphene–boron nitride heterostructures with coexisting moiré superlattices. Nat. Nanotechnol. 14, 1029–1034 (2019).",7894,66,4,aplusplus,10.1038/s41565-019-0547-2,https://doi.org/10.1038/s41565-019-0547-2,,11,nnano,nature nanotechnology,1569801600,2019-09-30,electronic-properties-and-materials;two-dimensional-materials,https://www.nature.com/articles/s41565-019-0547-2,14
