contentType,title,abstract,affiliations,authorization,authors,citation_text,count_accesses,count_altmetric,count_citations,documentType,doi,doi_url,focus,issue,journal_pcode,journal_title,publishedAt,publishedAtString,subjects,url,volume
correspondence,Quantifying the biodistribution of nanoparticles,,[],True,"[""Xiao He"", ""Zhiyong Zhang"", ""Jinsen Liu"", ""Yuhui Ma"", ""Peng Zhang"", ""Yuanyuan Li"", ""Zhenqiang Wu"", ""Yuliang Zhao"", ""Zhifang Chai""]","He, X., Zhang, Z., Liu, J. et al. Quantifying the biodistribution of nanoparticles. Nature Nanotech6, 755 (2011).",272,1,14,aplusplus,10.1038/nnano.2011.219,https://doi.org/10.1038/nnano.2011.219,,12,nnano,nature nanotechnology,1323129600,2011-12-06,environmental-health-and-safety-issues;nanoparticles;transmission-electron-microscopy,https://www.nature.com/articles/nnano.2011.219,6
correspondence,Quantifying the biodistribution of nanoparticles,,[],True,"[""Yasuo Tsutsumi"", ""Yasuo Yoshioka""]","Tsutsumi, Y., Yoshioka, Y. Quantifying the biodistribution of nanoparticles. Nature Nanotech6, 755 (2011).",251,0,10,aplusplus,10.1038/nnano.2011.220,https://doi.org/10.1038/nnano.2011.220,,12,nnano,nature nanotechnology,1323129600,2011-12-06,environmental-health-and-safety-issues;mass-spectrometry;nanoparticles;transmission-electron-microscopy,https://www.nature.com/articles/nnano.2011.220,6
research highlights,Our choice from the recent literature,,[],True,[],"Our choice from the recent literature. Nature Nanotech6, 756 (2011).",20,1,0,aplusplus,10.1038/nnano.2011.229,https://doi.org/10.1038/nnano.2011.229,,12,nnano,nature nanotechnology,1323129600,2011-12-06,nanoscience-and-technology,https://www.nature.com/articles/nnano.2011.229,6
news & views,A closer look at charge drag,,[],True,"[""Markus B\u00fcttiker"", ""Rafael S\u00e1nchez""]","Büttiker, M., Sánchez, R. A closer look at charge drag. Nature Nanotech6, 757–758 (2011).",56,0,2,aplusplus,10.1038/nnano.2011.197,https://doi.org/10.1038/nnano.2011.197,,12,nnano,nature nanotechnology,1319932800,2011-10-30,electronic-properties-and-materials;nanowires,https://www.nature.com/articles/nnano.2011.197,6
news & views,Barrier thickness matters,,[],True,"[""Berthold Huppertz""]","Huppertz, B. Barrier thickness matters. Nature Nanotech6, 758–759 (2011).",35,0,14,aplusplus,10.1038/nnano.2011.206,https://doi.org/10.1038/nnano.2011.206,,12,nnano,nature nanotechnology,1320537600,2011-11-06,environmental-health-and-safety-issues;nanomedicine,https://www.nature.com/articles/nnano.2011.206,6
news & views,Water flow at the flip of a switch,,[],True,"[""Ulrich Rant""]","Rant, U. Water flow at the flip of a switch. Nature Nanotech6, 759–760 (2011).",96,0,8,aplusplus,10.1038/nnano.2011.215,https://doi.org/10.1038/nnano.2011.215,,12,nnano,nature nanotechnology,1323129600,2011-12-06,nanofluidics;structural-properties,https://www.nature.com/articles/nnano.2011.215,6
news & views,A brief history of multisomes,,[],True,"[""David Needham""]","Needham, D. A brief history of multisomes. Nature Nanotech6, 761–762 (2011).",151,0,8,aplusplus,10.1038/nnano.2011.218,https://doi.org/10.1038/nnano.2011.218,,12,nnano,nature nanotechnology,1323129600,2011-12-06,nanobiotechnology;nanomedicine;sensors,https://www.nature.com/articles/nnano.2011.218,6
review article,Challenges and opportunities for structural DNA nanotechnology,"<p>DNA molecules have been used to build a variety of nanoscale structures and devices over the past 30 years, and potential applications have begun to emerge. But the development of more advanced structures and applications will require a number of issues to be addressed, the most significant of which are the high cost of DNA and the high error rate of self-assembly. Here we examine the technical challenges in the field of structural DNA nanotechnology and outline some of the promising applications that could be developed if these hurdles can be overcome. In particular, we highlight the potential use of DNA nanostructures in molecular and cellular biophysics, as biomimetic systems, in energy transfer and photonics, and in diagnostics and therapeutics for human health.</p>",[],False,"[""Andre V. Pinheiro"", ""Dongran Han"", ""William M. Shih"", ""Hao Yan""]","Pinheiro, A., Han, D., Shih, W. et al. Challenges and opportunities for structural DNA nanotechnology. Nature Nanotech6, 763–772 (2011).",3192,46,883,aplusplus,10.1038/nnano.2011.187,https://doi.org/10.1038/nnano.2011.187,,12,nnano,nature nanotechnology,1320537600,2011-11-06,dna-nanotechnology;molecular-self-assembly,https://www.nature.com/articles/nnano.2011.187,6
review article,Electrical contacts to one- and two-dimensional nanomaterials,,[],False,"[""Fran\u00e7ois L\u00e9onard"", ""A. Alec Talin""]","Léonard, F., Talin, A. Electrical contacts to one- and two-dimensional nanomaterials. Nature Nanotech6, 773–783 (2011).",1432,10,344,aplusplus,10.1038/nnano.2011.196,https://doi.org/10.1038/nnano.2011.196,,12,nnano,nature nanotechnology,1322352000,2011-11-27,carbon-nanotubes-and-fullerenes;electronic-properties-and-materials,https://www.nature.com/articles/nnano.2011.196,6
letter,A decision-directed approach for prioritizing research into the impact of nanomaterials on the environment and human health,"<p>The emergence of nanotechnology has coincided with an increased recognition of the need for new approaches to understand and manage the impact of emerging technologies on the environment and human health. Important elements in these new approaches include life-cycle thinking, public participation and adaptive management of the risks associated with emerging technologies and new materials. However, there is a clear need to develop a framework for linking research on the risks associated with nanotechnology to the decision-making needs of manufacturers, regulators, consumers and other stakeholder groups. Given the very high uncertainties associated with nanomaterials and their impact on the environment and human health, research resources should be directed towards creating the knowledge that is most meaningful to these groups. Here, we present a model (based on multi-criteria decision analysis and a value of information approach) for prioritizing research strategies in a way that is responsive to the recommendations of recent reports on the management of the risk and impact of nanomaterials on the environment and human health.</p>",[],False,"[""Igor Linkov"", ""Matthew E. Bates"", ""Laure J. Canis"", ""Thomas P. Seager"", ""Jeffrey M. Keisler""]","Linkov, I., Bates, M., Canis, L. et al.A decision-directed approach for prioritizing research into the impact of nanomaterials on the environment and human health. Nature Nanotech6, 784–787 (2011).",140,1,80,aplusplus,10.1038/nnano.2011.163,https://doi.org/10.1038/nnano.2011.163,,12,nnano,nature nanotechnology,1317513600,2011-10-02,environmental-health-and-safety-issues;nanoscale-materials,https://www.nature.com/articles/nnano.2011.163,6
letter,Skin-like pressure and strain sensors based on transparent elastic films of carbon nanotubes,"<p>Transparent, elastic conductors are essential components of electronic and optoelectronic devices that facilitate human interaction and biofeedback, such as interactive electronics, implantable medical devices and robotic systems with human-like sensing capabilities. The availability of conducting thin films with these properties could lead to the development of skin-like sensors that stretch reversibly, sense pressure (not just touch), bend into hairpin turns, integrate with collapsible, stretchable and mechanically robust displays and solar cells, and also wrap around non-planar and biological surfaces such as skin and organs, without wrinkling. We report transparent, conducting spray-deposited films of single-walled carbon nanotubes that can be rendered stretchable by applying strain along each axis, and then releasing this strain. This process produces spring-like structures in the nanotubes that accommodate strains of up to 150% and demonstrate conductivities as high as 2,200&#160;S&#160;cm<sup>&#8722;1</sup> in the stretched state. We also use the nanotube films as electrodes in arrays of transparent, stretchable capacitors, which behave as pressure and strain sensors.</p>",[],False,"[""Darren J. Lipomi"", ""Michael Vosgueritchian"", ""Benjamin C-K. Tee"", ""Sondra L. Hellstrom"", ""Jennifer A. Lee"", ""Courtney H. Fox"", ""Zhenan Bao""]","Lipomi, D., Vosgueritchian, M., Tee, BK. et al. Skin-like pressure and strain sensors based on transparent elastic films of carbon nanotubes. Nature Nanotech6, 788–792 (2011).",12000,125,2110,aplusplus,10.1038/nnano.2011.184,https://doi.org/10.1038/nnano.2011.184,,12,nnano,nature nanotechnology,1319328000,2011-10-23,carbon-nanotubes-and-fullerenes;sensors;structural-properties,https://www.nature.com/articles/nnano.2011.184,6
letter,Positive and negative Coulomb drag in vertically integrated one-dimensional quantum wires,"<p>Electron interactions in and between wires become increasingly complex and important as circuits are scaled to nanometre sizes, or use reduced-dimensional conductors such as carbon nanotubes, nanowires and gated high-mobility two-dimensional electron systems. This is because the screening of the long-range Coulomb potential of individual carriers is weakened in these systems, which can lead to phenomena such as Coulomb drag, where a current in one wire induces a voltage in a second wire through Coulomb interactions alone. Previous experiments have demonstrated Coulomb electron drag in wires separated by a soft electrostatic barrier of width &#8819;80 nm (ref.), which was interpreted as resulting entirely from momentum transfer. Here, we measure both positive and negative drag between adjacent vertical quantum wires that are separated by &#8764;15 nm and have independent contacts, which allows their electron densities to be tuned independently. We map out the drag signal versus the number of electron sub-bands occupied in each wire, and interpret the results both in terms of momentum-transfer and charge-fluctuation induced transport models. For wires of significantly different sub-band occupancies, the positive drag effect can be as large as 25%.</p>",[],False,"[""D. Laroche"", ""G. Gervais"", ""M. P. Lilly"", ""J. L. Reno""]","Laroche, D., Gervais, G., Lilly, M. et al. Positive and negative Coulomb drag in vertically integrated one-dimensional quantum wires. Nature Nanotech6, 793–797 (2011).",270,4,31,aplusplus,10.1038/nnano.2011.182,https://doi.org/10.1038/nnano.2011.182,,12,nnano,nature nanotechnology,1319932800,2011-10-30,electronic-properties-and-materials;nanowires;synthesis-and-processing,https://www.nature.com/articles/nnano.2011.182,6
letter,Electric-field-induced wetting and dewetting in single hydrophobic nanopores,"<p>The behaviour of water in nanopores is very different from that of bulk water. Close to hydrophobic surfaces, the water density has been found to be lower than in the bulk, and if confined in a sufficiently narrow hydrophobic nanopore, water can spontaneously evaporate. Molecular dynamics simulations have suggested that a nanopore can be switched between dry and wet states by applying an electric potential across the nanopore membrane. Nanopores with hydrophobic walls could therefore create a gate system for water, and also for ionic and neutral species. Here, we show that single hydrophobic nanopores can undergo reversible wetting and dewetting due to condensation and evaporation of water inside the pores. The reversible process is observed as fluctuations between conducting and non-conducting ionic states and can be regulated by a transmembrane electric potential.</p>",[],False,"[""Matthew R. Powell"", ""Leah Cleary"", ""Matthew Davenport"", ""Kenneth J. Shea"", ""Zuzanna S. Siwy""]","Powell, M., Cleary, L., Davenport, M. et al. Electric-field-induced wetting and dewetting in single hydrophobic nanopores. Nature Nanotech6, 798–802 (2011).",1496,14,201,aplusplus,10.1038/nnano.2011.189,https://doi.org/10.1038/nnano.2011.189,,12,nnano,nature nanotechnology,1319932800,2011-10-30,nanofluidics;nanopores;structural-properties,https://www.nature.com/articles/nnano.2011.189,6
