contentType,title,abstract,affiliations,authorization,authors,citation_text,count_accesses,count_altmetric,count_citations,documentType,doi,doi_url,focus,issue,journal_pcode,journal_title,publishedAt,publishedAtString,subjects,url,volume
editorial,Driven by theory,,[],True,[],"Driven by theory. Nature Nanotech10, 909 (2015).",661,9,3,aplusplus,10.1038/nnano.2015.273,https://doi.org/10.1038/nnano.2015.273,,11,nnano,nature nanotechnology,1446595200,2015-11-04,biological-physics;molecular-self-assembly;supramolecular-chemistry;thermodynamics,https://www.nature.com/articles/nnano.2015.273,10
editorial,Reporting standards,,[],True,[],"Reporting standards. Nature Nanotech10, 909 (2015).",205,8,1,aplusplus,10.1038/nnano.2015.275,https://doi.org/10.1038/nnano.2015.275,,11,nnano,nature nanotechnology,1446595200,2015-11-04,publishing;solar-cells,https://www.nature.com/articles/nnano.2015.275,10
thesis,Drug therapy smartens up,,[],False,"[""Christian Martin""]","Martin, C. Drug therapy smartens up. Nature Nanotech10, 910–911 (2015).",67,15,4,aplusplus,10.1038/nnano.2015.267,https://doi.org/10.1038/nnano.2015.267,,11,nnano,nature nanotechnology,1446595200,2015-11-04,business-and-industry;nanomedicine,https://www.nature.com/articles/nnano.2015.267,10
research highlights,Our choice from the recent literature,,[],True,[],"Our choice from the recent literature. Nature Nanotech10, 912 (2015).",38,3,0,aplusplus,10.1038/nnano.2015.268,https://doi.org/10.1038/nnano.2015.268,,11,nnano,nature nanotechnology,1446595200,2015-11-04,action-potential-generation;metamaterials;nanophotonics-and-plasmonics;quantum-dots;two-dimensional-materials,https://www.nature.com/articles/nnano.2015.268,10
news & views,Transparent design,,[],True,"[""Rashid Zia""]","Zia, R. Transparent design. Nature Nanotech10, 913–914 (2015).",237,10,3,aplusplus,10.1038/nnano.2015.205,https://doi.org/10.1038/nnano.2015.205,,11,nnano,nature nanotechnology,1440979200,2015-08-31,metamaterials,https://www.nature.com/articles/nnano.2015.205,10
news & views,The makings of a Hund's metal,,[],True,"[""Cyrus F. Hirjibehedin""]","Hirjibehedin, C. The makings of a Hund's metal. Nature Nanotech10, 914–915 (2015).",365,14,2,aplusplus,10.1038/nnano.2015.225,https://doi.org/10.1038/nnano.2015.225,,11,nnano,nature nanotechnology,1446595200,2015-11-04,magnetic-properties-and-materials;scanning-probe-microscopy,https://www.nature.com/articles/nnano.2015.225,10
news & views,Focusing light on flexoelectricity,,[],True,"[""Sergei V. Kalinin"", ""Anna N. Morozovska""]","Kalinin, S., Morozovska, A. Focusing light on flexoelectricity. Nature Nanotech10, 916–917 (2015).",700,8,46,aplusplus,10.1038/nnano.2015.213,https://doi.org/10.1038/nnano.2015.213,,11,nnano,nature nanotechnology,1440979200,2015-08-31,ferroelectrics-and-multiferroics,https://www.nature.com/articles/nnano.2015.213,10
perspective,Dissipative adaptation in driven self-assembly,,[],False,"[""Jeremy L. England""]","England, J. Dissipative adaptation in driven self-assembly. Nature Nanotech10, 919–923 (2015).",3333,29,94,aplusplus,10.1038/nnano.2015.250,https://doi.org/10.1038/nnano.2015.250,,11,nnano,nature nanotechnology,1446595200,2015-11-04,biological-physics;nanostructures;statistical-physics;thermodynamics,https://www.nature.com/articles/nnano.2015.250,10
review article,Controlling upconversion nanocrystals for emerging applications,,[],False,"[""Bo Zhou"", ""Bingyang Shi"", ""Dayong Jin"", ""Xiaogang Liu""]","Zhou, B., Shi, B., Jin, D. et al. Controlling upconversion nanocrystals for emerging applications. Nature Nanotech10, 924–936 (2015).",5955,23,809,aplusplus,10.1038/nnano.2015.251,https://doi.org/10.1038/nnano.2015.251,,11,nnano,nature nanotechnology,1446595200,2015-11-04,nanoparticles;nanoscale-materials,https://www.nature.com/articles/nnano.2015.251,10
letter,Dielectric metasurfaces for complete control of phase and polarization with subwavelength spatial resolution and high transmission,,[],False,"[""Amir Arbabi"", ""Yu Horie"", ""Mahmood Bagheri"", ""Andrei Faraon""]","Arbabi, A., Horie, Y., Bagheri, M. et al. Dielectric metasurfaces for complete control of phase and polarization with subwavelength spatial resolution and high transmission. Nature Nanotech10, 937–943 (2015).",12000,76,1115,aplusplus,10.1038/nnano.2015.186,https://doi.org/10.1038/nnano.2015.186,,11,nnano,nature nanotechnology,1440979200,2015-08-31,metamaterials;nanophotonics-and-plasmonics,https://www.nature.com/articles/nnano.2015.186,10
