contentType,title,abstract,abstract_google_cn,affiliations,authorization,authors,citation_text,count_accesses,count_altmetric,count_citations,documentType,doi,doi_url,focus,issue,journal_pcode,journal_title,publishedAt,publishedAtString,subjects,url,volume
editorial,Live wires,,,[],True,[],"Live wires. Nature Nanotech1, 79 (2006).",47,0,1,aplusplus,10.1038/nnano.2006.129,https://doi.org/10.1038/nnano.2006.129,,2,nnano,nature nanotechnology,1162339200,2006-11-01,,https://www.nature.com/articles/nnano.2006.129,1
commentary,Who is winning the global nanorace?,,,"[{'address': 'programme officer for nanosciences and nanotechnologies, DG Research, European Commission, CDMA 6/133, Brussels, B-1049, Belgium', 'authors': ['Angela Hullmann']}]",False,['Angela Hullmann'],"Hullmann, A. Who is winning the global nanorace?. Nature Nanotech1, 81–83 (2006).",33,3,52,aplusplus,10.1038/nnano.2006.110,https://doi.org/10.1038/nnano.2006.110,,2,nnano,nature nanotechnology,1162339200,2006-11-01,,https://www.nature.com/articles/nnano.2006.110,1
thesis,What can biology teach us?,,,"[{'address': 'Department of Physics and Astronomy at the University of Sheffield', 'authors': ['Richard Jones']}]",False,['Richard Jones'],"Jones, R. What can biology teach us?. Nature Nanotech1, 85–86 (2006).",8,0,10,aplusplus,10.1038/nnano.2006.116,https://doi.org/10.1038/nnano.2006.116,,2,nnano,nature nanotechnology,1162339200,2006-11-01,,https://www.nature.com/articles/nnano.2006.116,1
books & arts,Who invented nano?,,,"[{'address': 'Quantum Nanoelectronics Research Centre at the Tokyo Institute of Technology', 'authors': ['Adarsh Sandhu']}]",True,['Adarsh Sandhu'],"Sandhu, A. Who invented nano?. Nature Nanotech1, 87 (2006).",309,1,3,aplusplus,10.1038/nnano.2006.115,https://doi.org/10.1038/nnano.2006.115,,2,nnano,nature nanotechnology,1162339200,2006-11-01,,https://www.nature.com/articles/nnano.2006.115,1
research highlights,"Quantum 'back action' at the nanoscale, scaffolds for nanocrystals, SERS tackles live samples, mass spectrometry for lipids, and more",,,[],False,[],"Quantum 'back action' at the nanoscale, scaffolds for nanocrystals, SERS tackles live samples, mass spectrometry for lipids, and more. Nature Nanotech1, 88–89 (2006).",10,0,0,aplusplus,10.1038/nnano.2006.108,https://doi.org/10.1038/nnano.2006.108,,2,nnano,nature nanotechnology,1162339200,2006-11-01,,https://www.nature.com/articles/nnano.2006.108,1
research highlights,Top down bottom up: Viruses beware,,,[],True,[],"Top down bottom up: Viruses beware. Nature Nanotech1, 89 (2006).",6,0,0,aplusplus,10.1038/nnano.2006.108a,https://doi.org/10.1038/nnano.2006.108a,,2,nnano,nature nanotechnology,1162339200,2006-11-01,,https://www.nature.com/articles/nnano.2006.108a,1
news & views,Crossing boundaries and borders,,,"[{'address': 'Philips Research Laboratories, High Tech Campus 4, Eindhoven, 5656 AE, The Netherlands', 'authors': ['Lou-Fé Feiner']}]",False,['Lou-Fé Feiner'],"Feiner, L. Crossing boundaries and borders. Nature Nanotech1, 91–92 (2006).",20,0,12,aplusplus,10.1038/nnano.2006.112,https://doi.org/10.1038/nnano.2006.112,,2,nnano,nature nanotechnology,1162339200,2006-11-01,,https://www.nature.com/articles/nnano.2006.112,1
news & views,Seeing the benefits of ceria,,,"[{'address': 'Departments of Bioengineering and Ophthalmology, University of California, San Diego, La Jolla, 92037-0946, California, USA', 'authors': ['Gabriel A. Silva']}]",False,['Gabriel A. Silva'],"Silva, G. Seeing the benefits of ceria. Nature Nanotech1, 92–94 (2006).",69,0,52,aplusplus,10.1038/nnano.2006.111,https://doi.org/10.1038/nnano.2006.111,,2,nnano,nature nanotechnology,1162339200,2006-11-01,,https://www.nature.com/articles/nnano.2006.111,1
news & views,Towering forests of nanotube trees,,,"[{'address': 'NanoTech Institute and Department of Chemistry, University of Texas at Dallas, Richardson, 75083, Texas', 'authors': ['Ray H. Baughman']}]",False,['Ray H. Baughman'],"Baughman, R. Towering forests of nanotube trees. Nature Nanotech1, 94–96 (2006).",25,0,12,aplusplus,10.1038/nnano.2006.109,https://doi.org/10.1038/nnano.2006.109,,2,nnano,nature nanotechnology,1162339200,2006-11-01,,https://www.nature.com/articles/nnano.2006.109,1
news & views,Saving the world with nanotechnology,,,"[{'address': 'the Department of Chemistry and Biochemistry, University of Oklahoma, Norman, 73019, Oklahoma, USA', 'authors': ['Donna J. Nelson']}, {'address': 'the Department of Chemical and Biomolecular Engineering, University of Illinois, Urbana, 61801, Illinois, USA', 'authors': ['Michael Strano']}]",False,"['Donna J. Nelson', 'Michael Strano']","Nelson, D., Strano, M. Saving the world with nanotechnology. Nature Nanotech1, 96–97 (2006).",37,3,6,aplusplus,10.1038/nnano.2006.113,https://doi.org/10.1038/nnano.2006.113,,2,nnano,nature nanotechnology,1162339200,2006-11-01,,https://www.nature.com/articles/nnano.2006.113,1
news & views,Spin doctors play with single electrons,,,"[{'address': 'Center for Computational Materials Science, Naval Research Laboratory, Washington, 20375, DC, USA', 'authors': ['Steven C. Erwin']}]",False,['Steven C. Erwin'],"Erwin, S. Spin doctors play with single electrons. Nature Nanotech1, 98–99 (2006).",8,0,3,aplusplus,10.1038/nnano.2006.117,https://doi.org/10.1038/nnano.2006.117,,2,nnano,nature nanotechnology,1162339200,2006-11-01,,https://www.nature.com/articles/nnano.2006.117,1
news & views,Biomaterials: Close to the bone,,,[],True,['Jessica Thomas'],"Thomas, J. Biomaterials: Close to the bone. Nature Nanotech1, 99 (2006).",9,0,1,aplusplus,10.1038/nnano.2006.118,https://doi.org/10.1038/nnano.2006.118,,2,nnano,nature nanotechnology,1162339200,2006-11-01,,https://www.nature.com/articles/nnano.2006.118,1
news & views,DNA off the Hooke,,,"[{'address': 'Laboratory of Physical and Structural Biology, NICHD, National Institutes of Health, Bethesda, 20892-0924, MD', 'authors': ['Rudolf Podgornik']}, {'address': 'University of Ljubljana and the Department of Theoretical Physics, Faculty of Mathematics and Physics, J. Stefan Institute, Ljubljana, Slovenia', 'authors': ['Rudolf Podgornik']}]",False,['Rudolf Podgornik'],"Podgornik, R. DNA off the Hooke. Nature Nanotech1, 100–101 (2006).",37,2,9,aplusplus,10.1038/nnano.2006.114,https://doi.org/10.1038/nnano.2006.114,,2,nnano,nature nanotechnology,1162339200,2006-11-01,,https://www.nature.com/articles/nnano.2006.114,1
review article,Inorganic nanotubes and fullerene-like nanoparticles,"<p>Although graphite, with its anisotropic two-dimensional lattice, is the stable form of carbon under ambient conditions, on nanometre length scales it forms zero- and one-dimensional structures, namely fullerenes and nanotubes, respectively. This virtue is not limited to carbon and, in recent years, fullerene-like structures and nanotubes have been made from numerous compounds with layered two-dimensional structures. Furthermore, crystalline and polycrystalline nanotubes of pure elements and compounds with quasi-isotropic (three-dimensional) unit cells have also been synthesized, usually by making use of solid templates. These findings open up vast opportunities for the synthesis and study of new kinds of nanostructures with properties that may differ significantly from the corresponding bulk materials. Various potential applications have been proposed for the inorganic nanotubes and the fullerene-like phases. Fullerene-like nanoparticles have been shown to exhibit excellent solid lubrication behaviour, suggesting many applications in, for example, the automotive and aerospace industries, home appliances, and recently for medical technology. Various other potential applications, in catalysis, rechargeable batteries, drug delivery, solar cells and electronics have also been proposed.</p>",,"[{'address': 'Head of Department of Materials and Interfaces; Director of the Helen and Martin Kimmel Center for Nanoscale Science; holder of the Drake Family Professorial Chair in Nanotechnology, Weizmann Institute of Science', 'authors': ['R. Tenne']}, {'address': 'Director of the Helen and Martin Kimmel Center for Nanoscale Science, Rehovot, 76100, Israel', 'authors': ['R. Tenne']}]",False,['R. Tenne'],"Tenne, R. Inorganic nanotubes and fullerene-like nanoparticles. Nature Nanotech1, 103–111 (2006).",264,3,402,aplusplus,10.1038/nnano.2006.62,https://doi.org/10.1038/nnano.2006.62,,2,nnano,nature nanotechnology,1162339200,2006-11-01,,https://www.nature.com/articles/nnano.2006.62,1
