contentType,title,abstract,affiliations,authorization,authors,citation_text,count_accesses,count_altmetric,count_citations,documentType,doi,doi_url,focus,issue,journal_pcode,journal_title,publishedAt,publishedAtString,subjects,url,volume
editorial,Where now for plasmonics?,,[],True,[],"Where now for plasmonics?. Nature Nanotech11,1 (2016).",685,8,91,aplusplus,10.1038/nnano.2015.333,https://doi.org/10.1038/nnano.2015.333,Metamaterials for nano-optics,1,nnano,nature nanotechnology,1452124800,2016-01-07,metamaterials;nanophotonics-and-plasmonics,https://www.nature.com/articles/nnano.2015.333,11
thesis,Less is Moore,,[],False,"[""Chris Toumey""]","Toumey, C. Less is Moore. Nature Nanotech11,2–3 (2016).",208,7,16,aplusplus,10.1038/nnano.2015.318,https://doi.org/10.1038/nnano.2015.318,,1,nnano,nature nanotechnology,1452124800,2016-01-07,carbon-nanotubes-and-fullerenes;ethical-legal-and-other-societal-issues;technology,https://www.nature.com/articles/nnano.2015.318,11
research highlights,Our choice from the recent literature,,[],True,[],"Our choice from the recent literature. Nature Nanotech11,4 (2016).",34,4,0,aplusplus,10.1038/nnano.2015.329,https://doi.org/10.1038/nnano.2015.329,,1,nnano,nature nanotechnology,1452124800,2016-01-07,biomaterials;environmental-health-and-safety-issues;ethical-legal-and-other-societal-issues;food-nanotechnology;molecular-self-assembly;nanoparticles;nanoscale-materials;solar-cells,https://www.nature.com/articles/nnano.2015.329,11
news & views,A long arm and a tight grip,,[],True,"[""Yasuyuki Tsuboi""]","Tsuboi, Y. A long arm and a tight grip. Nature Nanotech11,5–6 (2016).",284,6,6,aplusplus,10.1038/nnano.2015.253,https://doi.org/10.1038/nnano.2015.253,,1,nnano,nature nanotechnology,1446422400,2015-11-02,nanofluidics;nanophotonics-and-plasmonics;optical-manipulation-and-tweezers,https://www.nature.com/articles/nnano.2015.253,11
news & views,Chemistry in and out of nanoflasks,,[],True,"[""Stefan Hecht""]","Hecht, S. Chemistry in and out of nanoflasks. Nature Nanotech11,6–7 (2016).",176,10,7,aplusplus,10.1038/nnano.2015.274,https://doi.org/10.1038/nnano.2015.274,,1,nnano,nature nanotechnology,1448236800,2015-11-23,molecular-self-assembly;nanoparticles;self-assembly,https://www.nature.com/articles/nnano.2015.274,11
news & views,Single photons at room temperature,,[],True,"[""J\u00f6rg Wrachtrup""]","Wrachtrup, J. Single photons at room temperature. Nature Nanotech11,7–8 (2016).",899,9,12,aplusplus,10.1038/nnano.2015.265,https://doi.org/10.1038/nnano.2015.265,,1,nnano,nature nanotechnology,1445817600,2015-10-26,single-photons-and-quantum-effects;two-dimensional-materials,https://www.nature.com/articles/nnano.2015.265,11
perspective,Atomic-scale photonic hybrids for mid-infrared and terahertz nanophotonics,,[],False,"[""Joshua D. Caldwell"", ""Igor Vurgaftman"", ""Joseph G. Tischler"", ""Orest J. Glembocki"", ""Jeffrey C. Owrutsky"", ""Thomas L. Reinecke""]","Caldwell, J., Vurgaftman, I., Tischler, J. et al. Atomic-scale photonic hybrids for mid-infrared and terahertz nanophotonics. Nature Nanotech11,9–15 (2016).",1280,2,102,aplusplus,10.1038/nnano.2015.305,https://doi.org/10.1038/nnano.2015.305,Metamaterials for nano-optics,1,nnano,nature nanotechnology,1452124800,2016-01-07,metamaterials;nanophotonics-and-plasmonics;optical-properties-and-devices;two-dimensional-materials,https://www.nature.com/articles/nnano.2015.305,11
perspective,Reconfigurable nanomechanical photonic metamaterials,,[],False,"[""Nikolay I. Zheludev"", ""Eric Plum""]","Zheludev, N., Plum, E. Reconfigurable nanomechanical photonic metamaterials. Nature Nanotech11, 16–22 (2016).",2277,16,191,aplusplus,10.1038/nnano.2015.302,https://doi.org/10.1038/nnano.2015.302,Metamaterials for nano-optics,1,nnano,nature nanotechnology,1452124800,2016-01-07,metamaterials;nanowires,https://www.nature.com/articles/nnano.2015.302,11
review article,All-dielectric metamaterials,,[],False,"[""Saman Jahani"", ""Zubin Jacob""]","Jahani, S., Jacob, Z. All-dielectric metamaterials. Nature Nanotech11, 23–36 (2016).",10000,59,968,aplusplus,10.1038/nnano.2015.304,https://doi.org/10.1038/nnano.2015.304,Metamaterials for nano-optics,1,nnano,nature nanotechnology,1452124800,2016-01-07,metamaterials;nanoparticles,https://www.nature.com/articles/nnano.2015.304,11
letter,Quantum emission from hexagonal boron nitride monolayers,,[],False,"[""Toan Trong Tran"", ""Kerem Bray"", ""Michael J. Ford"", ""Milos Toth"", ""Igor Aharonovich""]","Tran, T., Bray, K., Ford, M. et al. Quantum emission from hexagonal boron nitride monolayers. Nature Nanotech11, 37–41 (2016).",10000,39,486,aplusplus,10.1038/nnano.2015.242,https://doi.org/10.1038/nnano.2015.242,,1,nnano,nature nanotechnology,1445817600,2015-10-26,optical-materials-and-structures;single-photons-and-quantum-effects;two-dimensional-materials,https://www.nature.com/articles/nnano.2015.242,11
