contentType,title,abstract,affiliations,authorization,authors,citation_text,count_accesses,count_altmetric,count_citations,documentType,doi,doi_url,focus,issue,journal_pcode,journal_title,publishedAt,publishedAtString,subjects,url,volume
editorial,Glittering prizes,,[],True,[],"Glittering prizes. Nature Nanotech5, 167 (2010).",75,1,1,aplusplus,10.1038/nnano.2010.51,https://doi.org/10.1038/nnano.2010.51,,3,nnano,nature nanotechnology,1267401600,2010-03-01,nanoscale-materials,https://www.nature.com/articles/nnano.2010.51,5
editorial,Mass appeal,,[],True,[],"Mass appeal. Nature Nanotech5, 167 (2010).",58,0,0,aplusplus,10.1038/nnano.2010.52,https://doi.org/10.1038/nnano.2010.52,,3,nnano,nature nanotechnology,1267401600,2010-03-01,graphene;nanometrology,https://www.nature.com/articles/nnano.2010.52,5
commentary,Is nanotechnology too broad to practise?,,[],False,"[""Rebekah A. Drezek"", ""James M. Tour""]","Drezek, R., Tour, J. Is nanotechnology too broad to practise?. Nature Nanotech5, 168–169 (2010).",33,6,18,aplusplus,10.1038/nnano.2010.37,https://doi.org/10.1038/nnano.2010.37,,3,nnano,nature nanotechnology,1267401600,2010-03-01,environmental-health-and-safety-issues;nanoscale-materials;nanoscience-and-technology,https://www.nature.com/articles/nnano.2010.37,5
research highlights,Research highlights,,[],True,[],"Research highlights. Nature Nanotech5, 170 (2010).",45,0,0,aplusplus,10.1038/nnano.2010.43,https://doi.org/10.1038/nnano.2010.43,,3,nnano,nature nanotechnology,1267401600,2010-03-01,nanoscience-and-technology,https://www.nature.com/articles/nnano.2010.43,5
news & views,Can graphene set new standards?,,[],True,"[""Wilfrid Poirier"", ""F\u00e9licien Schopfer""]","Poirier, W., Schopfer, F. Can graphene set new standards?. Nature Nanotech5, 171–172 (2010).",86,0,27,aplusplus,10.1038/nnano.2010.40,https://doi.org/10.1038/nnano.2010.40,40 years of the quantum Hall effect,3,nnano,nature nanotechnology,1267401600,2010-03-01,electronic-properties-and-devices;graphene;nanometrology,https://www.nature.com/articles/nnano.2010.40,5
news & views,Strength in numbers,,[],True,"[""Markus J. Buehler""]","Buehler, M. Strength in numbers. Nature Nanotech5, 172–174 (2010).",108,1,42,aplusplus,10.1038/nnano.2010.28,https://doi.org/10.1038/nnano.2010.28,,3,nnano,nature nanotechnology,1267315200,2010-02-28,molecular-self-assembly;neurodegenerative-diseases,https://www.nature.com/articles/nnano.2010.28,5
news & views,Making nanopores from nanotubes,,[],True,"[""Zuzanna S. Siwy"", ""Matthew Davenport""]","Siwy, Z., Davenport, M. Making nanopores from nanotubes. Nature Nanotech5, 174–175 (2010).",101,0,22,aplusplus,10.1038/nnano.2010.33,https://doi.org/10.1038/nnano.2010.33,,3,nnano,nature nanotechnology,1267401600,2010-03-01,biosensors;carbon-nanotubes-and-fullerenes;electronic-properties-and-materials;nanopores,https://www.nature.com/articles/nnano.2010.33,5
news & views,Engineering the next generation,,[],True,"[""Steven K. Buratto""]","Buratto, S. Engineering the next generation. Nature Nanotech5, 176 (2010).",94,0,12,aplusplus,10.1038/nnano.2010.39,https://doi.org/10.1038/nnano.2010.39,,3,nnano,nature nanotechnology,1267401600,2010-03-01,fuel-cells;organic-inorganic-nanostructures;structural-properties,https://www.nature.com/articles/nnano.2010.39,5
news & views,Memory grows up,,[],True,"[""Agostino Pirovano"", ""Klaus Schuegraf""]","Pirovano, A., Schuegraf, K. Memory grows up. Nature Nanotech5, 177–178 (2010).",107,0,25,aplusplus,10.1038/nnano.2010.36,https://doi.org/10.1038/nnano.2010.36,,3,nnano,nature nanotechnology,1267401600,2010-03-01,electronic-devices;semiconductors,https://www.nature.com/articles/nnano.2010.36,5
news & views,Nanowire transistors made easy,,[],True,"[""Adrian M. Ionescu""]","Ionescu, A. Nanowire transistors made easy. Nature Nanotech5, 178–179 (2010).",264,1,64,aplusplus,10.1038/nnano.2010.38,https://doi.org/10.1038/nnano.2010.38,,3,nnano,nature nanotechnology,1267401600,2010-03-01,electronics-photonics-and-device-physics;nanowires,https://www.nature.com/articles/nnano.2010.38,5
