doi,title,title_cn,abstract,abstract_cn
10.1038/nphoton.2015.18,Innovation at Nature Photonics,自然光子学的创新 ,,
10.1038/nphoton.2015.4,Correction,更正 ,,
10.1038/nphoton.2015.8,New titles at a glance,新标题一览 ,,
10.1038/nphoton.2015.12,Optical voice recorder,光学录音机 ,,
10.1038/nphoton.2015.13,Bandwidth boost,带宽提升 ,,
10.1038/nphoton.2015.14,Broadband generation,宽带时代 ,,
10.1038/nphoton.2015.15,Femtojoule communication,飞焦通讯 ,,
10.1038/nphoton.2015.16,Superconducting emitter,超导发射极 ,,
10.1038/nphoton.2015.19,Correction,更正 ,,
10.1038/nphoton.2014.325,Thought experiments made real,思想实验成为现实 ,,
10.1038/nphoton.2015.2,Compact multiplexing,紧凑型多路复用 ,,
10.1038/nphoton.2015.1,The rise of the GeSn laser,GeSn激光器的兴起 ,,
10.1038/nphoton.2015.10,Writing with light,用光写字 ,,
10.1038/nphoton.2015.3,Bringing the living brain into focus,将活脑聚焦 ,,
10.1038/nphoton.2014.311,Quantum storage of entangled telecom-wavelength photons in an erbium-doped optical fibre,掺b光纤中纠缠的电信波长光子的量子存储 ,,
10.1038/nphoton.2014.321,Lasing in direct-bandgap GeSn alloy grown on Si,沉积在Si上生长的直接带隙GeSn合金 ,,
10.1038/nphoton.2014.314,A table-top ultrashort light source in the extreme ultraviolet for circular dichroism experiments,用于圆二色性实验的极紫外台式超短光源 ,,
