doi,title,title_cn,abstract,abstract_cn
10.1038/nphoton.2014.51,A matter of time,时间的问题 ,,
10.1038/nphoton.2014.48,What will it take to observe processes in 'real time'?,实时观察过程需要什么？ ,,
10.1038/nphoton.2014.30,Phone sensing,手机感应 ,,
10.1038/nphoton.2014.31,Single-photon nonlinearity,单光子非线性 ,,
10.1038/nphoton.2014.32,Frequency comb power,频率梳功率 ,,
10.1038/nphoton.2014.34,Robust entanglement,稳健的纠缠 ,,
10.1038/nphoton.2014.35,Magnetic-field sensor,磁场传感器 ,,
10.1038/nphoton.2014.36,Micropillar lasers,微型柱状激光器 ,,
10.1038/nphoton.2014.33,Methanol spans far infrared,甲醇跨越远红外 ,,
10.1038/nphoton.2014.37,Nanotube motors,纳米管马达 ,,
10.1038/nphoton.2014.38,Phase match freedom,相匹配自由度 ,,
10.1038/nphoton.2014.39,A twister of light bullets,轻子弹 ,,
10.1038/nphoton.2014.41,Small and fast plasmonic modulator,小型快速等离子体调制器 ,,
10.1038/nphoton.2014.43,Nanostructured paper,纳米纸 ,,
10.1038/nphoton.2014.44,White-light diffraction tomography,白光衍射层析成像 ,,
10.1038/nphoton.2014.29,Push-button photon entanglement,按钮式光子纠缠 ,,
10.1038/nphoton.2013.362,"The generation, characterization and applications of broadband isolated attosecond pulses",宽带隔离阿秒脉冲的产生，表征和应用 ,"<p>The generation of extremely short isolated attosecond pulses requires both a broad spectral bandwidth and control of the spectral phase. Rapid progress has been made in both aspects, leading to the generation of light pulses as short as 67 as in 2012, and broadband attosecond continua covering a wide range of extreme ultraviolet and soft X-ray wavelengths. Such pulses have been successfully applied in photoelectron and photoion spectroscopy and recently developed attosecond transient absorption spectroscopy to study electron dynamics in matter. In this Review, we discuss significant recent advances in the generation, characterization and applications of ultrabroadband, isolated attosecond pulses with spectral bandwidths comparable to the central frequency. These pulses can in principle be compressed to a single optical cycle.</p>",<p>产生极短的孤立阿秒脉冲既需要宽频谱带宽，又需要控制频谱相位。 在这两个方面都取得了长足的进步，导致产生的光脉冲与2012年一样短，只有67个，并且宽带亚秒连续波涵盖了广泛的极端紫外线和软X射线波长。 这样的脉冲已经成功地应用于光电子和光离子光谱中，并且最近发展了阿秒瞬态吸收光谱来研究物质中的电子动力学。 在这篇评论中，我们讨论了在超宽带，孤立的阿秒脉冲的产生，表征和应用方面的重大最新进展，这些脉冲具有与中心频率相当的频谱带宽。 这些脉冲原则上可以压缩到单个光学周期。</ p> 
10.1038/nphoton.2014.26,Manipulating quantum paths for novel attosecond measurement methods,操纵量子路径以实现新颖的阿秒测量方法 ,"<p>Sources of attosecond-duration light pulses provide the fastest time resolutions available today for observing ultrafast phenomena in atoms, molecules and condensed matter. The measurement of such pulse durations is challenging because the spectrum lies in the vacuum ultraviolet or soft X-ray range. Two classes of pulse duration measurements now exist; they are classified according to whether the measurement is performed in the generating medium or in a second medium. The first measurement class is called 'in situ' and depends on gently perturbing the electron responsible for attosecond pulse formation. The second measurement class, which we refer to as 'ex situ', takes place in a second medium in which photoelectrons are produced by the attosecond pulses; a synchronized laser field perturbs the photoelectron spectrum. This Review compares and contrasts these two approaches for measuring attosecond pulses.</p>",<p>亚秒级持续时间的光脉冲源提供了当今最快的时间分辨率，可用于观察原子，分子和凝聚态物质中的超快现象。 由于光谱位于真空紫外线或软X射线范围内，因此测量此类脉冲持续时间具有挑战性。 现在存在两类脉冲持续时间测量； 根据测量是在生成介质中还是在第二种介质中进行分类。 第一类测量称为“原位”，取决于轻轻地扰动负责形成阿秒脉冲的电子。 第二类测量，我们称为“非原位”，发生在第二种介质中，在这种介质中，由阿秒脉冲产生光电子； 同步的激光场会扰动光电子光谱。 本文对这两种测量阿秒脉冲的方法进行了比较和对比。</ p> 
10.1038/nphoton.2014.25,Attosecond molecular dynamics: fact or fiction?,阿秒分子动力学：事实还是虚构？ ,"<p>The emerging application of attosecond techniques to molecular systems allows the role of electronic coherence in the control of chemical reactions to be investigated. Prompt ionization of molecules by an attosecond pulse may induce charge migration across a molecular structure on attosecond to few-femtosecond timescales, thereby possibly determining the subsequent relaxation pathways that a molecule may take. We discuss how proposals for this 'charge-directed reactivity' fit within the current understanding of quantum control and review the current state of the art of attosecond molecular science. Specifically, we review the role of electronic coherence and coupling of the electronic and nuclear degrees of freedom in high-harmonic spectroscopy and in the first attosecond pump&#8211;probe experiments on molecular systems.</p>",<p>原子技术在分子系统上的新兴应用使得电子相干在化学反应控制中的作用得以研究。 阿秒脉冲使分子迅速离子化可能会导致电荷在十亿分之一秒至几飞秒的时间尺度上跨分子结构迁移，从而可能确定分子随后可能采取的弛豫途径。 我们讨论了这种“电荷导向反应性”的建议如何适合当前对量子控制的理解，并回顾了阿秒分子科学的最新技术现状。 具体来说，我们回顾了电子相干性以及电子和核自由度的耦合在高次谐波光谱学以及在分子系统上的第一个阿秒泵研究中的作用。</ p> 
