doi,title,title_cn,abstract,abstract_cn
10.1038/s41566-019-0469-4,On our bookshelf,在我们的书架上 ,,
10.1038/s41566-019-0480-9,Reconstruction simplified,简化改造 ,,
10.1038/s41566-019-0481-8,Super oscillation beams,超级振荡梁 ,,
10.1038/s41566-019-0482-7,Sensitive nanodiamonds,敏感的纳米金刚石 ,,
10.1038/s41566-019-0483-6,Flexible coating,柔性涂层 ,,
10.1038/s41566-019-0484-5,Room-temperature comb,室温梳 ,,
10.1038/s41566-019-0472-9,Attoclock and tunnelling time,时间和隧道时间 ,,
10.1038/s41566-019-0478-3,Tunable plasmonic pixels,可调等离子像素 ,,
10.1038/s41566-019-0473-8,Where two quantum fluids meet,两种量子流体相遇的地方 ,,
10.1038/s41566-019-0471-x,Photonic amyloids,光子淀粉样蛋白 ,,
10.1038/s41566-019-0407-5,Taming of random lasers,驯服随机激光器 ,"<p>Random lasers are fascinating devices due to the absence of a conventional cavity structure and their counterintuitive lasing mechanism. However, they are also notorious for their unpredictability. Despite their many unusual properties, random lasers are unlikely to achieve the ubiquitous acceptance of conventional lasers unless the underlying lasing mechanisms that govern their operation are thoroughly understood and their exotic properties are appropriately regulated. Recent demonstrations of localized random lasers are considered a breakthrough in the field because structural disorders were engineered in a top-down manner. Nevertheless, the origin of the lasing phenomenon and the controllability of these devices have not been adequately addressed. Lately, we have experimentally proven that photonic band-tail eigenstates&#8212;manifestations of photonic Anderson localizations&#8212;are responsible for random lasing in a compositionally disordered photonic crystal platform. Herein, we demonstrate that the process of governing the band-tail states offers a unique opportunity to finally regulate random lasers.</p>",<p>由于缺乏常规的腔结构及其反直觉的激射机理，随机激光器是引人入胜的设备。但是，它们也因其不可预测性而臭名昭著。尽管随机激光器具有许多不同寻常的特性，但除非彻底了解了控制其操作的基本激光机制并且适当地调节了它们的奇异特性，否则随机激光器不太可能获得常规激光器的普遍接受。局部随机激光器的最新演示被认为是该领域的突破，因为结构失调是以自顶向下的方式进行设计的。然而，激射现象的起源和这些设备的可控制性尚未得到充分解决。最近，我们已通过实验证明，光子带尾本征态和光子安德森定位的表现是造成成分无序的光子晶体平台中随机发射激光的原因。在此，我们证明了控制带尾态的过程为最终调节随机激光器提供了独特的机会。</ p> 
10.1038/s41566-019-0419-1,Computed stereo lensless X-ray imaging,计算机立体无镜头X射线成像 ,"<p>Recovering the three-dimensional (3D) properties of artificial or biological systems using low X-ray doses is challenging as most techniques are based on computing hundreds of two-dimensional (2D) projections. The requirement for a low X-ray dose also prevents single-shot 3D imaging using ultrafast X-ray sources. Here we show that computed stereo vision concepts can be applied to X-rays. Stereo vision is important in the field of machine vision and robotics. We reconstruct two X-ray stereo views from coherent diffraction patterns and compute a nanoscale 3D representation of the sample from disparity maps. Similarly to brain perception, computed stereo vision algorithms use constraints. We demonstrate that phase-contrast images relax the disparity constraints, allowing occulted features to be revealed. We also show that by using nanoparticles as labels we can extend the applicability of the technique to complex samples. Computed stereo X-ray imaging will find application at X-ray free-electron lasers, synchrotrons and laser-based sources, and in industrial and medical 3D diagnosis methods.</p>",<p>使用低X射线剂量恢复人工或生物系统的三维（3D）特性具有挑战性，因为大多数技术都基于计算数百个二维（2D）投影。对低X射线剂量的要求还阻止了使用超快X射线源的单次3D成像。在这里，我们证明了可以将计算的立体视觉概念应用于X射线。立体视觉在机器视觉和机器人技术领域很重要。我们从相干衍射图样重建两个X射线立体图，并从视差图计算样品的纳米级3D表示。与大脑感知相似，计算机立体视觉算法使用约束。我们证明了相位对比图像可以放松视差约束，从而可以显示隐蔽特征。我们还表明，通过使用纳米颗粒作为标记，我们可以将技术的适用性扩展到复杂的样品。计算机立体X射线成像将在X射线自由电子激光器，同步加速器和基于激光的光源以及工业和医学3D诊断方法中得到应用。</ p> 
10.1038/s41566-019-0397-3,Femtofarad optoelectronic integration demonstrating energy-saving signal conversion and nonlinear functions,Femtofarad光电集成演示节能信号转换和非线性功能 ,"<p>The introduction of photonic technologies into mature electronic circuits is in high demand to accelerate on-chip information networking and even computing. Great difficulty lies in the fact that the optoelectronic coupling at their interfaces requires a substantial charging energy determined by their capacitance. Optoelectronic devices have been too large to reduce the integrated capacitance down to the femtofarad scale. Here we use a photonic-crystal platform to demonstrate the first experimental proof of optoelectronic integration at only 2&#8201;fF. This allows us to realize a record-low attojoule-energy electro-optic modulator (an electrical-to-optical or E&#8211;O converter) and an amplifier-free photoreceiver (an optical-to-electrical, or O&#8211;E converter), which leads to ultralow-energy signal conversion. By integrating these O&#8211;E/E&#8211;O devices, we demonstrate femtofarad &#8216;O&#8211;E&#8211;O transistors&#8217; with optical signal gain that show various optical nonlinear functions, including as all-optical switches, wavelength converters and cascadable optical repeaters with a femtojoule-per-bit energy consumption. These femtofarad-scale O&#8211;E/E&#8211;O/O&#8211;E&#8211;O devices promise tightly coupled photonic&#8211;electronic integration for new fields of energy-saving information processing.</p>",<p>为加快片上信息网络乃至计算的速度，迫切需要将光子技术引入成熟的电子电路。很大的困难在于以下事实：在它们的界面处的光电耦合需要由它们的电容确定的大量充电能量。光电器件太大，无法将集成电容减小到毫微微法拉规模。在这里，我们使用光子晶体平台来演示仅2＆fF的光电子集成的第一个实验证明。这使我们能够实现创纪录的低焦耳能量电光调制器（电-光或E＆＃8211; O转换器）和无放大器的光接收器（光-电或O＆＃8211;）。 E转换器），从而实现超低能信号转换。通过集成这些O＆amp; E / E＆＃8211; O器件，我们演示了femtofarad＆amp; O＆＃8211; E＆＃8211; O晶体管＆＃8217;。具有显示各种光学非线性功能的光信号增益，包括作为全光开关，波长转换器和可级联的光中继器，每比特能耗为毫微微焦耳。这些毫微微法拉规模的O / E / E / O / O / O / O / O设备承诺了紧密耦合的光子电子集成，可用于节能信息处理的新领域。</ p> 
10.1038/s41566-019-0398-2,Surface passivation of perovskite film for efficient solar cells,钙钛矿薄膜的表面钝化，用于高效太阳能电池 ,"<p>In recent years, the power conversion efficiency of perovskite solar cells has increased to reach over 20%. Finding an effective means of defect passivation is thought to be a promising route for bringing further increases in the power conversion efficiency and the open-circuit voltage (V<sub>OC</sub>) of perovskite solar cells. Here, we report the use of an organic halide salt phenethylammonium iodide (PEAI) on HC(NH<sub>2</sub>)<sub>2</sub>&#8211;CH<sub>3</sub>NH<sub>3</sub> mixed perovskite films for surface defect passivation. We find that PEAI can form on the perovskite surface and results in higher-efficiency cells by reducing the defects and suppressing non-radiative recombination. As a result, planar perovskite solar cells with a certificated efficiency of 23.32% (quasi-steady state) are obtained. In addition, a V<sub>OC</sub> as high as 1.18&#8201;V is achieved at the absorption threshold of 1.53&#8201;eV, which is 94.4% of the Shockley&#8211;Queisser limit V<sub>OC</sub> (1.25&#8201;V).</p>",<p>近年来，钙钛矿太阳能电池的功率转换效率已提高到20％以上。寻找一种有效的缺陷钝化手段被认为是使钙钛矿型太阳能电池的功率转换效率和开路电压（V <OC> <sub> OC </ sub>）进一步提高的有希望的途径。在这里，我们报道了在HC（NH <sub> 2 </ sub>）<sub> 2 </ sub>＆＃8211; CH <sub> 3 </ sub>上使用有机卤化物盐碘乙基碘化铵（PEAI） NH <sub> 3 </ sub>混合钙钛矿薄膜用于表面缺陷钝化。我们发现，PEAI可以在钙钛矿表面形成，并通过减少缺陷和抑制非辐射重组而导致更高效率的电池。结果，获得了具有证明的效率为23.32％（准稳态）的平面钙钛矿太阳能电池。另外，在1.53＆＃8201; eV的吸收阈值下获得了高达1.18＆amp; V的V <sub> OC </ sub>，这是肖克利·奎塞尔极限V <的94.4％。 sub> OC </ sub>（1.25＆＃8201; V）。</ p> 
10.1038/s41566-019-0399-1,Coherent steering of nonlinear chiral valley photons with a synthetic Au–WS2 metasurface,具有合成Au–WS2超表面的非线性手性谷光子的相干控制 ,"<p>Two-dimensional transition metal dichalcogenides (TMDCs) present extraordinary nonlinearities and direct bandgaps at the K and K&#8242; valleys. These valleys can be optically manipulated through, for example, plasmon&#8211;valley-exciton coupling with spin-dependent photoluminescence. However, the weak coherence between the pumping and emission makes exploring nonlinear valleytronic devices based on TMDCs challenging. Here, we show that a synthetic metasurface, which entangles the phase and spin of light, can simultaneously enhance and manipulate nonlinear valley-locked chiral emission in monolayer tungsten disulfide (WS<sub>2</sub>) at room temperature. The second-harmonic valley photons, accessed and coherently pumped by light, with a spin-related geometric phase imparted by a gold (Au) metasurface, are separated and routed to predetermined directions in free space. In addition, the nonlinear photons with the same spin as the incident light are steered owing to the critical spin&#8211;valley-locked nonlinear selection rule of WS<sub>2</sub> in our designed metasurface. Our synthetic TMDC&#8211;metasurface interface may facilitate advanced room-temperature and free-space nonlinear, quantum and valleytronic nanodevices.</p>",<p>二维过渡金属二硫化碳（TMDC）在K和K处表现出非凡的非线性和直接带隙。山谷。这些谷可以通过例如等离子激元-激子耦合与自旋相关的光致发光来光学操纵。然而，泵浦和发射之间的弱相干性使探索基于TMDC的非线性波谷电子器件具有挑战性。在这里，我们表明，一个纠缠了光的相位和自旋的合成超表面可以在室温下同时增强和操纵单层二硫化钨（WS <sub> 2 </ sub>）中的非线性谷锁手性发射。由光访问并相干地泵浦的具有光自旋相关几何相位的二次谐波谷光子被金（Au）超表面赋予，被分离并路由到自由空间中的预定方向。此外，由于我们设计的超颖表面中WS <sub> 2 </ sub>的临界自旋谷锁定非线性选择规则，使得与入射光具有相同自旋的非线性光子受到控制。我们的合成TMDC＆＃8211;元表面界面可以促进先进的室温和自由空间非线性，量子和波谷电子纳米器件。</ p> 
10.1038/s41566-019-0422-6,Ultraviolet–visible–near-infrared optical properties of amyloid fibrils shed light on amyloidogenesis,淀粉样蛋白原纤维的紫外-可见-近红外光学性质为淀粉样蛋白的产生提供了线索 ,"<p>Amyloid fibres attract considerable interest due to their biological role in neurodegenerative diseases and their potential as functional biomaterials. Here, we describe an intrinsic signal of amyloid fibres in the near-infrared range. When combined with their recently reported blue luminescence, it paves the way towards new blueprints for the label-free detection of amyloid deposits in in vitro and in vivo contexts. The blue luminescence allows for staining-free characterization of amyloid deposits in human samples. The near-infrared signal offers promising prospects for innovative diagnostic strategies for neurodegenerative diseases&#8212;to improve medical care and for the development of new therapies. As a proof of concept, we demonstrate direct detection of amyloid deposits within brains of living, aged mice with Alzheimer&#8217;s disease using non-invasive and contrast-agent-free imaging. Ultraviolet&#8211;visible&#8211;near-infrared optical properties of amyloids open new research avenues for amyloidosis as well as for next-generation biophotonic devices.</p>",淀粉样蛋白纤维由于其在神经退行性疾病中的生物学作用及其作为功能性生物材料的潜力而吸引了相当大的兴趣。在这里，我们描述了淀粉样纤维在近红外范围内的固有信号。当与他们最近报道的蓝色发光结合时，它为在体外和体内环境中无标记检测淀粉样蛋白沉积的新蓝图铺平了道路。蓝色发光允许对人类样品中的淀粉样沉积物进行无污染的表征。近红外信号为神经退行性疾病的创新诊断策略，改善医疗护理和开发新疗法提供了有希望的前景。作为概念的证明，我们证明了使用无创且无造影剂的成像技术可以直接检测患有老年痴呆症的老年小鼠的大脑中淀粉样蛋白的沉积。淀粉样蛋白的紫外线-可见光-近红外光学性质为淀粉样变性病以及下一代生物光子设备打开了新的研究途径。</ p> 
