doi,title,title_cn,abstract,abstract_cn
10.1038/nphoton.2011.14,An oasis of learning,学习的绿洲 ,,
10.1038/nphoton.2011.10,Fibres get functional,纤维发挥作用 ,,
10.1038/nphoton.2011.1,Our choice from the recent literature,我们从最近的文献中选择 ,,
10.1038/nphoton.2011.2,Molecular discrimination imaging,分子鉴别成像 ,,
10.1038/nphoton.2011.4,Lasing woodpiles,激光打桩 ,,
10.1038/nphoton.2011.8,Proton-beam writing,质子束写作 ,,
10.1038/nphoton.2011.9,Infrared image upconversion,红外图像上转换 ,,
10.1038/nphoton.2011.5,Optical black-hole analogues,光学黑洞类似物 ,,
10.1038/nphoton.2011.6,Ultrafast buffering by molecular gas,分子气体超快缓冲 ,,
10.1038/nphoton.2011.7,Single-molecule light absorption,单分子光吸收 ,,
10.1038/nphoton.2010.237,Antennas for light,光天线 ,"<p>Optical antennas are devices that convert freely propagating optical radiation into localized energy, and vice versa. They enable the control and manipulation of optical fields at the nanometre scale, and hold promise for enhancing the performance and efficiency of photodetection, light emission and sensing. Although many of the properties and parameters of optical antennas are similar to their radiowave and microwave counterparts, they have important differences resulting from their small size and the resonant properties of metal nanostructures. This Review summarizes the physical properties of optical antennas, provides a summary of some of the most important recent developments in the field, discusses the potential applications and identifies the future challenges and opportunities.</p>",<p>光学天线是将自由传播的光辐射转换为局部能量的设备，反之亦然。 它们可以控制和操纵纳米级的光场，并有望提高光电检测，发光和传感的性能和效率。 尽管光学天线的许多特性和参数与它们的无线电波和微波相似，但是由于它们的小尺寸和金属纳米结构的共振特性，它们具有重要的区别。 这篇综述总结了光学天线的物理特性，总结了该领域最重要的最新进展，讨论了潜在的应用并确定了未来的挑战和机遇。</ p> 
10.1038/nphoton.2010.286,Lasing oscillation in a three-dimensional photonic crystal nanocavity with a complete bandgap,具有完整带隙的三维光子晶体纳米腔中的激光振荡 ,"<p>Photonic crystals have been extensively used in the control and manipulation of photons in engineered electromagnetic environments provided by means of photonic bandgap effects. These effects are key to realizing future optoelectronic devices, including highly efficient lasers. To date, lasers based on photonic crystal cavities have been exclusively demonstrated in two-dimensional photonic crystal geometries. However, full confinement of photons and control of their interaction with materials can only be achieved with the use of three-dimensional photonic crystals with complete photonic bandgaps. We demonstrate, for the first time, the realization of lasing oscillation in a three-dimensional photonic crystal nanocavity. The laser is constructed by coupling a cavity mode exhibiting the highest quality factor yet achieved (&#8764;38,500) with quantum dots. This achievement provides means for exploring the physics of light&#8211;matter interactions in a nanocavity&#8211;single quantum dot coupling system in which both photons and electrons are confined in three dimensions, as well as for realizing three-dimensional integrated photonic circuits.</p>","<p>在通过光子带隙效应提供的工程电磁环境中，光子晶体已广泛用于控制和操纵光子。这些影响是实现未来的光电设备（包括高效激光器）的关键。迄今为止，基于光子晶体腔的激光器已经在二维光子晶体几何结构中得到了专门证明。但是，只有使用具有完整光子带隙的三维光子晶体，才能实现对光子的完全限制和对它们与材料的相互作用的控制。我们首次展示了三维光子晶体纳米腔中激光振荡的实现。激光器是通过将量子模耦合到具有最高质量因数的腔模（＆＃8764; 38,500）构成的。这一成就为探索在光子和电子都局限于三个维度的纳米腔单量子点耦合系统中光与物质相互作用的物理学提供了手段，并为实现三维集成光子电路提供了手段。 </ p> "
10.1038/nphoton.2010.290,Single-molecule imaging by optical absorption,通过光吸收进行单分子成像 ,"<p>To date, optical studies of single molecules at room temperature have relied on the use of materials with high fluorescence quantum yield combined with efficient spectral rejection of background light. To extend single-molecule studies to a much larger pallet of substances that absorb but do not fluoresce, scientists have explored the photothermal effect, interferometry, direct attenuation and stimulated emission. Indeed, very recently, three groups have succeeded in achieving single-molecule sensitivity in absorption. Here, we apply modulation-free transmission measurements known from absorption spectrometers to image single molecules under ambient conditions both in the emissive and strongly quenched states. We arrive at quantitative values for the absorption cross-section of single molecules at different wavelengths and thereby set the ground for single-molecule absorption spectroscopy. Our work has important implications for research ranging from absorption and infrared spectroscopy to sensing of unlabelled proteins at the single-molecule level.</p>",<p>迄今为止，在室温下对单个分子的光学研究依赖于使用具有高荧光量子产率和有效的背景光光谱抑制作用的材料。为了将单分子研究扩展到更大范围的吸收但不发荧光的物质托盘，科学家们探索了光热效应，干涉法，直接衰减和受激发射。实际上，最近，三个小组已经成功地实现了对吸收的单分子敏感性。在这里，我们采用吸收光谱仪已知的无调制透射测量，以在环境条件下在发射和强淬灭状态下对单个分子成像。我们得出了不同波长下单分子吸收截面的定量值，从而为单分子吸收光谱学奠定了基础。我们的工作对从吸收光谱和红外光谱到单分子水平的未标记蛋白质的传感研究具有重要意义。</ p> 
