contentType,title,abstract,affiliations,authorization,authors,citation_text,count_accesses,count_altmetric,count_citations,documentType,doi,doi_url,focus,issue,journal_pcode,journal_title,publishedAt,publishedAtString,subjects,url,volume
news & views,Terahertz race heats up,,[],True,"[""Carlo Sirtori""]","Sirtori, C. Terahertz race heats up. Nat. Photonics15,1–2 (2021).",1137,0,0,aplusplus,10.1038/s41566-020-00740-4,https://doi.org/10.1038/s41566-020-00740-4,,1,nphoton,nature photonics,1608595200,2020-12-22,quantum-cascade-lasers;terahertz-optics,https://www.nature.com/articles/s41566-020-00740-4,15
news & views,Photonic-crystal optical parametric oscillator,,[],True,"[""Eiichi Kuramochi""]","Kuramochi, E. Photonic-crystal optical parametric oscillator. Nat. Photonics15,2–4 (2021).",1472,0,0,aplusplus,10.1038/s41566-020-00738-y,https://doi.org/10.1038/s41566-020-00738-y,,1,nphoton,nature photonics,1608508800,2020-12-21,lasers-leds-and-light-sources;nonlinear-optics,https://www.nature.com/articles/s41566-020-00738-y,15
news & views,Designs break bandwidth record,,[],True,"[""Ute Troppenz"", ""Jochen Kreissl""]","Troppenz, U., Kreissl, J. Designs break bandwidth record. Nat. Photonics15,4–5 (2021).",825,0,0,aplusplus,10.1038/s41566-020-00739-x,https://doi.org/10.1038/s41566-020-00739-x,,1,nphoton,nature photonics,1608595200,2020-12-22,optoelectronic-devices-and-components;semiconductor-lasers,https://www.nature.com/articles/s41566-020-00739-x,15
letter,Optical parametric amplification by monolayer transition metal dichalcogenides,"<p>Optical parametric amplification is a second-order nonlinear process whereby an optical signal is amplified by a pump via the generation of an idler field. This mechanism is inherently related to spontaneous parametric down-conversion, which currently constitutes the building block for entangled photon pair generation, a process that is exploited in modern quantum technologies. Here we demonstrate single-pass optical parametric amplification at the ultimate thickness limit; using semiconducting transition metal dichalcogenides, we show that amplification can be attained over propagation through a single atomic layer. Such a second-order nonlinear interaction at the two-dimensional limit bypasses phase-matching requirements and achieves ultrabroad amplification bandwidths. In agreement with first-principle calculations, we observe that the amplification process is independent of the in-plane polarization of signal and pump fields. By the use of AA-stacked multilayers, we present a clear pathway towards the scaling of conversion efficiency. Our results pave the way for the development of atom-sized tunable sources of radiation with potential applications in nanophotonics and quantum information technology.</p>",[],False,"[""Chiara Trovatello"", ""Andrea Marini"", ""Xinyi Xu"", ""Changhwan Lee"", ""Fang Liu"", ""Nicola Curreli"", ""Cristian Manzoni"", ""Stefano Dal Conte"", ""Kaiyuan Yao"", ""Alessandro Ciattoni"", ""James Hone"", ""Xiaoyang Zhu"", ""P. James Schuck"", ""Giulio Cerullo""]","Trovatello, C., Marini, A., Xu, X. et al. Optical parametric amplification by monolayer transition metal dichalcogenides. Nat. Photonics15,6–10 (2021).",3246,15,2,aplusplus,10.1038/s41566-020-00728-0,https://doi.org/10.1038/s41566-020-00728-0,,1,nphoton,nature photonics,1608508800,2020-12-21,nanoscale-materials;nonlinear-optics;optical-materials-and-structures;photonic-devices,https://www.nature.com/articles/s41566-020-00728-0,15
article,Silicon photonics interfaced with integrated electronics for 9 GHz measurement of squeezed light,"<p>Photonic quantum technology can be enhanced by monolithic fabrication of both the underpinning quantum hardware and the corresponding electronics for classical readout and control. Here, by interfacing complementary metal&#8211;oxide&#8211;semiconductor (CMOS)-compatible silicon and germanium-on-silicon nanophotonics with silicon-germanium integrated amplification electronics, we curtail total capacitance in a homodyne detector to enhance the speed performance of quantum light measurement. The detector has a 3&#8201;dB bandwidth of 1.7&#8201;GHz, is shot-noise limited to 9&#8201;GHz and has a minaturized required footprint of 0.84&#8201;mm<sup>2</sup>. We show that the detector can measure the continuous spectrum of squeezing from 100&#8201;MHz to 9&#8201;GHz of a broadband squeezed light source pumped with a continuous-wave laser, and we use the detector to perform state tomography. This provides fast, multipurpose, homodyne detectors for continuous-variable quantum optics, and opens the way to full-stack integration of photonic quantum devices.</p>",[],True,"[""Joel F. Tasker"", ""Jonathan Frazer"", ""Giacomo Ferranti"", ""Euan J. Allen"", ""L\u00e9andre F. Brunel"", ""S\u00e9bastien Tanzilli"", ""Virginia D\u2019Auria"", ""Jonathan C. F. Matthews""]","Tasker, J.F., Frazer, J., Ferranti, G. et al. Silicon photonics interfaced with integrated electronics for 9 GHz measurement of squeezed light. Nat. Photonics15, 11–15 (2021).",3889,151,0,aplusplus,10.1038/s41566-020-00715-5,https://doi.org/10.1038/s41566-020-00715-5,,1,nphoton,nature photonics,1604880000,2020-11-09,quantum-optics;quantum-physics;silicon-photonics,https://www.nature.com/articles/s41566-020-00715-5,15
article,High-power portable terahertz laser systems,"<p>Terahertz (THz) frequencies remain among the least utilized in the electromagnetic spectrum, largely due to the lack of powerful and compact sources. The invention of THz quantum cascade lasers (QCLs) was a major breakthrough to bridge the so-called &#8216;THz gap&#8217; between semiconductor electronic and photonic sources. However, their demanding cooling requirement has confined the technology to a laboratory environment. A portable and high-power THz laser system will have a qualitative impact on applications in medical imaging, communications, quality control, security and biochemistry. Here, by adopting a design strategy that achieves a clean three-level system, we have developed THz QCLs (at ~4&#8201;THz) with a maximum operating temperature of 250&#8201;K. The high operating temperature enables portable THz systems to perform real-time imaging with a room-temperature THz camera, as well as fast spectral measurements with a room-temperature detector.</p>",[],False,"[""Ali Khalatpour"", ""Andrew K. Paulsen"", ""Chris Deimert"", ""Zbig R. Wasilewski"", ""Qing Hu""]","Khalatpour, A., Paulsen, A.K., Deimert, C. et al. High-power portable terahertz laser systems. Nat. Photonics15, 16–20 (2021).",4674,199,3,aplusplus,10.1038/s41566-020-00707-5,https://doi.org/10.1038/s41566-020-00707-5,,1,nphoton,nature photonics,1604275200,2020-11-02,condensed-matter-physics;lasers-leds-and-light-sources;materials-for-devices;nanoscale-devices;optical-physics,https://www.nature.com/articles/s41566-020-00707-5,15
article,Pockels soliton microcomb,"<p>Kerr soliton microcombs have recently emerged as a prominent topic in integrated photonics and have enabled new horizons for optical frequency metrology. Kerr soliton microcombs, as the name suggests, are based on high-order cubic optical nonlinearity. It is desirable to exploit quadratic photonic materials, namely Pockels materials, for soliton generation and on-chip implementation of 1f&#8211;2f comb self-referencing. Such quadratically driven solitons have been proposed theoretically, but have not yet been observed in a nanophotonic platform, despite recent progress in quadratic comb generation in free-space and crystalline resonators. Here, we report photonic-chip-based Pockels microcomb solitons driven by three-wave mixing in an aluminium nitride microring resonator. In contrast to typical Kerr solitons, the Pockels soliton features unity soliton generation fidelity, two-by-two evolution of multi-soliton states, favourable tuning dynamics and high pump-to-soliton conversion efficiency.</p>",[],False,"[""Alexander W. Bruch"", ""Xianwen Liu"", ""Zheng Gong"", ""Joshua B. Surya"", ""Ming Li"", ""Chang-Ling Zou"", ""Hong X. Tang""]","Bruch, A.W., Liu, X., Gong, Z. et al. Pockels soliton microcomb. Nat. Photonics15, 21–27 (2021).",2671,11,2,aplusplus,10.1038/s41566-020-00704-8,https://doi.org/10.1038/s41566-020-00704-8,,1,nphoton,nature photonics,1603065600,2020-10-19,nanophotonics-and-plasmonics;nonlinear-optics;optical-physics;optics-and-photonics;solitons,https://www.nature.com/articles/s41566-020-00704-8,15
article,Directly modulated membrane lasers with 108 GHz bandwidth on a high-thermal-conductivity silicon carbide substrate,"<p>Increasing the modulation speed of semiconductor lasers has attracted much attention from the viewpoint of both physics and the applications of lasers. Here we propose a membrane distributed reflector laser on a low-refractive-index and high-thermal-conductivity silicon carbide substrate that overcomes the modulation bandwidth limit. The laser features a high modulation efficiency because of its large optical confinement in the active region and small differential gain reduction at a high injection current density. We achieve a 42&#8201;GHz relaxation oscillation frequency by using a laser with a 50-&#956;m-long active region. The cavity, designed to have a short photon lifetime, suppresses the damping effect while keeping the threshold carrier density low, resulting in a 60&#8201;GHz intrinsic 3&#8201;dB bandwidth (f<sub>3dB</sub>). By employing the photon&#8211;photon resonance at 95&#8201;GHz due to optical feedback from an integrated output waveguide, we achieve an f<sub>3dB</sub> of 108&#8201;GHz and demonstrate 256&#8201;Gbit&#8201;s<sup>&#8722;1</sup> four-level pulse-amplitude modulations with a 475&#8201;fJ&#8201;bit<sup>&#8722;1</sup> energy cost of the direct-current electrical input.</p>",[],False,"[""Suguru Yamaoka"", ""Nikolaos-Panteleimon Diamantopoulos"", ""Hidetaka Nishi"", ""Ryo Nakao"", ""Takuro Fujii"", ""Koji Takeda"", ""Tatsurou Hiraki"", ""Takuma Tsurugaya"", ""Shigeru Kanazawa"", ""Hiromasa Tanobe"", ""Takaaki Kakitsuka"", ""Tai Tsuchizawa"", ""Fumio Koyama"", ""Shinji Matsuo""]","Yamaoka, S., Diamantopoulos, NP., Nishi, H. et al. Directly modulated membrane lasers with 108 GHz bandwidth on a high-thermal-conductivity silicon carbide substrate. Nat. Photonics15, 28–35 (2021).",3116,12,3,aplusplus,10.1038/s41566-020-00700-y,https://doi.org/10.1038/s41566-020-00700-y,,1,nphoton,nature photonics,1603065600,2020-10-19,diode-lasers;semiconductor-lasers;ultrafast-lasers,https://www.nature.com/articles/s41566-020-00700-y,15
article,CsPbBr3 perovskite detectors with 1.4% energy resolution for high-energy γ-rays,"<p>Halide perovskite semiconductors are poised to revitalize the field of ionizing radiation detection as they have done to solar photovoltaics. We show that all-inorganic perovskite CsPbBr<sub>3</sub> devices resolve <sup>137</sup>Cs 662-keV &#947;-rays with 1.4% energy resolution, as well as other X- and &#947;-rays with energies ranging from tens of keV to over 1&#8201;MeV in ambipolar sensing and unipolar hole-only sensing modes with crystal volumes of 6.65&#8201;mm<sup>3</sup> and 297&#8201;mm<sup>3</sup>, respectively. We report the scale-up of CsPbBr<sub>3</sub> ingots to up to 1.5&#8201;inches in diameter with an excellent hole mobility&#8211;lifetime product of 8&#8201;&#215;&#8201;10<sup>&#8722;3</sup>&#8201;cm<sup>2</sup>&#8201;V<sup>&#8722;1</sup> and a long hole lifetime of up to 296&#8201;&#956;s. CsPbBr<sub>3</sub> detectors demonstrate a wide temperature region from ~2&#8201;&#176;C to ~70&#8201;&#176;C for stable operation. Detectors protected with suitable encapsulants show a uniform response for over 18 months. Consequently, we identify perovskite CsPbBr<sub>3</sub> semiconductor as an exceptional candidate for new-generation high-energy &#947;-ray detection.</p>",[],False,"[""Yihui He"", ""Matthew Petryk"", ""Zhifu Liu"", ""Daniel G. Chica"", ""Ido Hadar"", ""Charles Leak"", ""Weijun Ke"", ""Ioannis Spanopoulos"", ""Wenwen Lin"", ""Duck Young Chung"", ""Bruce W. Wessels"", ""Zhong He"", ""Mercouri G. Kanatzidis""]","He, Y., Petryk, M., Liu, Z. et al. CsPbBr3perovskite detectors with 1.4% energy resolution for high-energy γ-rays. Nat. Photonics15, 36–42 (2021).",3544,100,1,aplusplus,10.1038/s41566-020-00727-1,https://doi.org/10.1038/s41566-020-00727-1,,1,nphoton,nature photonics,1607299200,2020-12-07,other-photonics;sensors-and-biosensors,https://www.nature.com/articles/s41566-020-00727-1,15
article,Electrically driven acousto-optics and broadband non-reciprocity in silicon photonics,"<p>Emerging technologies based on tailorable photon&#8211;phonon interactions promise new capabilities ranging from high-fidelity information processing to non-reciprocal optics and quantum state control. However, many existing realizations of such light&#8211;sound couplings involve unconventional materials and fabrication schemes challenging to co-implement with scalable integrated photonic circuitry. Here, we demonstrate direct acousto-optic modulation within silicon waveguides using electrically driven surface acoustic waves (SAWs). By co-integrating electromechanical SAW transducers with a standard silicon-on-insulator photonic platform, we harness silicon&#8217;s strong elasto-optic effect to create travelling-wave phase and single-sideband amplitude modulators from 1 to 5&#8201;GHz, with index modulation strengths comparable to electro-optic technologies. Extending this non-local interaction to centimetre scales, we demonstrate non-reciprocal modulation with operation bandwidths of &gt;100&#8201;GHz and insertion losses of &lt;0.6&#8201;dB. This acousto-optic platform is compatible with complementary metal&#8211;oxide&#8211;semiconductor fabrication processes and existing silicon photonic device architectures, opening the door to flexible, low-loss modulators and non-magnetic optical isolators and circulators in integrated photonic circuits.</p>",[],False,"[""Eric A. Kittlaus"", ""William M. Jones"", ""Peter T. Rakich"", ""Nils T. Otterstrom"", ""Richard E. Muller"", ""Mina Rais-Zadeh""]","Kittlaus, E.A., Jones, W.M., Rakich, P.T. et al. Electrically driven acousto-optics and broadband non-reciprocity in silicon photonics. Nat. Photonics15, 43–52 (2021).",2282,3,1,aplusplus,10.1038/s41566-020-00711-9,https://doi.org/10.1038/s41566-020-00711-9,,1,nphoton,nature photonics,1604275200,2020-11-02,integrated-optics;nanophotonics-and-plasmonics;optoelectronic-devices-and-components;silicon-photonics,https://www.nature.com/articles/s41566-020-00711-9,15
