contentType,title,abstract,abstract_google_cn,affiliations,authorization,authors,citation_text,count_accesses,count_altmetric,count_citations,documentType,doi,doi_url,focus,issue,journal_pcode,journal_title,publishedAt,publishedAtString,subjects,url,volume
editorial,A long overdue recognition,,,[],True,[],"A long overdue recognition. Nature Photon12, 635 (2018).",1164,16,1,aplusplus,10.1038/s41566-018-0299-9,https://doi.org/10.1038/s41566-018-0299-9,,11,nphoton,nature photonics,1540512000,2018-10-26,lasers-leds-and-light-sources;optical-manipulation-and-tweezers;optical-tweezers;scientific-community-and-society,https://www.nature.com/articles/s41566-018-0299-9,12
editorial,Unchartered territory,,,[],True,[],"Unchartered territory. Nature Photon12, 636 (2018).",631,13,1,aplusplus,10.1038/s41566-018-0298-x,https://doi.org/10.1038/s41566-018-0298-x,,11,nphoton,nature photonics,1540512000,2018-10-26,attosecond-science;high-field-lasers;nonlinear-optics;optical-physics,https://www.nature.com/articles/s41566-018-0298-x,12
comment,A coherent life,,,"[{""address"": ""The Institute of Optics, University of Rochester, Rochester, NY, USA"", ""authors"": [""P. Scott Carney""]}, {""address"": ""Department of Physics and Astronomy, University of Rochester, Rochester, NY, USA"", ""authors"": [""Joseph Eberly""]}]",True,"[""P. Scott Carney"", ""Joseph Eberly""]","Carney, P.S., Eberly, J. A coherent life. Nature Photon12, 637–639 (2018).",2128,6,0,aplusplus,10.1038/s41566-018-0287-0,https://doi.org/10.1038/s41566-018-0287-0,Pioneers in Photonics,11,nphoton,nature photonics,1540512000,2018-10-26,optical-physics;optics-and-photonics,https://www.nature.com/articles/s41566-018-0287-0,12
books & arts,On our bookshelf,,,"[{""address"": ""Nature Photonics"", ""authors"": [""Rachel Won""]}]",True,"[""Rachel Won""]","Won, R. On our bookshelf. Nature Photon12, 640 (2018).",143,0,0,aplusplus,10.1038/s41566-018-0285-2,https://doi.org/10.1038/s41566-018-0285-2,,11,nphoton,nature photonics,1540512000,2018-10-26,,https://www.nature.com/articles/s41566-018-0285-2,12
research highlight,Anti-damped nanobeam,,,"[{""address"": ""Nature Photonics"", ""authors"": [""David F. P. Pile""]}]",True,"[""David F. P. Pile""]","Pile, D.F.P. Anti-damped nanobeam. Nature Photon12, 641 (2018).",412,0,0,aplusplus,10.1038/s41566-018-0292-3,https://doi.org/10.1038/s41566-018-0292-3,,11,nphoton,nature photonics,1540512000,2018-10-26,microresonators;optical-sensors;optomechanics,https://www.nature.com/articles/s41566-018-0292-3,12
research highlight,Subcycle control,,,"[{""address"": ""Nature Photonics"", ""authors"": [""David F. P. Pile""]}]",True,"[""David F. P. Pile""]","Pile, D.F.P. Subcycle control. Nature Photon12, 641 (2018).",292,1,0,aplusplus,10.1038/s41566-018-0293-2,https://doi.org/10.1038/s41566-018-0293-2,,11,nphoton,nature photonics,1540512000,2018-10-26,frequency-combs;solitons;ultrafast-lasers,https://www.nature.com/articles/s41566-018-0293-2,12
research highlight,Atomically thin materials,,,"[{""address"": ""Nature Photonics"", ""authors"": [""Noriaki Horiuchi""]}]",True,"[""Noriaki Horiuchi""]","Horiuchi, N. Atomically thin materials. Nature Photon12, 641 (2018).",742,2,0,aplusplus,10.1038/s41566-018-0294-1,https://doi.org/10.1038/s41566-018-0294-1,,11,nphoton,nature photonics,1540512000,2018-10-26,nonlinear-optics;polaritons;quantum-optics;two-dimensional-materials,https://www.nature.com/articles/s41566-018-0294-1,12
research highlight,Magneto-optical polymer,,,"[{""address"": ""Nature Photonics"", ""authors"": [""Oliver Graydon""]}]",True,"[""Oliver Graydon""]","Graydon, O. Magneto-optical polymer. Nature Photon12, 641 (2018).",1028,2,0,aplusplus,10.1038/s41566-018-0295-0,https://doi.org/10.1038/s41566-018-0295-0,,11,nphoton,nature photonics,1540512000,2018-10-26,,https://www.nature.com/articles/s41566-018-0295-0,12
research highlight,Soliton assistance,,,"[{""address"": ""Nature Photonics"", ""authors"": [""Rachel Won""]}]",True,"[""Rachel Won""]","Won, R. Soliton assistance. Nature Photon12, 641 (2018).",321,3,0,aplusplus,10.1038/s41566-018-0296-z,https://doi.org/10.1038/s41566-018-0296-z,,11,nphoton,nature photonics,1540512000,2018-10-26,lasers-leds-and-light-sources;liquid-crystals;nonlinear-optics;solitons,https://www.nature.com/articles/s41566-018-0296-z,12
news & views,Double injection resonator,,,"[{""address"": ""Laboratory of Laser and Applied Photonics (LLAP), Department of Electronic Engineering, College of Electronic Science and Technology, Xiamen University, Xiamen, China"", ""authors"": [""Jun Dong""]}]",False,"[""Jun Dong""]","Dong, J. Double injection resonator. Nature Photon12, 642–644 (2018).",1131,0,1,aplusplus,10.1038/s41566-018-0286-1,https://doi.org/10.1038/s41566-018-0286-1,,11,nphoton,nature photonics,1540512000,2018-10-26,microresonators;silicon-photonics,https://www.nature.com/articles/s41566-018-0286-1,12
