contentType,title,abstract,affiliations,authorization,authors,citation_text,count_accesses,count_altmetric,count_citations,documentType,doi,doi_url,focus,issue,journal_pcode,journal_title,publishedAt,publishedAtString,subjects,url,volume
editorial,Rise of the learning machines,,[],True,[],"Rise of the learning machines. Nat. Photonics15, 65 (2021).",1412,3,0,aplusplus,10.1038/s41566-020-00748-w,https://doi.org/10.1038/s41566-020-00748-w,,2,nphoton,nature photonics,1611878400,2021-01-29,imaging-and-sensing;optical-physics;optoelectronic-devices-and-components,https://www.nature.com/articles/s41566-020-00748-w,15
correspondence,Weighing in on photonic-based machine learning for automotive mobility,,[],True,"[""Sean Phillip Rodrigues"", ""Ziqi Yu"", ""Paul Schmalenberg"", ""Jae Lee"", ""Hideo Iizuka"", ""Ercan M. Dede""]","Rodrigues, S.P., Yu, Z., Schmalenberg, P. et al. Weighing in on photonic-based machine learning for automotive mobility. Nat. Photonics15, 66–67 (2021).",589,2,0,aplusplus,10.1038/s41566-020-00736-0,https://doi.org/10.1038/s41566-020-00736-0,,2,nphoton,nature photonics,1611878400,2021-01-29,applied-optics;industry;integrated-optics;technology,https://www.nature.com/articles/s41566-020-00736-0,15
q&a,Machine learning with light,,[],False,"[""David Pile""]","Pile, D. Machine learning with light. Nat. Photonics15, 68–69 (2021).",1044,0,0,aplusplus,10.1038/s41566-020-00747-x,https://doi.org/10.1038/s41566-020-00747-x,,2,nphoton,nature photonics,1611878400,2021-01-29,optical-materials-and-structures;optical-physics,https://www.nature.com/articles/s41566-020-00747-x,15
news & views,Waveform sampling on an atomic scale,,[],True,"[""Jun Takeda"", ""Ikufumi Katayama""]","Takeda, J., Katayama, I. Waveform sampling on an atomic scale. Nat. Photonics15, 70–71 (2021).",292,0,0,aplusplus,10.1038/s41566-020-00753-z,https://doi.org/10.1038/s41566-020-00753-z,,2,nphoton,nature photonics,1611878400,2021-01-29,atomic-and-molecular-physics;optical-physics,https://www.nature.com/articles/s41566-020-00753-z,15
news & views,Longitudinal fields and transverse rotations,,[],True,"[""Filippo Cardano"", ""Lorenzo Marrucci""]","Cardano, F., Marrucci, L. Longitudinal fields and transverse rotations. Nat. Photonics15, 72–74 (2021).",731,0,0,aplusplus,10.1038/s41566-020-00756-w,https://doi.org/10.1038/s41566-020-00756-w,,2,nphoton,nature photonics,1610668800,2021-01-15,liquid-crystals;nanophotonics-and-plasmonics;optical-manipulation-and-tweezers;sub-wavelength-optics,https://www.nature.com/articles/s41566-020-00756-w,15
news & views,Entanglement-enhanced sensor networks,,[],True,"[""Luca Pezz\u00e8""]","Pezzè, L. Entanglement-enhanced sensor networks. Nat. Photonics15, 74–76 (2021).",404,1,0,aplusplus,10.1038/s41566-020-00755-x,https://doi.org/10.1038/s41566-020-00755-x,,2,nphoton,nature photonics,1611878400,2021-01-29,quantum-metrology;quantum-optics,https://www.nature.com/articles/s41566-020-00755-x,15
review article,Deep learning for the design of photonic structures,"<p>Innovative approaches and tools play an important role in shaping design, characterization and optimization for the field of photonics. As a subset of machine learning that learns multilevel abstraction of data using hierarchically structured layers, deep learning offers an efficient means to design photonic structures, spawning data-driven approaches complementary to conventional physics- and rule-based methods. Here, we review recent progress in deep-learning-based photonic design by providing the historical background, algorithm fundamentals and key applications, with the emphasis on various model architectures for specific photonic tasks. We also comment on the challenges and perspectives of this emerging research direction.</p>",[],False,"[""Wei Ma"", ""Zhaocheng Liu"", ""Zhaxylyk A. Kudyshev"", ""Alexandra Boltasseva"", ""Wenshan Cai"", ""Yongmin Liu""]","Ma, W., Liu, Z., Kudyshev, Z.A. et al. Deep learning for the design of photonic structures. Nat. Photonics15, 77–90 (2021).",9820,15,4,aplusplus,10.1038/s41566-020-0685-y,https://doi.org/10.1038/s41566-020-0685-y,,2,nphoton,nature photonics,1601856000,2020-10-05,metamaterials;nanophotonics-and-plasmonics;photonic-crystals;photonic-devices;silicon-photonics,https://www.nature.com/articles/s41566-020-0685-y,15
review article,Machine learning and applications in ultrafast photonics,"<p>Recent years have seen the rapid growth and development of the field of smart photonics, where machine-learning algorithms are being matched to optical systems to add new functionalities and to enhance performance. An area where machine learning shows particular potential to accelerate technology is the field of ultrafast photonics &#8212; the generation and characterization of light pulses, the study of light&#8211;matter interactions on short timescales, and high-speed optical measurements. Our aim here is to highlight a number of specific areas where the promise of machine learning in ultrafast photonics has already been realized, including the design and operation of pulsed lasers, and the characterization and control of ultrafast propagation dynamics. We also consider challenges and future areas of research.</p>",[],False,"[""Go\u00ebry Genty"", ""Lauri Salmela"", ""John M. Dudley"", ""Daniel Brunner"", ""Alexey Kokhanovskiy"", ""Sergei Kobtsev"", ""Sergei K. Turitsyn""]","Genty, G., Salmela, L., Dudley, J.M. et al. Machine learning and applications in ultrafast photonics. Nat. Photonics15, 91–101 (2021).",5220,32,0,aplusplus,10.1038/s41566-020-00716-4,https://doi.org/10.1038/s41566-020-00716-4,,2,nphoton,nature photonics,1606694400,2020-11-30,lasers-leds-and-light-sources;optics-and-photonics;techniques-and-instrumentation;ultrafast-lasers,https://www.nature.com/articles/s41566-020-00716-4,15
review article,Photonics for artificial intelligence and neuromorphic computing,"<p>Research in photonic computing has flourished due to the proliferation of optoelectronic components on photonic integration platforms. Photonic integrated circuits have enabled ultrafast artificial neural networks, providing a framework for a new class of information processing machines. Algorithms running on such hardware have the potential to address the growing demand for machine learning and artificial intelligence in areas such as medical diagnosis, telecommunications, and high-performance and scientific computing. In parallel, the development of neuromorphic electronics has highlighted challenges in that domain, particularly related to processor latency. Neuromorphic photonics offers sub-nanosecond latencies, providing a complementary opportunity to extend the domain of artificial intelligence. Here, we review recent advances in integrated photonic neuromorphic systems, discuss current and future challenges, and outline the advances in science and technology needed to meet those challenges.</p>",[],False,"[""Bhavin J. Shastri"", ""Alexander N. Tait"", ""T. Ferreira de Lima"", ""Wolfram H. P. Pernice"", ""Harish Bhaskaran"", ""C. D. Wright"", ""Paul R. Prucnal""]","Shastri, B.J., Tait, A.N., Ferreira de Lima, T. et al. Photonics for artificial intelligence and neuromorphic computing. Nat. Photonics15, 102–114 (2021).",2739,118,0,aplusplus,10.1038/s41566-020-00754-y,https://doi.org/10.1038/s41566-020-00754-y,,2,nphoton,nature photonics,1611878400,2021-01-29,integrated-optics;nanophotonics-and-plasmonics;optoelectronic-devices-and-components;ultrafast-photonics,https://www.nature.com/articles/s41566-020-00754-y,15
letter,Photoelectronic mapping of the spin–orbit interaction of intense light fields,"<p>The interaction between a quantum particle&#8217;s spin angular momentum and its orbital angular momentum is ubiquitous in nature. In optics, the spin&#8211;orbit optical phenomenon is closely related with the light&#8211;matter interaction and has been of great interest. With the development of laser technology, the high-power and ultrafast light sources now serve as a crucial tool in revealing the behaviour of matter under extreme conditions. A comprehensive knowledge of the spin&#8211;orbit interaction for intense light is of utmost importance. Here, we report the in situ modulation and visualization of the optical orbital-to-spin conversion in the strong-field regime. We show that, through manipulating the morphology of femtosecond cylindrical vector vortex pulses by a slit, the photon&#8217;s orbital angular momentum can be controllably transformed into spin after focusing. By employing a strong-field ionization experiment, the orbital-to-spin conversion can be imaged and measured through the photoelectron momentum distributions. Such detection and consequent control of the spin&#8211;orbit dynamics of intense laser fields has implications for controlling photoelectron holography and coherent extreme-ultraviolet radiation.</p>",[],False,"[""Yiqi Fang"", ""Meng Han"", ""Peipei Ge"", ""Zhenning Guo"", ""Xiaoyang Yu"", ""Yongkai Deng"", ""Chengyin Wu"", ""Qihuang Gong"", ""Yunquan Liu""]","Fang, Y., Han, M., Ge, P. et al. Photoelectronic mapping of the spin–orbit interaction of intense light fields. Nat. Photonics15, 115–120 (2021).",2238,2,1,aplusplus,10.1038/s41566-020-00709-3,https://doi.org/10.1038/s41566-020-00709-3,,2,nphoton,nature photonics,1604275200,2020-11-02,atom-optics;atomic-and-molecular-physics;optical-manipulation-and-tweezers;ultrafast-photonics,https://www.nature.com/articles/s41566-020-00709-3,15
