contentType,title,abstract,abstract_google_cn,affiliations,authorization,authors,citation_text,count_accesses,count_altmetric,count_citations,documentType,doi,doi_url,focus,issue,journal_pcode,journal_title,publishedAt,publishedAtString,subjects,url,volume
editorial,Rulers of light,,,[],True,[],"Rulers of light. Nature Photon13, 137 (2019).",8847,0,2,aplusplus,10.1038/s41566-019-0388-4,https://doi.org/10.1038/s41566-019-0388-4,,3,nphoton,nature photonics,1550707200,2019-02-21,frequency-combs;microresonators;nonlinear-optics;optical-metrology;quantum-optics;supercontinuum-generation,https://www.nature.com/articles/s41566-019-0388-4,13
books & arts,On our bookshelf,,,"[{""address"": ""Nature Photonics"", ""authors"": [""Rachel Won""]}]",True,"[""Rachel Won""]","Won, R. On our bookshelf. Nature Photon13, 138 (2019).",278,0,0,aplusplus,10.1038/s41566-019-0374-x,https://doi.org/10.1038/s41566-019-0374-x,,3,nphoton,nature photonics,1550707200,2019-02-21,,https://www.nature.com/articles/s41566-019-0374-x,13
research highlight,One-way chiral light,,,"[{""address"": ""Nature Photonics"", ""authors"": [""David F. P. Pile""]}]",True,"[""David F. P. Pile""]","Pile, D.F.P. One-way chiral light. Nature Photon13, 139 (2019).",1215,1,0,aplusplus,10.1038/s41566-019-0382-x,https://doi.org/10.1038/s41566-019-0382-x,,3,nphoton,nature photonics,1550707200,2019-02-21,metamaterials;nanophotonics-and-plasmonics,https://www.nature.com/articles/s41566-019-0382-x,13
research highlight,Dimer nanomotors,,,"[{""address"": ""Nature Photonics"", ""authors"": [""David F. P. Pile""]}]",True,"[""David F. P. Pile""]","Pile, D.F.P. Dimer nanomotors. Nature Photon13, 139 (2019).",635,1,0,aplusplus,10.1038/s41566-019-0383-9,https://doi.org/10.1038/s41566-019-0383-9,,3,nphoton,nature photonics,1550707200,2019-02-21,nanophotonics-and-plasmonics;optical-manipulation-and-tweezers,https://www.nature.com/articles/s41566-019-0383-9,13
research highlight,Subvoxel light-sheet microscopy,,,"[{""address"": ""Nature Photonics"", ""authors"": [""Oliver Graydon""]}]",True,"[""Oliver Graydon""]","Graydon, O. Subvoxel light-sheet microscopy. Nature Photon13, 139 (2019).",886,0,0,aplusplus,10.1038/s41566-019-0384-8,https://doi.org/10.1038/s41566-019-0384-8,,3,nphoton,nature photonics,1550707200,2019-02-21,light-sheet-microscopy,https://www.nature.com/articles/s41566-019-0384-8,13
research highlight,Terahertz read-out,,,"[{""address"": ""Nature Photonics"", ""authors"": [""Oliver Graydon""]}]",True,"[""Oliver Graydon""]","Graydon, O. Terahertz read-out. Nature Photon13, 139 (2019).",481,0,0,aplusplus,10.1038/s41566-019-0385-7,https://doi.org/10.1038/s41566-019-0385-7,,3,nphoton,nature photonics,1550707200,2019-02-21,optical-data-storage;terahertz-optics,https://www.nature.com/articles/s41566-019-0385-7,13
research highlight,Dual wavelength chip,,,"[{""address"": ""Nature Photonics"", ""authors"": [""Rachel Won""]}]",True,"[""Rachel Won""]","Won, R. Dual wavelength chip. Nature Photon13, 139 (2019).",792,0,0,aplusplus,10.1038/s41566-019-0386-6,https://doi.org/10.1038/s41566-019-0386-6,,3,nphoton,nature photonics,1550707200,2019-02-21,fibre-optics-and-optical-communications;microresonators;nanophotonics-and-plasmonics;quantum-optics;silicon-photonics,https://www.nature.com/articles/s41566-019-0386-6,13
news & views,Network lasers,,,"[{""address"": ""Vienna University of Technology (TU Wien), Institute for Theoretical Physics, Vienna, Austria"", ""authors"": [""Stefan Rotter""]}]",False,"[""Stefan Rotter""]","Rotter, S. Network lasers. Nature Photon13, 140–141 (2019).",727,4,0,aplusplus,10.1038/s41566-019-0376-8,https://doi.org/10.1038/s41566-019-0376-8,,3,nphoton,nature photonics,1550707200,2019-02-21,complex-networks;lasers-leds-and-light-sources;nanophotonics-and-plasmonics,https://www.nature.com/articles/s41566-019-0376-8,13
news & views,Twisted light beyond the visible,,,"[{""address"": ""Department of Physics and Astronomy, University of California, Los Angeles, Los Angeles, CA, USA"", ""authors"": [""James B. Rosenzweig""]}]",False,"[""James B. Rosenzweig""]","Rosenzweig, J.B. Twisted light beyond the visible. Nature Photon13, 141–143 (2019).",1040,0,1,aplusplus,10.1038/s41566-019-0372-z,https://doi.org/10.1038/s41566-019-0372-z,,3,nphoton,nature photonics,1550707200,2019-02-21,microscopy;x-rays,https://www.nature.com/articles/s41566-019-0372-z,13
news & views,Assembly by light,,,"[{""address"": ""Nature Photonics"", ""authors"": [""Noriaki Horiuchi""]}]",True,"[""Noriaki Horiuchi""]","Horiuchi, N. Assembly by light. Nature Photon13, 143 (2019).",540,1,0,aplusplus,10.1038/s41566-019-0381-y,https://doi.org/10.1038/s41566-019-0381-y,,3,nphoton,nature photonics,1550707200,2019-02-21,nanoparticles;optofluidics;optomechanics,https://www.nature.com/articles/s41566-019-0381-y,13
news & views,Innovation in India,,,"[{""address"": ""Nature Photonics, London, UK"", ""authors"": [""Oliver Graydon""]}]",False,"[""Oliver Graydon""]","Graydon, O. Innovation in India. Nature Photon13, 144–145 (2019).",526,0,0,aplusplus,10.1038/s41566-019-0371-0,https://doi.org/10.1038/s41566-019-0371-0,,3,nphoton,nature photonics,1550707200,2019-02-21,biophotonics;optical-sensors,https://www.nature.com/articles/s41566-019-0371-0,13
review article,Frequency comb spectroscopy,"<p>A laser frequency comb is a broad spectrum composed of equidistant narrow lines. Initially invented for frequency metrology, such combs enable new approaches to spectroscopy over broad spectral bandwidths, of particular relevance to molecules. The performance of existing spectrometers &#8212; such as crossed dispersers employing, for example, virtual imaging phase array &#233;talons, or Michelson-based Fourier transform interferometers &#8212; can be dramatically enhanced with optical frequency combs. A new class of instruments, such as dual-comb spectrometers without moving parts, enables fast and accurate measurements over broad spectral ranges. The direct self-calibration of the frequency scale of the spectra within the accuracy of an atomic clock and the negligible contribution of the instrumental line-shape will enable determinations of all spectral parameters with high accuracy for stringent comparisons with theories in atomic and molecular physics. Chip-scale frequency comb spectrometers promise integrated devices for real-time sensing in analytical chemistry and biomedicine. This Review gives a summary of the developments in the emerging and rapidly advancing field of atomic and molecular broadband spectroscopy with frequency combs.</p>",,"[{""address"": ""Max Planck Institute of Quantum Optics, Garching, Germany"", ""authors"": [""Nathalie Picqu\u00e9"", ""\u00a0&\u00a0Theodor W. H\u00e4nsch""]}, {""address"": ""Faculty of Physics, Ludwig-Maximilian University, Munich, Germany"", ""authors"": [""Theodor W. H\u00e4nsch""]}]",False,"[""Nathalie Picqu\u00e9"", ""Theodor W. H\u00e4nsch""]","Picqué, N., Hänsch, T.W. Frequency comb spectroscopy. Nature Photon13, 146–157 (2019).",15000,36,72,aplusplus,10.1038/s41566-018-0347-5,https://doi.org/10.1038/s41566-018-0347-5,,3,nphoton,nature photonics,1550707200,2019-02-21,atomic-and-molecular-physics;frequency-combs;mode-locked-lasers;nonlinear-optics;spectroscopy,https://www.nature.com/articles/s41566-018-0347-5,13
review article,Photonic-chip-based frequency combs,"<p>Recent developments in chip-based nonlinear photonics offer the tantalizing prospect of realizing many applications that can use optical frequency comb devices that have form factors smaller than 1 cm<sup>3</sup> and that require less than 1 W of power. A key feature that enables such technology is the tight confinement of light due to the high refractive index contrast between the core and the cladding. This simultaneously produces high optical nonlinearities and allows for dispersion engineering to realize and phase match parametric nonlinear processes with laser-pointer powers across large spectral bandwidths. In this Review, we summarize the developments, applications and underlying physics of optical frequency comb generation in photonic-chip waveguides via supercontinuum generation and in microresonators via Kerr-comb generation that enable comb technology from the near-ultraviolet to the mid-infrared regime.</p>",,"[{""address"": ""Department of Applied Physics and Applied Mathematics, Columbia University, New York, NY, USA"", ""authors"": [""Alexander L. Gaeta""]}, {""address"": ""Department of Electrical Engineering, Columbia University, New York, NY, USA"", ""authors"": [""Michal Lipson""]}, {""address"": ""\u00c9cole Polytechnique F\u00e9d\u00e9rale de Lausanne (EPFL), Institute of Physics, Lausanne, Switzerland"", ""authors"": [""Tobias J. Kippenberg""]}]",False,"[""Alexander L. Gaeta"", ""Michal Lipson"", ""Tobias J. Kippenberg""]","Gaeta, A.L., Lipson, M. & Kippenberg, T.J. Photonic-chip-based frequency combs. Nature Photon13, 158–169 (2019).",13000,4,70,aplusplus,10.1038/s41566-019-0358-x,https://doi.org/10.1038/s41566-019-0358-x,,3,nphoton,nature photonics,1550707200,2019-02-21,frequency-combs;supercontinuum-generation,https://www.nature.com/articles/s41566-019-0358-x,13
review article,Quantum optical microcombs,"<p>A key challenge for quantum science and technology is to realize large-scale, precisely controllable, practical systems for non-classical secured communications, metrology and, ultimately, meaningful quantum simulation and computation. Optical frequency combs represent a powerful approach towards this goal, as they provide a very high number of temporal and frequency modes that can result in large-scale quantum systems. The generation and control of quantum optical frequency combs will enable a unique, practical and scalable framework for quantum signal and information processing. Here, we review recent progress on the realization of energy&#8211;time entangled optical frequency combs and discuss how photonic integration and the use of fibre-optic telecommunications components can enable quantum state control with new functionalities, yielding unprecedented capability.</p>",,"[{""address"": ""School of Engineering, University of Glasgow, Glasgow, UK"", ""authors"": [""Michael Kues""]}, {""address"": ""Department of Engineering, Aarhus University, Aarhus, Denmark"", ""authors"": [""Michael Kues""]}, {""address"": ""John A. Paulson School of Engineering and Applied Sciences, Harvard University, Cambridge, MA, USA"", ""authors"": [""Christian Reimer""]}, {""address"": ""Quantum Information Science Group, Computational Sciences and Engineering Division, Oak Ridge National Laboratory, Oak Ridge, TN, USA"", ""authors"": [""Joseph M. Lukens""]}, {""address"": ""NTT Basic Research Laboratories and NTT Research Center for Theoretical Quantum Physics, NTT Corporation, Kanagawa, Japan"", ""authors"": [""William J. Munro""]}, {""address"": ""National Institute of Informatics, Tokyo, Japan"", ""authors"": [""William J. Munro""]}, {""address"": ""School of Electrical and Computer Engineering and Purdue Quantum Science and Engineering Institute, Purdue University, West Lafayette, IN, USA"", ""authors"": [""Andrew M. Weiner""]}, {""address"": ""Centre for Micro Photonics, Swinburne University of Technology, Hawthorn, Victoria, Australia"", ""authors"": [""David J. Moss""]}, {""address"": ""Institut National de la Recherche Scientifique (INRS-EMT), Varennes, Quebec, Canada"", ""authors"": [""Roberto Morandotti""]}, {""address"": ""Institute of Fundamental and Frontier Sciences, University of Electronic Science and Technology of China, Chengdu, China"", ""authors"": [""Roberto Morandotti""]}, {""address"": ""ITMO University, St Petersburg, Russia"", ""authors"": [""Roberto Morandotti""]}]",False,"[""Michael Kues"", ""Christian Reimer"", ""Joseph M. Lukens"", ""William J. Munro"", ""Andrew M. Weiner"", ""David J. Moss"", ""Roberto Morandotti""]","Kues, M., Reimer, C., Lukens, J.M. et al. Quantum optical microcombs. Nature Photon13, 170–179 (2019).",7799,28,29,aplusplus,10.1038/s41566-019-0363-0,https://doi.org/10.1038/s41566-019-0363-0,,3,nphoton,nature photonics,1550707200,2019-02-21,fibre-optics-and-optical-communications;frequency-combs;integrated-optics;quantum-optics;silicon-photonics,https://www.nature.com/articles/s41566-019-0363-0,13
article,Separation of valley excitons in a MoS2 monolayer using a subwavelength asymmetric groove array,"<p>Excitons in monolayer transition metal dichalcogenides are formed at K and K&#8242; points at the boundary of the Brillouin zone. They acquire a valley degree of freedom, which has been explored as an alternative information carrier, analogous to charge or spin. Two opposite valleys in transition metal dichalcogenides can be optically addressed using light with different helicity. Here, we demonstrate that valley-polarized excitons can be sorted and spatially separated at room temperature by coupling a MoS<sub>2</sub> monolayer to a subwavelength asymmetric groove array. In addition to separation of valley excitons in real space, emission from valley excitons is also separated in photon momentum-space; that is, the helicity of photons determines a preferential emission direction. Our work demonstrates that metasurfaces can facilitate valley transport and establish an interface between valleytronic and photonic devices, thus addressing outstanding challenges in the field of valleytronics.</p>",,"[{""address"": ""Department of Physics, Complex Quantum Systems, and Texas Materials Institutes, University of Texas at Austin, Austin, TX, USA"", ""authors"": [""Liuyang Sun"", "",\u00a0Chun-Yuan Wang"", "",\u00a0Junho Choi"", "",\u00a0Andr\u00e9 Zepeda"", "",\u00a0Chih-Kang Shih"", ""\u00a0&\u00a0Xiaoqin Li""]}, {""address"": ""Department of Physics, National Tsing-Hua University, Hsinchu, Taiwan"", ""authors"": [""Chun-Yuan Wang"", ""\u00a0&\u00a0Shangjr Gwo""]}, {""address"": ""Department of Electrical and Computer Engineering, The University of Texas at Austin, Austin, TX, USA"", ""authors"": [""Alex Krasnok"", ""\u00a0&\u00a0Andrea Al\u00f9""]}, {""address"": ""Photonics Initiative, Advanced Science Research Center, City University of New York, New York, NY, USA"", ""authors"": [""Alex Krasnok"", ""\u00a0&\u00a0Andrea Al\u00f9""]}, {""address"": ""Department of Physics and Applied Optics Beijing Area Major Laboratory, Beijing Normal University, Beijing, China"", ""authors"": [""Jinwei Shi""]}, {""address"": ""Department of Electrical and Computer Engineering, University of California, Davis, Davis, CA, USA"", ""authors"": [""Juan Sebastian Gomez-Diaz""]}, {""address"": ""Research Center for Applied Sciences, Academia Sinica, Nankang, Taipei, Taiwan"", ""authors"": [""Shangjr Gwo""]}, {""address"": ""Physics Program, Graduate Center, City University of New York, New York, NY, USA"", ""authors"": [""Andrea Al\u00f9""]}, {""address"": ""Department of Electrical Engineering, City College of The City University of New York, New York, NY, USA"", ""authors"": [""Andrea Al\u00f9""]}]",False,"[""Liuyang Sun"", ""Chun-Yuan Wang"", ""Alex Krasnok"", ""Junho Choi"", ""Jinwei Shi"", ""Juan Sebastian Gomez-Diaz"", ""Andr\u00e9 Zepeda"", ""Shangjr Gwo"", ""Chih-Kang Shih"", ""Andrea Al\u00f9"", ""Xiaoqin Li""]","Sun, L., Wang, C., Krasnok, A. et al. Separation of valley excitons in a MoS2monolayer using a subwavelength asymmetric groove array. Nature Photon13, 180–184 (2019).",8139,5,25,aplusplus,10.1038/s41566-019-0348-z,https://doi.org/10.1038/s41566-019-0348-z,,3,nphoton,nature photonics,1549843200,2019-02-11,nanoscience-and-technology;optics-and-photonics,https://www.nature.com/articles/s41566-019-0348-z,13
article,Strategies towards rational design of gold(iii) complexes for high-performance organic light-emitting devices,"<p>Gold(iii) complexes are attractive candidates as phosphorescent dopants in organic light-emitting devices for high-luminance full-colour displays. However, no data on the stability of such devices have been reported to date. Through rational molecular design and synthesis, we have successfully generated a new class of cyclometalated gold(iii) C^C^N complexes with tunable emission colours spanning from sky-blue to red. These complexes exhibit high photoluminescence quantum yields of up to 80% in solid-state thin films, excellent solubility and high thermal stability. Solution-processable and vacuum-deposited organic light-emitting devices based on these complexes operate with external quantum efficiencies of up to 11.9% and 21.6%, respectively, and operational half-lifetimes of up to 83,000&#8201;h at 100&#8201;cd&#8201;m<sup>&#8722;2</sup>.</p>",,"[{""address"": ""Institute of Molecular Functional Materials [Areas of Excellence Scheme, University Grants Committee (Hong Kong)] and Department of Chemistry, The University of Hong Kong, Hong Kong, P. R. China"", ""authors"": [""Lok-Kwan Li"", "",\u00a0Man-Chung Tang"", "",\u00a0Shiu-Lun Lai"", "",\u00a0Maggie Ng"", "",\u00a0Wing-Kei Kwok"", "",\u00a0Mei-Yee Chan"", ""\u00a0&\u00a0Vivian Wing-Wah Yam""]}]",False,"[""Lok-Kwan Li"", ""Man-Chung Tang"", ""Shiu-Lun Lai"", ""Maggie Ng"", ""Wing-Kei Kwok"", ""Mei-Yee Chan"", ""Vivian Wing-Wah Yam""]","Li, L., Tang, M., Lai, S. et al. Strategies towards rational design of gold(iii) complexes for high-performance organic light-emitting devices. Nature Photon13, 185–191 (2019).",3749,3,31,aplusplus,10.1038/s41566-018-0332-z,https://doi.org/10.1038/s41566-018-0332-z,,3,nphoton,nature photonics,1548028800,2019-01-21,chemistry;materials-chemistry;materials-for-devices;materials-science;photochemistry,https://www.nature.com/articles/s41566-018-0332-z,13
