contentType,title,abstract,abstract_google_cn,affiliations,authorization,authors,citation_text,count_accesses,count_altmetric,count_citations,documentType,doi,doi_url,focus,issue,journal_pcode,journal_title,publishedAt,publishedAtString,subjects,url,volume
editorial,The opportunity for apps,,,[],True,[],"The opportunity for apps. Nature Photon5, 247 (2011).",32,7,2,aplusplus,10.1038/nphoton.2011.76,https://doi.org/10.1038/nphoton.2011.76,Green photonics,5,nphoton,nature photonics,1304035200,2011-04-29,,https://www.nature.com/articles/nphoton.2011.76,5
advertising feature: application note,Quantaurus-QY: Absolute photoluminescence quantum yield spectrometer,"<p>Quantaurus-QY was developed as a compact, easy-to-use system with a small footprint based on Hamamatsu's established C9920-02/03 systems for measuring absolute photoluminescence quantum yields. Operating this system is simple: load a sample and press the start button to measure the photoluminescence quantum yields, excitation wavelength dependence, photoluminescence excitation spectrum and other properties in a short period of time.</p>",,"[{""address"": ""Systems Division, Hamamatsu Photonics, 812 Joko-cho, Higashi-ku, Hamamatsu, 431-3196, Japan"", ""authors"": [""Kengo Suzuki""]}]",True,"[""Kengo Suzuki""]","Suzuki, K. Quantaurus-QY: Absolute photoluminescence quantum yield spectrometer. Nature Photon5, 247 (2011).",365,0,8,aplusplus,10.1038/nphoton.an.2011.1,https://doi.org/10.1038/nphoton.an.2011.1,Green photonics,5,nphoton,nature photonics,1304035200,2011-04-29,,https://www.nature.com/articles/nphoton.an.2011.1,5
correspondence,Spectroscopy in the vacuum-ultraviolet,,,"[{""address"": ""Department of physics and astronomy, Uppsala University, Box 516, Uppsala, 75120, Sweden"", ""authors"": [""M. Ag\u00e5ker"", "",\u00a0J. Andersson"", "",\u00a0J. C. Englund"", "",\u00a0J.-E. Rubensson"", ""\u00a0&\u00a0J. Nordgren""]}, {""address"": ""Institut f\u00fcr Atom- und Molek\u00fclphysik, Justus Liebig University, Giessen, 35392, Germany"", ""authors"": [""J. Rausch""]}]",False,"[""M. Ag\u00e5ker"", ""J. Andersson"", ""J. C. Englund"", ""J. Rausch"", ""J.-E. Rubensson"", ""J. Nordgren""]","Agåker, M., Andersson, J., Englund, J. et al. Spectroscopy in the vacuum-ultraviolet. Nature Photon5, 248 (2011).",86,0,5,aplusplus,10.1038/nphoton.2011.58,https://doi.org/10.1038/nphoton.2011.58,Green photonics,5,nphoton,nature photonics,1304035200,2011-04-29,,https://www.nature.com/articles/nphoton.2011.58,5
correspondence,Spectroscopy in the vacuum-ultraviolet,,,"[{""address"": ""Synchrotron Soleil, Orme des Merisiers St Aubin BP 48, GIF sur Yvette Cedex, 91192, France"", ""authors"": [""Nelson de Oliveira"", "",\u00a0Denis Joyeux"", ""\u00a0&\u00a0Laurent Nahon""]}, {""address"": ""Laboratoire Charles Fabry de l'Institut d'Optique, RD 128, Campus Polytechnique, Palaiseau Cedex, 91127, France"", ""authors"": [""Denis Joyeux""]}]",True,"[""Nelson de Oliveira"", ""Denis Joyeux"", ""Laurent Nahon""]","de Oliveira, N., Joyeux, D. & Nahon, L. Spectroscopy in the vacuum-ultraviolet. Nature Photon5, 249 (2011).",80,0,0,aplusplus,10.1038/nphoton.2011.59,https://doi.org/10.1038/nphoton.2011.59,Green photonics,5,nphoton,nature photonics,1304035200,2011-04-29,,https://www.nature.com/articles/nphoton.2011.59,5
research highlights,Our choice from the recent literature,,,[],False,[],"Our choice from the recent literature. Nature Photon5, 250–251 (2011).",16,0,0,aplusplus,10.1038/nphoton.2011.77,https://doi.org/10.1038/nphoton.2011.77,Green photonics,5,nphoton,nature photonics,1304035200,2011-04-29,,https://www.nature.com/articles/nphoton.2011.77,5
news & views,Uncovering superabsorption,,,"[{""address"": ""Center for Nanophotonics, FOM Institute for Atomic and Molecular Physics AMOLF, Science Park 113, 1098 XG, Amsterdam, The Netherlands"", ""authors"": [""Ad Lagendijk""]}]",False,"[""Ad Lagendijk""]","Lagendijk, A. Uncovering superabsorption. Nature Photon5, 252–253 (2011).",27,0,2,aplusplus,10.1038/nphoton.2011.62,https://doi.org/10.1038/nphoton.2011.62,Green photonics,5,nphoton,nature photonics,1304035200,2011-04-29,,https://www.nature.com/articles/nphoton.2011.62,5
news & views,Going ultrafast,,,"[{""address"": ""Department of Electrical and Computer Engineering and Photonics Center, Boston University, Boston, 02215, Massachusetts, USA"", ""authors"": [""Roberto Paiella""]}]",False,"[""Roberto Paiella""]","Paiella, R. Going ultrafast. Nature Photon5, 253–255 (2011).",24,0,1,aplusplus,10.1038/nphoton.2011.73,https://doi.org/10.1038/nphoton.2011.73,Green photonics,5,nphoton,nature photonics,1304035200,2011-04-29,,https://www.nature.com/articles/nphoton.2011.73,5
news & views,Tweezer app for iPad,,,[],True,"[""Oliver Graydon""]","Graydon, O. Tweezer app for iPad. Nature Photon5, 255 (2011).",17,1,2,aplusplus,10.1038/nphoton.2011.60,https://doi.org/10.1038/nphoton.2011.60,Green photonics,5,nphoton,nature photonics,1304035200,2011-04-29,,https://www.nature.com/articles/nphoton.2011.60,5
news & views,Laser-induced bubbles create valves and pumps,,,[],True,"[""Oliver Graydon""]","Graydon, O. Laser-induced bubbles create valves and pumps. Nature Photon5, 256 (2011).",38,0,5,aplusplus,10.1038/nphoton.2011.61,https://doi.org/10.1038/nphoton.2011.61,Green photonics,5,nphoton,nature photonics,1299369600,2011-03-06,,https://www.nature.com/articles/nphoton.2011.61,5
news & views,Photons in a diamond microring,,,"[{""address"": ""H. H. Wills Physics Laboratory and Department of Electrical and Electronic Engineering, Centre for Quantum Photonics, University of Bristol, Merchant Venturers Building, Woodland Road, BS8 1UB, Bristol, UK"", ""authors"": [""Brian R. Patton"", ""\u00a0&\u00a0Jeremy L. O'Brien""]}]",False,"[""Brian R. Patton"", ""Jeremy L. O'Brien""]","Patton, B., O'Brien, J. Photons in a diamond microring. Nature Photon5, 256–258 (2011).",53,0,1,aplusplus,10.1038/nphoton.2011.63,https://doi.org/10.1038/nphoton.2011.63,Green photonics,5,nphoton,nature photonics,1304035200,2011-04-29,,https://www.nature.com/articles/nphoton.2011.63,5
