doi,title,title_cn,abstract,abstract_cn,affiliations,affiliations_cn
10.1038/nnano.2010.90,Thermal infrared emission from biased graphene,偏置石墨烯的红外热辐射 ,"<p>The high carrier mobility and thermal conductivity of graphene make it a candidate material for future high-speed electronic devices. Although the thermal behaviour of high-speed devices can limit their performance, the thermal properties of graphene devices remain incompletely understood. Here, we show that spatially resolved thermal radiation from biased graphene transistors can be used to extract the temperature distribution, carrier densities and spatial location of the Dirac point in the graphene channel. The graphene exhibits a temperature maximum with a location that can be controlled by the gate voltage. Stationary hot spots are also observed. Infrared emission represents a convenient and non-invasive characterization tool for graphene devices.</p>",<p>石墨烯的高载流子迁移率和导热性使其成为未来高速电子设备的候选材料。 尽管高速设备的热性能可能会限制其性能，但对石墨烯设备的热性能仍未完全了解。 在这里，我们显示了来自偏置的石墨烯晶体管的空间分辨热辐射可用于提取石墨烯通道中狄拉克点的温度分布，载流子密度和空间位置。 石墨烯表现出最高温度，其最高温度可由栅极电压控制。 还观察到固定的热点。 红外发射代表了一种方便且无创的石墨烯器件表征工具。</ p> ,"[{'address': 'IBM Thomas J. Watson Research Center, Yorktown Heights, New York, 10598, USA', 'authors': ['Marcus Freitag', ',\xa0Hsin-Ying Chiu', ',\xa0Mathias Steiner', ',\xa0Vasili Perebeinos', '\xa0&\xa0Phaedon Avouris']}]",[{'address'：'IBM Thomas J. Watson Research Center，纽约，约克敦高地，美国，10598，'作者'：['Marcus Freitag'，'，\ xa0Hsin-Ying Chiu'，'，\ xa0Mathias Steiner '，'，\ xa0Vasili Perebeinos'，'\ xa0＆\ xa0Phaedon Avouris']}]] 
10.1038/nnano.2010.95,Spectroscopy of few-electron single-crystal silicon quantum dots,少数电子单晶硅量子点的光谱学 ,"<p>A defining feature of modern CMOS devices and almost all quantum semiconductor devices is the use of many different materials. For example, although electrical conduction often occurs in single-crystal semiconductors, gates are frequently made of metals and dielectrics are commonly amorphous. Such devices have demonstrated remarkable improvements in performance over recent decades, but the heterogeneous nature of these devices can lead to defects at the interfaces between the different materials, which is a disadvantage for applications in spintronics and quantum information processing. Here we report the fabrication of a few-electron quantum dot in single-crystal silicon that does not contain any heterogeneous interfaces. The quantum dot is defined by atomically abrupt changes in the density of phosphorus dopant atoms, and the resulting confinement produces novel effects associated with energy splitting between the conduction band valleys. These single-crystal devices offer the opportunity to study how very sharp, atomic-scale confinement&#8212;which will become increasingly important for both classical and quantum devices&#8212;influences the operation and performance of devices.</p>",<p>现代CMOS器件和几乎所有量子半导体器件的一个定义特征是使用许多不同的材料。例如，尽管在单晶半导体中经常发生导电，但是栅极通常由金属制成并且电介质通常是非晶的。在过去的几十年中，此类设备的性能已得到显着改善，但是这些设备的异质性可能导致不同材料之间的界面处出现缺陷，这对于自旋电子学和量子信息处理中的应用是不利的。在这里，我们报告了在单晶硅中不包含任何异质界面的少数电子量子点的制造。量子点是由磷掺杂原子密度的原子突变而定义的，所产生的限制产生了与导带波谷之间的能量分裂相关的新效应。这些单晶器件提供了机会来研究非常尖锐的原子级限制，这对于经典和量子器件都将变得越来越重要，从而影响器件的操作和性能。</ p> ,"[{'address': 'Centre for Quantum Computer Technology, University of New South Wales, Sydney, NSW 2052, Australia', 'authors': ['Martin Fuechsle', ',\xa0S. Mahapatra', ',\xa0F. A. Zwanenburg', '\xa0&\xa0Michelle Y. Simmons']}, {'address': 'University of Wisconsin-Madison, Madison, 53706, Wisconsin, USA', 'authors': ['Mark Friesen', '\xa0&\xa0M. A. Eriksson']}]",[{'地址'：'新南威尔士大学，悉尼，新南威尔士大学，澳大利亚新南威尔士州2052，'作者'：['Martin Fuechsle'，'，\ xa0S。 Mahapatra'，'，\ xa0F。 A. Zwanenburg'，'\ xa0＆\ xa0Michelle Y. Simmons']}，{'地址'：'威斯康星大学麦迪逊分校，麦迪逊，53706，美国威斯康星州'，'作者'：['马克·弗里森'，'\ xa0＆\ xa0M。 A. Eriksson']}] 
10.1038/nnano.2010.92,Direct imaging of single metal atoms and clusters in the pores of dealuminated HY zeolite,脱铝HY沸石孔中单个金属原子和团簇的直接成像 ,"<p>Zeolites are aluminosilicate materials that contain regular three-dimensional arrays of molecular-scale pores, and they can act as hosts for catalytically active metal clusters. The catalytic properties of such zeolites depend on the sizes and shapes of the clusters, and also on the location of the clusters within the pores. Transmission electron microscopy has been used to image single atoms and nanoclusters on surfaces, but the damage caused by the electron beam has made it difficult to image zeolites. Here, we show that aberration-corrected scanning transmission electron microscopy can be used to determine the locations of individual metal atoms and nanoclusters within the pores of a zeolite. We imaged the active sites of iridium catalysts anchored in dealuminated HY zeolite crystals, determined their locations and approximate distance from the crystal surface, and deduced a possible cluster formation mechanism.</p>",<p>沸石是一种铝硅酸盐材料，包含规则的三维尺度的分子级孔阵列，它们可以充当催化活性金属簇的主体。 这种沸石的催化性能取决于团簇的尺寸和形状，还取决于团簇在孔内的位置。 透射电子显微镜已用于对表面上的单个原子和纳米团簇成像，但是电子束造成的损坏使其难以对沸石成像。 在这里，我们表明，像差校正扫描透射电子显微镜可用于确定单个金属原子和纳米簇在沸石孔内的位置。 我们对固定在脱铝的HY沸石晶体中的铱催化剂的活性位点进行了成像，确定了它们的位置和与晶体表面的近似距离，并推断出可能的团簇形成机理。</ p> ,"[{'address': 'Department of Chemical Engineering and Materials Science, University of California-Davis, One Shields Avenue, Davis, 95616, California, USA', 'authors': ['Volkan Ortalan', ',\xa0Alper Uzun', ',\xa0Bruce C. Gates', '\xa0&\xa0Nigel D. Browning']}, {'address': 'Chemistry, Materials and Life Sciences Directorate, Lawrence Livermore National Laboratory, 7000 East Avenue, Livermore, 94550, California, USA', 'authors': ['Nigel D. Browning']}]",[{'address'：'美国加利福尼亚大学戴维斯分校化学工程与材料科学系，戴维斯大道一号，美国加利福尼亚州95616'，'作者'：['Volkan Ortalan'，'，\ xa0Alper Uzun' ，'，\ xa0Bruce C. Gates'，'\ xa0＆\ xa0Nigel D. Browning']}，{'address'：'化学，材料和生命科学部，劳伦斯·利弗莫尔国家实验室，7000 East Avenue，Livermore，94550，California ，美国”，“作者”：['Nigel D. Browning']}] 
10.1038/nnano.2010.101,Mimicking the colourful wing scale structure of the Papilio blumei butterfly,模仿凤蝶蝴蝶的彩色翅膀鳞片结构 ,"<p>The brightest and most vivid colours in nature arise from the interaction of light with surfaces that exhibit periodic structure on the micro- and nanoscale. In the wings of butterflies, for example, a combination of multilayer interference, optical gratings, photonic crystals and other optical structures gives rise to complex colour mixing. Although the physics of structural colours is well understood, it remains a challenge to create artificial replicas of natural photonic structures. Here we use a combination of layer deposition techniques, including colloidal self-assembly, sputtering and atomic layer deposition, to fabricate photonic structures that mimic the colour mixing effect found on the wings of the Indonesian butterfly Papilio blumei. We also show that a conceptual variation to the natural structure leads to enhanced optical properties. Our approach offers improved efficiency, versatility and scalability compared with previous approaches.</p>",<p>自然界中最明亮，最鲜艳的色彩是光与在微米和纳米级上表现出周期性结构的表面相互作用产生的。 例如，在蝴蝶的翅膀中，多层干涉，光栅，光子晶体和其他光学结构的结合会导致复杂的色彩混合。 尽管已经很好地理解了结构色的物理原理，但是创建天然光子结构的人工复制品仍然是一个挑战。 在这里，我们结合了层沉积技术，包括胶体自组装，溅射和原子层沉积，来制造光子结构，以模仿印度尼西亚蝴蝶凤蝶翅膀上发现的混色效果。 我们还表明，自然结构的概念变化会导致增强的光学性能。 与以前的方法相比，我们的方法提供了更高的效率，多功能性和可伸缩性。</ p> ,"[{'address': 'Department of Physics, Cavendish Laboratory, University of Cambridge, Cambridge, CB3 0HE, UK', 'authors': ['Mathias Kolle', ',\xa0Pedro M. Salgard-Cunha', ',\xa0Maik R. J. Scherer', ',\xa0Fumin Huang', ',\xa0Sumeet Mahajan', ',\xa0Jeremy J. Baumberg', '\xa0&\xa0Ullrich Steiner']}, {'address': 'Nanoscience Centre, University of Cambridge, Cambridge, CB3 0FF, UK', 'authors': ['Mathias Kolle']}, {'address': 'School of Physics, University of Exeter, Stocker Road, Exeter, EX4 4QL, UK', 'authors': ['Pete Vukusic']}]",[{'地址'：'剑桥大学卡文迪许实验室物理系，英国剑桥，CB3 0HE'，'作者'：['Mathias Kolle'，'，\ xa0Pedro M. Salgard-Cunha'，'，\ xa0Maik RJ Scherer'，'，\ xa0Fumin Huang'，'，\ xa0Sumeet Mahajan'，'，\ xa0Jeremy J. Baumberg'，'\ xa0＆\ xa0Ullrich Steiner']}，{'address'：'Nanoscience Centre，Cambridge University ，剑桥，英国CB3 0FF，'作者'：['Mathias Kolle']}，{'地址'：'英国埃克塞特大学物理学院，斯托克路，埃克塞特，EX4 4QL，英国'，'作者'： ['Pete Vukusic']}] 
10.1038/nnano.2010.111,Large oscillations of the magnetoresistance in nanopatterned high-temperature superconducting films,纳米高温超导薄膜中磁阻的大振荡 ,"<p>Measurements on nanoscale structures constructed from high-temperature superconductors are expected to shed light on the origin of superconductivity in these materials. To date, loops made from these compounds have had sizes of the order of hundreds of nanometres<sup>8&#8211;11</sup>. Here, we report the results of measurements on loops of La<sub>1.84</sub>Sr<sub>0.16</sub>CuO<sub>4</sub>, a high-temperature superconductor that loses its resistance to electric currents when cooled below &#8764;38 K, with dimensions down to tens of nanometres. We observe oscillations in the resistance of the loops as a function of the magnetic flux through the loops. The oscillations have a period of h/2e, and their amplitude is much larger than the amplitude of the resistance oscillations expected from the Little&#8211;Parks effect. Moreover, unlike Little&#8211;Parks oscillations, which are caused by periodic changes in the superconducting transition temperature, the oscillations we observe are caused by periodic changes in the interaction between thermally excited moving vortices and the oscillating persistent current induced in the loops. However, despite the enhanced amplitude of these oscillations, we have not detected oscillations with a period of h/e, as recently predicted for nanoscale loops of superconductors with d-wave symmetry, or with a period of h/4e, as predicted for superconductors that exhibit stripes.</p>",<p>由高温超导体构造的纳米级结构的测量有望揭示这些材料中超导电性的起源。迄今为止，由这些化合物制成的环的尺寸约为数百纳米<sup> 8＆＃8211; 11 </ sup>。在这里，我们报告了La <sub> 1.84 </ sub> Sr <sub> 0.16 </ sub> CuO <sub> 4 </ sub>（一种失去电抗性的高温超导体）的回路的测量结果。冷却至＆＃8764; 38 K以下时的电流，尺寸低至数十纳米。我们观察到回路电阻的振荡是通过回路的磁通量的函数。振荡的周期为h / 2e，其幅度远大于从Little＆＃8211; Parks效应预期的电阻振荡的幅度。而且，与Little＆＃8211; Parks振荡不同，它是由超导转变温度的周期性变化引起的，而我们观察到的振荡是由热激发运动涡流与环路中感应的振荡持续电流之间的相互作用的周期性变化引起的。但是，尽管这些振荡的幅度增大了，但我们尚未检测到具有h / e周期的振荡，如最近对具有d波对称性的超导体的纳米级回路所预测的，或具有h / 4e周期的振荡（如对超导体所预测的那样）出现条纹。</ p> ,"[{'address': 'Department of Physics, Institute of Superconductivity and Institute of Nanotechnology and Advanced Materials, Bar-Ilan University, Ramat-Gan, 52900, Israel', 'authors': ['Ilya Sochnikov', ',\xa0Avner Shaulov', '\xa0&\xa0Yosef Yeshurun']}, {'address': 'Brookhaven National Laboratory, Upton, 11973-5000, New York, USA', 'authors': ['Gennady Logvenov', '\xa0&\xa0Ivan Božović']}]",[{'address'：'物理研究所，超导研究所和纳米技术与先进材料研究所，Bar-Ilan大学，以色列拉马特甘，52900，'作者'：['Ilya Sochnikov'，'，\ xa0Avner Shaulov'，'\ xa0＆\ xa0Yosef Yeshurun']}，{'地址'：'布鲁克海文国家实验室，厄普顿，11973-5000，纽约，美国'，'作者'：['Gennady Logvenov'，'\ xa0＆\ xa0Ivan Božović']}] 
10.1038/nnano.2010.107,Self-assembly of three-dimensional prestressed tensegrity structures from DNA,DNA三维预应力张紧结构的自组装 ,"<p>Tensegrity, or tensional integrity, is a property of a structure indicating a reliance on a balance between components that are either in pure compression or pure tension for stability. Tensegrity structures exhibit extremely high strength-to-weight ratios and great resilience, and are therefore widely used in engineering, robotics and architecture. Here, we report nanoscale, prestressed, three-dimensional tensegrity structures in which rigid bundles of DNA double helices resist compressive forces exerted by segments of single-stranded DNA that act as tension-bearing cables. Our DNA tensegrity structures can self-assemble against forces up to 14&#160;pN, which is twice the stall force of powerful molecular motors such as kinesin or myosin. The forces generated by this molecular prestressing mechanism can be used to bend the DNA bundles or to actuate the entire structure through enzymatic cleavage at specific sites. In addition to being building blocks for nanostructures, tensile structural elements made of single-stranded DNA could be used to study molecular forces, cellular mechanotransduction and other fundamental biological processes.</p>",张力或张力完整性是一种结构的性质，表明依赖于处于纯压缩或纯张力状态的组件之间的平衡以保持稳定性。张力结构表现出极高的强度重量比和出色的回弹力，因此被广泛用于工程，机器人和建筑中。在这里，我们报告纳米级，预应力，三维张力结构，其中DNA双螺旋的刚性束抵抗由单链DNA片段作为张力电缆施加的压缩力。我们的DNA张力结构可以抵抗高达14 pN的力进行自我组装，这是强大的分子动力（如驱动蛋白或肌球蛋白）的失速力的两倍。这种分子预应力机制产生的力可用于弯曲DNA束或通过在特定位点进行酶促切割来激活整个结构。由单链DNA制成的拉伸结构元件除了可以作为纳米结构的构建单元外，还可以用于研究分子力，细胞机械转导和其他基本生物学过程。</ p> ,"[{'address': 'Department of Cancer Biology, Dana-Farber Cancer Institute, Harvard Medical School, Boston, 02115, Massachusetts, USA', 'authors': ['Tim Liedl', ',\xa0Björn Högberg', '\xa0&\xa0William M. Shih']}, {'address': 'Department of Biological Chemistry and Molecular Pharmacology, Harvard Medical School, Boston, 02115, Massachusetts, USA', 'authors': ['Tim Liedl', ',\xa0Björn Högberg', '\xa0&\xa0William M. Shih']}, {'address': 'Wyss Institute for Biologically Inspired Engineering at Harvard University, Cambridge, 02138, Massachusetts, USA', 'authors': ['Tim Liedl', ',\xa0Björn Högberg', ',\xa0Jessica Tytell', ',\xa0Donald E. Ingber', '\xa0&\xa0William M. Shih']}, {'address': ""Vascular Biology Program, Children's Hospital, Harvard Medical School, Boston, 02115, Massachusetts, USA"", 'authors': ['Jessica Tytell', '\xa0&\xa0Donald E. Ingber']}, {'address': 'Department of Pathology, Harvard Medical School, Boston, 02115, Massachusetts, USA', 'authors': ['Jessica Tytell', '\xa0&\xa0Donald E. Ingber']}, {'address': 'Harvard School of Engineering and Applied Sciences, Cambridge, 02138, Massachusetts, USA', 'authors': ['Jessica Tytell', '\xa0&\xa0Donald E. Ingber']}]",[{'address'：'Dana-Farber癌症研究所癌症生物学系，哈佛医学院，波士顿，美国马萨诸塞州02115'，'作者'：['Tim Liedl'，'，\xa0BjörnHögberg'，'\ xa0＆\ xa0William M. Shih']}，{'address'：“生物化学和分子药理学系，哈佛医学院，波士顿，美国马萨诸塞州02115”，“作者”：['Tim Liedl'，'，\ xa0BjörnHögberg”，“ \ xa0＆\ xa0William M. Shih”]}，{'地址'：“哈佛大学怀斯生物启发工程研究所，美国马萨诸塞州剑桥市02138”，“作者”：['Tim Liedl' ，'，\xa0BjörnHögberg'，'，\ xa0Jessica Tytell'，'，\ xa0Donald E. Ingber'，'\ xa0＆\ xa0William M. Shih']}，{'address'：“血管生物学计划，哈佛儿童医院医学院，波士顿，美国马萨诸塞州02115”，“作者”：['Jessica Tytell'，'\ xa0＆\ xa0Donald E. Ingber']}，{'地址'：'哈佛大学医学院，病理学系， 02115，美国马萨诸塞州”，“作者”：['Jessica Tytell'，'\ xa0＆\ xa0Dona ld E. Ingber']}，{'地址'：'哈佛大学工程与应用科学学院，剑桥，美国马萨诸塞州02138'，'作者'：['Jessica Tytell'，'\ xa0＆\ xa0Donald E. Ingber' ]}] 
10.1038/nnano.2010.106,High-yield self-limiting single-nanowire assembly with dielectrophoresis,介电电泳高产自限单纳米线组件 ,"<p>Single-crystal nanowire transistors and other nanowire-based devices could have applications in large-area and flexible electronics if conventional top-down fabrication techniques can be integrated with high-precision bottom-up nanowire assembly. Here, we extend dielectrophoretic nanowire assembly to achieve a 98.5% yield of single nanowires assembled over 16,000 patterned electrode sites with submicrometre alignment precision. The balancing of surface, hydrodynamic and dielectrophoretic forces makes the self-assembly process controllable, and a hydrodynamic force component makes it self-limiting. Our approach represents a methodology to quantify nanowire assembly, and makes single nanowire assembly possible over an area limited only by the ability to reproduce process conditions uniformly.</p>","如果传统的自上而下的制造技术可以与高精度的自下而上的纳米线组件集成在一起，则单晶纳米线晶体管和其他基于纳米线的设备可能会在大面积和柔性电子产品中得到应用。 在这里，我们扩展了介电泳纳米线的组装，以亚微米对准精度在16,000个有图案的电极位点上组装的单纳米线的产率达到了98.5％。 表面力，流体动力和介电泳力的平衡使自组装过程可控，而流体动力分力使其具有自限性。 我们的方法代表了一种量化纳米线组装的方法，并使单个纳米线组装在仅受均匀地复制工艺条件的能力所限制的区域内成为可能。</ p> ","[{'address': 'Nanosys, Inc., 2625 Hanover Street, Palo Alto, 94304, California, USA', 'authors': ['Erik M. Freer', ',\xa0Oleg Grachev', ',\xa0Xiangfeng Duan', ',\xa0Samuel Martin', '\xa0&\xa0David P. Stumbo']}]",[{'address'：'Nanosys，Inc.，2625 Hanover Street，Palo Alto，94304，USA，USA'，'authors'：['Erik M. Freer'，'，\ xa0Oleg Grachev'，'，\ xa0Xiangfeng Duan '，'，\ xa0Samuel Martin'，'\ xa0＆\ xa0David P. Stumbo']}] 
10.1038/nnano.2010.116,High-power lithium batteries from functionalized carbon-nanotube electrodes,功能化碳纳米管电极的大功率锂电池 ,"<p>Energy storage devices that can deliver high powers have many applications, including hybrid vehicles and renewable energy. Much research has focused on increasing the power output of lithium batteries by reducing lithium-ion diffusion distances, but outputs remain far below those of electrochemical capacitors and below the levels required for many applications. Here, we report an alternative approach based on the redox reactions of functional groups on the surfaces of carbon nanotubes. Layer-by-layer techniques are used to assemble an electrode that consists of additive-free, densely packed and functionalized multiwalled carbon nanotubes. The electrode, which is several micrometres thick, can store lithium up to a reversible gravimetric capacity of &#8764;200 mA h g<sup>&#8722;1</sup><sub>electrode</sub> while also delivering 100&#160;kW&#160;kg<sub>electrode</sub><sup>&#8722;1</sup> of power and providing lifetimes in excess of thousands of cycles, both of which are comparable to electrochemical capacitor electrodes. A device using the nanotube electrode as the positive electrode and lithium titanium oxide as a negative electrode had a gravimetric energy &#8764;5 times higher than conventional electrochemical capacitors and power delivery &#8764;10 times higher than conventional lithium-ion batteries.</p>",<p>可以提供大功率的储能设备有许多应用，包括混合动力汽车和可再生能源。许多研究都集中在通过减少锂离子扩散距离来增加锂电池的功率输出上，但是其输出仍然远远低于电化学电容器的输出并且低于许多应用所需的水平。在这里，我们报告了基于碳纳米管表面官能团的氧化还原反应的替代方法。逐层技术用于组装由无添加剂，紧密堆积和功能化的多壁碳纳米管组成的电极。该电极厚度为几微米，可以存储锂，其可逆重量为＆＃8764; 200 mA hg <sup>＆＃8722; 1 </ sup> <sub>电极</ sub>，同时还可以输送100 ＃160; kW＆＃160; kg <sub>电极</ sub> <sup>＆＃8722; 1 </ sup>的功率，并提供超过数千次循环的使用寿命，这两个循环都可与电化学电容器电极媲美。使用纳米管电极作为正电极和锂钛氧化物作为负电极的器件的重量能比传统的电化学电容器高5倍，而电力输送比传统的锂离子电池高10倍。 </ p> ,"[{'address': 'Department of Chemical Engineering, Massachusetts Institute of Technology, Cambridge, 02139, Massachusetts, USA', 'authors': ['Seung Woo Lee', ',\xa0Byeong-Su Kim', '\xa0&\xa0Paula T. Hammond']}, {'address': 'Department of Mechanical Engineering, Massachusetts Institute of Technology, Cambridge, 02139, Massachusetts, USA', 'authors': ['Naoaki Yabuuchi', ',\xa0Betar M. Gallant', ',\xa0Shuo Chen', '\xa0&\xa0Yang Shao-Horn']}, {'address': 'Department of Materials Science and Engineering, Massachusetts Institute of Technology, Cambridge, 02139, Massachusetts, USA', 'authors': ['Yang Shao-Horn']}]",[{'地址'：'麻省理工学院化学工程系，美国马萨诸塞州剑桥市02139'，'作者'：['Seung Woo Lee'，'，\ xa0Byeong-Su Kim'，'\ xa0＆\ xa0Paula T. Hammond']}，{'地址'：“麻省理工学院机械工程系，剑桥，美国马萨诸塞州02139”，“作者”：['Naoaki Yabuuchi'，'，\ xa0Betar M. Gallant '，'，\ xa0Shuo Chen'，'\ xa0＆\ xa0Yang Shao-Horn']}，{'address'：'麻省理工学院材料科学与工程系，剑桥，美国马萨诸塞州02139'，'作者 '：['Yang Shao-Horn']}] 
10.1038/nnano.2010.105,Imaging and quantifying the morphology of an organic–inorganic nanoparticle at the sub-nanometre level,在亚纳米级成像并量化有机-无机纳米粒子的形态 ,"<p>The development of hybrid organic&#8211;inorganic nanoparticles is of interest for applications such as drug delivery, DNA and protein recognition, and medical diagnostics. However, the characterization of such nanoparticles remains a significant challenge due to the heterogeneous nature of these particles. Here, we report the direct visualization and quantification of the organic and inorganic components of a lipid-coated silica particle that contains a smaller semiconductor quantum dot. High-angle annular dark-field scanning transmission electron microscopy combined with electron energy loss spectroscopy was used to determine the thickness and chemical signature of molecular coating layers, the element atomic ratios, and the exact positions of different elements in single nanoparticles. Moreover, the lipid ratio and lipid phase segregation were also quantified.</p>",<p>杂化有机无机纳米粒子的开发对于诸如药物递送，DNA和蛋白质识别以及医学诊断等应用很感兴趣。 然而，由于这些纳米颗粒的异质性，其表征仍然是一个重大挑战。 在这里，我们报告了包含较小半导体量子点的脂质包覆二氧化硅颗粒的有机和无机成分的直接可视化和定量。 高角度环形暗场扫描透射电子显微镜结合电子能量损失谱用于确定分子涂层的厚度和化学特征，元素原子比以及单个纳米颗粒中不同元素的确切位置。 此外，还对脂质比率和脂质相分离进行了定量。</ p> ,"[{'address': 'Inorganic Chemistry & Catalysis, Debye Institute, Utrecht University, Sorbonnelaan 16, 3584, CA, The Netherlands', 'authors': ['Matti M. van Schooneveld', '\xa0&\xa0Frank M. F. de Groot']}, {'address': 'Laboratoire de Physique des Solides, Bâtiment 510, CNRS UMR 8502, Université Paris Sud XI, Orsay, F 91405, France', 'authors': ['Alexandre Gloter', ',\xa0Odile Stephan', '\xa0&\xa0Luiz F. Zagonel']}, {'address': 'Condensed Matter & Interfaces, Debye Institute, University Utrecht, PO Box 80000, Utrecht, 3508, TA, The Netherlands', 'authors': ['Rolf Koole', '\xa0&\xa0Andries Meijerink']}, {'address': 'Translational and Molecular Imaging Institute, Mount Sinai School of Medicine, One Gustave L. Levy Place, New York, 10029, New York, USA', 'authors': ['Willem J. M. Mulder']}]",[{'address'：'Utrecht University Debye Institute，无机化学与催化，Sorbonnelaan 16，3584，CA，荷兰，'作者'：['Matti M. van Schooneveld'，'\ xa0＆\ xa0Frank MF de Groot ']}，{'address'：'Laboratoire de Physique des Solides，Bâtiment510，CNRS UMR 8502，UniversitéParis Sud XI，Orsay，F 91405，France'，'authors'：['Alexandre Gloter'，'，\ xa0Odile Stephan'，'\ xa0＆\ xa0Luiz F. Zagonel']}，{'地址'：'浓缩的物质和界面，德拜学院，乌特勒支大学，邮政信箱80000，乌特勒支，3508，TA，荷兰，'作者'： ['Rolf Koole'，'\ xa0＆\ xa0Andries Meijerink']}，{'address'：“美国纽约州古斯塔夫·莱维广场一号西奈山医学院转化与分子影像研究所，美国纽约10029 '，'authors'：['Willem JM Mulder']}] 
10.1038/nnano.2010.104,Subcellular-resolution delivery of a cytokine through precisely manipulated nanowires,通过精确操纵的纳米线亚细胞分辨率的细胞因子传递 ,"<p>Precise delivery of molecular doses of biologically active chemicals to a pre-specified single cell among many, or a specific subcellular location, is still a largely unmet challenge hampering our understanding of cell biology. Overcoming this could allow unprecedented levels of cell manipulation and targeted intervention. Here, we show that gold nanowires conjugated with a cytokine such as tumour-necrosis factor-alpha can be transported along any prescribed trajectory or orientation using electrophoretic and dielectrophoretic forces to a specific location with subcellular resolution. The nanowire, 6&#160;&#181;m long and 300&#160;nm in diameter, delivered the cytokine and activated canonical nuclear factor-kappaB signalling in a single cell. Combined computational modelling and experimentation indicated that cell stimulation was highly localized to the nanowire vicinity. This targeted delivery method has profound implications for controlling signalling events on the single cell level.</p>",<p>在许多或特定的亚细胞位置中，精确地将分子剂量的生物活性化学物质传递到预先指定的单个细胞，仍然是阻碍我们对细胞生物学理解的主要未解决挑战。克服这一点可以实现前所未有的细胞操作和靶向干预水平。在这里，我们显示与细胞因子，例如肿瘤坏死因子-α共轭的金纳米线可以使用电泳和介电泳力沿着任何规定的轨迹或方向运输到具有亚细胞分辨率的特定位置。纳米线长6毫米，直径300纳米，在单个细胞中传递细胞因子和激活的规范核因子kappaB信号。组合的计算模型和实验表明，细胞刺激高度局限在纳米线附近。这种靶向递送方法对于控制单细胞水平的信号传导事件具有深远的意义。</ p> ,"[{'address': 'Department of Materials Science and Engineering, Johns Hopkins University, 3400 N. Charles Street, Baltimore, 21218, Maryland, USA', 'authors': ['Donglei Fan', ',\xa0Robert C. Cammarata', '\xa0&\xa0C. L. Chien']}, {'address': 'Department of Physics and Astronomy, Johns Hopkins University, 3400 N. Charles Street, Baltimore, 21218, Maryland, USA', 'authors': ['Donglei Fan', ',\xa0Frank Q. Zhu', '\xa0&\xa0C. L. Chien']}, {'address': 'Department of Biomedical Engineering, Johns Hopkins University, 3400 N. Charles Street, Baltimore, 21218, Maryland, USA', 'authors': ['Zhizhong Yin', ',\xa0Raymond Cheong', '\xa0&\xa0Andre Levchenko']}]",[{'地址'：'约翰霍普金斯大学材料科学与工程系，美国马里兰州21218，巴尔的摩，查尔斯街3400号，美国，'作者'：['Donglei Fan'，'，\ xa0Robert C. Cammarata '，'\ xa0＆\ xa0C。 L. Chien']}，{'地址'：“约翰·霍普金斯大学物理与天文学系，美国马里兰州21218，巴尔的摩，查尔斯街3400号，作者”：['Donglei Fan'，'， \ xa0Frank Q.Zhu'，'\ xa0＆\ xa0C。 L. Chien']}，{'地址'：'约翰霍普金斯大学生物医学工程系，美国马里兰州21218，巴尔的摩，查尔斯街3400号，美国，马里兰州'，'作者'：['Zhizhong Yin'，'，\ xa0Raymond Cheong'，'\ xa0＆\ xa0Andre Levchenko']}] 
