doi,title,title_cn,abstract,abstract_cn
10.1038/s41565-018-0177-0,Bacterial nanotechnology,细菌纳米技术 ,,
10.1038/s41565-018-0173-4,Selectivity in one click,一键选择 ,,
10.1038/s41565-018-0174-3,Spinning the spin,旋转 ,,
10.1038/s41565-018-0175-2,Memory mille feuille,千张内存 ,,
10.1038/s41565-018-0176-1,Diagnose lithium battery,诊断锂电池 ,,
10.1038/s41565-018-0164-5,Nature-inspired sensors,受自然启发的传感器 ,,
10.1038/s41565-018-0119-x,Magnetizing semiconductors with light,用光磁化半导体 ,,
10.1038/s41565-018-0140-0,Translation–rotation–translation interconversions,翻译-旋转-翻译互转换 ,,
10.1038/s41565-018-0156-5,Robotic assembly of artificial nanomaterials,人造纳米材料的机器人组装 ,,
10.1038/s41565-018-0166-3,Confining light to the atomic scale,将光限制在原子尺度上 ,,
10.1038/s41565-018-0157-4,Borophene as a prototype for synthetic 2D materials development,Borophene作为合成2D材料开发的原型 ,,
10.1038/s41565-018-0093-3,Experimental observation of chiral magnetic bobbers in B20-type FeGe,B20型FeGe中手性磁浮子的实验观察。 ,"<p>Chiral magnetic skyrmions are nanoscale vortex-like spin textures that form in the presence of an applied magnetic field in ferromagnets that support the Dzyaloshinskii&#8211;Moriya interaction (DMI) because of strong spin&#8211;orbit coupling and broken inversion symmetry of the crystal. In sharp contrast to other systems that allow for the formation of a variety of two-dimensional (2D) skyrmions, in chiral magnets the presence of the DMI commonly prevents the stability and coexistence of topological excitations of different types. Recently, a new type of localized particle-like object&#8212;the chiral bobber (ChB)&#8212;was predicted theoretically in such materials. However, its existence has not yet been verified experimentally. Here, we report the direct observation of ChBs in thin films of B20-type FeGe by means of quantitative off-axis electron holography (EH). We identify the part of the temperature&#8211;magnetic field phase diagram in which ChBs exist and distinguish two mechanisms for their nucleation. Furthermore, we show that ChBs are able to coexist with skyrmions over a wide range of parameters, which suggests their possible practical applications in novel magnetic solid-state memory devices, in which a stream of binary data bits can be encoded by a sequence of skyrmions and bobbers.</p>",<p>手性磁性Skyrmion是纳米级涡旋状自旋纹理，由于强自旋轨道耦合和破碎的反转对称性，在支持Dzyaloshinskii＆＃8211; Moriya相互作用（DMI）的铁磁体中存在外加磁场时形成水晶。与允许形成各种二维（2D）天体离子的其他系统形成鲜明对比的是，在手性磁体中，DMI的存在通常会阻止不同类型的拓扑激发的稳定性和共存性。最近，在这种材料中理论上预测了一种新型的局部颗粒状物体“手性浮子（ChB）”。但是，它的存在尚未经过实验验证。在这里，我们报告通过定量离轴电子全息图（EH）的方法直接观察B20型FeGe薄膜中的ChBs。我们确定其中存在ChBs的温度磁场相图部分，并区分出其成核的两种机理。此外，我们表明ChB能够在很宽的参数范围内与Skyrmion共存，这表明它们可能在新颖的磁性固态存储设备中实际应用，在该设备中，二进制数据比特流可以由一系列Skyrmion编码和浮子。</ p> 
