doi,title,title_cn,abstract,abstract_cn,affiliations,affiliations_cn
10.1038/nnano.2007.33,Brussels backs nanotech,布鲁塞尔支持纳米技术 ,,,[],[] 
10.1038/nnano.2007.10,Risks and nanotechnology: the public is more concerned than experts and industry,风险与纳米技术：公众比专家和行业更关注 ,,,"[{'address': 'Institute for Human-Environment Systems, ETH Zurich, Zurich, 8092, Switzerland', 'authors': ['Michael Siegrist', ',\xa0Arnim Wiek', '\xa0&\xa0Hans Kastenholz']}, {'address': 'Technology and Society Lab, Empa, 9014, St. Gallen, Switzerland', 'authors': ['Asgeir Helland']}]",[{'地址'：'人类环境系统研究所，苏黎世联邦理工学院，瑞士苏黎世8092，'作者'：['Michael Siegrist'，'，\ xa0Arnim Wiek'，'\ xa0＆\ xa0Hans Kastenholz']} ，{“地址”：“技术和社会实验室，瑞士圣加仑市Empa，9014”，“作者”：['Asgeir Helland']} 
10.1038/nnano.2007.15,The perils of pre-emptive regulation,优先监管的危险 ,,,"[{'address': 'Porter Wright Morris & Arthur LLP, 1919 Pennsylvania Avenue, NW, Suite 500, Washington, 20006, DC, USA', 'authors': ['John C. Monica Jr', ',\xa0Michael E. Heintz', '\xa0&\xa0Patrick T. Lewis']}]",[{'address'：'Porter Wright Morris＆Arthur LLP，1919 Pennsylvania Avenue，NW，Suite 500，华盛顿，20006，美国，哥伦比亚特区，'作者'：['John C. Monica Jr'，'，\ xa0Michael E 。Heintz'，'\ xa0＆\ xa0Patrick T. Lewis']}] 
10.1038/nnano.2007.12,Can nanotechnology ever prove that it is green?,纳米技术能证明它是绿色的吗？ ,,,"[{'address': 'Richard Jones is in the Department of Physics and Astronomy at the University of Sheffield. r.a.l.jones@sheffield.ac.uk', 'authors': ['Richard Jones']}]",[{'address'：'Richard Jones在谢菲尔德大学物理与天文学系。 r.a.l.jones@sheffield.ac.uk”，“作者”：['Richard Jones']}] 
10.1038/nnano.2007.5,Where's the detail?,细节在哪里？ ,,,"[{'address': 'Peter Dobson is director of Begbroke Science Park at the University of Oxford. He has also started two nanotechnology companies, Oxonica and Oxford Biosensors. peter.dobson@begbroke.ox.ac.uk', 'authors': ['Peter Dobson']}]",[{'address'：'Peter Dobson是牛津大学Begbroke科学园的主任。 他还创立了两家纳米技术公司：Oxonica和Oxford Biosensors。 peter.dobson@begbroke.ox.ac.uk”，“作者”：['Peter Dobson']}] 
10.1038/nnano.2007.13,"Ice crystals in nanotubes, plus optical tweezers for nanosurgery, organic electronics and a molecular 'rack-and-pinion' device",纳米管中的冰晶，以及用于纳米外科手术的光镊，有机电子产品和分子“齿轮齿条”装置 ,,,[],[] 
10.1038/nnano.2007.17,Top down bottom up: Making connections,自上而下，自下而上：建立连接 ,,,[],[] 
10.1038/nnano.2007.14,Self-assembly is ready to roll,自组装已准备就绪 ,,,"[{'address': 'Walter F. Smith is in the Department of Physics, Haverford College, Haverford, Pennsylvania 19041, USA. wsmith@haverford.edu', 'authors': ['Walter F. Smith']}]",[{'address'：'Walter F. Smith在美国宾夕法尼亚州哈弗福德的哈弗福德学院物理系，邮政编码19041。 wsmith@haverford.edu”，“作者”：['Walter F. Smith']}] 
10.1038/nnano.2007.18,A fork in the nano-road,纳米路的叉子 ,,,"[{'address': 'Robert Austin is at the Department of Physics, Princeton University, Princeton, New Jersey 08544, USA. austin@princeton.edu', 'authors': ['Robert Austin']}]",[{'address'：'Robert Austin在普林斯顿大学普林斯顿大学物理系，美国新泽西州08544。 austin@princeton.edu”，“作者”：['Robert Austin']}] 
10.1038/nnano.2007.24,Going round in circles,绕圈转 ,,,[],[] 
10.1038/nnano.2007.11,"Small strains, big gains",小应变，大收益 ,,,"[{'address': 'John Mamin is at the IBM Almaden Research Division, San Jose, California 95120, USA. mamin@almaden.ibm.com', 'authors': ['John Mamin']}]",[{'address'：'John Mamin在美国加利福尼亚州95120，圣何塞的IBM Almaden研究部工作。 mamin@almaden.ibm.com”，“作者”：['John Mamin']}] 
