doi,title,title_cn,abstract,abstract_cn,affiliations,affiliations_cn
10.1038/nnano.2015.157,No walking away,没有走开 ,,,[],[] 
10.1038/nnano.2015.144,Quick lessons on environmental nanotech,环境纳米技术快速课程 ,,,"[{'address': 'Chris Toumey is at the Center for Environmental Nanoscience & Risk at the University of South Carolina', 'authors': ['Chris Toumey']}]",[{'address'：'Chris Toumey在南卡罗来纳大学的环境纳米科学与风险中心，'authors'：['Chris Toumey']} 
10.1038/nnano.2015.150,Our choice from the recent literature,我们从最近的文献中选择 ,,,[],[] 
10.1038/nnano.2015.142,Measuring chloride in live cells,测量活细胞中的氯化物 ,,,"[{'address': 'Masayuki Endo and Hiroshi Sugiyama are at the Institute for Integrated Cell Material Sciences, Kyoto University, Yoshida-ushinomiyacho, Sakyo-ku, Kyoto 606-8501, Japan', 'authors': ['Masayuki Endo', '\xa0&\xa0Hiroshi Sugiyama']}]",[{'address'：'远藤正幸和杉山博史是日本京都市京都市京都市八丁目吉田da宫町，京都大学综合细胞材料科学研究所，日本606-8501'，'作者'：['远藤正幸' ，'\ xa0＆\ xa0杉山宏']}] 
10.1038/nnano.2015.129,Injection and unfolding,注射和展开 ,,,"[{'address': 'Dae-Hyeong Kim and Youngsik Lee are at the Center for Nanoparticle Research of Institute for Basic Science (IBS), School of Chemical and Biological Engineering, Seoul National University, Seoul 151-742, Republic of Korea', 'authors': ['Dae-Hyeong Kim', '\xa0&\xa0Youngsik Lee']}]",[{''地址：'Dae-Hyeong Kim和Youngsik Lee在首尔国立大学化学与生物工程学院基础科学研究所（IBS）纳米粒子研究中心，韩国首尔151-742' ，“作者”：['Dae-Hyeong Kim'，'\ xa0＆\ xa0Youngsik Lee']}]] 
10.1038/nnano.2015.133,Electrostatic doping by domain walls,畴壁的静电掺杂 ,,,"[{'address': 'Petro Maksymovych is at the Center for Nanophase Materials Sciences, Oak Ridge National Laboratory, Oak Ridge, Tennessee 37831, USA', 'authors': ['Petro Maksymovych']}]",[{'地址'：'Petro Maksymovych位于美国田纳西州Oak Ridge橡树岭国家实验室纳米相材料科学中心，美国37831，'作者'：['Petro Maksymovych']}] 
10.1038/nnano.2015.146,Skyrmions under strain,Skyrmions承受压力 ,,,"[{'address': 'Robert Ritz is in the Department of Physics, Technische Universität München, 85748 Garching, Germany', 'authors': ['Robert Ritz']}]",[{'地址'：'罗伯特·里兹（Robert Ritz在慕尼黑工业大学物理系，德国加尔辛85748，'作者'：['罗伯特·里兹']}）] 
10.1038/nnano.2015.139,Signs of stability,稳定迹象 ,,,"[{'address': 'Karl Leo is at the Institut für Angewandte Photophysik, Technische Universität Dresden, 01069 Dresden, Germany', 'authors': ['Karl Leo']}]",[{'地址'：'Karl Leo在德累斯顿工业大学应用光物理研究所，德国德累斯顿01069'，'作者'：['Karl Leo']} 
10.1038/nnano.2015.140,Catalysis by clusters with precise numbers of atoms,具有精确原子数的簇的催化 ,,,"[{'address': 'Materials Science Division, Argonne National Laboratory, Argonne, 60439, Illinois, USA', 'authors': ['Eric C. Tyo', '\xa0&\xa0Stefan Vajda']}, {'address': 'Nanoscience and Technology Division, Argonne National Laboratory, Argonne, 60439, Illinois, USA', 'authors': ['Stefan Vajda']}, {'address': 'Department of Chemical and Environmental Engineering, School of Engineering, Yale University, New Haven, 06520, Connecticut, USA', 'authors': ['Stefan Vajda']}, {'address': 'Institute for Molecular Engineering, The University of Chicago, Chicago, 60637, Illinois, USA', 'authors': ['Stefan Vajda']}]",[{'address'：“美国伊利诺伊州Argonne，Argonne国家实验室，Argonne国家实验室材料科学系，60439”，“ authors”：['Eric C. Tyo'，'\ xa0＆\ xa0Stefan Vajda']}，{'address' ：“美国伊利诺伊州，阿贡国家实验室，阿贡国家实验室纳米科学与技术处，60439”，“作者”：['Stefan Vajda']}，{'地址'：'耶鲁大学工程学院化学与环境工程系 纽黑文大学，美国康涅狄格州06520”，“作者”：['Stefan Vajda']}，{'地址'：'美国芝加哥大学分子工程研究所，美国伊利诺伊州芝加哥市60637'，' 作者的：['Stefan Vajda']}] 
10.1038/nnano.2015.113,Large anisotropic deformation of skyrmions in strained crystal,应变晶体中天体的大各向异性变形 ,,,"[{'address': 'Department of Applied Physics and Quantum-Phase Electronics Center (QPEC), University of Tokyo, Tokyo, 113-8656, Japan', 'authors': ['K. Shibata', ',\xa0J. Iwasaki', ',\xa0N. Kanazawa', ',\xa0M. Kawasaki', ',\xa0N. Nagaosa', '\xa0&\xa0Y. Tokura']}, {'address': 'RIKEN Center for Emergent Matter Science (CEMS), Wako, 351-0198, Japan', 'authors': ['S. Aizawa', ',\xa0T. Tanigaki', ',\xa0T. Nakajima', ',\xa0M. Kubota', ',\xa0M. Kawasaki', ',\xa0H. S. Park', ',\xa0D. Shindo', ',\xa0N. Nagaosa', '\xa0&\xa0Y. Tokura']}, {'address': 'Central Research Laboratory, Hitachi Ltd, Hatoyama, 350-0395, Japan', 'authors': ['T. Tanigaki', '\xa0&\xa0M. Shirai']}, {'address': 'Research and Development Headquarters, ROHM Co., Ltd, Kyoto, 615-8585, Japan', 'authors': ['M. Kubota']}, {'address': 'Institute of Multidisciplinary Research for Advanced Materials, Tohoku University, Sendai, 980-8577, Japan', 'authors': ['D. Shindo']}]",[{'地址'：'日本东京大学应用物理系和量子相电子中心（QPEC），东京，113-8656，日本，'作者'：['K。 Shibata'，'，\ xa0J。 Iwasaki'，'，\ xa0N。 金泽'，'，\ xa0M。 Kawasaki'，'，\ xa0N。 Nagaosa”，“ \ xa0＆\ xa0Y”。 Tokura']}，{'地址'：'RIKEN新兴物质科学中心（CEMS），和光市，351-0198，日本'，'作者'：['S。 相泽'，'，\ xa0T。 Tanigaki'，'，\ xa0T。 Nakajima'，'，\ xa0M。 Kubota'，'，\ xa0M。 Kawasaki'，'，\ xa0H。 S.Park”，“，\ xa0D。 Shindo'，'，\ xa0N。 Nagaosa”，“ \ xa0＆\ xa0Y”。 Tokura']}，{'address'：'Hitachi Ltd.，中央研究实验室，日本鸠山市350-0395'，'authors'：['T。 Tanigaki”，“ \ xa0＆\ xa0M。 Shirai']}，{'地址'：“日本罗姆株式会社研发总部，日本京都615-8585”，“作者”：['M。 Kubota']}，{'address'：'先进材料多学科研究所，东北大学，仙台，日本980-8577，'，'authors'：['D。 Shindo']}] 
