doi,title,title_cn,abstract,abstract_cn,affiliations,affiliations_cn
10.1038/nnano.2006.82,Small is different,小不一样 ,,,[],[] 
10.1038/nnano.2006.70,How the doors to the nanoworld were opened,如何打开纳米世界的大门 ,,,"[{'address': 'National Competence Center for Research in Nanoscale Science, Institute of Physics, University of Basel, Klingelbergstrasse 82, Basel, 4056, Switzerland', 'authors': ['Christoph Gerber', '\xa0&\xa0Hans Peter Lang']}]",[{'地址'：'巴塞尔大学物理研究所国家纳米科学研究中心，瑞士巴林Klingelbergstrasse 82，4056，'作者'：['Christoph Gerber'，'\ xa0＆\ xa0Hans Peter 郎']}] 
10.1038/nnano.2006.71,Science and democracy,科学与民主 ,,,"[{'address': 'USC NanoCenter at the University of South Carolina', 'authors': ['Chris Toumey']}]",[{'address'：'南卡罗来纳大学的USC NanoCenter'，'authors'：['Chris Toumey']}] 
10.1038/nnano.2006.77,nan'o·tech·nol'o·gy n.,南奥·科技·诺罗·吉恩 ,,,[],[] 
10.1038/nnano.2006.64,Nanotubes and much more,纳米管及更多 ,,,"[{'address': 'NanoTech Institute and Department of Chemistry at the University of Texas at Dallas, Richardson, 75080, Texas, USA', 'authors': ['Ray H. Baughman']}]",[{'地址'：'德克萨斯大学达拉斯分校纳米技术研究所和化学系，美国德克萨斯州75080'，'作者'：['Ray H. Baughman']}] 
10.1038/nnano.2006.74,"High-frequency nanoresonators, neuron-nanowire devices, molecular switches, optoelectronic polymers and more",高频纳米谐振器，神经元纳米线设备，分子开关，光电聚合物等 ,,,[],[] 
10.1038/nnano.2006.74a,Top down bottom up: Anthrax under attack,自上而下自下而上：炭疽菌受到攻击 ,,,[],[] 
10.1038/nnano.2006.78,The nanoSQUID makes its debut,nanoSQUID首次亮相 ,,,"[{'address': 'Laboratoire de Physique des Solides, Université Paris-Sud, Orsay, 91405, France', 'authors': ['Marco Aprili']}]",[{'地址'：'法国拉苏大学，巴黎奥德，固体物理学实验室，91405，法国'，'作者'：['马可·阿普里蒂']]]] 
10.1038/nnano.2006.76,Sorting out carbon nanotube electronics,挑选碳纳米管电子产品 ,,,"[{'address': 'Department of Physics, University of Florida, Gainesville, 32611-8440, Florida, USA', 'authors': ['Andrew G. Rinzler']}]",[{'地址'：'美国佛罗里达大学，盖恩斯维尔，佛罗里达大学物理系，美国佛罗里达州32611-8440'，'作者'：['安德鲁·G·林茨勒'] 
10.1038/nnano.2006.79,Pointillist microscopy,点画显微镜 ,,,"[{'address': 'James Franck Institute and the Institute for Biophysical Dynamics at the University of Chicago and the Center for Nanoscale Materials at Argonne National Laboratory, 9700 S. Cass Avenue, Argonne, 60439, Illinois, USA', 'authors': ['Norbert F. Scherer']}]",[{'address'：“美国芝加哥大学詹姆斯·弗兰克研究所和生物物理动力学研究所以及阿贡国家实验室纳米级材料中心，美国伊利诺伊州阿贡市9700 S.卡斯大道，邮编60439”，“作者” ：['Norbert F. Scherer']}] 
10.1038/nnano.2006.75,Bringing friction to a halt,停止摩擦 ,,,"[{'address': 'Kamerlingh Onnes Laboratory, Leiden University, PO Box 9504, Leiden, 2300 RA, The Netherlands', 'authors': ['Joost Frenken']}]",[{'地址'：'莱顿大学Kamerlingh Onnes实验室，荷兰2300 RA，莱顿邮政信箱9504，'作者'：['Joost Frenken']}] 
10.1038/nnano.2006.73,Viruses show their good side,病毒显示出自己的优势 ,,,"[{'address': 'Max Planck Institute of Microstructure Physics, Weinberg 2, Halle, 06120, Germany', 'authors': ['Mato Knez', '\xa0&\xa0Ulrich Gösele']}]",[{'地址'：'马克斯·普朗克微结构物理研究所，德国温勒2号哈恩，06120，'，'作者'：['Mato Knez'，'\ xa0＆\ xa0UlrichGösele']}]] 
10.1038/nnano.2006.69,Signs of stress,压力迹象 ,,,"[{'address': 'Centre for Health and Environment, School of Life Sciences, Napier University, Edinburgh, EH10 5DT, UK', 'authors': ['Vicki Stone']}, {'address': ""MRC/University of Edinburgh Centre for Inflammation Research, Queen's Medical Research Institute, Edinburgh, EH16 4TJ, UK"", 'authors': ['Ken Donaldson']}]",[{'地址'：'健康与环境中心，纳皮尔大学生命科学学院，爱丁堡，EH10 5DT，英国'，'作者'：['Vicki Stone']}，{'地址'：“ MRC /大学 英国爱丁堡皇后医学研究所爱丁堡炎症研究中心的研究人员，EH16 4TJ，英国”，“作者”：['肯·唐纳森'] 
10.1038/nnano.2006.45,Making molecular machines work,使分子机器工作 ,"<p>In this review we chart recent advances in what is at once an old and very new field of endeavour &#8212; the achievement of control of motion at the molecular level including solid-state and surface-mounted rotors, and its natural progression to the development of synthetic molecular machines. Besides a discussion of design principles used to control linear and rotary motion in such molecular systems, this review will address the advances towards the construction of synthetic machines that can perform useful functions. Approaches taken by several research groups to construct wholly synthetic molecular machines and devices are compared. This will be illustrated with molecular rotors, elevators, valves, transporters, muscles and other motor functions used to develop smart materials. The demonstration of molecular machinery is highlighted through recent examples of systems capable of effecting macroscopic movement through concerted molecular motion. Several approaches to illustrate how molecular motor systems have been used to accomplish work are discussed. We will conclude with prospects for future developments in this exciting field of nanotechnology.</p>",<p>在这篇评论中，我们以图表的形式总结了在古老而又新的努力领域中的最新进展。在固态和表面安装转子等分子水平上实现运动控制的成就，以及其向合成分子机器发展的自然发展。除了讨论用于控制此类分子系统中线性和旋转运动的设计原理外，本综述还将探讨可实现有用功能的合成机结构的发展。比较了几个研究小组采用的构建全合成分子机器和设备的方法。分子转子，升降机，阀门，运输工具，肌肉和其他用于开发智能材料的运动功能将对此进行说明。通过能够通过协调分子运动实现宏观运动的系统的最新实例，突出了分子机械的演示。讨论了几种说明分子马达系统如何用于完成工作的方法。我们将总结这个令人兴奋的纳米技术领域的未来发展前景。</ p> ,"[{'address': 'Organic and Molecular Inorganic Chemistry, Stratingh Institute, University of Groningen, Nijenborgh 4, Groningen, 9747 AG, The Netherlands', 'authors': ['Wesley R. Browne', '\xa0&\xa0Ben L. Feringa']}]",[{'address'：'有机和分子无机化学，格罗宁根大学，斯特林赫研究所，Nijenborgh 4，Groningen，荷兰9747 AG，'作者'：['Wesley R. Browne'，'\ xa0＆\ xa0Ben L 。Feringa']}] 
10.1038/nnano.2006.57,Torsional electromechanical quantum oscillations in carbon nanotubes,碳纳米管中的扭转机电量子振荡 ,"<p>Carbon nanotubes can be distinctly metallic or semiconducting depending on their diameter and chirality. Here we show that continuously varying the chirality by mechanical torsion can induce conductance oscillations, which can be attributed to metal&#8211;semiconductor periodic transitions. The phenomenon is observed in multiwalled carbon nanotubes, where both the torque and the current are shown to be carried predominantly by the outermost wall. The oscillation period with torsion is consistent with the theoretical shifting of the corners of the first Brillouin zone of graphene across different sub-bands allowed in the nanotube. Beyond a critical torsion, the conductance irreversibly drops due to torsional failure, allowing us to determine the torsional strength of carbon nanotubes. Carbon nanotubes could be ideal torsional springs for nanoscopic pendulums, because electromechanical detection of motion could replace the microscopic detection techniques used at present. Our experiments indicate that carbon nanotubes could be used as electronic sensors of torsional motion in nanoelectromechanical systems.</p>",碳纳米管取决于其直径和手性，可以是明显的金属或半导体。在这里，我们表明通过机械扭转连续改变手性可以诱导电导振荡，这可以归因于金属半导体的周期性跃迁。在多壁碳纳米管中观察到该现象，其中扭矩和电流均主要由最外壁承载。具有扭转的振荡周期与石墨烯的第一布里渊区的角在纳米管中允许的不同子带上的理论位移一致。除了临界扭转，电导由于扭转破坏而不可逆地下降，这使我们能够确定碳纳米管的扭转强度。碳纳米管可能是纳米摆的理想扭转弹簧，因为对运动的机电检测可以代替目前使用的微观检测技术。我们的实验表明，碳纳米管可用作纳米机电系统中扭转运动的电子传感器。</ p> ,"[{'address': 'Department of Materials and Interfaces, Weizmann Institute of Science, Rehovot, 76100, Israel', 'authors': ['Tzahi Cohen-Karni', ',\xa0Lior Segev', ',\xa0Onit Srur-Lavi', '\xa0&\xa0Ernesto Joselevich']}, {'address': 'Chemical Research Support, Weizmann Institute of Science, Rehovot, 76100, Israel', 'authors': ['Sidney R. Cohen']}]",[{'address'：'材料和界面系，以色列雷霍沃特，魏兹曼科学研究所，76100，'作者'：['Tzahi Cohen-Karni'，'，\ xa0Lior Segev'，'，\ xa0Onit Srur- Lavi'，'\ xa0＆\ xa0Ernesto Joselevich']}，{'地址'：'化学研究支持，威兹曼科学研究所，雷霍沃特，76100，以色列'，'作者'：['Sidney R. Cohen']}] 
10.1038/nnano.2006.53,Giant piezoresistance effect in silicon nanowires,硅纳米线中的巨大压阻效应 ,"<p>The piezoresistance effect of silicon has been widely used in mechanical sensors, and is now being actively explored in order to improve the performance of silicon transistors. In fact, strain engineering is now considered to be one of the most promising strategies for developing high-performance sub-10-nm silicon devices. Interesting electromechanical properties have been observed in carbon nanotubes. In this paper we report that Si nanowires possess an unusually large piezoresistance effect compared with bulk. For example, the longitudinal piezoresistance coefficient along the &#12296;111&#12297; direction increases with decreasing diameter for p-type Si nanowires, reaching as high as &#8722;3,550&#160;&#215;&#160;10<sup>&#8722;11</sup>&#160;Pa<sup>&#8211;1</sup>, in comparison with a bulk value of &#8722;94&#160;&#215;&#160;10<sup>&#8722;11</sup>&#160;Pa<sup>&#8722;1</sup>. Strain-induced carrier mobility change and surface modifications have been shown to have clear influence on piezoresistance coefficients. This giant piezoresistance effect in Si nanowires may have significant implications in nanowire-based flexible electronics, as well as in nanoelectromechanical systems.</p>","<p>硅的压阻效应已广泛用于机械传感器中，目前正在积极探索以改善硅晶体管的性能。实际上，现在应变工程被认为是开发高性能亚10纳米以下硅器件的最有前途的策略之一。在碳纳米管中已经观察到有趣的机电性能。在本文中，我们报道了与纳米线相比，硅纳米线具有异常大的压阻效应。例如，沿＆＃12296; 111＆＃12297;的纵向压阻系数。 p型Si纳米线的直径方向随着直径的减小而增加，最高达到＆＃8722; 3,550＆＃160;＆＃215;＆＃160; 10 <sup>＆＃8722; 11 </ sup>＆＃160; Pa <sup>＆＃8211; 1 </ sup>，而批量值为＆＃8722; 94＆＃160;＆＃215;＆＃160; 10 <sup>＆＃8722; 11 </ sup> ＆＃160; Pa <sup>＆＃8722; 1 </ sup>。应变引起的载流子迁移率变化和表面改性已显示出对压阻系数的明显影响。 Si纳米线中巨大的压阻效应可能会对基于纳米线的柔性电子产品以及纳米机电系统产生重大影响。</ p> ","[{'address': 'Department of Chemistry, Materials Science Division, University of California, Lawrence Berkeley National Laboratory, Berkeley, 94720, California, USA', 'authors': ['Rongrui He', '\xa0&\xa0Peidong Yang']}]",[{'地址'：'加利福尼亚大学化学系材料科学系，劳伦斯·伯克利国家实验室，伯克利，美国加利福尼亚州94720'，'作者'：['Rongrui He'，'\ xa0＆\ xa0Peidong Yang' ]}] 
