doi,title,title_cn,abstract,abstract_cn
10.1038/nnano.2013.40,From particles to nanowires,从粒子到纳米线 ,,
10.1038/nnano.2013.30,Measurement of mobility in dual-gated MoS2 transistors,双栅极MoS2晶体管中迁移率的测量 ,,
10.1038/nnano.2013.31,Reply to 'Measurement of mobility in dual-gated MoS2 transistors',答复“双栅MoS2晶体管中迁移率的测量” ,,
10.1038/nnano.2013.33,Majorana's wires,马约拉纳的电线 ,,
10.1038/nnano.2013.29,Skyrmions on the track,轨道上的Skyrmions ,,
10.1038/nnano.2013.35,Our choice from the recent literature,我们从最近的文献中选择 ,,
10.1038/nnano.2013.32,Nanotube arrays made to order,纳米管阵列定做 ,,
10.1038/nnano.2013.27,Stretch for a moment,伸展一下 ,,
10.1038/nnano.2013.21,Moving with the current,与时俱进 ,,
10.1038/nnano.2013.34,Switched on with magnets,用磁铁接通 ,,
10.1038/nnano.2013.28,Illuminating Feynman's vision,阐明费曼的愿景 ,,
10.1038/nnano.2012.258,Strong spin–phonon coupling between a single-molecule magnet and a carbon nanotube nanoelectromechanical system,单分子磁体和碳纳米管纳米机电系统之间的强自旋声子耦合 ,"<p>Magnetic relaxation processes were first discussed for a crystal of paramagnetic transition ions. It was suggested that mechanical vibrations of the crystal lattice (phonons) modulate the crystal electric field of the magnetic ion, thus inducing a &#8216;direct&#8217; relaxation between two different spin states. Direct relaxation has also been predicted for single-molecule magnets with a large spin and a high magnetic anisotropy and was first demonstrated in a Mn<sub>12</sub> acetate crystal. The spin-lattice relaxation time for such a direct transition is limited by the phonon density of states at the spin resonance. In a three-dimensional system, such as a single-molecule magnet crystal, the phonon energy spectrum is continuous, but in a one-dimensional system, like a suspended carbon nanotube, the spectrum is discrete and can be engineered to an extremely low density of states. An individual single-molecule magnet, coupled to a suspended carbon nanotube, should therefore exhibit extremely long relaxation times and the system's reduced size should result in a strong spin&#8211;phonon coupling. Here, we provide the first experimental evidence for a strong spin&#8211;phonon coupling between a single molecule spin and a carbon nanotube resonator, ultimately enabling coherent spin manipulation and quantum entanglement.</p>",首先讨论了顺磁性过渡离子晶体的磁弛豫过程。有人提出，晶格（声子）的机械振动调节了磁离子的晶体电场，从而引起了“直接”。两个不同的自旋状态之间的松弛。还预测了具有大自旋和高磁各向异性的单分子磁体的直接弛豫，并首次在Mn <sub> 12 </ sub>乙酸盐晶体中得到证明。这种直接跃迁的自旋晶格弛豫时间受到自旋共振状态的声子密度的限制。在三维系统（例如单分子磁体晶体）中，声子能谱是连续的，但是在一维系统中（例如悬浮的碳纳米管），声子能谱是离散的，可以设计成极低的密度状态。因此，与悬浮的碳纳米管耦合的单个单分子磁体应表现出极长的弛豫时间，并且系统尺寸的减小将导致强自旋声子耦合。在这里，我们提供了第一个实验证据，证明单分子自旋与碳纳米管谐振器之间具有强自旋声子耦合，最终实现了相干自旋操纵和量子纠缠。</ p> 
