doi,title,title_cn,abstract,abstract_cn
10.1038/s41565-018-0243-7,An opportunity not to be spoiled,不被宠坏的机会 ,,
10.1038/s41565-018-0239-3,Adieu to photobleaching,不易光漂白 ,,
10.1038/s41565-018-0240-x,Three qubits in one,三合一 ,,
10.1038/s41565-018-0241-9,Thermal release,热释放 ,,
10.1038/s41565-018-0242-8,Probe protein conformation,探针蛋白构象 ,,
10.1038/s41565-018-0235-7,Sustainable nanomaterials by design,设计可持续的纳米材料 ,,
10.1038/s41565-018-0187-y,Fluorinated interphases,氟化界面 ,,
10.1038/s41565-018-0229-5,DNA enters a new phase,DNA进入新阶段 ,,
10.1038/s41565-018-0237-5,Moving ions confined between graphene sheets,限制在石墨烯片之间的移动离子 ,,
10.1038/s41565-018-0223-y,Achieving food security through the very small,通过很小的规模实现粮食安全 ,,
10.1038/s41565-018-0238-4,Treating water with nano,用纳米处理水 ,,
10.1038/s41565-018-0203-2,Emerging opportunities for nanotechnology to enhance water security,纳米技术增强水安全的新兴机会 ,,
10.1038/s41565-018-0216-x,Challenges and prospects of advanced oxidation water treatment processes using catalytic nanomaterials,使用催化纳米材料的先进氧化水处理工艺的挑战和前景 ,,
10.1038/s41565-018-0209-9,Nanosensors for water quality monitoring,用于水质监测的纳米传感器 ,,
