doi,title,title_cn,abstract,abstract_cn
10.1038/nphys2404,We have it,我们有它 ,,
10.1038/nphys2393,Instructions for assembly,组装说明 ,,
10.1038/nphys2391,Renaissance man reborn,文艺复兴时期的人重生 ,,
10.1038/nphys2399,Force shield,力盾 ,,
10.1038/nphys2400,Cavity-enhanced graphene,腔增强石墨烯 ,,
10.1038/nphys2401,Mean machine,均值机 ,,
10.1038/nphys2402,Higgs out in the cold,在寒冷中希格斯 ,,
10.1038/nphys2403,A Hall effect for superfluids,超流体的霍尔效应 ,,
10.1038/nphys2381,All eyes on flatland,所有人都看平地 ,,
10.1038/nphys2392,Tile at random,随机平铺 ,,
10.1038/nphys2374,Wave of migration,移民潮 ,,
10.1038/nphys2382,Supersymmetry wimps out?,超对称性扑朔迷离？ ,,
10.1038/nphys2357,Atomic resolution comes into phase,原子分辨力进入阶段 ,,
10.1038/nphys2334,Experimental estimation of the dimension of classical and quantum systems,经典和量子系统维数的实验估计 ,,
10.1038/nphys2333,Experimental device-independent tests of classical and quantum dimensions,独立于实验装置的经典和量子尺寸测试 ,,
10.1038/nphys2353,Ultrafast entangling gates between nuclear spins using photoexcited triplet states,使用光激发三重态在核自旋之间超快地纠缠门 ,,
10.1038/nphys2348,Density functional theory for atomic Fermi gases,原子费米气体的密度泛函理论 ,,
10.1038/nphys2352,The origin and non-quasiparticle nature of Fermi arcs in Bi2Sr2CaCu2O8+δ,Bi2Sr2CaCu2O8 +δ中费米弧的起源和非准粒子性质 ,,
10.1038/nphys2337,Differential phase-contrast microscopy at atomic resolution,原子分辨率微分相差显微镜 ,,
10.1038/nphys2351,Hedgehog spin texture and Berry's phase tuning in a magnetic topological insulator,磁性拓扑绝缘体中的刺猬自旋纹理和Berry的相位调整 ,"<p>Understanding and control of spin degrees of freedom on the surfaces of topological materials are key to future applications as well as for realizing novel physics such as the axion electrodynamics associated with time-reversal (TR) symmetry breaking on the surface. We experimentally demonstrate magnetically induced spin reorientation phenomena simultaneous with a Dirac-metal to gapped-insulator transition on the surfaces of manganese-doped Bi<sub>2</sub>Se<sub>3</sub> thin films. The resulting electronic groundstate exhibits unique hedgehog-like spin textures at low energies, which directly demonstrate the mechanics of TR symmetry breaking on the surface. We further show that an insulating gap induced by quantum tunnelling between surfaces exhibits spin texture modulation at low energies but respects TR invariance. These spin phenomena and the control of their Fermi surface geometrical phase first demonstrated in our experiments pave the way for the future realization of many predicted exotic magnetic phenomena of topological origin.</p>",<p>了解和控制拓扑材料表面上的自旋自由度对于将来的应用以及实现新的物理学（例如与表面上的时间逆转（TR）对称性相关联的轴电动力学）的关键。我们通过实验证明了锰掺杂的Bi <sub> 2 </ sub> Se <sub> 3 </ sub>薄膜表面上的狄拉克金属向带隙绝缘体跃迁的同时发生了磁感应自旋重取向现象。产生的电子基态在低能量下表现出独特的刺猬状自旋纹理，这直接证明了TR对称性在表面上断裂的机理。我们进一步表明，由表面之间的量子隧穿引起的绝缘间隙在低能量下表现出自旋纹理调制，但尊重TR不变性。这些自旋现象及其费米表面几何相位的控制首先在我们的实验中得到证明，这为将来实现许多预测的拓扑起源的奇异磁现象铺平了道路。</ p> 
