doi,title,title_cn,abstract,abstract_cn
10.1038/nphys460,Tied up with string?,用绳子捆起来？ ,,
10.1038/nphys448,Past the Schwinger limit,超过Schwinger限制 ,,
10.1038/nphys453,Nobel nightmares,诺贝尔噩梦 ,,
10.1038/nphys408,Silicon stranger,硅陌生人 ,,
10.1038/nphys446x,"Clean it up, pump it up, entangle it",清理干净，抽起来，纠缠起来 ,,
10.1038/nphys447,Physics from geometry,几何物理 ,,
10.1038/nphys456,Excuse our ignorance,请原谅我们的无知 ,,
10.1038/nphys452,Bending light at will,随意弯曲光线 ,,
10.1038/nphys441,How molecules huddle in holes,分子如何在孔中缩 ,,
10.1038/nphys455,Impossible order,不可能的命令 ,,
10.1038/nphys454,Variable speed limit,变速极限 ,,
