doi,title,title_cn,abstract,abstract_cn
10.1038/nphys1934,Onwards and upwards,向上和向上 ,,
10.1038/nphys1924,Pleats are in fashion,褶皱时尚 ,,
10.1038/nphys1929,Our choice from the recent literature,我们从最近的文献中选择 ,,
10.1038/nphys1913,Solid progress,稳步前进 ,,
10.1038/nphys1927,Solutions for assembly,组装解决方案 ,,
10.1038/nphys1901,Quantum glass forging,量子玻璃锻造 ,,
10.1038/nphys1917,Quantum pendula locked in,量子摆被锁定 ,,
10.1038/nphys1894,Orbital dance,轨道舞蹈 ,,
10.1038/nphys1922,Happier for longer,更快乐 ,,
10.1038/nphys1867,Quantum fluctuations in the chirped pendulum,pen摆的量子涨落 ,,
10.1038/nphys1856,Dephasing time of GaAs electron-spin qubits coupled to a nuclear bath exceeding 200 μs,GaAs电子自旋量子位相耦合时间超过200timeμs ,,
10.1038/nphys1831,Quantum interference between charge excitation paths in a solid-state Mott insulator,固态Mott绝缘子中电荷激发路径之间的量子干扰 ,,
10.1038/nphys1852,Magnetically driven superconductivity in CeCu2Si2,CeCu2Si2中的磁驱动超导 ,,
10.1038/nphys1835,Charge-induced vortex lattice instability,电荷诱导的涡旋晶格不稳定性 ,,
10.1038/nphys1841,Single vortex–antivortex pair in an exciton-polariton condensate,激子-极化子凝聚物中的单个涡旋-反涡旋对 ,,
10.1038/nphys1865,Quantum fluctuations can promote or inhibit glass formation,量子波动可以促进或抑制玻璃的形成 ,,
10.1038/nphys1847,Observation of high-order harmonic generation in a bulk crystal,观察块状晶体中的高次谐波产生 ,,
10.1038/nphys1859,Biomolecular imaging and electronic damage using X-ray free-electron lasers,使用X射线自由电子激光的生物分子成像和电子损伤 ,,
