doi,title,title_cn,abstract,abstract_cn
10.1038/nphys2458,Forcing the issue,强迫问题 ,,
10.1038/nphys2437,Characterizing dynamic length scales in glass-forming liquids,表征玻璃形成液体中的动态长度标尺 ,,
10.1038/nphys2435,"Reply to ""Characterizing dynamic length scales in glass-forming liquids""",回复“表征玻璃成型液体中的动态长度标尺” ,,
10.1038/nphys2414,Origin of the Au/Ge(001) metallic state,Au / Ge（001）金属态的起源 ,,
10.1038/nphys2445,Disaster by design,设计灾害 ,,
10.1038/nphys2436,Collision course,碰撞课程 ,,
10.1038/nphys2454,Such stuff as dreams are made on,梦想成真 ,,
10.1038/nphys2449,Popularity contested,人气争夺 ,,
10.1038/nphys2450,Mid-guide spread,中导传播 ,,
10.1038/nphys2451,Computer says nova,电脑说新星 ,,
10.1038/nphys2452,More spookiness,更恐怖 ,,
10.1038/nphys2453,To be or not to be,生存还是毁灭 ,,
10.1038/nphys2412,Magnetricity near the speed of light,磁性接近光速 ,,
10.1038/nphys2447,Light from ripples,涟漪带来的光 ,,
10.1038/nphys2410,Topological transistor,拓扑晶体管 ,,
10.1038/nphys2408,Flattened fingers,手指扁平 ,,
10.1038/nphys2415,High harmonics with a twist,高次谐波 ,,
10.1038/nphys2438,Magnetism and its microscopic origin in iron-based high-temperature superconductors,铁基高温超导体的磁性及其微观起源 ,"<p>High-temperature superconductivity in the iron-based materials emerges from, or sometimes coexists with, their metallic or insulating parent compound states. This is surprising, as these undoped states exhibit dramatically different antiferromagnetic spin arrangements and N&#233;el temperatures. Although there is a general consensus that magnetic interactions are important for superconductivity, much remains unknown concerning the microscopic origin of the magnetic states. In this review, we summarize the progress in this area, focusing on recent experimental and theoretical results, and their microscopic implications. We conclude that the parent compounds are in a state that is more complex than that implied by a simple Fermi surface nesting scenario, and a dual description including both itinerant and localized degrees of freedom is needed to properly describe these fascinating materials.</p>",<p>铁基材料中的高温超导性源自其金属或绝缘母体化合物态，或有时与其共存。 这是令人惊讶的，因为这些未掺杂状态表现出显着不同的反铁磁自旋排列和Nel温度。 尽管人们普遍认为，磁相互作用对于超导性很重要，但是关于磁态的微观起源，仍然有很多未知的地方。 在这篇综述中，我们总结了这一领域的进展，重点是最近的实验和理论结果，以及它们的微观含义。 我们得出的结论是，母体化合物的状态要比简单的费米表面嵌套方案所暗示的状态更为复杂，因此，要正确地描述这些引人入胜的材料，就需要同时包含流动性和局部自由度的双重描述。</ p> 
10.1038/nphys2385,Computing prime factors with a Josephson phase qubit quantum processor,使用约瑟夫森相位量子位量子处理器计算素因数 ,,
10.1038/nphys2406,Half-solitons in a polariton quantum fluid behave like magnetic monopoles,极化子量子流体中的半孤子的行为类似于磁单极子 ,,
10.1038/nphys2388,Dirac-fermion-mediated ferromagnetism in a topological insulator,拓扑绝缘子中狄拉克费米子介导的铁磁性 ,,
10.1038/nphys2387,Chirality of matter shows up via spin excitations,物质的手性通过自旋激发显示出来 ,,
10.1038/nphys2389,Breakdown of continuum mechanics for nanometre-wavelength rippling of graphene,石墨烯的纳米波长波纹的连续介质机理的分解 ,,
10.1038/nphys2397,Strong-field physics with singular light beams,奇异光束的强场物理学 ,,
10.1038/nphys2396,Control of interfacial instabilities using flow geometry,使用流动几何学控制界面不稳定性 ,,
