doi,title,title_cn,abstract,abstract_cn
10.1038/nphys3797,Sense or sensibility?,理性还是理性？ ,,
10.1038/nphys3786,Defining gravity,定义重力 ,,
10.1038/nphys3785,Beyond climate,超越气候 ,,
10.1038/nphys3780,An entertaining view of science,有趣的科学观 ,,
10.1038/nphys3788,Loopy glasses,y眼镜 ,,
10.1038/nphys3789,Spinning around,旋转 ,,
10.1038/nphys3790,Match maker,媒人 ,,
10.1038/nphys3791,Precision scales,精密秤 ,,
10.1038/nphys3792,Lead a double life,过着双重生活 ,,
10.1038/nphys3696,Rogue waves caught in 3D,流氓浪潮陷入3D ,,
10.1038/nphys3707,Anisotropic universality,各向异性的普遍性 ,,
10.1038/nphys3680,So much for the jamming point,干扰点太多了 ,,
10.1038/nphys3641,Unfolding the brain,展开大脑 ,,
10.1038/nphys3761,The conformal bootstrap,保形引导 ,"<p>The conformal bootstrap was proposed in the 1970s as a strategy for calculating the properties of second-order phase transitions. After spectacular success elucidating two-dimensional systems, little progress was made on systems in higher dimensions until a recent renaissance beginning in 2008. We report on some of the main results and ideas from this renaissance, focusing on new determinations of critical exponents and correlation functions in the three-dimensional Ising and O(N) models.</p>",<p>共形自举是在1970年代提出的，它是一种用于计算二阶相变特性的策略。 在阐明二维系统的巨大成功之后，在较高维度上的系统几乎没有进展，直到2008年才开始进行新的文艺复兴。我们报告了该文艺复兴的一些主要结果和构想，重点关注关键指数和相关函数的新确定。 在三维Ising和O（N）模型中。</ p> 
10.1038/nphys3672,Experimental realization of two-dimensional synthetic spin–orbit coupling in ultracold Fermi gases,超冷费米气体中二维合成自旋轨道耦合的实验实现 ,,
10.1038/nphys3665,Realization of a tunable artificial atom at a supercritically charged vacancy in graphene,石墨烯中超临界电荷空位处可调谐人工原子的实现 ,,
10.1038/nphys3648,Chiral magnetic effect in ZrTe5,ZrTe5中的手性磁效应 ,,
10.1038/nphys3671,Geometric Hall effects in topological insulator heterostructures,拓扑绝缘子异质结构中的几何霍尔效应 ,,
10.1038/nphys3634,Critical spin fluctuations and the origin of nematic order in Ba(Fe1−xCox)2As2,Ba（Fe1-xCox）2As2的临界自旋涨落和向列序的起源 ,,
10.1038/nphys3681,Controllable 0–π Josephson junctions containing a ferromagnetic spin valve,包含铁磁自旋阀的可控0–π Josephson结 ,,
10.1038/nphys3742,Josephson ϕ0-junction in nanowire quantum dots,纳米线量子点中的Josephson ϕ0结 ,,
10.1038/nphys3669,Generation of acoustic rogue waves in dusty plasmas through three-dimensional particle focusing by distorted waveforms,通过变形波形的三维粒子聚焦，在尘土等离子体中生成无赖声波 ,,
10.1038/nphys3658,Disentangling the role of structure and friction in shear jamming,解开结构和摩擦在剪切卡塞中的作用 ,,
10.1038/nphys3628,Strain-controlled criticality governs the nonlinear mechanics of fibre networks,应变控制的临界控制纤维网络的非线性力学 ,,
10.1038/nphys3632,On the growth and form of cortical convolutions,关于皮层卷积的生长和形式 ,,
10.1038/nphys3645,Unexpectedly large charge radii of neutron-rich calcium isotopes,富含中子的钙同位素的意外大半径 ,"<p>Despite being a complex many-body system, the atomic nucleus exhibits simple structures for certain &#8216;magic&#8217; numbers of protons and neutrons. The calcium chain in particular is both unique and puzzling: evidence of doubly magic features are known in <sup>40,48</sup>Ca, and recently suggested in two radioactive isotopes, <sup>52,54</sup>Ca. Although many properties of experimentally known calcium isotopes have been successfully described by nuclear theory, it is still a challenge to predict the evolution of their charge radii. Here we present the first measurements of the charge radii of <sup>49,51,52</sup>Ca, obtained from laser spectroscopy experiments at ISOLDE, CERN. The experimental results are complemented by state-of-the-art theoretical calculations. The large and unexpected increase of the size of the neutron-rich calcium isotopes beyond N = 28 challenges the doubly magic nature of <sup>52</sup>Ca and opens new intriguing questions on the evolution of nuclear sizes away from stability, which are of importance for our understanding of neutron-rich atomic nuclei.</p>","<p>尽管原子核是一个复杂的多体系统，但对于某些“魔力”而言，原子核却显示出简单的结构。质子和中子的数量。尤其是钙链既独特又令人费解：<sup> 40,48 </ sup> Ca中已知双重魔术特征的证据，最近又在<sup> 52,54 </ sup> Ca中发现了两种放射性同位素。 。尽管已通过核理论成功描述了实验已知钙同位素的许多性质，但预测其电荷半径的演变仍然是一个挑战。在这里，我们介绍了从CERN ISOLDE的激光光谱实验获得的<sup> 49,51,52 </ sup> Ca电荷半径的首次测量。最新的理论计算补充了实验结果。超过N = 28的富含中子的钙同位素尺寸的大幅度出乎意料的增加，挑战了<sup> 52 </ sup> Ca的双重魔幻性质，并提出了一个新的令人感兴趣的问题，即核尺寸从稳定性上演变而来，这一问题对于我们理解富含中子的原子核非常重要。</ p> "
