doi,title,title_cn,abstract,abstract_cn
10.1038/nphys437,Do you like what you see?,你喜欢你看到的吗？ ,,
10.1038/nphys411,Green function or green's function?,绿色功能还是绿色功能？ ,,
10.1038/nphys422,Splashing around,溅到周围 ,,
10.1038/nphys423,First strike,第一击 ,,
10.1038/nphys421,A loopy view,循环查看 ,,
10.1038/nphys435,"Swimming, diffracting, condensing",游泳，衍射，凝结 ,,
10.1038/nphys446,Nobel Prize 2006: Mather and Smoot,2006年诺贝尔奖：马瑟和斯穆特 ,,
10.1038/nphys428,Dark matter is real,暗物质是真实的 ,,
10.1038/nphys425,Spooky teleportation,幽灵般的隐形传送 ,,
10.1038/nphys431,A small step to higher resolution,迈向更高分辨率的一小步 ,,
10.1038/nphys424,Supersolid: crystal or plastic?,超固体：水晶还是塑料？ ,,
10.1038/nphys426,Atom interferometry on a chip,芯片上的原子干涉仪 ,,
10.1038/nphys430,Fluctuating fringes,波动的条纹 ,,
10.1038/nphys429,The paradox of quantum black holes,量子黑洞的悖论 ,"<p>The conflict between the principles of quantum mechanics and those of general relativity reached crisis proportions with the discovery that black holes have a heat content, or entropy. But efforts to solve the problem have since led to profound and revolutionary new insights into the quantum structure of space&#8211;time. In this review, I will explain not only the conflict but also the surprising ideas that can resolve the apparent inconsistencies between the two most fundamental theories of physics.</p>",<p>量子力学原理与广义相对论之间的冲突达到了危机的程度，这是因为发现黑洞具有热量或熵。 但是自那以后，解决问题的努力就导致了对时空量子结构的深刻而革命性的新见解。 在这篇评论中，我将不仅解释冲突，而且还将解释令人惊讶的想法，这些想法可以解决物理学中两个最基本理论之间明显的矛盾之处。</ p> 
10.1038/nphys417,Experimental quantum teleportation of a two-qubit composite system,两量子复合系统的实验量子隐形传态 ,"<p>Quantum teleportation, a way to transfer the state of a quantum system from one location to another, is central to quantum communication and plays an important role in a number of quantum computation protocols. Previous experimental demonstrations have been implemented with single photonic or ionic qubits. However, teleportation of single qubits is insufficient for a large-scale realization of quantum communication and computation. Here, we present the experimental realization of quantum teleportation of a two-qubit composite system. In the experiment, we develop and exploit a six-photon interferometer to teleport an arbitrary polarization state of two photons. The observed teleportation fidelities for different initial states are all well beyond the state estimation limit of 0.40 for a two-qubit system. Not only does our six-photon interferometer provide an important step towards teleportation of a complex system, it will also enable future experimental investigations on a number of fundamental quantum communication and computation protocols.</p>",量子隐形传态是一种将量子系统的状态从一个位置转移到另一个位置的方法，它是量子通信的核心，并且在许多量子计算协议中起着重要的作用。先前的实验演示已经用单个光子或离子量子位实现。但是，单量子位的隐形传送不足以大规模实现量子通信和计算。在这里，我们介绍两量子位复合系统的量子隐形传态的实验实现。在实验中，我们开发并利用六光子干涉仪来传送两个光子的任意偏振态。对于两个量子位系统，对于不同的初始状态观察到的隐形传真保真度都远远超过状态估计极限0.40。我们的六光子干涉仪不仅为复杂系统的隐形传送迈出了重要的一步，还将使未来对许多基本量子通信和计算协议的实验研究成为可能。</ p> 
