doi,title,title_cn,abstract,abstract_cn
10.1038/nphys2557,Capital investment,资本投资 ,,
10.1038/nphys2558,App-y days,应用天 ,,
10.1038/nphys2547,"Going up, going down",上升，下降 ,,
10.1038/nphys2551,Third time lucky,第三次幸运 ,,
10.1038/nphys2552,Disorder for localization,本地化混乱 ,,
10.1038/nphys2553,Out of this world,走出这个世界 ,,
10.1038/nphys2554,Thicker than blood,比血浓 ,,
10.1038/nphys2555,Graphene exerts its influence,石墨烯发挥作用 ,,
10.1038/nphys2537,Reading the signs,阅读标志 ,,
10.1038/nphys2550,Magnetic dance,磁舞 ,,
10.1038/nphys2529,No charge for spin transport,旋转运输不收费 ,,
10.1038/nphys2546,Atom SQUID,原子鱿鱼 ,,
10.1038/nphys2539,New tricks for big kicks,大把戏的新招 ,,
10.1038/nphys2503,Gravitational bar detectors set limits to Planck-scale physics on macroscopic variables,引力条检测器对宏观变量设定了普朗克尺度物理的极限 ,,
10.1038/nphys2514,Element-sensitive measurement of the hole–nuclear spin interaction in quantum dots,量子点中空穴-核自旋相互作用的元素敏感测量 ,,
10.1038/nphys2502,Thermodynamic phase diagram of static charge order in underdoped YBa2Cu3Oy,欠掺杂YBa2Cu3Oy中静电荷序的热力学相图 ,,
10.1038/nphys2518,Spin imbalance and spin-charge separation in a mesoscopic superconductor,介观超导体中的自旋不平衡和自旋电荷分离 ,,
10.1038/nphys2516,How basin stability complements the linear-stability paradigm,盆地稳定性如何补充线性稳定性范式 ,,
10.1038/nphys2523,Efimov effect in quantum magnets,量子磁体中的Efimov效应 ,"<p>Physics is said to be universal when it emerges regardless of the underlying microscopic details. A prominent example is the Efimov effect, which predicts the emergence of an infinite tower of three-body bound states obeying discrete scale invariance when the particles interact resonantly. Because of its universality and peculiarity, the Efimov effect has been the subject of extensive research in chemical, atomic, nuclear and particle physics for decades. Here we employ an anisotropic Heisenberg model to show that collective excitations in quantum magnets (magnons) also exhibit the Efimov effect. We locate anisotropy-induced two-magnon resonances, compute binding energies of three magnons and find that they fit into the universal scaling law. We propose several approaches to experimentally realize the Efimov effect in quantum magnets, where the emergent Efimov states of magnons can be observed with commonly used spectroscopic measurements. Our study thus opens up new avenues for universal few-body physics in condensed matter systems.</p>",<p>当物理出现时，无论其背后的微观细节如何，物理学都被认为是普遍的。一个著名的例子是Efimov效应，它预测当粒子共振相互作用时，遵循离散尺度不变性的三体结合态无限塔的出现。由于其普遍性和特殊性，几十年来，Efimov效应一直是化学，原子，核和粒子物理领域广泛研究的主题。在这里，我们采用各向异性的海森堡模型来证明量子磁体（磁振子）中的集体激发也表现出Efimov效应。我们找到了各向异性引起的两个磁振子共振，计算了三个磁振子的结合能，发现它们适合于通用定律。我们提出了几种方法来实验性地实现量子磁体中的Efimov效应，其中可以通过常用的光谱测量来观察磁振子的出现Efimov状态。因此，我们的研究为凝聚态系统中普遍的少体物理学开辟了新途径。</ p> 
10.1038/nphys2513,The space group classification of topological band-insulators,拓扑带绝缘子的空间群分类 ,"<p>Topological band-insulators (TBIs) are bulk insulating materials, which in the presence of time-reversal symmetry feature topologically protected metallic states on their surface or edge. They have recently been discovered in two- and three-dimensional materials with a strong spin&#8211;orbit coupling. These unusual states of quantum matter may host Majorana fermions and provide the condensed-matter realization of the exotic theta-vacuum. The existing classification of TBIs departs from time-reversal symmetry, but the role of the crystal-lattice symmetries in the physics of these topological states has remained elusive. Here we provide the classification of TBIs protected not only by time-reversal, but also by crystalline symmetries. We find three broad classes of topological states: &#915; states robust against general time-reversal invariant perturbations; translationally active states protected from elastic scattering, but susceptible to topological crystalline disorder; valley topological insulators sensitive to the effects of non-topological and crystalline disorder. These three classes give rise to 18 different two-dimensional, and, at least 70 three-dimensional TBIs, opening up a route for the systematic search for new types of TBIs.</p>",<p>拓扑带绝缘子（TBI）是块状绝缘材料，在存在时间反转对称性时，其表面或边缘具有受拓扑保护的金属态。最近在具有强自旋轨道耦合的二维和三维材料中发现了它们。量子物质的这些异常状态可能会携带马约拉纳费米子，并提供奇异的θ-真空的凝聚态实现。 TBI的现有分类不同于时间反转对称性，但晶格对称在这些拓扑状态的物理学中的作用仍然难以捉摸。在这里，我们提供了不仅受时间逆转而且受晶体对称性保护的TBI的分类。我们发现拓扑状态分为三大类：＆＃915;抵抗一般时间逆不变摄动的状态；翻译活性状态免受弹性散射的影响，但易受拓扑晶体紊乱的影响；谷形拓扑绝缘体，对非拓扑和晶体紊乱的影响敏感。这三类产生了18种不同的二维TBI，并且至少有70种三维TBI，这为系统搜索新型TBI开辟了一条道路。</ p> 
10.1038/nphys2493,Photocurrent measurements of supercollision cooling in graphene,石墨烯中超碰撞冷却的光电流测量 ,"<p>The cooling of hot electrons in graphene is the critical process underlying the operation of exciting new graphene-based optoelectronic and plasmonic devices, but the nature of this cooling is controversial. We extract the hot-electron cooling rate near the Fermi level by using graphene as a novel photothermal thermometer that measures the electron temperature (T(t)) as it cools dynamically. We find the photocurrent generated from graphene p&#8211;n&#160;junctions is well described by the energy dissipation rate CdT/dt&#8201;=&#8201;&#8722;A(T<sup>3</sup>&#8722;T<sub>l</sub><sup>3</sup>), where the heat capacity is C&#8201;=&#8201;&#945; T and T<sub>l</sub> is the base lattice temperature. These results are in disagreement with predictions of electron&#8211;phonon emission in a disorder-free graphene system, but in excellent quantitative agreement with recent predictions of a disorder-enhanced supercollision cooling mechanism. We find that the supercollision model provides a complete and unified picture of energy loss near the Fermi level over the wide range of electronic (15 to &#8764; 3,000&#8201;K) and lattice (10&#8211;295&#8201;K) temperatures investigated.</p>","<p>石墨烯中热电子的冷却是激发新型基于石墨烯的光电和等离激元器件工作的关键过程，但这种冷却的性质尚有争议。我们使用石墨烯作为一种新颖的光热温度计来提取费米能级附近的热电子冷却速率，该温度计测量电子温度（T（t））的动态冷却温度。我们发现从石墨烯p＆＃8211; n＆＃160;结产生的光电流可以通过能量耗散率CdT / dt＆= 8721;＆＃8722; A（T <sup> 3 </ sup> ＆＃8722; T <sub> l </ sub> <sup> 3 </ sup>），其中热容为C＆＃8201; =＆＃8201;＆＃945; T和T <sub> l </ sub>是基本晶格温度。这些结果与无序石墨烯系统中电子声子发射的预测不一致，但与无序增强的超碰撞冷却机理的最新预测极好的定量一致性。我们发现，超碰撞模型可以为费米能级附近的大范围电子（15至＆＃8764; 3,000＆＃8201; K）和晶格（10＆＃8211; 295＆＃8201; K）调查的温度。</ p> "
10.1038/nphys2494,Supercollision cooling in undoped graphene,未掺杂石墨烯的超碰撞冷却 ,"<p>Carrier mobility in solids is generally limited by electron-impurity or electron&#8211;phonon scattering, depending on the most frequently occurring event. Three-body collisions between carriers and both phonons and impurities are rare; they are denoted supercollisions. Elusive in electronic transport they should emerge in relaxation processes as they allow for larger energy transfers. This is the case in undoped graphene, where the small Fermi surface drastically restricts the allowed phonon energy in ordinary collisions. Using electrical heating and sensitive noise thermometry we report on supercollision cooling in diffusive monolayer graphene. At low carrier density and high phonon temperature the Joule power P obeys a PT<sub>e</sub><sup>3</sup> law as a function of electronic temperature T<sub>e</sub>. It overrules the linear law expected for ordinary collisions which has recently been observed in resistivity measurements. The cubic law is characteristic of supercollisions and departs from the T<sub>e</sub><sup>4</sup> dependence recently reported for doped graphene below the Bloch&#8211;Gr&#252;neisen temperature. These supercollisions are important for applications of graphene in bolometry and photo-detection.</p>",固体中的载流子迁移率通常受电子杂质或电子声子散射的限制，具体取决于最常见的事件。载流子与声子和杂质之间的三体碰撞很少见；它们被称为超碰撞。它们在电子运输中难以捉摸，应该在松弛过程中出现，因为它们可以进行更大的能量传递。在未掺杂的石墨烯中就是这种情况，在常规碰撞中，小的费米表面极大地限制了允许的声子能量。使用电加热和灵敏噪声测温法，我们报道了扩散单层石墨烯中的超碰撞冷却。在低载流子密度和高声子温度下，焦耳功率P随电子温度T <sub> e </ sub>的变化而服从PT <sub> e </ sub> <sup> 3 </ sup>律。它推翻了最近在电阻率测量中观察到的普通碰撞的线性定律。立方定律是超碰撞的特征，它偏离了最近在布洛赫（Bloch）Grneisen温度以下掺杂的石墨烯对T <sub> e </ sub> <sup> 4 </ sup>的依赖性。这些超碰撞对于石墨烯在辐射热测定和光检测中的应用很重要。</ p> 
