doi,title,title_cn,abstract,abstract_cn
10.1038/nphys1299,Detaching the antiferromagnetic quantum critical point from the Fermi-surface reconstruction in YbRh2Si2,从YbRh2Si2的费米面重建中分离反铁磁量子临界点 ,,
10.1038/nphys1278,Wave–particle duality of single surface plasmon polaritons,单表面等离激元极化子的波粒对偶 ,,
10.1038/nphys1284,Near-field electrical detection of optical plasmons and single-plasmon sources,光学等离激元和单等离激元源的近场电检测 ,,
10.1038/nphys1282,Photon burst detection of single atoms in an optical cavity,光腔中单个原子的光子猝发检测 ,,
10.1038/nphys1301,Demonstration of an ultracold micro-optomechanical oscillator in a cryogenic cavity,在低温腔中演示超冷微光机械振荡器 ,,
10.1038/nphys1303,Resolved-sideband and cryogenic cooling of an optomechanical resonator,光机电谐振器的分辨边带和低温冷却 ,,
10.1038/nphys1302,Realization of collective strong coupling with ion Coulomb crystals in an optical cavity,在光腔中实现与离子库仑晶体的集体强耦合 ,,
10.1038/nphys1315,Paradigm of the time-resolved magneto-optical Kerr effect for femtosecond magnetism,飞秒磁性的时间分辨磁光克尔效应的范例 ,,
10.1038/nphys1276,Individual topological tunnelling events of a quantum field probed through their macroscopic consequences,量子场的单个拓扑隧道事件通过其宏观结果进行探测 ,"<p>Phase slips are topological fluctuations that carry the superconducting order-parameter field between distinct current-carrying states. Owing to these phase slips, superconducting nanowires acquire electrical resistance. In such wires, it is well known that at higher temperatures phase slips occur through the process of thermal barrier-crossing by the order-parameter field. At low temperatures, the general expectation is that phase slips should proceed through quantum tunnelling events, which are known as quantum phase slips. However, resistive measurements have produced evidence both for and against the occurrence of quantum phase slips. Here, we report evidence for the observation of individual quantum phase-slip events in homogeneous ultranarrow wires at high bias currents. We accomplish this through measurements of the distribution of switching currents for which the width exhibits a rather counter-intuitive, monotonic increase with decreasing temperature. Importantly, measurements show that in nanowires with larger critical currents, quantum fluctuations dominate thermal fluctuations up to higher temperatures.</p>",<p>相移是拓扑波动，在不同的载流状态之间携带超导阶数参数场。由于这些相移，超导纳米线获得了电阻。在这样的导线中，众所周知的是，在较高温度下，通过有序参数场的热障穿越过程会发生相移。在低温下，人们普遍期望相移应通过量子隧穿事件进行，这被称为量子相移。然而，电阻测量已经为支持和反对了量子相滑的出现提供了证据。在这里，我们报告了在高偏置电流下均质超细导线中单个量子相位滑移事件的观察证据。我们通过测量开关电流的分布来实现这一点，该开关电流的宽度随着温度的降低而呈现出相当违反直觉的单调增加。重要的是，测量结果表明，在具有更大临界电流的纳米线中，直到更高的温度，量子涨落仍占热涨落。</ p> 
10.1038/nphys1304,Resolved-sideband cooling and position measurement of a micromechanical oscillator close to the Heisenberg uncertainty limit,接近海森堡不确定性极限的微机械振荡器的分辨边带冷却和位置测量 ,"<p>The theory of quantum measurement of mechanical motion, describing the mutual coupling of a meter and a measured object, predicts a variety of phenomena such as quantum backaction, quantum correlations and non-classical states of motion. In spite of great experimental efforts, mostly based on nano-electromechanical systems, probing these in a laboratory setting has as yet eluded researchers. Cavity optomechanical systems, in which a high-quality optical resonator is parametrically coupled to a mechanical oscillator, hold great promise as a route towards the observation of such effects with macroscopic oscillators. Here, we present measurements on optomechanical systems exhibiting radiofrequency (62&#8211;122&#8201;MHz) mechanical modes, cooled to very low occupancy using a combination of cryogenic precooling and resolved-sideband laser cooling. The lowest achieved occupancy is n&#8764;63. Optical measurements of these ultracold oscillators&#8217; motion are shown to perform in a near-ideal manner, exhibiting an imprecision&#8211;backaction product about one order of magnitude lower than the results obtained with nano-electromechanical transducers.</p>",<p>机械运动的量子测量理论描述了仪表和被测物体的相互耦合，预测了多种现象，例如量子反作用，量子相关性和非经典运动状态。尽管进行了大量的实验工作（主要基于纳米机电系统），但在实验室环境下进行探测仍未引起研究人员的注意。腔光学机械系统（其中高质量的光学谐振器参数耦合到机械振荡器）具有广阔的前景，有望成为用宏观振荡器观察这种影响的途径。在这里，我们介绍了对光机械系统的测量结果，这些光机械系统显示出射频（62＆＃8211; 122＆＃8201; MHz）机械模式，并结合了低温预冷和分辨边带激光冷却将其冷却至非常低的占用率。达到的最低占用率是n＆＃8764; 63。这些超冷振荡器的光学测量＆＃8217;所示的运动以近乎理想的方式执行，表现出不精确的反作用积，比使用纳米机电换能器获得的结果低约一个数量级。</ p> 
