doi,title,title_cn,abstract,abstract_cn
10.1038/s41567-019-0447-2,A primary radiation standard based on quantum nonlinear optics,基于量子非线性光学的主要辐射标准 ,"<p>The black body remains the most prominent source of light for absolute radiometry. Its main alternative, synchrotron radiation, requires costly and large facilities. Quantum optics offers a new radiometric source: parametric down-conversion (PDC), a nonlinear optical process, in which pairwise photon correlations enable absolute calibration of photodetectors. Since the emission rate crucially depends on the brightness of the electromagnetic field, quantum-mechanical fluctuations of the vacuum can be seen as a seed of spontaneous PDC, and their amplitude is a natural radiometric standard. Thus, they allow for the calibration of the spectral radiance of light sources by measuring the ratio between seeded and unseeded PDC. Here, we directly use the frequency spectrum of the electromagnetic vacuum to trigger spontaneous PDC and employ the generated light to infer the spectral response of a spectrometer over a broad spectral range. Then, we deduce the absolute quantum efficiency from the spectral shape of PDC in the high-gain regime, without relying on a seed or reference detector. Our results compare well with the ones obtained with a reference lamp, demonstrating a promising primary radiation standard.</p>",<p>黑体仍然是绝对辐射测量中最突出的光源。它的主要替代品，同步加速器辐射，需要昂贵的大型设备。量子光学提供了一种新的辐射源：参量下转换（PDC），一种非线性光学过程，其中成对的光子相关实现了光探测器的绝对校准。由于发射速率主要取决于电磁场的亮度，因此真空的量子力学波动可以看作是自发PDC的种子，其振幅是自然的辐射标准。因此，它们允许通过测量播种和非播种PDC之间的比率来校准光源的光谱辐射度。在这里，我们直接使用电磁真空的频谱触发自发的PDC，并利用生成的光来推断光谱仪在较宽光谱范围内的光谱响应。然后，我们在不依赖种子或参考检测器的情况下，根据高增益状态下PDC的光谱形状推断出绝对量子效率。我们的结果与参考灯获得的结果进行了很好的比较，证明了有希望的主要辐射标准。</ p> 
10.1038/s41567-019-0449-0,Broadband Lamb shift in an engineered quantum system,工程量子系统中的宽带兰姆频移 ,"<p>The shift of the energy levels of a quantum system owing to broadband electromagnetic vacuum fluctuations&#8212;the Lamb shift&#8212;has been central for the development of quantum electrodynamics and for the understanding of atomic spectra. Identifying the origin of small energy shifts is still important for engineered quantum systems, in light of the extreme precision required for applications such as quantum computing. However, it is challenging to resolve the Lamb shift in its original broadband case in the absence of a tuneable environment. Consequently, previous observations<sup>,</sup> in non-atomic systems are limited to environments comprising narrowband modes. Here, we observe a broadband Lamb shift in high-quality superconducting resonators, a scenario also accessing static shifts inaccessible in Lamb&#8217;s experiment. We measure a continuous change of several megahertz in the fundamental resonator frequency by externally tuning the coupling strength to the engineered broadband environment, which is based on hybrid normal-metal&#8211;insulator&#8211;superconductor tunnel junctions. Our results may lead to improved control of dissipation in high-quality engineered quantum systems and open new possibilities for studying synthetic open quantum matter using this hybrid experimental platform.</p>",<p>由于宽带电磁真空涨落而导致的量子系统能级的移动，对于量子电动力学的发展和对原子光谱的理解一直是中心。考虑到诸如量子计算之类的应用所要求的极高的精度，对于工程量子系统而言，识别小能量转移的起源仍然很重要。但是，在缺乏可调谐环境的情况下，解决其原始宽带情况下的Lamb漂移具有挑战性。因此，以前在非原子系统中的观察结果仅限于包含窄带模式的环境。在这里，我们观察到高质量超导谐振器中的宽带兰姆频移，该场景还访问了兰姆实验中无法达到的静态移位。我们通过从外部调整到工程宽带环境的耦合强度来测量基本谐振器频率中几兆赫兹的连续变化，该频率是基于混合法向金属＆＃8211;绝缘体＆＃8211;超导体隧道结的。我们的结果可能会导致改进的高质量工程量子系统中的耗散控制，并为使用该混合实验平台研究合成开放量子物质开辟新的可能性。</ p> 
10.1038/s41567-019-0478-8,Stern–Gerlach detection of neutral-atom qubits in a state-dependent optical lattice,依赖于状态的光学晶格中的中性原子量子位的Stern-Gerlach检测 ,"<p>Qubit state measurements are an essential part of any quantum computer, constituting the readout. Accurate measurements are also an integral component of one-way quantum computation and of error correction, which is needed for fault-tolerant quantum computation. Here, we present a state measurement for neutral-atom qubits based on coherent spatial splitting of the atoms&#8217; wavefunctions. It is reminiscent of the Stern&#8211;Gerlach experiment, but carried out in light traps. For around 160 qubits in a three-dimensional array, we achieve a measurement fidelity of 0.9994, which is roughly 20 times lower error than in previous measurements of neutral-atom arrays. It also greatly exceeds the measurement fidelity of other arrays with more than four qubits, including those with ion and superconducting qubits. Our measurement fidelity is essentially independent of the number of qubits measured, and since the measurement causes no loss, we can reuse the atoms. We also demonstrate that we can replace atoms lost to background gas collisions during the experiment.</p>",量子位状态测量是构成读数的任何量子计算机的重要组成部分。精确的测量也是单向量子计算和纠错的组成部分，这是容错量子计算所必需的。在这里，我们提出了基于原子的相干空间分裂的中性原子量子位的状态测量。波函数。它使人联想到斯特恩·杰拉赫（Stern＆＃8211; Gerlach）实验，但是是在光阱中进行的。对于三维阵列中的大约160量子位，我们获得的测量保真度为0.9994，这比以前的中性原子阵列测量的误差大约低20倍。它也大大超过了其他具有四个以上量子比特的阵列的测量保真度，包括那些具有离子和超导量子比特的阵列。我们的测量保真度基本上与所测量的qubit数量无关，并且由于测量不会造成任何损失，因此我们可以重复使用原子。我们还证明了我们可以替代实验过程中由于背景气体碰撞而损失的原子。</ p> 
10.1038/s41567-019-0438-3,Chiral exchange drag and chirality oscillations in synthetic antiferromagnets,合成反铁磁体中的手性交换阻力和手性振荡 ,"<p>Long-range interactions between quasiparticles give rise to a &#8216;drag&#8217; that affects the fundamental properties of many systems in condensed matter physics. Drag typically involves the exchange of linear momentum between quasiparticles and strongly influences their transport properties. Here, we describe a kind of drag that involves the exchange of angular momentum between two current-driven magnetic domain walls. The motions of the domain walls are correlated and determined by the strength of the drag. When the drag is below a threshold value, the domain walls move together at a constant intermediate velocity with a steady leakage of angular momentum from the faster to the slower wall. However, we find that when the drag exceeds a threshold value, a different dynamic can take place in which the faster domain wall&#8217;s magnetization oscillates synchronously with a precessional motion of the slower domain wall&#8217;s magnetization, and angular momentum is continuously transferred between them. Our findings demonstrate a method for delivering spin angular momentum remotely to magnetic entities that otherwise could not be manipulated directly by current, for example, by coupling domain walls or other non-collinear spin textures in metallic and insulating media.</p>",<p>准粒子之间的长距离相互作用会产生“拖曳”现象。它影响凝聚态物理中许多系统的基本特性。阻力通常涉及准粒子之间的线性动量交换，并强烈影响准粒子的传输特性。在这里，我们描述了一种牵扯到两个电流驱动的磁畴壁之间的角动量交换的阻力。畴壁的运动是相关的，并由阻力的强度确定。当阻力低于阈值时，畴壁以恒定的中间速度一起移动，并且角动量从较快的壁向较慢的壁稳定地泄漏。但是，我们发现，当阻力超过阈值时，会发生不同的动态，其中较快的磁畴壁的磁化强度与较慢的磁畴壁的磁化运动和角动量同步地振荡在他们之间不断转移。我们的发现证明了一种将旋转角动量远程传递到磁性实体的方法，否则该磁性实体就无法通过电流直接操纵，例如，通过在金属和绝缘介质中耦合畴壁或其他非共线旋转纹理来实现。</ p> 
10.1038/s41567-019-0443-6,Stress management in composite biopolymer networks,复合生物聚合物网络中的应力管理 ,"<p>Living tissues show an extraordinary adaptiveness to strain, which is crucial for their proper biological functioning. The physical origin of this mechanical behaviour has been widely investigated using reconstituted networks of collagen fibres, the principal load-bearing component of tissues. However, collagen fibres in tissues are embedded in a soft hydrated polysaccharide matrix, which generates substantial internal stresses, and the effect of this on tissue mechanics is unknown. Here, by combining mechanical measurements and computer simulations, we show that networks composed of collagen fibres and a hyaluronan matrix exhibit synergistic mechanics characterized by an enhanced stiffness and delayed strain stiffening. We demonstrate that the polysaccharide matrix has a dual effect on the composite response involving both internal stress and elastic reinforcement. Our findings elucidate how tissues can tune their strain-sensitivity over a wide range and provide a novel design principle for synthetic materials with programmable mechanical properties.</p>",<p>活组织对应变表现出非凡的适应性，这对于它们的正常生物学功能至关重要。使用胶原纤维（组织的主要承重成分）的重构网络已广泛研究了这种机械行为的物理起源。但是，组织中的胶原蛋白纤维嵌入柔软的水合多糖基质中，该基质会产生大量的内部应力，而这种作用对组织力学的影响尚不清楚。在这里，通过结合机械测量和计算机模拟，我们显示了由胶原纤维和透明质酸基质组成的网络表现出以增强的刚度和延迟的应变刚度为特征的协同力学。我们证明多糖基质对涉及内部应力和弹性增强的复合响应具有双重影响。我们的发现阐明了组织如何在宽范围内调节其应变敏感性，并为具有可编程机械性能的合成材料提供了新颖的设计原理。</ p> 
10.1038/s41567-019-0454-3,Enhanced bacterial swimming speeds in macromolecular polymer solutions,高分子聚合物溶液中提高的细菌游动速度 ,"<p>The locomotion of swimming bacteria in simple Newtonian fluids can successfully be described within the framework of low-Reynolds-number hydrodynamics. The presence of polymers in biofluids generally increases the viscosity, which is expected to lead to slower swimming for a constant bacterial motor torque. Surprisingly, however, experiments have shown that bacterial speeds can increase in polymeric fluids. Whereas, for example, artificial helical microswimmers in shear-thinning fluids or swimming Caenorhabditis elegans worms in wet granular media increase their speeds substantially, swimming Escherichia coli bacteria in polymeric fluids show just a small increase in speed at low polymer concentrations, followed by a decrease at higher concentrations. The mechanisms behind this behaviour are currently unclear, and therefore we perform extensive coarse-grained simulations of a bacterium swimming in explicitly modelled solutions of macromolecular polymers of different lengths and densities. We observe an increase of up to 60% in swimming speed with polymer density and demonstrate that this is due to a non-uniform distribution of polymers in the vicinity of the bacterium, leading to an apparent slip. However, this in itself cannot predict the large increase in swimming velocity: coupling to the chirality of the bacterial flagellum is also necessary.</p>",可以在低雷诺数流体动力学的框架内成功地描述简单牛顿流体中游泳细菌的运动。生物流体中聚合物的存在通常会增加粘度，对于恒定的细菌运动转矩，预期会导致游泳变慢。然而，令人惊讶的是，实验表明，在聚合物流体中细菌的速度会增加。例如，在剪切稀稀液中的人工螺旋微泳器或在湿颗粒介质中游泳的秀丽隐杆线虫蠕虫的速度大大提高，而在聚合物液中游泳的大肠杆菌细菌在低聚合物浓度下的速度仅略有增加，然后降低在更高的浓度。目前尚不清楚这种行为背后的机理，因此，我们对在不同长度和密度的高分子聚合物的显式建模溶液中游动的细菌进行了广泛的粗粒度模拟。我们观察到游泳速度随聚合物密度的增加最多增加了60％，并证明这是由于细菌在细菌附近分布不均匀，导致明显的滑移。但是，这本身不能预测游泳速度的大幅提高：还需要与细菌鞭毛的手性耦合。</ p> 
10.1038/s41567-019-0471-2,Direct imaging of orbitals in quantum materials,量子材料中轨道的直接成像 ,"<p>The electronic states of quantum materials based on transition-metal, rare-earth and actinide elements are dominated by electrons in the d and f orbitals intertwined with the strong band formation of the solid. Until now, to estimate which specific orbitals contribute to the ground state and thereby determine their physical properties we have had to rely on theoretical calculations combined with spectroscopy. Here, we show that s-core-level non-resonant inelastic X-ray scattering can directly image the active orbital in real space, without the necessity for any modelling. The power and accuracy of this new technique is shown using the textbook example, x<sup>2</sup>&#8201;&#8722;&#8201;y<sup>2</sup>/3z<sup>2</sup>&#8201;&#8722;&#8201;r<sup>2</sup> orbital of the Ni<sup>2+</sup> ion in NiO single crystal.</p>",<p>基于过渡金属，稀土和act系元素的量子材料的电子态主要由d和f轨道中的电子控制，这些电子与固体的强能带交织在一起。 到目前为止，要估算哪些特定轨道有助于基态并确定其物理性质，我们必须依靠理论计算和光谱学的结合。 在这里，我们证明了s核级的非共振非弹性X射线散射可以直接成像真实空间中的活动轨道，而无需任何建模。 使用教科书示例x <sup> 2 </ sup>＆＃8201;＆＃8722;＆＃8201; y <sup> 2 </ sup> / 3z <sup>显示这种新技术的功能和准确性。 NiO单晶中Ni <sup> 2 + </ sup>离子的2 </ sup>＆＃8201;＆＃8722;＆＃8201; r <sup> 2 </ sup>轨道。</ p> 
10.1038/s41567-019-0441-8,Aharonov–Bohm interference of fractional quantum Hall edge modes,分数量子霍尔边缘模式的Aharonov–Bohm干涉 ,"<p>The braiding statistics of certain fractional quantum Hall states can be probed via interferometry of their edge states. Practical difficulties&#8212;including loss of phase coherence&#8212;make this a challenging task. We demonstrate the operation of a small Fabry&#8211;Perot interferometer in which highly coherent Aharonov&#8211;Bohm oscillations are observed in the integer and fractional quantum Hall regimes. Careful design of the heterostructure suppresses Coulomb effects and promotes strong phase coherence. We characterize the coherency of edge-mode interference by the energy scale for thermal damping and determine the velocities of the inner and outer edge modes independently via selective backscattering of edge modes originating in the N&#8201;=&#8201;0, 1, 2 Landau levels. We also observe clear Aharonov&#8211;Bohm oscillations at fractional filling factors &#957;&#8201;=&#8201;2/3 and &#957;&#8201;=&#8201;1/3, which indicates that our device architecture provides a platform for measurement of anyonic braiding statistics.</p>",<p>某些分数量子霍尔态的编织统计量可以通过其边缘态的干涉测量法进行探测。包括相位相干性损失在内的实际困难使这成为一项具有挑战性的任务。我们演示了一个小型Fabry珀罗干涉仪的操作，其中在整数和分数量子霍尔体系中观察到了高度相干的Aharonov博姆振荡。精心设计的异质结构可抑制库仑效应，并增强强相干性。我们通过热阻尼的能量尺度来表征边缘模式干扰的相干性，并通过源自N＆＃8201; =＆＃8201; = 0、1的边缘模式的选择性反向散射来独立确定内部和外部边缘模式的速度2个Landau级别。我们还观察到分数填充因子为＆＃957;＆＃8201; =＆＃8201; 2/3和＆＃957;＆＃8201; =＆＃8201; 1/3时的清晰的Aharonov玻尔姆振荡，这表明我们的设备架构为测量非离子编织统计数据提供了平台。</ p> 
10.1038/s41567-019-0455-2,Degenerate Bose gases near a d-wave shape resonance,在d波形共振附近使Bose气体简并 ,"<p>Understanding quantum many-body systems with strong interactions and unconventional phases therein is one of the most challenging tasks in physics. In cold atom physics, this has been a focused research topic for nearly two decades, where strong interactions are naturally created and well manipulated by bringing the system close to a scattering resonance. However, most of the studies thus far have been limited to the s-wave resonance. Here, we report the experimental observation of a tunable and broad d-wave shape resonance in a quantum degenerate <sup>41</sup>K gas, hallmarked by the fact that the molecular binding energies are split into three branches. The measured lifetime in the resonance regime is found to be much longer than the characteristic timescale for many-body relaxations. The analysis of the breathing mode, excited by ramping through the resonance, suggests that a low-temperature atom&#8211;molecule mixture is produced. Our system offers great promise for studying a d-wave molecular superfluid.</p>",<p>了解其中具有强相互作用和非常规相的量子多体系统是物理学中最具挑战性的任务之一。在冷原子物理学中，这已经成为近二十年来的研究重点，通过使系统接近散射共振，自然可以创建并很好地操纵强相互作用。但是，到目前为止，大多数研究都局限于s波共振。在这里，我们报道了在量子简并的<sup> 41 </ sup> K气体中可调谐且宽广的d波形共振的实验观察，其特征是分子结合能分为三个分支。发现在共振状态下测得的寿命比多体松弛的特征时间长得多。通过共振共振而激发的呼吸模式分析表明，产生了低温原子分子混合物。我们的系统为研究d波分子超流体提供了广阔的前景。</ p> 
10.1038/s41567-019-0457-0,Symmetry-enforced chiral hinge states and surface quantum anomalous Hall effect in the magnetic axion insulator Bi2–xSmxSe3,轴对称绝缘子Bi2-xSmxSe3中对称增强的手性铰链状态和表面量子异常霍尔效应 ,"<p>The existence of topological hinge states is a key signature for a newly proposed class of topological matter, the second-order topological insulators. In the present paper, a universal mechanism to generate chiral hinge states in the ferromagnetic axion insulator phase is introduced, which leads to an exotic transport phenomenon, the quantum anomalous Hall effect (QAHE) on some particular surfaces determined by both the crystalline symmetry and the magnetization direction. A realistic material system, Sm-doped Bi<sub>2</sub>Se<sub>3</sub>, is then proposed to realize such exotic hinge states by combining first-principles calculations and Green&#8217;s function techniques. A physically accessible way to manipulate the surface QAHE is also proposed, which makes it very different from the QAHE in ordinary 2D systems.</p>",<p>拓扑铰链状态的存在是新提出的一类拓扑物质，即二阶拓扑绝缘体的关键特征。 本文介绍了一种在铁磁轴力绝缘子相中产生手性铰链状态的通用机制，这导致了一种奇特的传输现象，即在某些特定表面上的量子异常霍尔效应（QAHE），由晶体对称性和晶格常数决定。 磁化方向。 然后，提出了一种现实的材料系统，即掺有Sm的Bi <sub> 2 </ sub> Se <sub> 3 </ sub>，以结合第一原理计算和格林函数技术来实现这种奇异的铰链状态。 。 还提出了一种物理上可操作的表面QAHE的方法，这使其与普通2D系统中的QAHE完全不同。</ p> 
