contentType,title,abstract,affiliations,authorization,authors,citation_text,count_accesses,count_altmetric,count_citations,documentType,doi,doi_url,focus,issue,journal_pcode,journal_title,publishedAt,publishedAtString,subjects,url,volume
original article,Continuous-wave laser operation of a dipole antenna terahertz microresonator,"<p>Resonators and the way they couple to external radiation rely on very different concepts if one considers devices belonging to the photonic and electronic worlds. The terahertz frequency range, however, provides intriguing possibilities for the development of hybrid technologies that merge ideas from both fields in novel functional designs. In this paper, we show that high-quality, subwavelength, whispering-gallery lasers can be combined to form a linear dipole antenna, which creates a very efficient, low-threshold laser emission in a collimated beam pattern. For this purpose, we employ a terahertz quantum-cascade active region patterned into two 19-&#956;m-radius microdisks coupled by a suspended metallic bridge, which simultaneously acts as an inductive antenna and produces the dipole symmetry of the lasing mode. Continuous-wave vertical emission is demonstrated at approximately 3.5&#8201;THz in a very regular, low-divergence (&#177;10&#176;) beam, with a high slope efficiency of at least 160&#8201;mW&#8201;A<sup>&#8722;1</sup> and a mere 6&#8201;mA of threshold current, which is ensured by the ultra-small resonator size (V<sub>RES</sub>/&#955;<sup>3</sup>&#8776;10<sup>&#8722;2</sup>). The extremely low power consumption and the superior beam brightness make this concept very promising for the development of miniaturized and portable THz sources to be used in the field for imaging and sensing applications as well as for exploring novel optomechanical intracavity effects.</p>",[],True,"[""Luca Masini"", ""Alessandro Pitanti"", ""Lorenzo Baldacci"", ""Miriam S Vitiello"", ""Riccardo Degl'Innocenti"", ""Harvey E Beere"", ""David A Ritchie"", ""Alessandro Tredicucci""]","Masini, L., Pitanti, A., Baldacci, L. et al. Continuous-wave laser operation of a dipole antenna terahertz microresonator. Light Sci Appl6, e17054 (2017).",635,5,5,aplusplus,10.1038/lsa.2017.54,https://doi.org/10.1038/lsa.2017.54,,10,lsa,light: science & applications,1490745600,2017-03-29,optoelectronic-devices-and-components;quantum-cascade-lasers,https://www.nature.com/articles/lsa201754,6
original article,Tailoring of electromagnetic field localizations by two-dimensional graphene nanostructures,"<p>Graphene has great potential for enhancing light&#8722;matter interactions in a two-dimensional regime due to surface plasmons with low loss and strong light confinement. Further utilization of graphene in nanophotonics relies on the precise control of light localization properties. Here, we demonstrate the tailoring of electromagnetic field localizations in the mid-infrared region by precisely shaping the graphene into nanostructures with different geometries. We generalize the phenomenological cavity model and employ nanoimaging techniques to quantitatively calculate and experimentally visualize the two-dimensional electromagnetic field distributions within the nanostructures, which indicate that the electromagnetic field can be shaped into specific patterns depending on the shapes and sizes of the nanostructures. Furthermore, we show that the light localization performance can be further improved by reducing the sizes of the nanostructures, where a lateral confinement of &#955;<sub>0</sub>/180 of the incidence light can be achieved. The electromagnetic field localizations within a nanostructure with a specific geometry can also be modulated by chemical doping. Our strategies can, in principle, be generalized to other two-dimensional materials, therefore providing new degrees of freedom for designing nanophotonic components capable of tailoring two-dimensional light confinement over a broad wavelength range.</p>",[],True,"[""Ze-Bo Zheng"", ""Jun-Tao Li"", ""Teng Ma"", ""Han-Lin Fang"", ""Wen-Cai Ren"", ""Jun Chen"", ""Jun-Cong She"", ""Yu Zhang"", ""Fei Liu"", ""Huan-Jun Chen"", ""Shao-Zhi Deng"", ""Ning-Sheng Xu""]","Zheng, ZB., Li, JT., Ma, T. et al. Tailoring of electromagnetic field localizations by two-dimensional graphene nanostructures. Light Sci Appl6, e17057 (2017).",1382,5,42,aplusplus,10.1038/lsa.2017.57,https://doi.org/10.1038/lsa.2017.57,,10,lsa,light: science & applications,1490918400,2017-03-31,nanophotonics-and-plasmonics;optical-properties-and-devices,https://www.nature.com/articles/lsa201757,6
original article,Enhanced second-harmonic generation from two-dimensional MoSe2 on a silicon waveguide,"<p>Two-dimensional transition-metal dichalcogenides (TMDCs) with intrinsically broken crystal inversion symmetry and large second-order nonlinear responses have shown great promise for future nonlinear light sources. However, the sub-nanometer monolayer thickness of such materials limits the length of their nonlinear interaction with light. Here, we experimentally demonstrate the enhancement of the second-harmonic generation from monolayer MoSe<sub>2</sub> by its integration onto a 220-nm-thick silicon waveguide. Such on-chip integration allows for a marked increase in the interaction length between the MoSe<sub>2</sub> and the waveguide mode, further enabling phase matching of the nonlinear process. The demonstrated TMDC&#8211;silicon photonic hybrid integration opens the door to second-order nonlinear effects within the silicon photonic platform, including efficient frequency conversion, parametric amplification and the generation of entangled photon pairs.</p>",[],True,"[""Haitao Chen"", ""Vincent Corboliou"", ""Alexander S Solntsev"", ""Duk-Yong Choi"", ""Maria A Vincenti"", ""Domenico de Ceglia"", ""Costantino de Angelis"", ""Yuerui Lu"", ""Dragomir N Neshev""]","Chen, H., Corboliou, V., Solntsev, A. et al. Enhanced second-harmonic generation from two-dimensional MoSe2on a silicon waveguide. Light Sci Appl6, e17060 (2017).",4006,1,62,aplusplus,10.1038/lsa.2017.60,https://doi.org/10.1038/lsa.2017.60,,10,lsa,light: science & applications,1490918400,2017-03-31,nonlinear-optics;silicon-photonics,https://www.nature.com/articles/lsa201760,6
original article,Single whispering-gallery mode lasing in polymer bottle microresonators via spatial pump engineering,"<p>Single-mode lasing in whispering-gallery mode (WGM) microresonators is challenging to achieve. In bottle microresonators, the highly non-degenerated WGMs are spatially well-separated along the long-axis direction and provide mode-selection capability. In this work, by engineering the pump intensity to modify the spatial gain profiles of bottle microresonators, we demonstrate a simple and general approach to realizing single-mode WGM lasing in polymer bottle microresonators. The pump intensity is engineered into an interference distribution on the bottle microresonator surface. By tuning the spacing between axial positions of the interference pump patterns, the mode intensity profiles of single-bottle WGMs can be spatially overlapped with the interference stripes, intrinsically enabling single-mode lasing and selection. Attractive advantages of the system, including high side-mode suppression factors &gt;20&#8201;dB, large spectral tunability &gt;8&#8201;nm, low-lasing threshold and reversible control, are presented. Our demonstrated approach may have a variety of promising applications, ranging from tunable single-mode lasing and sensing to nonlinear optics.</p>",[],True,"[""Fuxing Gu"", ""Fuming Xie"", ""Xing Lin"", ""Shuangyi Linghu"", ""Wei Fang"", ""Heping Zeng"", ""Limin Tong"", ""Songlin Zhuang""]","Gu, F., Xie, F., Lin, X. et al. Single whispering-gallery mode lasing in polymer bottle microresonators via spatial pump engineering. Light Sci Appl6, e17061 (2017).",3194,5,58,aplusplus,10.1038/lsa.2017.61,https://doi.org/10.1038/lsa.2017.61,,10,lsa,light: science & applications,1490918400,2017-03-31,lasers-leds-and-light-sources;microresonators,https://www.nature.com/articles/lsa201761,6
original article,Supercritical angle Raman microscopy: a surface-sensitive nanoscale technique without field enhancement,"<p>Raman scattering microscopy is a versatile tool for label-free imaging and molecular fingerprint analysis. Here, we provide the first demonstration that the selective collection of scattered signals exceeding the critical angle for total internal reflection enables surface-confined spontaneous Raman investigations at nanometre resolution. This high-axial selectivity leads to improved signal-to-background ratios, thus making this technique an excellent probe for surface-related molecular specimens. The richness of the spectroscopic information obtained through the supercritical angle Raman (SAR) collection path was proven by comparing its output with that of a parallel far-field collection path. Furthermore, we demonstrated that the proposed SAR technique is a versatile microscopy approach that can be used alone or in combination with amplified Raman modalities such as surface-enhanced resonance Raman scattering.</p>",[],True,"[""Diana Serrano"", ""Stefan Seeger""]","Serrano, D., Seeger, S. Supercritical angle Raman microscopy: a surface-sensitive nanoscale technique without field enhancement. Light Sci Appl6, e17066 (2017).",848,1,5,aplusplus,10.1038/lsa.2017.66,https://doi.org/10.1038/lsa.2017.66,,10,lsa,light: science & applications,1491868800,2017-04-11,raman-spectroscopy;super-resolution-microscopy,https://www.nature.com/articles/lsa201766,6
original article,Enhanced optical performance of multifocal metalens with conic shapes,"<p>A multifocal metalens, which focuses incident light at multiple foci, has many applications in imaging systems and optical communications. However, the traditional design strategy of a multifocal metalens combines several lenses that have different focal points into a planar integrated unit, resulting in low imaging quality because of the high background noise. Here we show that the defects of the traditional method can be overcome by designing a metalens with conic shapes (the ellipse and the hyperbola); this approach could improve the imaging performance and substantially decrease the background noise of multifocal metalenses. These benefits arise from the intrinsic properties of the two conic curves, which can focus incident light constructively at all of the foci of the metalens. We further demonstrate that the proposed conic-shaped metalens can function well within a broadband operation wavelength that ranges from 600 to 900&#8201;nm with the dual polarity actively controlled by the incident circular polarized light. The great agreement between the experimental and simulation results demonstrates that our proposed metalens has significant potential for use in future integrated nanophotonic devices.</p>",[],True,"[""Yanjun Bao"", ""Qiao Jiang"", ""Yimin Kang"", ""Xing Zhu"", ""Zheyu Fang""]","Bao, Y., Jiang, Q., Kang, Y. et al. Enhanced optical performance of multifocal metalens with conic shapes. Light Sci Appl6, e17071 (2017).",1868,1,29,aplusplus,10.1038/lsa.2017.71,https://doi.org/10.1038/lsa.2017.71,,10,lsa,light: science & applications,1492646400,2017-04-20,imaging-and-sensing;metamaterials;nanophotonics-and-plasmonics,https://www.nature.com/articles/lsa201771,6
original article,Phase-controlled propagation of surface plasmons,"<p>Directional emission of electromagnetic radiation can be achieved using a properly shaped single antenna or a phased array of individual antennas. Control of the individual phases within an array enables scanning or other manipulations of the emission, and it is this property of phased arrays that makes them attractive in modern systems. Likewise, the propagation of surface plasmons at the interface between metal films and dielectric materials can be determined by shaping the individual surface nanostructures or via the phase control of individual elements in an array of such structures. Here, we demonstrate control of the propagation of surface plasmons within a linear array of nanostructures. The generic situation of plasmonic surface propagation that is different on both sides of a metal film provides a unique opportunity for such control: plasmons propagating on the slower side feed into the side with the faster propagation, creating a phased array of interfering antennas and thus controlling the directionality of the wake fields. We further show that by shaping the individual nanoantennas, we can generate an asymmetric propagation geometry.</p>",[],True,"[""Basudeb Sain"", ""Roy Kaner"", ""Yehiam Prior""]","Sain, B., Kaner, R. & Prior, Y. Phase-controlled propagation of surface plasmons. Light Sci Appl6, e17072 (2017).",988,1,8,aplusplus,10.1038/lsa.2017.72,https://doi.org/10.1038/lsa.2017.72,,10,lsa,light: science & applications,1492992000,2017-04-24,metamaterials;nanocavities;nanophotonics-and-plasmonics,https://www.nature.com/articles/lsa201772,6
original article,Long-lived electron emission reveals localized plasmon modes in disordered nanosponge antennas,"<p>We report long-lived, highly spatially localized plasmon states on the surface of nanoporous gold nanoparticles&#8212;nanosponges&#8212;with high excitation efficiency. It is well known that disorder on the nanometer scale, particularly in two-dimensional systems, can lead to plasmon localization and large field enhancements, which can, in turn, be used to enhance nonlinear optical effects and to study and exploit quantum optical processes. Here, we introduce promising, three-dimensional model systems for light capture and plasmon localization as gold nanosponges that are formed by the dewetting of gold/silver bilayers and dealloying. We study light-induced electron emission from single nanosponges, a nonlinear process with exponents of n&#8776;5...7, using ultrashort laser pulse excitation to achieve femtosecond time resolution. The long-lived electron emission process proves, in combination with optical extinction measurements and finite-difference time-domain calculations, the existence of localized modes with lifetimes of more than 20&#8201;fs. These electrons couple efficiently to the dipole antenna mode of each individual nanosponge, which in turn couples to the far-field. Thus, individual gold nanosponges are cheap and robust disordered nanoantennas with strong local resonances, and an ensemble of nanosponges constitutes a meta material with a strong polarization independent, nonlinear response over a wide frequency range.</p>",[],True,"[""Germann Hergert"", ""Jan Vogelsang"", ""Felix Schwarz"", ""Dong Wang"", ""Heiko Kollmann"", ""Petra Gro\u00df"", ""Christoph Lienau"", ""Erich Runge"", ""Peter Schaaf""]","Hergert, G., Vogelsang, J., Schwarz, F. et al. Long-lived electron emission reveals localized plasmon modes in disordered nanosponge antennas. Light Sci Appl6, e17075 (2017).",854,1,24,aplusplus,10.1038/lsa.2017.75,https://doi.org/10.1038/lsa.2017.75,,10,lsa,light: science & applications,1493769600,2017-05-03,nanoparticles;nanophotonics-and-plasmonics,https://www.nature.com/articles/lsa201775,6
original article,Mid-infrared dual-comb spectroscopy with electro-optic modulators,"<p>Absorption spectroscopy of fundamental ro-vibrational transitions in the mid-infrared region provides a powerful tool for studying the structure and dynamics of molecules in the gas phase and for sensitive and quantitative gas sensing. Laser frequency combs permit novel approaches to perform broadband molecular spectroscopy. Multiplex dual-comb spectroscopy without moving parts can achieve particularly high speed, sensitivity and resolution. However, achieving Doppler-limited resolution in the mid-infrared still requires overcoming instrumental challenges. Here we demonstrate a new approach based on difference-frequency generation of frequency-agile near-infrared frequency combs that are produced using electro-optic modulators. The combs have a remarkably flat intensity distribution, and their positions and line spacings can be freely selected by simply dialing a knob. Using the proposed technique, we record, in the 3-&#956;m region, Doppler-limited absorption spectra with resolved comb lines within milliseconds, and precise molecular line parameters are retrieved. Our technique holds promise for fast and sensitive time-resolved studies of, for example, trace gases.</p>",[],True,"[""Ming Yan"", ""Pei-Ling Luo"", ""Kana Iwakuni"", ""Guy Millot"", ""Theodor W H\u00e4nsch"", ""Nathalie Picqu\u00e9""]","Yan, M., Luo, PL., Iwakuni, K. et al. Mid-infrared dual-comb spectroscopy with electro-optic modulators. Light Sci Appl6, e17076 (2017).",3169,1,73,aplusplus,10.1038/lsa.2017.76,https://doi.org/10.1038/lsa.2017.76,,10,lsa,light: science & applications,1493769600,2017-05-03,frequency-combs;infrared-spectroscopy,https://www.nature.com/articles/lsa201776,6
original article,Automated design of freeform imaging systems,"<p>The automated design of imaging systems involving no or minimal human effort has always been the expectation of scientists, researchers and optical engineers. In addition, it is challenging to choose an appropriate starting point for an optical system design. In this paper, we present a novel design framework based on a point-by-point design process that can automatically obtain high-performance freeform systems. This framework only requires a combination of planes as the input based on the configuration requirements or the prior knowledge of designers. This point-by-point design framework is different from the decades-long tradition of optimizing surface coefficients. Compared with the traditional design method, whereby the selection of the starting point and the optimization process are independent of each other and require extensive amount of human effort, there are no obvious differences between these two processes in our design framework, and the entire design process is mostly automated. This automated design process significantly reduces the amount of human effort required and does not rely on advanced design skills and experience. To demonstrate the feasibility of the proposed design framework, we successfully designed two high-performance systems as examples. This point-by-point design framework opens up new possibilities for automated optical design and can be used to develop automated optical design in the areas of remote sensing, telescopy, microscopy, spectroscopy, virtual reality and augmented reality.</p>",[],True,"[""Tong Yang"", ""Guo-Fan Jin"", ""Jun Zhu""]","Yang, T., Jin, GF. & Zhu, J. Automated design of freeform imaging systems. Light Sci Appl6, e17081 (2017).",3037,5,46,aplusplus,10.1038/lsa.2017.81,https://doi.org/10.1038/lsa.2017.81,,10,lsa,light: science & applications,1494374400,2017-05-10,applied-optics;optical-techniques,https://www.nature.com/articles/lsa201781,6
