doi,title,title_cn,abstract,abstract_cn
10.1038/lsa.2017.35,Wave propagation through disordered media without backscattering and intensity variations,波通过无序介质传播而没有反向散射和强度变化 ,<p>A fundamental manifestation of wave scattering in a disordered medium is the highly complex intensity pattern the waves acquire due to multi-path interference. Here we show that these intensity variations can be entirely suppressed by adding disorder-specific gain and loss components to the medium. The resulting constant-intensity waves in such non-Hermitian scattering landscapes are free of any backscattering and feature perfect transmission through the disorder. An experimental demonstration of these unique wave states is envisioned based on spatially modulated pump beams that can flexibly control the gain and loss components in an active medium.</p>,<p>无序介质中波散射的基本表现是由于多径干扰而产生的高度复杂的强度模式。 在这里，我们表明可以通过向介质中添加特定于异常的增益和损耗分量来完全抑制这些强度变化。 在这种非Hermitian散射景观中产生的恒定强度波没有任何反向散射，并且具有通过无序传播的完美传输特性。 基于空间调制的泵浦光束，可以对这些独特的波态进行实验演示，该光束可以灵活地控制有源介质中的增益和损耗分量。</ p> 
10.1038/lsa.2017.36,Achromatic super-oscillatory lenses with sub-wavelength focusing,具有亚波长聚焦的消色差超振荡透镜 ,"<p>Lenses are crucial to light-enabled technologies. Conventional lenses have been perfected to achieve near-diffraction-limited resolution and minimal chromatic aberrations. However, such lenses are bulky and cannot focus light into a hotspot smaller than a half-wavelength of light. Pupil filters, initially suggested by Toraldo di Francia, can overcome the resolution constraints of conventional lenses but are not intrinsically chromatically corrected. Here we report single-element planar lenses that not only deliver sub-wavelength focusing, thus beating the diffraction limit of conventional refractive lenses, but also focus light of different colors into the same hotspot. Using the principle of super-oscillations, we designed and fabricated a range of binary dielectric and metallic lenses for visible and infrared parts of the spectrum that are manufactured on silicon wafers, silica substrates and optical fiber tips. Such low-cost, compact lenses could be useful in mobile devices, data storage, surveillance, robotics, space applications, imaging, manufacturing with light and spatially resolved nonlinear microscopies.</p>",<p>镜头对于启用照明的技术至关重要。常规镜头已经过完善，可以实现近衍射极限分辨率和最小色差。但是，这种透镜笨重并且不能将光聚焦到小于光的半波长的热点上。最初由Toraldo di Francia提出的瞳孔滤镜可以克服常规镜头的分辨率限制，但本质上无法进行色校正。在这里，我们报告了单元件平面透镜，该透镜不仅可以提供亚波长聚焦，从而超越了常规折射透镜的衍射极限，而且还能将不同颜色的光聚焦到同一热点上。利用超振荡原理，我们设计和制造了一系列二进制电介质和金属透镜，用于在硅片，二氧化硅基板和光纤头上制造的可见和红外光谱范围。这种低成本，紧凑的镜头可用于移动设备，数据存储，监视，机器人技术，空间应用，成像，光和空间分辨非线性显微镜的制造。</ p> 
10.1038/lsa.2017.43,Going beyond the limit of an LCD's color gamut,超越LCD色域的极限 ,"<p>In this study, we analyze how a backlight&#8217;s peak wavelength, full-width at half-maximum (FWHM), and color filters affect the color gamut of a liquid crystal display (LCD) device and establish a theoretical limit, even if the FWHM approaches 1&#8201;nm. To overcome this limit, we propose a new backlight system incorporating a functional reflective polarizer and a patterned half-wave plate to decouple the polarization states of the blue light and the green/red lights. As a result, the crosstalk between three primary colors is greatly suppressed, and the color gamut is significantly widened. In the experiment, we prepare a white-light source using a blue light-emitting diode (LED) to pump green perovskite polymer film and red quantum dots and demonstrate an exceedingly large color gamut (95.8% Rec. 2020 in Commission internationale de l'&#233;clairage (CIE) 1931 color space and 97.3% Rec. 2020 in CIE 1976 color space) with commercial high-efficiency color filters. These results are beyond the color gamut limit achievable by a conventional LCD. Our design works equally well for other light sources, such as a 2-phosphor-converted white LED.</p>",<p>在本研究中，我们分析了背光的峰值波长，半峰全宽（FWHM）和滤色镜如何影响液晶显示（LCD）器件的色域，并建立了理论限制，即使FWHM接近1＆＃8201; nm。为了克服这个限制，我们提出了一种新的背光系统，该系统结合了功能性反射偏振器和带图案的半波片，以使蓝光和绿/红光的偏振态解耦。结果，极大地抑制了三种原色之间的串扰，并且色域显着加宽。在实验中，我们使用蓝色发光二极管（LED）制备白色光源，以泵浦绿色钙钛矿聚合物膜和红色量子点，并展示了非常大的色域（国际委员会的2020年建议书95.8％） ＆＃233; clairage（CIE）1931色空间和CIE 1976色空间中的97.3％Rec.2020（带有商用高效彩色滤光片）。这些结果超出了常规LCD所能达到的色域范围。我们的设计同样适用于其他光源，例如2磷光转换的白光LED。</ p> 
10.1038/lsa.2017.45,FRAME: femtosecond videography for atomic and molecular dynamics,框架：飞秒摄录技术，用于原子和分子动力学 ,"<p>Many important scientific questions in physics, chemistry and biology require effective methodologies to spectroscopically probe ultrafast intra- and inter-atomic/molecular dynamics. However, current methods that extend into the femtosecond regime are capable of only point measurements or single-snapshot visualizations and thus lack the capability to perform ultrafast spectroscopic videography of dynamic single events. Here we present a laser-probe-based method that enables two-dimensional videography at ultrafast timescales (femtosecond and shorter) of single, non-repetitive events. The method is based on superimposing a structural code onto the illumination to encrypt a single event, which is then deciphered in a post-processing step. This coding strategy enables laser probing with arbitrary wavelengths/bandwidths to collect signals with indiscriminate spectral information, thus allowing for ultrafast videography with full spectroscopic capability. To demonstrate the high temporal resolution of our method, we present videography of light propagation with record high 200 femtosecond temporal resolution. The method is widely applicable for studying a multitude of dynamical processes in physics, chemistry and biology over a wide range of time scales. Because the minimum frame separation (temporal resolution) is dictated by only the laser pulse duration, attosecond-laser technology may further increase video rates by several orders of magnitude.</p>",<p>物理，化学和生物学中的许多重要科学问题都需要有效的方法来光谱探测超快的原子内和原子间/分子动力学。但是，当前扩展到飞秒状态的方法只能进行点测量或单次快照可视化，因此缺乏对动态单个事件执行超快速光谱摄影的能力。在这里，我们介绍一种基于激光探针的方法，该方法可以在单个非重复事件的超快速时标（飞秒或更短）上进行二维摄像。该方法基于将结构代码叠加在照明上以加密单个事件，然后在后处理步骤中解密该事件。这种编码策略使激光探测具有任意波长/带宽，可以收集具有不分明的光谱信息的信号，从而实现具有完整光谱功能的超快速摄影。为了演示我们方法的高时间分辨率，我们以200飞秒的时间分辨率记录了光传播的录像。该方法广泛适用于在广泛的时间范围内研究物理学，化学和生物学中的许多动力学过程。由于最小帧间隔（时间分辨率）仅由激光脉冲持续时间决定，因此阿秒激光技术可以将视频速率进一步提高几个数量级。</ p> 
10.1038/lsa.2017.46,Air quality monitoring using mobile microscopy and machine learning,使用移动显微镜和机器学习进行空气质量监测 ,"<p>Rapid, accurate and high-throughput sizing and quantification of particulate matter (PM) in air is crucial for monitoring and improving air quality. In fact, particles in air with a diameter of &#8804;2.5&#8201;&#956;m have been classified as carcinogenic by the World Health Organization. Here we present a field-portable cost-effective platform for high-throughput quantification of particulate matter using computational lens-free microscopy and machine-learning. This platform, termed c-Air, is also integrated with a smartphone application for device control and display of results. This mobile device rapidly screens 6.5&#8201;L of air in 30&#8201;s and generates microscopic images of the aerosols in air. It provides statistics of the particle size and density distribution with a sizing accuracy of ~93%. We tested this mobile platform by measuring the air quality at different indoor and outdoor environments and measurement times, and compared our results to those of an Environmental Protection Agency&#8211;approved device based on beta-attenuation monitoring, which showed strong correlation to c-Air measurements. Furthermore, we used c-Air to map the air quality around Los Angeles International Airport (LAX) over 24&#8201;h to confirm that the impact of LAX on increased PM concentration was present even at &gt;7&#8201;km away from the airport, especially along the direction of landing flights. With its machine-learning-based computational microscopy interface, c-Air can be adaptively tailored to detect specific particles in air, for example, various types of pollen and mold and provide a cost-effective mobile solution for highly accurate and distributed sensing of air quality.</p>",<p>对空气中的颗粒物（PM）进行快速，准确和高通量的定量和定量对于监控和改善空气质量至关重要。实际上，世界卫生组织已将空气中直径为2.5的颗粒归类为致癌物质。在这里，我们提供了一种现场便携式低成本平台，可通过无透镜显微镜和机器学习技术对颗粒物进行高通量定量分析。这个称为c-Air的平台还与智能手机应用程序集成在一起，用于设备控制和结果显示。该移动设备可在30秒钟内快速筛选出6.5升的空气，并生成空气中气溶胶的显微图像。它提供粒度和密度分布的统计信息，上浆精度约为93％。我们通过测量不同的室内和室外环境以及测量时间的空气质量来测试了该移动平台，并将我们的结果与美国环保署批准的基于β衰减监测的设备的结果进行了比较，该结果与c-空气测量。此外，我们使用c-Air绘制了洛杉矶国际机场（LAX）周围24小时的空气质量图，以确认LAX对增加的PM浓度的影响即使在距离＆gt; 7＆＃8201; km时也存在机场，尤其是沿着陆航班的方向。凭借其基于机器学习的计算显微镜界面，c-Air可以适应性地定制以检测空气中的特定颗粒，例如各种类型的花粉和霉菌，并提供经济高效的移动解决方案，以实现高精度和分布式的空气感测质量。</ p> 
10.1038/lsa.2017.50,Particle manipulation beyond the diffraction limit using structured super-oscillating light beams,使用结构化超振荡光束处理超出衍射极限的粒子 ,"<p>The diffraction-limited resolution of light focused by a lens was derived in 1873 by Ernst Abbe. Later in 1952, a method to reach sub-diffraction light spots was proposed by modulating the wavefront of the focused beam. In a related development, super-oscillating functions, that is, band-limited functions that locally oscillate faster than their highest Fourier component, were introduced and experimentally applied for super-resolution microscopy. Up till now, only simple Gaussian-like sub-diffraction spots were used. Here we show that the amplitude and phase profile of these sub-diffraction spots can be arbitrarily controlled. In particular, we utilize Hermite&#8211;Gauss, Laguerre&#8211;Gauss and Airy functions to structure super-oscillating beams with sub-diffraction lobes. These structured beams are then used for high-resolution trapping and manipulation of nanometer-sized particles. The trapping potential provides unprecedented localization accuracy and stiffness, significantly exceeding those provided by standard diffraction-limited beams.</p>",透镜聚焦的光的衍射极限分辨率是由恩斯特·阿贝（Ernst Abbe）在1873年推导出来的。 1952年下半年，通过调制聚焦光束的波前，提出了一种达到亚衍射光斑的方法。在相关的发展中，引入了超振荡功能，即局部振荡速度比其最高傅立叶分量更快的带限功能，并将其实验性地用于超分辨率显微镜。迄今为止，仅使用了简单的高斯样亚衍射光斑。在这里，我们表明可以任意控制这些子衍射光斑的幅度和相位分布。特别是，我们利用Hermite Gauss，Laguerre Gauss和Airy函数构造具有次衍射波瓣的超振荡光束。这些结构化的光束然后用于高分辨率捕获和处理纳米级颗粒。诱捕势能提供前所未有的定位精度和刚度，大大超过了标准衍射极限光束所提供的定位精度和刚度。</ p> 
10.1038/lsa.2017.53,On-chip wireless silicon photonics: from reconfigurable interconnects to lab-on-chip devices,片上无线硅光子学：从可重新配置的互连到片上实验室设备 ,"<p>Photonic integrated circuits are developing as key enabling components for high-performance computing and advanced network-on-chip, as well as other emerging technologies such as lab-on-chip sensors, with relevant applications in areas from medicine and biotechnology to aerospace. These demanding applications will require novel features, such as dynamically reconfigurable light pathways, obtained by properly harnessing on-chip optical radiation. In this paper, we introduce a broadband, high directivity (&gt;150), low loss and reconfigurable silicon photonics nanoantenna that fully enables on-chip radiation control. We propose the use of these nanoantennas as versatile building blocks to develop wireless (unguided) silicon photonic devices, which considerably enhance the range of achievable integrated photonic functionalities. As examples of applications, we demonstrate 160&#8201;Gbit&#8201;s<sup>&#8722;1</sup> data transmission over mm-scale wireless interconnects, a compact low-crosstalk 12-port crossing and electrically reconfigurable pathways via optical beam steering. Moreover, the realization of a flow micro-cytometer for particle characterization demonstrates the smart system integration potential of our approach as lab-on-chip devices.</p>",<p>光子集成电路正在成为高性能计算和高级片上网络以及其他新兴技术（例如片上实验室传感器）的关键使能组件，并在医学和生物技术到航天。这些苛刻的应用将需要新颖的功能，例如通过适当利用芯片上的光辐射获得的动态可重新配置的光路。在本文中，我们介绍了一种宽带，高方向性（> 150），低损耗和可重新配置的硅光子纳米天线，它可以完全实现片上辐射控制。我们建议将这些纳米天线用作通用的构建模块，以开发无线（非制导）硅光子器件，从而大大增加了可实现的集成光子功能的范围。作为应用示例，我们演示了通过毫米级无线互连，紧凑的低串扰12端口交叉口和电可重构路径进行的160＆＃8201; s <sup>＆＃8722; 1 </ sup>数据传输通过光束转向。此外，用于颗粒表征的流式微细胞仪的实现证明了我们的方法作为芯片实验室设备的智能系统集成潜力。</ p> 
10.1038/lsa.2017.55,Endowing a plain fluidic chip with micro-optics: a holographic microscope slide,为普通的流体芯片赋予微光学功能：全息显微镜载玻片 ,"<p>Lab-on-a-Chip (LoC) devices are extremely promising in that they enable diagnostic functions at the point-of-care. Within this scope, an important goal is to design imaging schemes that can be used out of the laboratory. In this paper, we introduce and test a pocket holographic slide that allows digital holography microscopy to be performed without an interferometer setup. Instead, a commercial off-the-shelf plastic chip is engineered and functionalized with this aim. The microfluidic chip is endowed with micro-optics, that is, a diffraction grating and polymeric lenses, to build an interferometer directly on the chip, avoiding the need for a reference arm and external bulky optical components. Thanks to the single-beam scheme, the system is completely integrated and robust against vibrations, sharing the useful features of any common path interferometer. Hence, it becomes possible to bring holographic functionalities out of the lab, moving complexity from the external optical apparatus to the chip itself. Label-free imaging and quantitative phase contrast mapping of live samples are demonstrated, along with flexible refocusing capabilities. Thus, a liquid volume can be analyzed in one single shot with no need for mechanical scanning systems.</p>",<p>芯片实验室（LoC）设备极有希望，因为它们可以在医疗点实现诊断功能。在此范围内，一个重要的目标是设计可在实验室外使用的成像方案。在本文中，我们介绍并测试了一种袖珍全息幻灯片，该幻灯片允许无需干涉仪进行数字全息照相。取而代之的是，为此目的设计并实现了商业化的现成塑料芯片。微流体芯片具有微光学器件，即衍射光栅和聚合物透镜，可直接在芯片上构建干涉仪，而无需参考臂和外部笨重的光学组件。多亏了单光束方案，该系统完全集成并且具有抗振动能力，并具有任何公共路径干涉仪的有用功能。因此，可以将全息功能带出实验室，从而将复杂性从外部光学设备转移到芯片本身。演示了实时样品的无标签成像和定量相衬图绘制以及灵活的重新聚焦功能。因此，无需机械扫描系统就可以一次分析液体量。</ p> 
10.1038/lsa.2017.39,"Optical manipulation from the microscale to the nanoscale: fundamentals, advances and prospects",从微米级到纳米级的光学操作：基本原理，进展和前景 ,"<p>Since the invention of optical tweezers, optical manipulation has advanced significantly in scientific areas such as atomic physics, optics and biological science. Especially in the past decade, numerous optical beams and nanoscale devices have been proposed to mechanically act on nanoparticles in increasingly precise, stable and flexible ways. Both the linear and angular momenta of light can be exploited to produce optical tractor beams, tweezers and optical torque from the microscale to the nanoscale. Research on optical forces helps to reveal the nature of light&#8211;matter interactions and to resolve the fundamental aspects, which require an appropriate description of momenta and the forces on objects in matter. In this review, starting from basic theories and computational approaches, we highlight the latest optical trapping configurations and their applications in bioscience, as well as recent advances down to the nanoscale. Finally, we discuss the future prospects of nanomanipulation, which has considerable potential applications in a variety of scientific fields and everyday life.</p>",<p>自从光镊发明以来，光学操纵在诸如原子物理学，光学和生物科学等科学领域已取得了显着进步。特别是在过去的十年中，已经提出了许多光束和纳米级装置以越来越精确，稳定和灵活的方式机械地作用于纳米粒子。可以利用光的线性矩和角矩来产生从微尺度到纳米尺度的光学牵引束，镊子和光学扭矩。对光学力的研究有助于揭示光相互作用的性质并解决基本方面，这需要对动量和作用在物质上的力进行适当的描述。在这篇综述中，我们从基础理论和计算方法入手，重点介绍了最新的光阱配置及其在生物科学中的应用，以及最近在纳米尺度上的进展。最后，我们讨论了纳米操纵的未来前景，纳米操纵在各种科学领域和日常生活中具有相当大的潜在应用。</ p> 
10.1038/lsa.2017.105,Off-axis holography and micro-optics improve lab-on-a-chip imaging,离轴全息和微光学技术改善了芯片实验室成像 ,,
