doi,title,title_cn,abstract,abstract_cn
10.1038/lsa.2017.80,Super-resolution visible photoactivated atomic force microscopy,超分辨率可见光活化原子力显微镜 ,"<p>Imaging the intrinsic optical absorption properties of nanomaterials with optical microscopy (OM) is hindered by the optical diffraction limit and intrinsically poor sensitivity. Thus, expensive and destructive electron microscopy (EM) has been commonly used to examine the morphologies of nanostructures. Further, while nanoscale fluorescence OM has become crucial for investigating the morphologies and functions of intracellular specimens, this modality is not suitable for imaging optical absorption and requires the use of possibly undesirable exogenous fluorescent molecules for biological samples. Here we demonstrate super-resolution visible photoactivated atomic force microscopy (pAFM), which can sense intrinsic optical absorption with ~8&#8201;nm resolution. Thus, the resolution can be improved down to ~8&#8201;nm. This system can detect not only the first harmonic response, but also the higher harmonic response using the nonlinear effect. The thermoelastic effects induced by pulsed laser irradiation allow us to obtain visible pAFM images of single gold nanospheres, various nanowires, and biological cells, all with nanoscale resolution. Unlike expensive EM, the visible pAFM system can be simply implemented by adding an optical excitation sub-system to a commercial atomic force microscope.</p>",光学衍射极限和本质上较差的灵敏度阻碍了用光学显微镜（OM）成像纳米材料的固有光学吸收特性。因此，昂贵且破坏性的电子显微镜（EM）已被普遍用于检查纳米结构的形态。此外，尽管纳米级荧光OM已成为研究细胞内标本的形态和功能的关键，但这种方式不适用于光学吸收成像，需要将可能不希望的外源荧光分子用于生物样品。在这里，我们演示了超分辨率可见光激活原子力显微镜（pAFM），该显微镜可以感应〜8＆＃8201nm分辨率的固有光吸收。因此，可以将分辨率提高到〜8＆＃8201; nm。使用非线性效应，该系统不仅可以检测一次谐波响应，而且可以检测更高的谐波响应。脉冲激光辐照引起的热弹性效应使我们可以获得单个金纳米球，各种纳米线和生物细胞的可见pAFM图像，所有图像均具有纳米级分辨率。不同于昂贵的EM，可见的pAFM系统可以通过在商用原子力显微镜上添加光学激发子系统来简单实现。</ p> 
10.1038/lsa.2017.82,Nonlinear optical endomicroscopy for label-free functional histology in vivo,非线性光学内窥镜检查用于体内无标记的功能组织学 ,"<p>This manuscript reports on the first two-photon, label-free, metabolic imaging of biological tissues in vivo at histological resolution on an extremely compact, fiber-optic endomicroscopy platform. This system provides new opportunities for performing non-invasive and functional histological imaging of internal organs in vivo, in situ and in real time. As a routine clinical procedure, traditional histology has made significant impacts on medicine. However, the procedure is invasive and time consuming, suffers random sampling errors, and cannot provide in vivo functional information. The technology reported here features an extremely compact and flexible fiber-optic probe ~2&#8201;mm in diameter, enabling direct access to internal organs. Unprecedented two-photon imaging quality comparable to a large bench-top laser scanning microscope was achieved through technological innovations in double-clad fiber optics and miniature objective lenses (among many others). In addition to real-time label-free visualization of biological tissues in situ with subcellular histological detail, we demonstrated for the first time in vivo two-photon endomicroscopic metabolic imaging on a functioning mouse kidney model. Such breakthroughs in nonlinear endoscopic imaging capability present numerous promising opportunities for paradigm-shifting applications in both clinical diagnosis and basic research.</p>",<p>此手稿报道了在极其紧凑的光纤内窥镜平台上以组织学分辨率进行的体内生物组织的首次双光子无标记代谢成像。该系统为体内，原位和实时进行内部器官的非侵入性和功能性组织学成像提供了新的机会。作为常规临床程序，传统组织学对医学产生了重大影响。然而，该过程是侵入性的且耗时的，遭受随机采样误差，并且不能提供体内功能信息。此处报道的技术具有直径约2毫米的极其紧凑和灵活的光纤探头，可直接进入内部器官。通过双包层光纤和微型物镜（以及许多其他产品）的技术创新，实现了前所未有的双光子成像质量，可媲美大型台式激光扫描显微镜。除了具有亚细胞组织学细节的原位生物组织的实时无标签可视化之外，我们还首次在功能正常的小鼠肾脏模型上展示了体内双光子内镜代谢成像。非线性内窥镜成像能力的这些突破为范式转换在临床诊断和基础研究中的应用提供了广阔的前景。</ p> 
10.1038/lsa.2017.85,Spin-manipulated nanoscopy for single nitrogen-vacancy center localizations in nanodiamonds,纳米金刚石中单个氮空位中心定位的自旋操纵纳米技术 ,"<p>Due to their exceptional optical and magnetic properties, negatively charged nitrogen-vacancy (NV<sup>&#8722;</sup>) centers in nanodiamonds (NDs) have been identified as an indispensable tool for imaging, sensing and quantum bit manipulation. The investigation of the emission behaviors of single NV<sup>&#8722;</sup> centers at the nanoscale is of paramount importance and underpins their use in applications ranging from quantum computation to super-resolution imaging. Here, we report on a spin-manipulated nanoscopy method for nanoscale resolutions of the collectively blinking NV<sup>&#8722;</sup> centers confined within the diffraction-limited region. Using wide-field localization microscopy combined with nanoscale spin manipulation and the assistance of a microwave source tuned to the optically detected magnetic resonance (ODMR) frequency, we discovered that two collectively blinking NV<sup>&#8722;</sup> centers can be resolved. Furthermore, when the collective emitters possess the same ground state spin transition frequency, the proposed method allows the resolving of each single NV<sup>&#8722;</sup> center via an external magnetic field used to split the resonant dips. In spin manipulation, the three-level blinking dynamics provide the means to resolve two NV<sup>&#8722;</sup> centers separated by distances of 23&#8201;nm. The method presented here offers a new platform for studying and imaging spin-related quantum interactions at the nanoscale with super-resolution techniques.</p>",<p>由于纳米金刚石（NDs）具有出色的光学和磁学性质，带负电荷的氮空位（NV <sup>＆＃8722; </ sup>）中心被认为是成像，传感和量子必不可少的工具位操作。在纳米尺度上研究单个NV <sup>＆＃8722; </ sup>中心的发射行为至关重要，并支持了它们在从量子计算到超分辨率成像的应用中的使用。在这里，我们报道了一种自旋操纵的纳米技术方法，用于纳米级分辨率的集体闪烁的NV <sup>＆＃8722; </ sup>中心被限制在衍射极限区域内。利用宽域定位显微镜结合纳米级自旋操纵和微波源的调谐到光学检测的磁共振（ODMR）频率，我们发现两个共同闪烁的NV <sup>＆＃8722; </ sup>中心可以得到解决。此外，当集体发射器具有相同的基态自旋跃迁频率时，所提出的方法允许通过用于分裂共振垂线的外部磁场来解析每个单个NV NV中心。在自旋操纵中，三级闪烁动力学提供了解决两个NV <sup>＆＃8722; </ sup>中心的方法，该中心之间的距离为23＆＃8201; nm。本文提出的方法为利用超分辨率技术研究和成像与自旋相关的量子相互作用提供了一个新的平台。</ p> 
10.1038/lsa.2017.86,Stable femtosecond X-rays with tunable polarization from a laser-driven accelerator,飞秒X射线稳定，来自激光驱动加速器的偏振可调 ,"<p>Technology based on high-peak-power lasers has the potential to provide compact and intense radiation sources for a wide range of innovative applications. In particular, electrons that are accelerated in the wakefield of an intense laser pulse oscillate around the propagation axis and emit X-rays. This betatron source, which essentially reproduces the principle of a synchrotron at the millimeter scale, provides bright radiation with femtosecond duration and high spatial coherence. However, despite its unique features, the usability of the betatron source has been constrained by its poor control and stability. In this article, we demonstrate the reliable production of X-ray beams with tunable polarization. Using ionization-induced injection in a gas mixture, the orbits of the relativistic electrons emitting the radiation are reproducible and controlled. We observe that both the signal and beam profile fluctuations are significantly reduced and that the beam pointing varies by less than a tenth of the beam divergence. The polarization ratio reaches 80%, and the polarization axis can easily be rotated. We anticipate a broad impact of the source, as its unprecedented performance opens the way for new applications.</p>",<p>基于高峰值功率激光器的技术有潜力为各种创新应用提供紧凑而强烈的辐射源。特别地，在强激光脉冲的尾波场中加速的电子围绕传播轴振荡并发射X射线。该电子感应加速器源实质上再现了毫米级同步加速器的原理，可提供具有飞秒持续时间和高空间相干性的明亮辐射。但是，尽管它具有独特的功能，但电子感应加速器源的可用性因其差的控制性和稳定性而受到限制。在本文中，我们演示了可调谐偏振X射线束的可靠产生。通过在气体混合物中进行电离诱导注入，可再现和控制发射辐射的相对论电子的轨道。我们观察到信号和光束轮廓的起伏都大大减少了，光束指向的变化小于光束发散的十分之一。偏振比达到80％，并且偏振轴可以轻松旋转。我们期待源的广泛影响，因为其空前的性能为新应用开辟了道路。</ p> 
10.1038/lsa.2017.94,The fabrication of color-tunable organic light-emitting diode displays via solution processing,通过溶液处理来制造颜色可调的有机发光二极管显示器 ,"<p>Electroluminescent devices based on organic semiconductors have attracted significant attention owing to their promising applications in flat-panel displays. The conventional display pixel consisting of side-by-side arrayed red, green and blue subpixels represents the mature technology but bears an intrinsic deficiency of a low pixel density. Constructing an individual color-tunable pixel that comprises vertically stacked subpixels is considered an advanced technology. Although color-tunable organic light-emitting diodes (OLEDs) have been fabricated using the vacuum deposition of small molecules, the solution processing of conjugated polymers would enable a much simpler and inexpensive manufacturing process. Here we present the all-solution processing of color-tunable OLEDs comprising two vertically stacked polymer emitters. A thin layer of highly conducting and transparent silver nanowires is introduced as the intermediate charge injection contact, which allows the emission spectrum and intensity of the tandem devices to be seamlessly manipulated. To demonstrate a viable application of this technology, a 4-by-4 pixelated matrix color-tunable display was fabricated.</p>",<p>基于有机半导体的电致发光器件由于其在平板显示器中的应用前景而备受关注。由并排排列的红色，绿色和蓝色子像素组成的常规显示像素代表了成熟的技术，但是具有低像素密度的内在缺陷。构造包括垂直堆叠的子像素的单个颜色可调像素被认为是一项先进技术。尽管已经利用小分子的真空沉积来制造了颜色可调的有机发光二极管（OLED），但是共轭聚合物的固溶处理将使制造过程变得更加简单和廉价。在这里，我们介绍了包括两个垂直堆叠的聚合物发射器的颜色可调OLED的全解决方案。引入一层高导电性和透明性的银纳米线作为中间电荷注入触点，从而可以无缝控制串联器件的发射光谱和强度。为了演示该技术的可行应用，制造了一种4×4像素化矩阵色彩可调显示器。</ p> 
10.1038/lsa.2017.95,Two-color multiphoton in vivo imaging with a femtosecond diamond Raman laser,飞秒金刚石拉曼激光器的双色多光子体内成像 ,"<p>Two-color multiphoton microscopy through wavelength mixing of synchronized lasers has been shown to increase the spectral window of excitable fluorophores without the need for wavelength tuning. However, most currently available dual output laser sources rely on the costly and complicated optical parametric generation approach. In this report, we detail a relatively simple and low cost diamond Raman laser pumped by a ytterbium fiber amplifier emitting at 1055&#8201;nm, which generates a first Stokes emission centered at 1240&#8201;nm with a pulse width of 100&#8201;fs. The two excitation wavelengths of 1055 and 1240&#8201;nm, along with the effective two-color excitation wavelength of 1140&#8201;nm, provide an almost complete coverage of fluorophores excitable within the range of 1000&#8211;1300&#8201;nm. When compared with 1055&#8201;nm excitation, two-color excitation at 1140&#8201;nm offers a 90% increase in signal for many far-red emitting fluorescent proteins (for example, tdKatushka2). We demonstrate multicolor imaging of tdKatushka2 and Hoechst 33342 via simultaneous two-color two-photon, and two-color three-photon microscopy in engineered 3D multicellular spheroids. We further discuss potential benefits and applications for two-color three-photon excitation. In addition, we show that this laser system is capable of in vivo imaging in mouse cortex to nearly 1&#8201;mm in depth with two-color excitation.</p>",通过同步激光器波长混合的双色多光子显微镜已显示出无需激发波长即可增加可激发荧光团的光谱窗口。但是，当前大多数可用的双输出激光源都依赖昂贵且复杂的光学参数生成方法。在此报告中，我们详细介绍了由simple光纤放大器泵浦的相对简单且低成本的金刚石拉曼激光器，其发射功率为1055＆＃8201; nm，该中心产生的第一斯托克斯发射中心为12400＆＃8201; nm，脉冲宽度为100＆＃8201 ; fs。 1055和1240＆＃8201; nm的两个激发波长，以及1140＆＃8201; nm的有效双色激发波长，提供了几乎完全覆盖在1000＆＃8211; 1300＆＃8201; nm范围内可激发的荧光团。与1055nm激发相比，在1140nm处的双色激发使许多发出远红光的荧光蛋白（例如tdKatushka2）的信号增加90％。我们通过在工程3D多细胞球体中同时进行两色两光子和两色三光子显微镜演示了tdKatushka2和Hoechst 33342的多色成像。我们进一步讨论了双色三光子激发的潜在好处和应用。此外，我们展示了这种激光系统能够通过两种颜色激发，在小鼠皮质中进行近1毫米深度的体内成像。</ p> 
10.1038/lsa.2017.98,Subnanometer-resolved chemical imaging via multivariate analysis of tip-enhanced Raman maps,通过尖端增强的拉曼图的多元分析实现亚纳米级的化学成像 ,"<p>Tip-enhanced Raman spectroscopy (TERS) is a powerful surface analysis technique that can provide subnanometer-resolved images of nanostructures with site-specific chemical fingerprints. However, due to the limitation of weak Raman signals and the resultant difficulty in achieving TERS imaging with good signal-to-noise ratios (SNRs), the conventional single-peak analysis is unsuitable for distinguishing complex molecular architectures at the subnanometer scale. Here we demonstrate that the combination of subnanometer-resolved TERS imaging and advanced multivariate analysis can provide an unbiased panoramic view of the chemical identity and spatial distribution of different molecules on surfaces, yielding high-quality chemical images despite limited SNRs in individual pixel-level spectra. This methodology allows us to exploit the full power of TERS imaging and unambiguously distinguish between adjacent molecules with a resolution of ~0.4&#8201;nm, as well as to resolve submolecular features and the differences in molecular adsorption configurations. Our results provide a promising methodology that promotes TERS imaging as a routine analytical technique for the analysis of complex nanostructures on surfaces.</p>",尖端增强拉曼光谱（TERS）是一种功能强大的表面分析技术，可以为纳米结构提供亚纳米级分辨的图像，并具有特定的化学指纹。然而，由于弱拉曼信号的局限性以及获得具有良好信噪比（SNR）的TERS成像所带来的困难，常规的单峰分析不适用于在亚纳米尺度上区分复杂的分子结构。在这里，我们证明，亚纳米级分辨率的TERS成像与先进的多变量分析相结合，可以提供表面上不同分子的化学同一性和空间分布的无偏全景视图，尽管单个像素级光谱中的SNR受限制，但仍可以生成高质量的化学图像。 。这种方法学使我们能够利用TERS成像的全部功能，并以约0.4纳米的分辨率明确地区分相邻分子，并解决亚分子特征和分子吸附构型的差异。我们的结果提供了一种有前途的方法，可促进TERS成像作为分析表面复杂纳米结构的常规分析技术。</ p> 
10.1038/lsa.2017.100,Integrated sources of photon quantum states based on nonlinear optics,基于非线性光学的光子量子态集成源 ,"<p>The ability to generate complex optical photon states involving entanglement between multiple optical modes is not only critical to advancing our understanding of quantum mechanics but will play a key role in generating many applications in quantum technologies. These include quantum communications, computation, imaging, microscopy and many other novel technologies that are constantly being proposed. However, approaches to generating parallel multiple, customisable bi- and multi-entangled quantum bits (qubits) on a chip are still in the early stages of development. Here, we review recent advances in the realisation of integrated sources of photonic quantum states, focusing on approaches based on nonlinear optics that are compatible with contemporary optical fibre telecommunications and quantum memory platforms as well as with chip-scale semiconductor technology. These new and exciting platforms hold the promise of compact, low-cost, scalable and practical implementations of sources for the generation and manipulation of complex quantum optical states on a chip, which will play a major role in bringing quantum technologies out of the laboratory and into the real world.</p>",<p>生成复杂光学光子状态的能力，涉及多个光学模式之间的纠缠，不仅对增进我们对量子力学的理解至关重要，而且在生成量子技术的许多应用中将发挥关键作用。这些包括量子通信，计算，成像，显微镜和许多其他不断提出的新颖技术。但是，在芯片上生成并行的多个可定制的双纠缠和多纠缠量子比特（qubit）的方法仍处于开发的早期阶段。在这里，我们将回顾实现光子量子态集成源的最新进展，重点放在基于非线性光学的方法上，这些方法与当代的光纤通信和量子存储平台以及芯片级半导体技术兼容。这些令人兴奋的新平台有望以紧凑，低成本，可扩展且实用的方式实现信号源，以在芯片上生成和操纵复杂的量子光学状态，这将在将量子技术带出实验室和解决方案中发挥重要作用。进入现实世界。</ p> 
10.1038/lsa.2017.111,Cavity-assisted ultrafast long-range periodic energy transfer between plasmonic nanoantennas,等离子体辅助纳米天线之间的腔辅助超快速远距离周期性能量转移 ,,
10.1038/lsa.2017.123,Toward unlimited temporal resolution: femtosecond videography for atomic and molecular dynamics,迈向无限的时间分辨率：飞秒摄录技术，用于原子和分子动力学 ,,
