doi,title,title_cn,abstract,abstract_cn
10.1038/lsa.2014.1,Guided resonance in negative index photonic crystals: a new approach,负折射率光子晶体中的引导共振：一种新方法 ,"<p>The behavior of a negative refraction photonic crystal slab irradiated with out-of-plane incident beam is an unexplored subject. In such an experimental configuration, guided mode resonance appears in the reflection spectrum. We show that, in this case, the light coupled inside the photonic crystal is backpropagating. A relationship with the negative index properties is established using a new approach in which the guided resonance is recovered by modeling the photonic crystal layer with a simple Lorentz resonator using the Fresnel reflection formula.</p>",<p>用面外入射光束照射的负折射光子晶体平板的行为是一个未经探索的问题。 在这样的实验配置中，引导模式共振出现在反射光谱中。 我们表明，在这种情况下，光子晶体内部耦合的光向后传播。 使用新方法建立与负折射率特性的关系，该新方法是通过使用菲涅耳反射公式用简单的洛伦兹谐振器对光子晶体层进行建模来恢复引导谐振。</ p> 
10.1038/lsa.2014.3,Handheld high-throughput plasmonic biosensor using computational on-chip imaging,手持式高通量等离子体生物传感器，采用计算芯片成像 ,"<p>We demonstrate a handheld on-chip biosensing technology that employs plasmonic microarrays coupled with a lens-free computational imaging system towards multiplexed and high-throughput screening of biomolecular interactions for point-of-care applications and resource-limited settings. This lightweight and field-portable biosensing device, weighing 60 g and 7.5&#160;cm tall, utilizes a compact optoelectronic sensor array to record the diffraction patterns of plasmonic nanostructures under uniform illumination by a single-light emitting diode tuned to the plasmonic mode of the nanoapertures. Employing a sensitive plasmonic array design that is combined with lens-free computational imaging, we demonstrate label-free and quantitative detection of biomolecules with a protein layer thickness down to 3&#160;nm. Integrating large-scale plasmonic microarrays, our on-chip imaging platform enables simultaneous detection of protein mono- and bilayers on the same platform over a wide range of biomolecule concentrations. In this handheld device, we also employ an iterative phase retrieval-based image reconstruction method, which offers the ability to digitally image a highly multiplexed array of sensors on the same plasmonic chip, making this approach especially suitable for high-throughput diagnostic applications in field settings.</p>",<p>我们展示了一种手持式芯片上生物传感技术，该技术将等离激元微阵列与无透镜计算成像系统结合使用，以实现针对即时医疗应用和资源受限设置的生物分子相互作用的多重和高通量筛选。这种轻巧且可现场携带的生物传感设备，重60克，高7.5厘米，采用紧凑的光电传感器阵列，通过调谐到等离激元模式的单个发光二极管，在均匀照明下记录等离激元纳米结构的衍射图样。纳米孔径。利用与无透镜计算成像相结合的灵敏等离子体阵列设计，我们证明了蛋白质层厚度低至3纳米的生物分子的无标记和定量检测。我们的片上成像平台集成了大规模等离激元微阵列，可在广泛的生物分子浓度范围内同时检测同一平台上的蛋白质单层和双层。在该手持设备中，我们还采用了基于迭代相位检索的图像重建方法，该方法可以对同一等离子芯片上的高度复用的传感器阵列进行数字成像，从而使该方法特别适合于现场的高通量诊断应用设置。</ p> 
10.1038/lsa.2014.5,Manipulating Bloch surface waves in 2D: a platform concept-based flat lens,二维处理Bloch表面波：基于平台概念的平面透镜 ,"<p>At the end of the 1970s, it was confirmed that dielectric multilayers can sustain Bloch surface waves (BSWs). However, BSWs were not widely studied until more recently. Taking advantage of their high-quality factor, sensing applications have focused on BSWs. Thus far, no work has been performed to manipulate and control the natural surface propagations in terms of defined functions with two-dimensional (2D) components, targeting the realization of a 2D system. In this study, we demonstrate that 2D photonic components can be implemented by coating an in-plane shaped ultrathin (&#8764;&#955;/15) polymer layer on the dielectric multilayer. The presence of the polymer modifies the local effective refractive index, enabling direct manipulation of the BSW. By locally shaping the geometries of the 2D components, the BSW can be deflected, diffracted, focused and coupled with 2D freedom. Enabling BSW manipulation in 2D, the dielectric multilayer can play a new role as a robust platform for 2D optics, which can pave the way for integration in photonic chips. Multiheterodyne near-field measurements are used to study light propagation through micro- and nano-optical components. We demonstrate that a lens-shaped polymer layer can be considered as a 2D component based on the agreement between near-field measurements and theoretical calculations. Both the focal shift and the resolution of a 2D BSW lens are measured for the first time. The proposed platform enables the design of 2D all-optical integrated systems, which have numerous potential applications, including molecular sensing and photonic circuits.</p>",<p>在1970年代末，已证实介电多层可以维持Bloch表面波（BSW）。但是，直到最近才对BSW进行了广泛的研究。利用其高质量的因素，传感应用专注于BSW。迄今为止，还没有针对具有二维（2D）系统实现目的的具有二维（2D）分量的已定义功能来操纵和控制自然表面传播的工作。在这项研究中，我们证明了可以通过在电介质多层板上涂覆面内形状的超薄（＆＃8764;＆＃955; / 15）聚合物层来实现2D光子组件。聚合物的存在会改变局部有效折射率，从而可以直接操作BSW。通过局部调整2D组件的几何形状，可以使BSW偏转，衍射，聚焦并结合2D自由度。通过在2D中启用BSW操作，介电多层可以作为2D光学系统的强大平台发挥新作用，这可以为光子芯片中的集成铺平道路。多外差近场测量用于研究通过微光学和纳米光学组件传播的光。我们证明，基于近场测量和理论计算之间的协议，可以将透镜状聚合物层视为2D组件。首次测量2D BSW镜头的焦点偏移和分辨率。该平台使设计人员能够设计二维全光集成系统，该系统具有许多潜在应用，包括分子传感和光子电路。</ p> 
10.1038/lsa.2014.7,Tweezing and manipulating micro- and nanoparticles by optical nonlinear endoscopy,光学非线性内窥镜钳制和处理微颗粒和纳米颗粒 ,"<p>The precise control and manipulation of micro- and nanoparticles using an optical endoscope are potentially important in biomedical studies, bedside diagnosis and treatment in an aquatic internal organ environment, but they have not yet been achieved. Here, for the first time, we demonstrate optical nonlinear endoscopic tweezers (ONETs) for directly controlling and manipulating aquatic micro- and nanobeads as well as gold nanorods. It is found that two-photon absorption can enhance the trapping force on fluorescent nanobeads by up to four orders of magnitude compared with dielectric nanobeads of the same size. More importantly, two-photon excitation leads to a plasmon-mediated optothermal attracting force on nanorods, which can extend far beyond the focal spot. This new phenomenon facilitates a snowball effect that allows the fast uploading of nanorods to a targeted cell followed by thermal treatment within 1&#160;min. As two-photon absorption allows an operation wavelength at the center of the transmission window of human tissue, our work demonstrates that ONET is potentially an unprecedented tool for precisely specifying the location and dosage of drug particles and for rapidly uploading metallic nanoparticles to individual cancer cells for treatment.</p>",<p>使用光学内窥镜对微米和纳米颗粒进行精确控制和操纵在水生内脏环境中的生物医学研究，床旁诊断和治疗中可能具有重要意义，但尚未实现。在这里，我们首次展示了光学非线性内窥镜镊子（ONETs），用于直接控制和操纵水生微珠和纳米珠以及金纳米棒。发现与相同尺寸的介电纳米珠相比，双光子吸收可以将对荧光纳米珠的捕获力提高多达四个数量级。更重要的是，双光子激发会在纳米棒上产生等离激元介导的光热引力，该引力可以延伸到焦点之外。这种新现象促进了滚雪球效应，使纳米棒快速上载到目标细胞，然后在1分钟内进行热处理。由于双光子吸收允许操作波长位于人体组织透射窗口的中心，因此我们的工作表明，ONET可能是前所未有的工具，可用于精确指定药物颗粒的位置和剂量以及将金属纳米颗粒快速上载至单个癌细胞进行治疗。</ p> 
10.1038/lsa.2014.10,Protein-based soft micro-optics fabricated by femtosecond laser direct writing,飞秒激光直接写入制造的基于蛋白质的软微光学元件 ,"<p>In this work, we report a novel soft diffractive micro-optics, called &#8216;microscale kinoform phase-type lens (micro-KPL)&#8217;, which is fabricated by femtosecond laser direct writing (FsLDW) using bovine serum albumin (BSA) as building blocks and flexible polydimethylsiloxane (PDMS) slices as substrates. By carefully optimizing various process parameters of FsLDW (e.g., average laser power density, scanning step, exposure time on a single point and protein concentration), the as-formed protein micro-KPLs exhibit excellent surface quality, well-defined three-dimensional (3D) geometry and distinctive optical properties, even in relatively harsh operation environments (for instance, in strong acid or base). Laser shaping, imaging and other optical performances can be easily achieved. More importantly, micro-KPLs also have unique flexible and stretchable properties as well as good biocompatibility and biodegradability. Therefore, such protein hydrogel-based micro-optics may have great potential applications, such as in flexible and stretchable photonics and optics, soft integrated optical microsystems and bioimplantable devices.</p>",<p>在这项工作中，我们报告了一种新型的软衍射微光学器件，称为＆＃8216;微米级千鸟形相型透镜（micro-KPL）＆＃8217 ;，它是使用飞秒激光直接写入（FsLDW）使用牛血清白蛋白（BSA）作为构建基块，而柔性聚二甲基硅氧烷（PDMS）切片作为基层。通过仔细优化FsLDW的各种工艺参数（例如，平均激光功率密度，扫描步骤，单点曝光时间和蛋白质浓度），所形成的蛋白质微KPL表现出出色的表面质量，清晰的三维（ 3D）几何形状和独特的光学特性，即使在相对苛刻的操作环境中（例如，在强酸或强碱中）。激光整形，成像和其他光学性能可以轻松实现。更重要的是，微型KPL还具有独特的柔韧性和可拉伸性，以及良好的生物相容性和生物降解性。因此，这种基于蛋白质水凝胶的微光学器件可能具有巨大的潜在应用，例如在柔性和可拉伸的光子学和光学器件，软集成光学微系统和生物可植入设备中。</ p> 
10.1038/lsa.2014.12,Spiral attractor created by vector solitons,矢量孤子创建的螺旋吸引子 ,"<p>Mode-locked lasers emitting a train of femtosecond pulses called dissipative solitons are an enabling technology for metrology, high-resolution spectroscopy, fibre optic communications, nano-optics and many other fields of science and applications. Recently, the vector nature of dissipative solitons has been exploited to demonstrate mode locked lasing with both locked and rapidly evolving states of polarisation. Here, for an erbium-doped fibre laser mode locked with carbon nanotubes, we demonstrate the first experimental and theoretical evidence of a new class of slowly evolving vector solitons characterized by a double-scroll chaotic polarisation attractor substantially different from Lorenz, R&#246;ssler and Ikeda strange attractors. The underlying physics comprises a long time scale coherent coupling of two polarisation modes. The observed phenomena, apart from the fundamental interest, provide a base for advances in secure communications, trapping and manipulation of atoms and nanoparticles, control of magnetisation in data storage devices and many other areas.</p>",<p>发出飞秒脉冲序列（称为耗散孤子）的锁模激光器是用于计量学，高分辨率光谱学，光纤通信，纳米光学以及许多其他科学和应用领域的使能技术。最近，耗散孤子的矢量性质已被用来证明具有锁定和快速发展的极化状态的锁模激光。在这里，对于碳纳米管锁定的掺-光纤激光模式，我们展示了新型的缓慢演化的矢量孤子的第一个实验和理论证据，其特征是与洛伦兹（Lorenz，R＆＃246;斯勒和池田奇怪的吸引子。潜在的物理学包括两个极化模式的长时间尺度相干耦合。除了根本的兴趣外，观察到的现象还为安全通信，原子和纳米粒子的俘获和操纵，数据存储设备中的磁化控制以及许多其他领域的进步提供了基础。</ p> 
10.1038/lsa.2014.14,A visible light-driven plasmonic photocatalyst,可见光驱动的等离激元光催化剂 ,"<p>We demonstrate a bottom-up approach to fabricating a visible light-driven titania photocatalyst device bearing an embedded two-dimensional (2D) array of gold nanoparticles (AuNPs) as a near-field light-generating layer. The device is a layered structure prepared by depositing a 2D array of AuNPs on a transparent conductive substrate (10&#160;nm indium tin oxide (ITO) layer on quartz), coating the 2D array of AuNPs with a monolayer of trimethoxyoctylsilane (TMOS), and depositing titania nanocrystals on the anchoring molecule (TMOS) layer. The visible light activity of the device was tested using photocatalytic degradation of methylene blue (MB) by illuminating the device with visible light (700&#160;nm light) and ultraviolet (UV) light (250&#8211;380&#160;nm). The localized surface plasmon resonance peak of the 36&#160;nm AuNP 2D array is around 700&#160;nm with a full-width at half-maximum of 350&#160;nm. In comparison with other control samples, the device showed the highest photocatalytic activity with visible irradiation, which was 1.7 times higher than that of titania with UV irradiation. The origin of the visible light activity was confirmed by both quadratic incident light power dependency and action spectrum to be plasmon-induced (near-field enhancement by AuNPs) two-photon absorption.</p>",<p>我们展示了一种自底向上的方法来制造可见光驱动的二氧化钛光催化剂装置，该装置带有金纳米粒子（AuNPs）的嵌入式二维（2D）阵列作为近场光产生层。该设备是通过在透明导电衬底上沉积2D AuNPs阵列（石英上的10nm nm铟锡氧化物（ITO）层），在AuNPs 2D阵列上涂覆三甲氧基辛基硅烷（TMOS）单层而制成的分层结构，并在锚固分子（TMOS）层上沉积二氧化钛纳米晶体。使用亚甲基蓝（MB）的光催化降解来测试设备的可见光活性，方法是用可见光（700＆＃160; nm光）和紫外（UV）光（250＆＃8211; 380＆＃160; nm）照射设备。 36nm nm AuNP 2D阵列的局部表面等离子体共振峰在700nm左右，半峰全宽为350nm。与其他对照样品相比，该装置在可见光照射下显示出最高的光催化活性，是紫外线照射下二氧化钛的1.7倍。二次入射光功率依赖性和作用谱都证实了可见光活动的起源是等离子体激发的（AuNPs近场增强）双光子吸收。</ p> 
10.1038/lsa.2014.16,Zero-dimensional polariton laser in a subwavelength grating-based vertical microcavity,基于亚波长光栅的垂直微腔中的零维极化子激光器 ,"<p>Semiconductor exciton&#8211;polaritons in planar microcavities form coherent two-dimensional condensates in non-equilibrium. However, the coupling of multiple lower-dimensional polariton quantum systems, which are critical for polaritonic quantum device applications and novel cavity-lattice physics, has been limited in conventional cavity structures. Here, we demonstrate full non-destructive confinement of polaritons using a hybrid cavity composed of a single-layer subwavelength grating mirror and a distributed Bragg reflector. Single-mode polariton lasing was observed at a chosen polarization. The incorporation of a designable slab mirror in a conventional vertical cavity, when operating in the strong-coupling regime, enables the confinement, control and coupling of polariton gasses in a scalable fashion. This approach may open the door to experimental implementations of polariton-based quantum photonic devices and coupled cavity quantum electrodynamic systems.</p>",<p>半导体激子在平面微腔中的极化子在非平衡状态下形成相干的二维冷凝物。 然而，在传统的腔结构中，对于极化子量子器件的应用和新颖的腔-晶格物理学至关重要的多个低维极化子量子系统的耦合受到了限制。 在这里，我们演示了使用由单层亚波长光栅镜和分布式布拉格反射器组成的混合腔对极化子进行完全无损限制。 在选择的偏振下观察到单模偏振激射。 当在强耦合状态下操作时，在常规垂直腔中结合可设计的平板反射镜可以以可扩展的方式限制，控制和耦合极化子气体。 这种方法可能为基于极化子的量子光子器件和耦合腔量子电动力学系统的实验实现打开大门。</ p> 
10.1038/lsa.2014.18,Adding fifth dimension to optoacoustic imaging: volumetric time-resolved spectrally enriched tomography,在光声成像中增加第五维：体积时间分辨光谱富集层析成像 ,"<p>Optoacoustics provides a unique set of capabilities for bioimaging, associated with the intrinsic combination of ultrasound- and light-related advantages, such as high spatial and temporal resolution as well as powerful spectrally enriched imaging contrast in biological tissues. We demonstrate here, for the first time, the acquisition, processing and visualization of five-dimensional optoacoustic data, thus offering unparallel imaging capacities among the current bioimaging modalities. The newly discovered performance is enabled by simultaneous volumetric detection and processing of multispectral data and is further showcased here by attaining time-resolved volumetric blood oxygenation maps in deep human vessels and real-time tracking of contrast agent distribution in a murine model in vivo.</p>",<p>光声技术为生物成像提供了一套独特的功能，与超声和光相关的优势（例如高空间和时间分辨率以及生物组织中强大的光谱丰富成像对比度）的固有结合相关。 我们在这里首次展示了五维光声数据的采集，处理和可视化，从而在当前的生物成像方式中提供了无与伦比的成像能力。 通过同时进行体积检测和多光谱数据处理，可以实现新发现的性能，并通过在深层人类血管中获得时间分辨的体积血液氧合图并在体内在鼠模型中实时跟踪造影剂分布来进一步展示这一新性能。 / p> 
10.1038/lsa.2014.20,Direct generation of linearly polarized photon emission with designated orientations from site-controlled InGaN quantum dots,通过位置控制的InGaN量子点直接生成具有指定方向的线性偏振光子发射 ,"<p>Semiconductor quantum dots (QDs) have been demonstrated viable for efficient light emission applications, in particular for the emission of single photons on demand. However, the preparation of QDs emitting photons with predefined and deterministic polarization vectors has proven arduous. Access to linearly polarized photons is essential for various applications. In this report, a novel concept to directly generate linearly-polarized photons is presented. This concept is based on InGaN QDs grown on top of elongated GaN hexagonal pyramids, by which the predefined elongation determines the polarization vectors of the emitted photons from the QDs. This growth scheme should allow fabrication of ultracompact arrays of photon emitters, with a controlled polarization direction for each individual emitter.</p>",已经证明半导体量子点（QD）对于有效的发光应用是可行的，尤其是按需发射单个光子。 然而，已经证明制备具有预定的和确定的偏振矢量的发射光子的QD很费力。 线性极化光子的访问对于各种应用至关重要。 在这份报告中，提出了一种直接产生线性极化光子的新颖概念。 该概念基于生长在细长GaN六边形金字塔顶部的InGaN QD，由此预定义的伸长率确定了QD发射光子的偏振矢量。 这种生长方案应允许制造光子发射器的超紧凑阵列，并为每个单独的发射器控制偏振方向。</ p> 
