doi,title,title_cn,abstract,abstract_cn,affiliations,affiliations_cn
10.1038/lsa.2017.2,Hot electrons in water: injection and ponderomotive acceleration by means of plasmonic nanoelectrodes,水中的热电子：通过等离激元纳米电极的注入和质子加速 ,"<p>We present a theoretical and experimental study of a plasmonic nanoelectrode architecture that is able to inject bunches of hot electrons into an aqueous environment. In this approach, electrons are accelerated in water by ponderomotive forces up to energies capable of exciting or ionizing water molecules. This ability is enabled by the nanoelectrode structure (extruding out of a metal baseplate), which allows for the production of an intense plasmonic hot spot at the apex of the structure while maintaining the electrical connection to a virtually unlimited charge reservoir. The electron injection is experimentally monitored by recording the current transmitted through the water medium, whereas the electron acceleration is confirmed by observation of the bubble generation for a laser power exceeding a proper threshold. An understanding of the complex physics involved is obtained via a numerical approach that explicitly models the electromagnetic hot spot generation, electron-by-electron injection via multiphoton absorption, acceleration by ponderomotive forces and electron-water interaction through random elastic and inelastic scattering. The model predicts a critical electron density for bubble nucleation that nicely matches the experimental findings and reveals that the efficiency of energy transfer from the plasmonic hot spot to the free electron cloud is much more efficient (17 times higher) in water than in a vacuum. Because of their high kinetic energy and large reduction potential, these proposed wet hot electrons may provide new opportunities in photocatalysis, electrochemical processes and hot-electron driven chemistry.</p>",<p>我们提出了一种等离子体纳米电极结构的理论和实验研究，该结构能够将一束热电子注入到水环境中。在这种方法中，电子在水中通过质动力被加速，直至能够激发或电离水分子的能量。纳米电极结构（从金属底板伸出）可实现此功能，该结构可在结构的顶点产生强烈的等离子热点，同时保持与几乎无限量的电荷储存器的电连接。通过记录流过水介质的电流来实验性地监控电子注入，而通过观察气泡功率超过适当阈值时产生的气泡来确认电子加速度。通过数值方法可以明确了解电磁热点的产生，通过多光子吸收进行逐电子注入，通过质动力进行加速以及通过随机弹性和非弹性散射进行电子与水的相互作用，从而对所涉及的复杂物理学有所了解。该模型预测了气泡成核的临界电子密度，该密度与实验结果非常吻合，并且揭示了在水中，从等离子体热点转移到自由电子云的能量转换效率要比真空转换效率高得多（高17倍）。这些提议的湿热电子由于具有较高的动能和较大的还原电位，因此可能在光催化，电化学过程和热电子驱动化学方面提供新的机会。</ p> ,"[{'address': 'Istituto Italiano di Tecnologia, Genova, 16163, Italy', 'authors': ['Pierfrancesco Zilio', ',\xa0Michele Dipalo', ',\xa0Francesco Tantussi', ',\xa0Gabriele C Messina', '\xa0&\xa0Francesco de Angelis']}]",[{'地址'：'意大利理工学院，热那亚，16163，意大利'，'作者'：['Pierfrancesco Zilio'，'，\ xa0Michele Dipalo'，'，\ xa0Francesco Tantussi'，'，\ xa0Gabriele C Messina' ，'\ xa0＆\ xa0Francesco de Angelis']}] 
10.1038/lsa.2017.7,Multi-chromatic silicon nanocrystals,多色硅纳米晶体 ,"<p>Silicon nanocrystals (SiNCs) have great potential to become environmental friendly alternatives to heavy-metal containing nanocrystals for applications including medical imaging, lighting and displays. SiNCs exhibit excellent photostability, non-toxicity and abundant resources, but their often reported inefficient and spectrally limited light emission seriously impair their applications. Here we demonstrate a new method that converts SiNCs into an efficient and robust multi-chromatic phosphor. Using ~15&#8201;keV electron-beam irradiation of oxide-capped SiNCs, we introduce several types of color centers into the nanocrystal&#8217;s oxide shell with efficient blue, green and red emission bands, together yielding warm-white photoluminescence, even for a single SiNC. Introduced centers are not native to the original system and we relate them to known defects in silica. Unlike in the silica host, however, here the centers are efficiently optically excitable. Provided further optimization and up-scaling of this method, e-beam irradiated SiNCs can be of great interest as white phosphors for applications such as LEDs.</p>",<p>硅纳米晶体（SiNCs）具有巨大的潜力，可以成为医疗成像，照明和显示器等应用中含重金属纳米晶体的环保替代品。 SiNC具有优异的光稳定性，无毒性和丰富的资源，但是经常报道的低效率和光谱受限的发光严重损害了它们的应用。在这里，我们演示了一种将SiNCs转换为高效且鲁棒的多色荧光粉的新方法。使用〜15keV电子束辐照的氧化物覆盖的SiNC，我们将几种类型的色心引入具有有效蓝，绿和红发射带的纳米晶体氧化物壳中，共同产生暖白色的光致发光，即使是单个SiNC。引入的中心并非原始系统固有的，我们将它们与二氧化硅的已知缺陷相关联。但是，与二氧化硅基质不同，此处的中心可以有效地进行光学激发。通过进一步优化和扩大此方法的规模，电子束辐照的SiNC可以作为白色荧光粉用于LED等应用。</ p> ,"[{'address': 'Van der Waals-Zeeman Institute, University of Amsterdam, Science Park 904, Amsterdam, 1098 XH, The Netherlands', 'authors': ['Benjamin Bruhn', ',\xa0Sidoeri Dekker', ',\xa0Peter Schall', '\xa0&\xa0Katerina Dohnalová']}, {'address': 'Center for Nanophotonics, AMOLF, Science Park 104, Amsterdam, 1098 XG, The Netherlands', 'authors': ['Benjamin JM Brenny']}, {'address': 'Department of Applied Physics, Eindhoven University of Technology, P.O. Box 512, Eindhoven, 5600 MB, The Netherlands', 'authors': ['Ilker Doğan']}, {'address': 'Dutch Institute for Fundamental Energy Research (DIFFER), P.O. Box 6336, Eindhoven, 5600 HH, The Netherlands', 'authors': ['Ilker Doğan']}]",[{'address'：'Van der Waals-Zeeman Institute，阿姆斯特丹大学，科学园904，阿姆斯特丹，荷兰1098 XH，'，'authors'：['Benjamin Bruhn'，'，\ xa0Sidoeri Dekker'，'， \ xa0Peter Schall'，'\ xa0＆\ xa0KaterinaDohnalová']}，{'address'：'纳米光子学中心，AMOLF，荷兰阿姆斯特丹科学园104号，1098 XG，'作者'：['Benjamin JM Brenny' ]}，{'address'：'埃因霍温科技大学，应用物理系，PO Box 512，Eindhoven，5600 MB，荷兰），“作者”：['IlkerDoğan']}，{'地址'：'荷兰基础能源研究所（DIFFER），P.O。 Box 6336，Eindhoven，5600 HH，The Netherlands”，“作者”：['IlkerDoğan']}] 
10.1038/lsa.2017.8,Real-time dynamics and cross-correlation gating spectroscopy of free-carrier Drude slow-light solitons,自由载流子Drude慢光孤子的实时动力学和互相关门控光谱 ,"<p>Optical solitons&#8212;stable waves balancing delicately between nonlinearities and dispersive effects&#8212;have advanced the field of ultrafast optics and dynamics, with contributions spanning from supercontinuum generation to soliton fission, optical event horizons, Hawking radiation and optical rogue waves, among others. Here, we investigate picojoule soliton dynamics in silicon slow-light, photonic-bandgap waveguides under the influence of Drude-modeled, free-carrier-induced nonlinear effects. Using real-time and single-shot amplified dispersive Fourier transform spectroscopy simultaneously with high-fidelity cross-correlation frequency resolved optical gating at femtojoule sensitivity and femtosecond resolution, we examine the soliton stability limits, the soliton dynamics including free-carrier quartic slow-light scaling and acceleration, and the Drude electron&#8211;hole plasma-induced perturbations in the Cherenkov radiation and modulation instability. Our real-time single-shot and time-averaged cross-correlation measurements are matched with our detailed theoretical modeling, examining the reduced group velocity free-carrier kinetics on solitons at the picojoule scale.</p>",<p>光学孤子在非线性和色散效应之间实现微妙的平衡，已经在超快光学和动力学领域取得了进展，其贡献范围从超连续谱产生到孤子裂变，光学事件视野，霍金辐射和光学流浪等等。在这里，我们研究了在Drude模型，自由载流子引起的非线性效应的影响下，硅慢速光子带隙波导中的皮焦耳孤子动力学。使用实时和单次放大色散傅里叶变换光谱，同时以飞秒灵敏度和飞秒分辨率同时进行高保真互相关频率分辨光学选通，我们研究了孤子稳定性极限，孤子动力学，包括自由载流子四次慢光缩放和加速，以及在Cherenkov辐射和调制不稳定性中由Drude电子空穴等离子体引起的扰动。我们的实时单次和时间平均互相关测量值与我们详细的理论模型相匹配，以皮焦耳尺度研究了孤子上降低的群速度自由载流子动力学。</ p> ,"[{'address': 'Key Lab of Optical Fiber Sensing and Communication Networks, University of Electronic Science and Technology of China, Chengdu, 611731, China', 'authors': ['Heng Zhou', '\xa0&\xa0Kun Qiu']}, {'address': 'Optical Nanostructures Laboratory, Columbia University, New York, 10027, NY, USA', 'authors': ['Heng Zhou', ',\xa0Shu-Wei Huang', ',\xa0Xiujian Li', ',\xa0James F McMillan', '\xa0&\xa0Chee Wei Wong']}, {'address': 'Mesoscopic Optics and Quantum Electronics Laboratory, University of California, Los Angeles, 90095, CA, USA', 'authors': ['Shu-Wei Huang', '\xa0&\xa0Chee Wei Wong']}, {'address': 'College of Science, National University of Defense Technology, Changsha, 410073, Hunan, China', 'authors': ['Xiujian Li']}, {'address': 'Department of Electrical and Electronic Engineering, The University of Hong Kong, Hong Kong, China', 'authors': ['Chi Zhang', '\xa0&\xa0Kenneth Kin-Yip Wong']}, {'address': 'Institute of Microelectronics, Agency for Science, Technology and Research, Science Park II, Singapore, 117685, Singapore', 'authors': ['Mingbin Yu', ',\xa0Guo-Qiang Lo', '\xa0&\xa0Dim-Lee Kwong']}]",[{'地址'：'电子科技大学光纤传感与通信网络重点实验室，成都611731'，'作者'：['横洲'，'\ xa0＆\ xa0Kun Qiu'” ]}，{'address'：'哥伦比亚大学光学纳米结构实验室，纽约，纽约，美国，纽约10027'，'authors'：['Heng Zhou'，'，\ xa0Shu-Wei Huang'，'，\ xa0Xiujian Li '，'，\ xa0James F McMillan'，'\ xa0＆\ xa0Chee Wei Wong']}，{'address'：'美国加州大学洛杉矶分校的光学和量子电子实验室，90095，美国加利福尼亚'，'作者'：['Shu-Wei Huang'，'\ xa0＆\ xa0Chee Wei Wong']}，{'address'：'国防科学技术大学理学院，湖南长沙，410073，'作者'： ['Xiujian Li']}，{'address'：'香港大学，电气与电子工程系'，'authors'：['Chi Zhang'，'\ xa0＆\ xa0Kenneth Kin-黄业进]]}，{'地址'：'科学技术与研究局微电子研究所，新加坡科学园II，117685，新加坡”，“作者”：['Mingbin Yu'，'，\ xa0Guo-Qiang Lo'，'\ xa0＆\ xa0Dim-Lee Kwong']}]] 
10.1038/lsa.2016.237,Universal switching of plasmonic signals using optical resonator modes,使用光学谐振器模式的等离子体信号的通用切换 ,"<p>We propose and investigate, both experimentally and theoretically, a novel mechanism for switching and modulating plasmonic signals based on a Fano interference process, which arises from the coupling between a narrow-band optical Fabry&#8211;P&#233;rot cavity and a surface plasmon polariton (SPP) source. The SPP wave emitted from the cavity is actively modulated in the vicinity of the cavity resonances by altering the cavity Q-factor and/or resonant frequencies. We experimentally demonstrate dynamic SPP modulation both by mechanical control of the cavity length and all-optically by harnessing the ultrafast nonlinearity of the Au mirrors that form the cavity. An electro-optical modulation scheme is also proposed and numerically illustrated. Dynamic operation of the switch via mechanical means yields a modulation in the SPP coupling efficiency of ~80%, while the all-optical control provides an ultrafast modulation with an efficiency of 30% at a rate of ~0.6&#8201;THz. The experimental observations are supported by both analytical and numerical calculations of the mechanical, all-optical and electro-optical modulation methods.</p>",<p>我们在实验和理论上提出并研究了一种基于Fano干涉过程的用于切换和调制等离子体信号的新型机制，该机制是由窄带光学Fabry＆＃8211; P＆＃233;旋转腔之间的耦合产生的和表面等离子体激元（SPP）源。通过改变谐振腔的Q因子和/或谐振频率，可以在谐振腔附近对从谐振腔发出的SPP波进行有效调制。我们通过对腔体长度的机械控制和通过利用形成腔体的Au镜的超快非线性来全光学地实验性地演示了动态SPP调制。还提出了一种电光调制方案并对其进行了数值说明。通过机械方式对开关进行动态操作可产生约80％的SPP耦合效率调制，而全光控制则以约0.6 THz的速率提供30％的超快速调制。机械，全光和电光调制方法的解析和数值计算均支持了实验观察。</ p> ,"[{'address': 'Department of Physics, King’s College London, Strand, London, WC2R 2LS, UK', 'authors': ['Cillian PT McPolin', ',\xa0Nicolas Olivier', ',\xa0Jean-Sebastien Bouillard', "",\xa0Daniel O'Connor"", ',\xa0Alexey V Krasavin', ',\xa0Wayne Dickson', ',\xa0Gregory A Wurtz', '\xa0&\xa0Anatoly V Zayats']}]",[{'address'：'伦敦国王学院物理系，伦敦，斯特兰德，WC2R 2LS，英国'，'作者'：['Cillian PT McPolin'，'，\ xa0Nicolas Olivier'，'，\ xa0Jean-Sebastien Bouillard '，“，\ xa0Daniel O'Connor”，'，\ xa0Alexey V Krasavin'，'，\ xa0Wayne Dickson'，'，\ xa0Gregory A Wurtz'，'\ xa0＆\ xa0Anatoly V Zayats']}]] 
10.1038/lsa.2016.254,Reconfigurable metasurfaces that enable light polarization control by light,可重配置的超颖表面，可通过光控制偏振 ,"<p>Plasmonic metasurfaces have recently attracted much attention because of their novel characteristics with respect to light polarization and wave front control on deep-subwavelength scales. The development of metasurfaces with reconfigurable optical responses is opening new opportunities in high-capacity communications, real-time holograms and adaptive optics. Such tunable devices have been developed in the mid-infrared spectral range and operated in light intensity modulation schemes. Here we present a novel optically reconfigurable hybrid metasurface that enables polarization tuning at optical frequencies. The functionality of tuning is realized by switching the coupling conditions between the plasmonic modes and the binary isomeric states of an ethyl red switching layer upon light stimulation. We achieved more than 20&#176; nonlinear changes in the transmitted polarization azimuth using just 4&#8201;mW of switching light power. Such design schemes and principles could be easily applied to dynamically adjust the functionalities of other metasurfaces.</p>",<p>由于其在深亚波长范围内的光偏振和波前控制方面的新颖特性，近来的超颖表面受到了广泛的关注。具有可重新配置的光学响应的​​超颖表面的发展为大容量通信，实时全息图和自适应光学技术提供了新的机遇。已经在中红外光谱范围内开发了这种可调设备，并以光强度调制方案对其进行了操作。在这里，我们介绍了一种新颖的光学可重构混合超颖表面，该超颖表面能够在光学频率上进行偏振调谐。通过在光刺激下在等离激元模式和乙红转换层的二元异构状态之间切换耦合条件，可以实现调节功能。我们取得了20多个＃仅使用4mW的开关光功率，透射偏振方位角的非线性变化即可。这样的设计方案和原理可以很容易地应用于动态调整其他超表面的功能。</ p> ,"[{'address': 'The Key Laboratory of Weak-Light Nonlinear Photonics, Ministry of Education, School of Physics and TEDA Institute of Applied Physics, Nankai University, Tianjin, 300071, China', 'authors': ['Meng-Xin Ren', ',\xa0Wei Wu', ',\xa0Wei Cai', ',\xa0Biao Pi', ',\xa0Xin-Zheng Zhang', '\xa0&\xa0Jing-Jun Xu']}, {'address': 'The 2011 Project Collaborative Innovation Center for Biological Therapy, Nankai University, Tianjin 300071, China', 'authors': ['Meng-Xin Ren']}]",[{'地址'：'南开大学物理学院和泰达应用物理研究所，教育部弱光非线性光子学重点实验室，天津，300071，'作者'：['孟新 Ren'，'，\ xa0Wei Wu'，'，\ xa0Wei Cai'，'，\ xa0Biao Pi'，'，\ xa0Xin-Zheng Zhang'，'\ xa0＆\ xa0Jing-Jun Xu']}，{'address'： '南开大学2011年生物治疗项目合作创新中心，天津300071'，'作者'：['孟孟新']}]] 
10.1038/lsa.2016.261,Quantifying backflash radiation to prevent zero-error attacks in quantum key distribution,量化反辐射辐射以防止量子密钥分发中的零错误攻击 ,"<p>Single-photon avalanche diodes (SPADs) are the most widespread commercial solution for single-photon counting in quantum key distribution applications. However, the secondary photon emission that arises from the avalanche of charge carriers that occurs during the detection of a photon may be exploited by an eavesdropper to gain information without inducing errors in the transmission key. In this paper, we characterize such backflash light in gated InGaAs/InP SPADs and discuss its spectral and temporal characterization for different detector models and different operating parameters. We qualitatively bound the maximum information leakage due to backflash light and propose solutions for preventing such leakage.</p>",<p>单光子雪崩二极管（SPAD）是量子密钥分配应用中用于单光子计数的最广泛的商业解决方案。 但是，窃听者可以利用在检测光子期间发生的由电荷载流子的雪崩引起的二次光子发射来获取信息，而不会在传输密钥中引起错误。 在本文中，我们表征了门控InGaAs / InP SPAD中的此类逆光，并讨论了其在不同探测器模型和不同工作参数下的光谱和时间表征。 我们定性地限制了由于逆光造成的最大信息泄漏，并提出了防止此类泄漏的解决方案。</ p> ,"[{'address': 'INRIM, Torino, 10135, Italy', 'authors': ['Alice Meda', ',\xa0Ivo Pietro Degiovanni', ',\xa0Giorgio Brida', '\xa0&\xa0Marco Genovese']}, {'address': 'Dipartimento di Elettronica, Informazione e Bioingegneria, Politecnico di Milano, Milano, 20133, Italy', 'authors': ['Alberto Tosi']}, {'address': 'Toshiba Research Europe Ltd, Cambridge, CB4 0GZ, UK', 'authors': ['Zhiliang Yuan']}]",[{'address'：'INRIM，都灵，意大利10135，'作者'：['Alice Meda'，'，\ xa0Ivo Pietro Degiovanni'，'，\ xa0Giorgio Brida'，'\ xa0和\ xa0Marco Genovese'] }，{'地址'：'米兰理工大学电子，信息与生物工程系，米兰，20133，意大利'，'作者'：['Alberto Tosi']}，{'地址'：'东芝研究欧洲有限公司，剑桥，CB4 0GZ，英国'，'作者'：['Zhiliang Yuan']}] 
10.1038/lsa.2016.271,Hybrid remote quantum dot/powder phosphor designs for display backlights,用于显示器背光源的混合远程量子点/粉末荧光粉设计 ,"<p>Quantum dots are ideally suited for color conversion in light emitting diodes owing to their spectral tunability, high conversion efficiency and narrow emission bands. These properties are particularly important for display backlights; the highly saturated colors generated by quantum dots justify their higher production cost. Here, we demonstrate the benefits of a hybrid remote phosphor approach that combines a green-emitting europium-doped phosphor with red-emitting CdSe/CdS core/shell quantum dots. Different stacking geometries, including mixed and separate layers of both materials, are studied at the macroscopic and microscopic levels to identify the configuration that achieves maximum device efficiency while minimizing material usage. The influence of reabsorption, optical outcoupling and refractive index-matching between the layers is evaluated in detail with respect to device efficiency and cost. From the findings of this study, general guidelines are derived to optimize both the cost and efficiency of CdSe/CdS and other (potentially cadmium-free) quantum dot systems. When reabsorption of the green and/or red emission is significant compared to the absorption strength for the blue emission of the pumping light emitting diode, the hybrid remote phosphor approach becomes beneficial.</p>",<p>量子点由于其光谱可调性，高转换效率和窄发射带而非常适合发光二极管中的颜色转换。这些特性对于显示器背光尤为重要。量子点产生的高度饱和的颜色证明了其较高的生产成本。在这里，我们演示了混合远程磷光体方法的好处，该方法将发射绿光的掺-磷光体与发射红光的CdSe / CdS核/壳量子点结合在一起。在宏观和微观层面研究了不同的堆叠几何形状，包括两种材料的混合层和分离层，以识别在最大程度地减少材料使用的同时实现最大器件效率的配置。关于器件效率和成本，详细评估了层之间的重吸收，光学输出耦合和折射率匹配的影响。从这项研究的发现中，可以得出通用准则，以优化CdSe / CdS和其他（可能不含镉的）量子点系统的成本和效率。当绿色和/或红色发射的重吸收与泵浦发光二极管的蓝色发射的吸收强度相比明显时，混合远程磷光体方法将变得有用。</ p> ,"[{'address': 'Department of Inorganic and Physical Chemistry, Ghent University, Gent, Belgium', 'authors': ['Sofie Abe', '\xa0&\xa0Zeger Hens']}, {'address': 'Department of Solid State Sciences, LumiLab, Ghent University, Gent, Belgium', 'authors': ['Sofie Abe', ',\xa0Jonas J Joos', ',\xa0Lisa IDJ Martin', '\xa0&\xa0Philippe F Smet']}, {'address': 'Center for Nano and Biophotonics, Ghent University, Gent, Belgium', 'authors': ['Sofie Abe', ',\xa0Jonas J Joos', ',\xa0Lisa IDJ Martin', ',\xa0Zeger Hens', '\xa0&\xa0Philippe F Smet']}]",[{'address'：'比利时根特大学无机与物理化学系，'authors'：['Sofie Abe'，'\ xa0＆\ xa0Zeger Hens']}，{'address'：'Department of 固态科学，LumiLab，根特大学，比利时根特”，“作者”：['Sofie Abe'，'，\ xa0Jonas J Joos'，'，\ xa0Lisa IDJ Martin'，'\ xa0＆\ xa0Philippe F Smet']} ，{'地址'：'比利时根特大学纳米与生物光子学中心'，'作者'：['Sofie Abe'，'，\ xa0Jonas J Joos'，'，\ xa0Lisa IDJ Martin'，'，\ xa0Zeger Hens'，'\ xa0＆\ xa0Philippe F Smet']}] 
10.1038/lsa.2016.273,Spontaneous emission in non-local materials,非本地材料的自发发射 ,"<p>Light&#8211;matter interactions can be strongly modified by the surrounding environment. Here, we report on the first experimental observation of molecular spontaneous emission inside a highly non-local metamaterial based on a plasmonic nanorod assembly. We show that the emission process is dominated not only by the topology of its local effective medium dispersion, but also by the non-local response of the composite, so that metamaterials with different geometric parameters but the same local effective medium properties exhibit different Purcell factors. A record-high enhancement of a decay rate is observed, in agreement with the developed quantitative description of the Purcell effect in a non-local medium. An engineered material non-locality introduces an additional degree of freedom into quantum electrodynamics, enabling new applications in quantum information processing, photochemistry, imaging and sensing with macroscopic composites.</p>",<p>光与物质的相互作用可以被周围的环境强烈地改变。 在这里，我们报告基于等离子体纳米棒组件的高度非局部超材料内部分子自发发射的首次实验观察。 我们表明，发射过程不仅受其局部有效介质分散的拓扑结构的支配，而且还受到复合材料的非局部响应的支配，因此具有不同几何参数但具有相同局部有效介质特性的超材料表现出不同的珀塞尔因子 。 与在非局部介质中对赛尔效应的定量描述相一致，观察到了衰减率的创纪录高增长。 工程材料的非局部性为量子电动力学带来了更多的自由度，从而使新的应用可以用于宏观复合材料的量子信息处理，光化学，成像和传感。</ p> ,"[{'address': 'Department of Physics, King’s College London, Strand, WC2R 2LS, London, UK', 'authors': ['Pavel Ginzburg', ',\xa0Diane J Roth', ',\xa0Mazhar E Nasir', ',\xa0Paulina Segovia', ',\xa0Alexey V Krasavin', ',\xa0James Levitt', ',\xa0Liisa M Hirvonen', ',\xa0Klaus Suhling', ',\xa0David Richards', '\xa0&\xa0Anatoly V Zayats']}, {'address': 'Department of Physics and Applied Physics, University of Massachusetts Lowell, One University Ave, Lowell, MA 01854, USA', 'authors': ['Brian Wells', '\xa0&\xa0Viktor A Podolskiy']}]",[{'address'：“伦敦国王学院物理系，英国，伦敦，WC2R 2LS，'作者'：['Pavel Ginzburg'，'，\ xa0Diane J Roth'，'，\ xa0Mazhar E Nasir' ，'，\ xa0Paulina Segovia'，'，\ xa0Alexey V Krasavin'，'，\ xa0James Levitt'，'，\ xa0Liisa M Hirvonen'，'，\ xa0Klaus Suhling'，'，\ xa0David Richards'，'\ xa0 \ xa0Anatolyly V Zayats']}，{'地址'：'麻省大学洛厄尔大学物理与应用物理系，美国马萨诸塞州洛厄尔，大学街一号，美国马萨诸塞州01854'，'作者'：['Brian Wells'，'\ xa0＆\ xa0Viktor A Podolskiy']}] 
10.1038/lsa.2016.276,Broadband spin Hall effect of light in single nanoapertures,单纳米孔中光的宽带自旋霍尔效应 ,"<p>With properties not previously available, optical metamaterials and metasurfaces have shown their great potential in the precise control of light waves at the nanoscale. However, the use of current metamaterials and metasurfaces is limited by the collective response of the meta-atoms/molecules, which means that a single element cannot provide the functionalities required by most applications. Here, we demonstrate for the first time that a single achiral nanoaperture can be utilized as a meta-macromolecule to achieve giant angular spin Hall effect of light. By controlling the spin-related momenta, we show that these nanoapertures can enable full control of the phase gradient at a deep-subwavelength level, thus forming unique building blocks for optical metasurfaces. As a proof-of-concept demonstration, a miniaturized Bessel-like beam generator and flat lens are designed and experimentally characterized. The results presented here may open a door for the development of meta-macromolecule-based metasurfaces for integrated optical systems and nanophotonics.</p>",<p>由于以前无法获得的特性，光学超材料和超表面在纳米级光波的精确控制中显示了巨大的潜力。但是，当前的超材料和超表面的使用受到超原子/分子的集体响应的限制，这意味着单个元素无法提供大多数应用程序所需的功能。在这里，我们首次证明了单个非手性纳米孔可以用作超大分子来实现光的大角度自旋霍尔效应。通过控制与自旋有关的动量，我们表明这些纳米孔径可以在深亚波长水平上完全控制相位梯度，从而形成光学超表面的独特构造块。作为概念验证的演示，设计并实验表征了小型贝塞尔光束发生器和平面透镜。本文介绍的结果可能为集成光学系统和纳米光子学的基于超大分子的超表面的发展打开大门。</ p> ,"[{'address': 'State Key Laboratory of Optical Technologies on Nano-Fabrication and Micro-Engineering, Institute of Optics and Electronics, Chinese Academy of Sciences, Chengdu, 610209, China', 'authors': ['Xian-Gang Luo', ',\xa0Ming-Bo Pu', ',\xa0Xiong Li', '\xa0&\xa0Xiao-Liang Ma']}]",[{'地址'：'中国科学院光电研究所，纳米加工与微工程光学技术国家重点实验室，四川成都610209'，'作者'：['罗贤刚 '，'，\ xa0Ming-Bo Pu'，'，\ xa0Xiong Li'，'\ xa0＆\ xa0Xiao-Liang Ma']}]] 
10.1038/lsa.2016.277,Double-layer graphene for enhanced tunable infrared plasmonics,双层石墨烯可增强可调谐红外等离子体 ,"<p>Graphene is emerging as a promising material for photonic applications owing to its unique optoelectronic properties. Graphene supports tunable, long-lived and extremely confined plasmons that have great potential for applications such as biosensing and optical communications. However, in order to excite plasmonic resonances in graphene, this material requires a high doping level, which is challenging to achieve without degrading carrier mobility and stability. Here, we demonstrate that the infrared plasmonic response of a graphene multilayer stack is analogous to that of a highly doped single layer of graphene, preserving mobility and supporting plasmonic resonances with higher oscillator strength than previously explored single-layer devices. Particularly, we find that the optically equivalent carrier density in multilayer graphene is larger than the sum of those in the individual layers. Furthermore, electrostatic biasing in multilayer graphene is enhanced with respect to single layer due to the redistribution of carriers over different layers, thus extending the spectral tuning range of the plasmonic structure. The superior effective doping and improved tunability of multilayer graphene stacks should enable a plethora of future infrared plasmonic devices with high optical performance and wide tunability.</p>",<p>石墨烯因其独特的光电特性而成为一种有前途的光子应用材料。石墨烯支持可调谐，寿命长且受限制的等离激元，这些等离激元在诸如生物传感和光通信等应用中具有巨大潜力。然而，为了激发石墨烯中的等离子体共振，该材料需要高掺杂水平，这在不降低载流子迁移率和稳定性的情况下是具有挑战性的。在这里，我们证明了石墨烯多层堆叠的红外等离子体响应类似于高掺杂的单层石墨烯，与以前探索的单层器件相比，保留了迁移率并以更高的振荡器强度支持等离子体共振。特别地，我们发现多层石墨烯中的光学等效载流子密度大于各个层中的等效载流子密度。此外，由于载流子在不同层上的重新分布，多层石墨烯相对于单层的静电偏压得到了增强，从而扩展了等离子体结构的光谱调谐范围。多层石墨烯叠层的优异有效掺杂和改善的可调谐性将使未来的红外等离激元器件具有高光学性能和宽可调谐性。</ p> ,"[{'address': 'Institute of BioEngineering, École Polytechnique Fédérale de Lausanne, Lausanne, CH-1015, Switzerland', 'authors': ['Daniel Rodrigo', ',\xa0Andreas Tittl', ',\xa0Odeta Limaj', '\xa0&\xa0Hatice Altug']}, {'address': 'ICFO—Institut de Ciències Fotòniques, The Barcelona Institute of Science and Technology, Castelldefels (Barcelona), 08860, Spain', 'authors': ['F Javier García de Abajo', '\xa0&\xa0Valerio Pruneri']}, {'address': 'ICREA—Institució Catalana de Recerca i Estudis Avançats, Barcelona, 08010, Spain', 'authors': ['F Javier García de Abajo', '\xa0&\xa0Valerio Pruneri']}]",[{'地址'：'洛桑联邦理工学院生物工程研究所，洛桑，瑞士CH-1015，'作者'：['Daniel Rodrigo'，'，\ xa0Andreas Tittl'，'，\ xa0Odeta Limaj'， '\ xa0＆\ xa0Hatice Altug']}，{'address'：'ICFO-西班牙科学技术学院，巴塞罗那科学技术学院，卡斯特尔德费尔斯（巴塞罗那），08860，西班牙'，'作者'：['F Javier Garcíade Abajo'，'\ xa0＆\ xa0Valerio Pruneri']}，{'address'：'ICREA —西班牙巴塞罗那加泰罗尼亚加泰罗尼亚学院，西班牙，08010，'作者'：[[F JavierGarcía de Abajo'，'\ xa0＆\ xa0Valerio Pruneri']}] 
