contentType,title,abstract,abstract_google_cn,affiliations,authorization,authors,citation_text,count_accesses,count_altmetric,count_citations,documentType,doi,doi_url,focus,issue,journal_pcode,journal_title,publishedAt,publishedAtString,subjects,url,volume
editorial,Is peer review ergodic?,,,[],True,[],"Is peer review ergodic?. Nature Phys14, 633 (2018).",758,52,0,aplusplus,10.1038/s41567-018-0226-5,https://doi.org/10.1038/s41567-018-0226-5,,7,nphys,nature physics,1530662400,2018-07-04,physics;publishing,https://www.nature.com/articles/s41567-018-0226-5,14
thesis,Organoids of intelligence,,,"[{'address': 'Nature Physics', 'authors': ['Mark Buchanan']}]",True,['Mark Buchanan'],"Buchanan, M. Organoids of intelligence. Nature Phys14, 634 (2018).",255,4,2,aplusplus,10.1038/s41567-018-0200-2,https://doi.org/10.1038/s41567-018-0200-2,,7,nphys,nature physics,1530662400,2018-07-04,biological-sciences;physics,https://www.nature.com/articles/s41567-018-0200-2,14
books & arts,Theoretical introspection,,,"[{'address': 'Associate Editor at Nature', 'authors': ['Gaia Donati']}]",True,['Gaia Donati'],"Donati, G. Theoretical introspection. Nature Phys14, 635 (2018).",129,13,0,aplusplus,10.1038/s41567-018-0198-5,https://doi.org/10.1038/s41567-018-0198-5,,7,nphys,nature physics,1530662400,2018-07-04,lab-life;research-management;scientific-community,https://www.nature.com/articles/s41567-018-0198-5,14
research highlight,#Change,,,"[{'address': 'Nature Physics', 'authors': ['Andreas H. Trabesinger']}]",True,['Andreas H. Trabesinger'],"Trabesinger, A.H. #Change. Nature Phys14, 636 (2018).",59,2,0,aplusplus,10.1038/s41567-018-0219-4,https://doi.org/10.1038/s41567-018-0219-4,,7,nphys,nature physics,1530662400,2018-07-04,decision-making;statistical-physics-thermodynamics-and-nonlinear-dynamics,https://www.nature.com/articles/s41567-018-0219-4,14
research highlight,Gold trappings,,,"[{'address': 'Nature Physics', 'authors': ['Abigail Klopper']}]",True,['Abigail Klopper'],"Klopper, A. Gold trappings. Nature Phys14, 636 (2018).",63,0,0,aplusplus,10.1038/s41567-018-0220-y,https://doi.org/10.1038/s41567-018-0220-y,,7,nphys,nature physics,1530662400,2018-07-04,nanophotonics-and-plasmonics,https://www.nature.com/articles/s41567-018-0220-y,14
research highlight,Inside the cloud,,,"[{'address': 'Nature Physics', 'authors': ['David Abergel']}]",True,['David Abergel'],"Abergel, D. Inside the cloud. Nature Phys14, 636 (2018).",54,4,0,aplusplus,10.1038/s41567-018-0221-x,https://doi.org/10.1038/s41567-018-0221-x,,7,nphys,nature physics,1530662400,2018-07-04,ultracold-gases,https://www.nature.com/articles/s41567-018-0221-x,14
research highlight,All stitched up,,,"[{'address': 'Nature Physics', 'authors': ['Jan Philip Kraack']}]",True,['Jan Philip Kraack'],"Kraack, J.P. All stitched up. Nature Phys14, 636 (2018).",42,5,0,aplusplus,10.1038/s41567-018-0222-9,https://doi.org/10.1038/s41567-018-0222-9,,7,nphys,nature physics,1530662400,2018-07-04,mechanical-engineering;mechanical-properties;soft-materials,https://www.nature.com/articles/s41567-018-0222-9,14
research highlight,Mining the laws of nature,,,"[{'address': 'Nature Physics', 'authors': ['Yun Li']}]",True,['Yun Li'],"Li, Y. Mining the laws of nature. Nature Phys14, 636 (2018).",66,1,0,aplusplus,10.1038/s41567-018-0223-8,https://doi.org/10.1038/s41567-018-0223-8,,7,nphys,nature physics,1530662400,2018-07-04,nuclear-physics;particle-physics,https://www.nature.com/articles/s41567-018-0223-8,14
news & views,Escape the thermal fate,,,"[{'address': 'Department of Physics, University of Massachusetts Boston, Boston, MA, USA', 'authors': ['Vanja Dunjko', '\xa0&\xa0Maxim Olshanii']}]",False,"['Vanja Dunjko', 'Maxim Olshanii']","Dunjko, V., Olshanii, M.  Escape the thermal fate. Nature Phys14, 637–638 (2018).",386,1,1,aplusplus,10.1038/s41567-018-0157-1,https://doi.org/10.1038/s41567-018-0157-1,,7,nphys,nature physics,1526256000,2018-05-14,statistical-physics;theoretical-physics,https://www.nature.com/articles/s41567-018-0157-1,14
news & views,Live streaming,,,"[{'address': 'Department of Physical Chemistry, University of Barcelona, Barcelona, Spain', 'authors': ['Francesc Sagués']}]",False,['Francesc Sagués'],"Sagués, F. Live streaming. Nature Phys14, 638–639 (2018).",295,11,0,aplusplus,10.1038/s41567-018-0127-7,https://doi.org/10.1038/s41567-018-0127-7,,7,nphys,nature physics,1523836800,2018-04-16,biological-physics;cellular-motility;liquid-crystals,https://www.nature.com/articles/s41567-018-0127-7,14
