contentType,title,abstract,affiliations,authorization,authors,citation_text,count_accesses,count_altmetric,count_citations,documentType,doi,doi_url,focus,issue,journal_pcode,journal_title,publishedAt,publishedAtString,subjects,url,volume
editorial,Keep it simple?,,[],True,[],"Keep it simple?. Nature Phys7, 441 (2011).",464,0,0,aplusplus,10.1038/nphys2024,https://doi.org/10.1038/nphys2024,,6,nphys,nature physics,1306886400,2011-06-01,,https://www.nature.com/articles/nphys2024,7
thesis,Geometric intuition,,[],True,"[""Mark Buchanan""]","Buchanan, M. Geometric intuition. Nature Phys7, 442 (2011).",378,1,7,aplusplus,10.1038/nphys2011,https://doi.org/10.1038/nphys2011,,6,nphys,nature physics,1306886400,2011-06-01,,https://www.nature.com/articles/nphys2011,7
books & arts,Inside quantum information,,[],False,"[""Andreas Trabesinger""]","Trabesinger, A. Inside quantum information. Nature Phys7, 443–444 (2011).",13,1,0,aplusplus,10.1038/nphys2020,https://doi.org/10.1038/nphys2020,,6,nphys,nature physics,1306886400,2011-06-01,,https://www.nature.com/articles/nphys2020,7
books & arts,From nowhere to everywhere,,[],False,"[""Peter Rodgers""]","Rodgers, P. From nowhere to everywhere. Nature Phys7, 444–445 (2011).",11,0,0,aplusplus,10.1038/nphys2017,https://doi.org/10.1038/nphys2017,,6,nphys,nature physics,1306886400,2011-06-01,,https://www.nature.com/articles/nphys2017,7
research highlights,Our choice from the recent literature,,[],True,[],"Our choice from the recent literature. Nature Phys7, 446 (2011).",21,0,0,aplusplus,10.1038/nphys2023,https://doi.org/10.1038/nphys2023,,6,nphys,nature physics,1306886400,2011-06-01,,https://www.nature.com/articles/nphys2023,7
news & views,Quantum bouncing ball resonates,,[],True,"[""Geoffrey L. Greene""]","Greene, G. Quantum bouncing ball resonates. Nature Phys7, 447–448 (2011).",47,3,1,aplusplus,10.1038/nphys1990,https://doi.org/10.1038/nphys1990,,6,nphys,nature physics,1302998400,2011-04-17,,https://www.nature.com/articles/nphys1990,7
news & views,Coherence in photosynthesis,,[],True,"[""Gregory D. Scholes""]","Scholes, G. Coherence in photosynthesis. Nature Phys7, 448–449 (2011).",232,0,22,aplusplus,10.1038/nphys2013,https://doi.org/10.1038/nphys2013,,6,nphys,nature physics,1306886400,2011-06-01,,https://www.nature.com/articles/nphys2013,7
news & views,Stout fizz-ics,,[],True,"[""Ed Gerstner""]","Gerstner, E. Stout fizz-ics. Nature Phys7, 449 (2011).",133,0,5,aplusplus,10.1038/nphys2019,https://doi.org/10.1038/nphys2019,,6,nphys,nature physics,1306886400,2011-06-01,,https://www.nature.com/articles/nphys2019,7
news & views,A bit of both,,[],True,"[""Smitha Vishveshwara""]","Vishveshwara, S. A bit of both. Nature Phys7, 450–451 (2011).",92,0,8,aplusplus,10.1038/nphys2014,https://doi.org/10.1038/nphys2014,,6,nphys,nature physics,1306886400,2011-06-01,,https://www.nature.com/articles/nphys2014,7
news & views,Energy dissipation in extreme cold,,[],True,"[""Yuri Sergeev""]","Sergeev, Y. Energy dissipation in extreme cold. Nature Phys7, 451–452 (2011).",25,0,4,aplusplus,10.1038/nphys2015,https://doi.org/10.1038/nphys2015,,6,nphys,nature physics,1306886400,2011-06-01,,https://www.nature.com/articles/nphys2015,7
news & views,Check with the BOSS,,[],True,"[""May Chiao""]","Chiao, M. Check with the BOSS. Nature Phys7, 453 (2011).",13,0,0,aplusplus,10.1038/nphys2018,https://doi.org/10.1038/nphys2018,,6,nphys,nature physics,1306886400,2011-06-01,,https://www.nature.com/articles/nphys2018,7
news & views,The sense of colour centres,,[],True,"[""Dmitry Budker""]","Budker, D. The sense of colour centres. Nature Phys7, 453–454 (2011).",74,0,6,aplusplus,10.1038/nphys1989,https://doi.org/10.1038/nphys1989,,6,nphys,nature physics,1302998400,2011-04-17,,https://www.nature.com/articles/nphys1989,7
letter,Phase-fluctuating superconductivity in overdoped La2−xSrxCuO4,,[],True,"[""Patrick M. C. Rourke"", ""Ioanna Mouzopoulou"", ""Xiaofeng Xu"", ""Christos Panagopoulos"", ""Yue Wang"", ""Baptiste Vignolle"", ""Cyril Proust"", ""Evgenia V. Kurganova"", ""Uli Zeitler"", ""Yoichi Tanabe"", ""Tadashi Adachi"", ""Yoji Koike"", ""Nigel E. Hussey""]","Rourke, P., Mouzopoulou, I., Xu, X. et al. Phase-fluctuating superconductivity in overdoped La2−xSrxCuO4. Nature Phys7, 455–458 (2011).",654,0,43,aplusplus,10.1038/nphys1945,https://doi.org/10.1038/nphys1945,,6,nphys,nature physics,1299974400,2011-03-13,,https://www.nature.com/articles/nphys1945,7
letter,Electric-field sensing using single diamond spins,,[],True,"[""F. Dolde"", ""H. Fedder"", ""M. W. Doherty"", ""T. N\u00f6bauer"", ""F. Rempp"", ""G. Balasubramanian"", ""T. Wolf"", ""F. Reinhard"", ""L. C. L. Hollenberg"", ""F. Jelezko"", ""J. Wrachtrup""]","Dolde, F., Fedder, H., Doherty, M. et al. Electric-field sensing using single diamond spins. Nature Phys7, 459–463 (2011).",5685,23,603,aplusplus,10.1038/nphys1969,https://doi.org/10.1038/nphys1969,,6,nphys,nature physics,1302998400,2011-04-17,,https://www.nature.com/articles/nphys1969,7
