contentType,title,abstract,abstract_google_cn,affiliations,authorization,authors,citation_text,count_accesses,count_altmetric,count_citations,documentType,doi,doi_url,focus,issue,journal_pcode,journal_title,publishedAt,publishedAtString,subjects,url,volume
editorial,The ABC of cQED,,,[],True,[],"The ABC of cQED. Nat. Phys. 16, 233 (2020).",4728,26,0,aplusplus,10.1038/s41567-020-0847-3,https://doi.org/10.1038/s41567-020-0847-3,cQED,3,nphys,nature physics,1583107200,2020-03-02,electronics-photonics-and-device-physics;quantum-physics,https://www.nature.com/articles/s41567-020-0847-3,16
comment,Quantum Josephson junction circuits and the dawn of artificial atoms,,,"[{'address': 'Department of Physics, University of California, Santa Barbara, CA, USA', 'authors': ['John M. Martinis']}, {'address': 'Google, Inc., Santa Barbara, CA, USA', 'authors': ['John M. Martinis']}, {'address': 'Department of Applied Physics, Yale University, New Haven, CT, USA', 'authors': ['Michel H. Devoret']}, {'address': 'Department of Physics, University of California, Berkeley, CA, USA', 'authors': ['John Clarke']}]",False,"['John M. Martinis', 'Michel H. Devoret', 'John Clarke']","Martinis, J.M., Devoret, M.H. & Clarke, J. Quantum Josephson junction circuits and the dawn of artificial atoms. Nat. Phys. 16, 234–237 (2020).",2914,4,2,aplusplus,10.1038/s41567-020-0829-5,https://doi.org/10.1038/s41567-020-0829-5,cQED,3,nphys,nature physics,1583107200,2020-03-02,mathematics-and-computing;physics,https://www.nature.com/articles/s41567-020-0829-5,16
thesis,Machines learn from biology,,,"[{'address': 'Nature Physics', 'authors': ['Mark Buchanan']}]",True,['Mark Buchanan'],"Buchanan, M. Machines learn from biology. Nat. Phys. 16, 238 (2020).",935,4,0,aplusplus,10.1038/s41567-020-0830-z,https://doi.org/10.1038/s41567-020-0830-z,,3,nphys,nature physics,1583452800,2020-03-06,biological-sciences;information-technology;physics,https://www.nature.com/articles/s41567-020-0830-z,16
books & arts,"I, nanorobot",,,"[{'address': 'Senior Editor, Nature Nanotechnology', 'authors': ['Christine-Maria Horejs']}]",True,['Christine-Maria Horejs'],"Horejs, C. I, nanorobot. Nat. Phys. 16, 239 (2020).",940,7,0,aplusplus,10.1038/s41567-020-0820-1,https://doi.org/10.1038/s41567-020-0820-1,,3,nphys,nature physics,1583452800,2020-03-06,nanobiotechnology;techniques-and-instrumentation,https://www.nature.com/articles/s41567-020-0820-1,16
research highlight,Labs in the lab,,,"[{'address': 'Nature Physics', 'authors': ['David Abergel']}]",True,['David Abergel'],"Abergel, D. Labs in the lab. Nat. Phys. 16, 240 (2020).",526,4,0,aplusplus,10.1038/s41567-020-0848-2,https://doi.org/10.1038/s41567-020-0848-2,,3,nphys,nature physics,1583452800,2020-03-06,education,https://www.nature.com/articles/s41567-020-0848-2,16
research highlight,Dance of the honeybee,,,"[{'address': 'Nature Physics', 'authors': ['Elizaveta Dubrovina']}]",True,['Elizaveta Dubrovina'],"Dubrovina, E. Dance of the honeybee. Nat. Phys. 16, 240 (2020).",572,1,0,aplusplus,10.1038/s41567-020-0849-1,https://doi.org/10.1038/s41567-020-0849-1,,3,nphys,nature physics,1583452800,2020-03-06,behavioural-ecology;complex-networks,https://www.nature.com/articles/s41567-020-0849-1,16
research highlight,To see a quantum bird,,,"[{'address': 'Nature Physics', 'authors': ['Nina Meinzer']}]",True,['Nina Meinzer'],"Meinzer, N. To see a quantum bird. Nat. Phys. 16, 240 (2020).",720,3,0,aplusplus,10.1038/s41567-020-0850-8,https://doi.org/10.1038/s41567-020-0850-8,,3,nphys,nature physics,1583452800,2020-03-06,imaging-and-sensing;quantum-optics,https://www.nature.com/articles/s41567-020-0850-8,16
research highlight,Of mice and muons,,,"[{'address': 'Nature Physics', 'authors': ['Stefanie Reichert']}]",True,['Stefanie Reichert'],"Reichert, S. Of mice and muons. Nat. Phys. 16, 240 (2020).",247,1,0,aplusplus,10.1038/s41567-020-0851-7,https://doi.org/10.1038/s41567-020-0851-7,,3,nphys,nature physics,1583452800,2020-03-06,experimental-particle-physics;techniques-and-instrumentation,https://www.nature.com/articles/s41567-020-0851-7,16
research highlight,Free from doping,,,"[{'address': 'Nature Physics', 'authors': ['Yun Li']}]",True,['Yun Li'],"Li, Y. Free from doping. Nat. Phys. 16, 240 (2020).",612,1,0,aplusplus,10.1038/s41567-020-0852-6,https://doi.org/10.1038/s41567-020-0852-6,,3,nphys,nature physics,1583452800,2020-03-06,quantum-hall;topological-matter,https://www.nature.com/articles/s41567-020-0852-6,16
news & views,On-chip tunnel management,,,"[{'address': 'Max-Born-Institute for Nonlinear Optics and Short Pulse Spectroscopy, Technische Universität Berlin, Berlin, Germany', 'authors': ['Olga Smirnova']}]",False,['Olga Smirnova'],"Smirnova, O. On-chip tunnel management. Nat. Phys. 16, 241–242 (2020).",450,3,0,aplusplus,10.1038/s41567-020-0800-5,https://doi.org/10.1038/s41567-020-0800-5,,3,nphys,nature physics,1583452800,2020-03-06,electronic-and-spintronic-devices;ultrafast-photonics,https://www.nature.com/articles/s41567-020-0800-5,16
