contentType,title,abstract,affiliations,authorization,authors,citation_text,count_accesses,count_altmetric,count_citations,documentType,doi,doi_url,focus,issue,journal_pcode,journal_title,publishedAt,publishedAtString,subjects,url,volume
editorial,Fine words,,[],True,[],"Fine words. Nature Phys3, 137 (2007).",47,0,0,aplusplus,10.1038/nphys565,https://doi.org/10.1038/nphys565,,3,nphys,nature physics,1172707200,2007-03-01,,https://www.nature.com/articles/nphys565,3
commentary,Save Russian science,,[],False,"[""Mikhail Feigel'man""]","Feigel'man, M. Save Russian science. Nature Phys3, 138–139 (2007).",20,0,3,aplusplus,10.1038/nphys525,https://doi.org/10.1038/nphys525,,3,nphys,nature physics,1172707200,2007-03-01,,https://www.nature.com/articles/nphys525,3
thesis,The incompleteness of physics,,[],True,"[""Mark Buchanan""]","Buchanan, M. The incompleteness of physics. Nature Phys3, 141 (2007).",260,0,1,aplusplus,10.1038/nphys550,https://doi.org/10.1038/nphys550,,3,nphys,nature physics,1172707200,2007-03-01,,https://www.nature.com/articles/nphys550,3
thesis,Memories of a friend,,[],True,"[""David Goodstein""]","Goodstein, D. Memories of a friend. Nature Phys3, 141 (2007).",35,0,0,aplusplus,10.1038/nphys553,https://doi.org/10.1038/nphys553,,3,nphys,nature physics,1172707200,2007-03-01,,https://www.nature.com/articles/nphys553,3
research highlights,Bubble and splash,,[],True,[],"Bubble and splash. Nature Phys3, 143 (2007).",18,0,0,aplusplus,10.1038/nphys561,https://doi.org/10.1038/nphys561,,3,nphys,nature physics,1172707200,2007-03-01,,https://www.nature.com/articles/nphys561,3
news & views,Coupling the large and the small,,[],True,"[""Jens Eggers""]","Eggers, J. Coupling the large and the small. Nature Phys3, 145–146 (2007).",34,0,5,aplusplus,10.1038/nphys552,https://doi.org/10.1038/nphys552,,3,nphys,nature physics,1172707200,2007-03-01,,https://www.nature.com/articles/nphys552,3
news & views,Hybrid particle drive,,[],True,"[""Ed Gerstner""]","Gerstner, E. Hybrid particle drive. Nature Phys3, 146 (2007).",43,0,2,aplusplus,10.1038/nphys557,https://doi.org/10.1038/nphys557,,3,nphys,nature physics,1172707200,2007-03-01,,https://www.nature.com/articles/nphys557,3
news & views,Spins go their own way,,[],True,"[""Bart van Wees""]","van Wees, B. Spins go their own way. Nature Phys3, 147–148 (2007).",52,0,4,aplusplus,10.1038/nphys554,https://doi.org/10.1038/nphys554,,3,nphys,nature physics,1172707200,2007-03-01,,https://www.nature.com/articles/nphys554,3
news & views,Are we there yet?,,[],True,"[""May Chiao""]","Chiao, M. Are we there yet?. Nature Phys3, 148–150 (2007).",21,0,3,aplusplus,10.1038/nphys558,https://doi.org/10.1038/nphys558,,3,nphys,nature physics,1172707200,2007-03-01,,https://www.nature.com/articles/nphys558,3
news & views,B-factories pick up penguins,,[],True,"[""Alison Wright""]","Wright, A.B-factories pick up penguins. Nature Phys3, 150 (2007).",40,0,0,aplusplus,10.1038/nphys555,https://doi.org/10.1038/nphys555,,3,nphys,nature physics,1172707200,2007-03-01,,https://www.nature.com/articles/nphys555,3
news & views,Quantum information on chicken wire,,[],True,"[""Vladimir Fal'ko""]","Fal'ko, V. Quantum information on chicken wire. Nature Phys3, 151–152 (2007).",217,0,57,aplusplus,10.1038/nphys556,https://doi.org/10.1038/nphys556,,3,nphys,nature physics,1172707200,2007-03-01,,https://www.nature.com/articles/nphys556,3
review article,Challenges for semiconductor spintronics,"<p>High-volume information-processing and communications devices are at present based on semiconductor devices, whereas information-storage devices rely on multilayers of magnetic metals and insulators. Switching within information-processing devices is performed by the controlled motion of small pools of charge, whereas in the magnetic storage devices information storage and retrieval is performed by reorienting magnetic domains (although charge motion is often used for the final stage of readout). Semiconductor spintronics offers a possible direction towards the development of hybrid devices that could perform all three of these operations, logic, communications and storage, within the same materials technology. By taking advantage of spin coherence it also may sidestep some limitations on information manipulation previously thought to be fundamental. This article focuses on advances towards these goals in the past decade, during which experimental progress has been extraordinary.</p>",[],False,"[""David D. Awschalom"", ""Michael E. Flatt\u00e9""]","Awschalom, D., Flatté, M. Challenges for semiconductor spintronics. Nature Phys3, 153–159 (2007).",2476,3,1182,aplusplus,10.1038/nphys551,https://doi.org/10.1038/nphys551,,3,nphys,nature physics,1172707200,2007-03-01,,https://www.nature.com/articles/nphys551,3
letter,Two new vortex liquids,"<p>In 1967, Reatto and Chester proposed that solid helium-4 might exhibit superfluidity, and in 1970, Leggett suggested what was thought to be a definitive experimental test: to find non-classical rotational inertia in a toroidal sample. More than three decades later, the observation by Kim and Chan of exactly that effect generated great interest and has been repeated and confirmed by a number of groups. However, many attempts to find actual superflow in truly solid samples have failed. Here, I draw an analogy with a second example of anomalous response to vorticity in a dissipative fluid, the vortex liquid phase in the pseudogap region of high-temperature superconductors, and propose that the solid helium experiments have been mischaracterized: what is observed is not supersolidity but an incompressible vortex liquid. This state is distinct from a conventional liquid in that its properties are dominated by conserved supercurrents flowing around a thermally fluctuating tangle of vortices.</p>",[],True,"[""Philip W. Anderson""]","Anderson, P. Two new vortex liquids. Nature Phys3, 160–162 (2007).",595,1,97,aplusplus,10.1038/nphys539,https://doi.org/10.1038/nphys539,,3,nphys,nature physics,1171756800,2007-02-18,,https://www.nature.com/articles/nphys539,3
