contentType,title,abstract,affiliations,authorization,authors,citation_text,count_accesses,count_altmetric,count_citations,documentType,doi,doi_url,focus,issue,journal_pcode,journal_title,publishedAt,publishedAtString,subjects,url,volume
editorial,Don't let lecture notes rot,,[],True,[],"Don’t let lecture notes rot. Nat. Phys. 16, 1167 (2020).",2391,11,0,aplusplus,10.1038/s41567-020-01122-x,https://doi.org/10.1038/s41567-020-01122-x,,12,nphys,nature physics,1606867200,2020-12-02,education;physics;publishing,https://www.nature.com/articles/s41567-020-01122-x,16
matters arising,Economists' views on the ergodicity problem,,[],False,"[""Jason N. Doctor"", ""Peter P. Wakker"", ""Tong V. Wang""]","Doctor, J.N., Wakker, P.P. & Wang, T.V. Economists’ views on the ergodicity problem. Nat. Phys. 16, 1168 (2020).",3193,213,1,aplusplus,10.1038/s41567-020-01106-x,https://doi.org/10.1038/s41567-020-01106-x,,12,nphys,nature physics,1606867200,2020-12-02,mathematics-and-computing;physics,https://www.nature.com/articles/s41567-020-01106-x,16
matters arising,Reply to: Economists' views on the ergodicity problem,,[],False,"[""Ole Peters""]","Peters, O. Reply to: Economists’ views on the ergodicity problem. Nat. Phys. 16, 1169 (2020).",1358,20,0,aplusplus,10.1038/s41567-020-01108-9,https://doi.org/10.1038/s41567-020-01108-9,,12,nphys,nature physics,1606867200,2020-12-02,physics;statistical-physics-thermodynamics-and-nonlinear-dynamics,https://www.nature.com/articles/s41567-020-01108-9,16
thesis,Alternate reality,,[],True,"[""Mark Buchanan""]","Buchanan, M. Alternate reality. Nat. Phys. 16, 1170 (2020).",1596,9,0,aplusplus,10.1038/s41567-020-01115-w,https://doi.org/10.1038/s41567-020-01115-w,,12,nphys,nature physics,1606867200,2020-12-02,,https://www.nature.com/articles/s41567-020-01115-w,16
news & views,Carriers that count,,[],True,"[""Jan Zaanen""]","Zaanen, J. Carriers that count. Nat. Phys. 16, 1171–1172 (2020).",1614,19,0,aplusplus,10.1038/s41567-020-0979-5,https://doi.org/10.1038/s41567-020-0979-5,,12,nphys,nature physics,1595808000,2020-07-27,electronic-properties-and-materials;superconducting-properties-and-materials,https://www.nature.com/articles/s41567-020-0979-5,16
news & views,Facts are relative,,[],True,"[""\u010caslav Brukner""]","Brukner, Č. Facts are relative. Nat. Phys. 16, 1172–1174 (2020).",1937,29,2,aplusplus,10.1038/s41567-020-0984-8,https://doi.org/10.1038/s41567-020-0984-8,,12,nphys,nature physics,1597622400,2020-08-17,quantum-information;quantum-mechanics,https://www.nature.com/articles/s41567-020-0984-8,16
letter,Exact theory for superconductivity in a doped Mott insulator,"<p>Because the cuprate superconductors are doped Mott insulators, it would be advantageous to solve even a toy model that exhibits both Mottness and superconductivity. We consider the Hatsugai&#8211;Kohmoto model, an exactly solvable system that is a prototypical Mott insulator. Upon either doping or reducing the interaction strength, our exact calculations show that the system becomes a non-Fermi liquid metal with a superconducting instability. In the presence of a weak pairing interaction, the instability produces a thermal transition to a superconducting phase, which is distinct from the traditional state described by Bardeen&#8211;Cooper&#8211;Schrieffer (BCS) theory, as evidenced by a gap-to-transition temperature ratio exceeding the universal BCS limit. The elementary excitations of this superconductor are not Bogoliubov quasiparticles but rather superpositions of doublons and holons, composite excitations that show that the superconducting ground state of the doped Mott insulator inherits the non-Fermi liquid character of the normal state. An unexpected feature of this model is that it exhibits a superconductivity-induced transfer of spectral weight from high to low energies, as seen in the cuprates, as well as a suppression of the superfluid density relative to that in BCS theory.</p>",[],False,"[""Philip W. Phillips"", ""Luke Yeo"", ""Edwin W. Huang""]","Phillips, P.W., Yeo, L. & Huang, E.W. Exact theory for superconductivity in a doped Mott insulator. Nat. Phys. 16, 1175–1180 (2020).",8011,87,6,aplusplus,10.1038/s41567-020-0988-4,https://doi.org/10.1038/s41567-020-0988-4,,12,nphys,nature physics,1595808000,2020-07-27,materials-science;physics,https://www.nature.com/articles/s41567-020-0988-4,16
letter,Fragility of time-reversal symmetry protected topological phases,"<p>The second law of thermodynamics points to the existence of an &#8216;arrow of time&#8217;, along which entropy only increases. This arises despite the time-reversal symmetry (TRS) of the microscopic laws of nature. Within quantum theory, TRS underpins many interesting phenomena, most notably topological insulators and the Haldane phase of quantum magnets. Here, we demonstrate that such TRS-protected effects are fundamentally unstable against coupling to an environment. Irrespective of the microscopic symmetries, interactions between a quantum system and its surroundings facilitate processes that would be forbidden by TRS in an isolated system. This leads not only to entanglement entropy production and the emergence of macroscopic irreversibility, but also to the demise of TRS-protected phenomena, including those associated with certain symmetry-protected topological phases. Our results highlight the enigmatic nature of TRS in quantum mechanics and elucidate potential challenges in utilizing topological systems for quantum technologies.</p>",[],False,"[""Max McGinley"", ""Nigel R. Cooper""]","McGinley, M., Cooper, N.R. Fragility of time-reversal symmetry protected topological phases. Nat. Phys. 16, 1181–1183 (2020).",3757,15,1,aplusplus,10.1038/s41567-020-0956-z,https://doi.org/10.1038/s41567-020-0956-z,,12,nphys,nature physics,1593993600,2020-07-06,condensed-matter-physics;quantum-hall;quantum-physics;topological-matter,https://www.nature.com/articles/s41567-020-0956-z,16
letter,Efficient learning of quantum noise,"<p>Noise is the central obstacle to building large-scale quantum computers. Quantum systems with sufficiently uncorrelated and weak noise could be used to solve computational problems that are intractable with current digital computers. There has been substantial progress towards engineering such systems. However, continued progress depends on the ability to characterize quantum noise reliably and efficiently with high precision. Here, we describe such a protocol and report its experimental implementation on a 14-qubit superconducting quantum architecture. The method returns an estimate of the effective noise and can detect correlations within arbitrary sets of qubits. We show how to construct a quantum noise correlation matrix allowing the easy visualization of correlations between all pairs of qubits, enabling the discovery of long-range two-qubit correlations in the 14-qubit device that had not previously been detected. Our results are the first implementation of a provably rigorous and comprehensive diagnostic protocol capable of being run on state-of-the-art devices and beyond. These results pave the way for noise metrology in next-generation quantum devices, calibration in the presence of crosstalk, bespoke quantum error-correcting codes and customized fault-tolerance protocols that can greatly reduce the overhead in a quantum computation.</p>",[],False,"[""Robin Harper"", ""Steven T. Flammia"", ""Joel J. Wallman""]","Harper, R., Flammia, S.T. & Wallman, J.J. Efficient learning of quantum noise. Nat. Phys. 16, 1184–1188 (2020).",5015,154,4,aplusplus,10.1038/s41567-020-0992-8,https://doi.org/10.1038/s41567-020-0992-8,Harnessing the power of computational science,12,nphys,nature physics,1597017600,2020-08-10,quantum-information;quantum-mechanics;qubits,https://www.nature.com/articles/s41567-020-0992-8,16
letter,Suppression of superconductivity by anisotropic strain near a nematic quantum critical point,"<p>In most unconventional and high-temperature superconductors, superconductivity emerges as a nearby symmetry-breaking phase is suppressed by chemical doping or pressure. This has led to the belief that the fluctuations associated with the symmetry-breaking phase are beneficial, if not responsible, for the superconducting pairing. A direct test to verify this hypothesis is to observe a decrease of the superconducting critical temperature (T<sub>c</sub>) by applying the symmetry-breaking conjugate field that suppresses the dynamic fluctuations of the competing order. However, most of the competing phases in unconventional superconductors break translational symmetry, requiring a spatially modulated conjugate field that is difficult to realize experimentally. Here, we show that anisotropic strain, the conjugate field of nematicity, reduces the T<sub>c</sub> of an iron pnictide. For optimally doped samples we show a fivefold reduction of T<sub>c</sub> with less than one per cent of strain. For underdoped samples, T<sub>c</sub> becomes zero yielding a fully metallic ground state. In addition to providing direct evidence of the role played by the nematic fluctuations in the formation of the superconducting state, these results demonstrate tunable mechanical control of a high-temperature superconductor, an important step forward for technological applications of superconductivity.</p>",[],False,"[""Paul Malinowski"", ""Qianni Jiang"", ""Joshua J. Sanchez"", ""Joshua Mutch"", ""Zhaoyu Liu"", ""Preston Went"", ""Jian Liu"", ""Philip J. Ryan"", ""Jong-Woo Kim"", ""Jiun-Haw Chu""]","Malinowski, P., Jiang, Q., Sanchez, J.J. et al. Suppression of superconductivity by anisotropic strain near a nematic quantum critical point. Nat. Phys. 16, 1189–1193 (2020).",3128,2,1,aplusplus,10.1038/s41567-020-0983-9,https://doi.org/10.1038/s41567-020-0983-9,,12,nphys,nature physics,1597017600,2020-08-10,electronic-properties-and-materials;phase-transitions-and-critical-phenomena;superconducting-properties-and-materials,https://www.nature.com/articles/s41567-020-0983-9,16
