contentType,title,abstract,abstract_google_cn,affiliations,authorization,authors,citation_text,count_accesses,count_altmetric,count_citations,documentType,doi,doi_url,focus,issue,journal_pcode,journal_title,publishedAt,publishedAtString,subjects,url,volume
editorial,The Hubbard model at half a century,,,[],True,[],"The Hubbard model at half a century. Nature Phys9, 523 (2013).",3337,24,9,aplusplus,10.1038/nphys2759,https://doi.org/10.1038/nphys2759,,9,nphys,nature physics,1378080000,2013-09-02,electronic-properties-and-materials;superconducting-properties-and-materials;ultracold-gases,https://www.nature.com/articles/nphys2759,9
thesis,Brain teaser,,,[],True,['Mark Buchanan'],"Buchanan, M. Brain teaser. Nature Phys9, 525 (2013).",32,8,0,aplusplus,10.1038/nphys2736,https://doi.org/10.1038/nphys2736,,9,nphys,nature physics,1378080000,2013-09-02,physics,https://www.nature.com/articles/nphys2736,9
books & arts,The great rogue wave,,,[],True,['Iulia Georgescu'],"Georgescu, I. The great rogue wave. Nature Phys9, 526 (2013).",44,1,0,aplusplus,10.1038/nphys2746,https://doi.org/10.1038/nphys2746,,9,nphys,nature physics,1378080000,2013-09-02,fluid-dynamics;nonlinear-phenomena,https://www.nature.com/articles/nphys2746,9
books & arts,The human side of genius,,,"[{'address': 'Liesbeth Venema is a Senior Editor at Nature', 'authors': ['Liesbeth Venema']}]",False,['Liesbeth Venema'],"Venema, L. The human side of genius. Nature Phys9, 526–527 (2013).",13,2,0,aplusplus,10.1038/nphys2745,https://doi.org/10.1038/nphys2745,,9,nphys,nature physics,1378080000,2013-09-02,history,https://www.nature.com/articles/nphys2745,9
research highlights,Ice baby,,,[],True,['Alison Wright'],"Wright, A. Ice baby. Nature Phys9, 528 (2013).",6,1,0,aplusplus,10.1038/nphys2754,https://doi.org/10.1038/nphys2754,,9,nphys,nature physics,1378080000,2013-09-02,experimental-particle-physics;particle-astrophysics,https://www.nature.com/articles/nphys2754,9
research highlights,Mind the map,,,[],True,['Bart Verberck'],"Verberck, B. Mind the map. Nature Phys9, 528 (2013).",36,1,0,aplusplus,10.1038/nphys2755,https://doi.org/10.1038/nphys2755,,9,nphys,nature physics,1378080000,2013-09-02,complex-networks;polymers;statistical-physics,https://www.nature.com/articles/nphys2755,9
research highlights,Acceleration from within,,,[],True,['David Gevaux'],"Gevaux, D. Acceleration from within. Nature Phys9, 528 (2013).",7,1,0,aplusplus,10.1038/nphys2756,https://doi.org/10.1038/nphys2756,,9,nphys,nature physics,1378080000,2013-09-02,magnetospheric-physics,https://www.nature.com/articles/nphys2756,9
research highlights,Kinky strings,,,[],True,['Iulia Georgescu'],"Georgescu, I. Kinky strings. Nature Phys9, 528 (2013).",25,1,0,aplusplus,10.1038/nphys2757,https://doi.org/10.1038/nphys2757,,9,nphys,nature physics,1378080000,2013-09-02,atomic-and-molecular-interactions-with-photons;theoretical-physics,https://www.nature.com/articles/nphys2757,9
research highlights,Comeback comets,,,[],True,['May Chiao'],"Chiao, M. Comeback comets. Nature Phys9, 528 (2013).",12,1,0,aplusplus,10.1038/nphys2758,https://doi.org/10.1038/nphys2758,,9,nphys,nature physics,1378080000,2013-09-02,asteroids-comets-and-kuiper-belt,https://www.nature.com/articles/nphys2758,9
news & views,Micro meets macro,,,"[{'address': 'Fabio Sciarrino is in the Department of Physics, Sapienza University of Roma, 00185 Roma, Italy', 'authors': ['Fabio Sciarrino']}]",True,['Fabio Sciarrino'],"Sciarrino, F. Micro meets macro. Nature Phys9, 529 (2013).",63,12,1,aplusplus,10.1038/nphys2704,https://doi.org/10.1038/nphys2704,,9,nphys,nature physics,1374364800,2013-07-21,quantum-mechanics;quantum-optics,https://www.nature.com/articles/nphys2704,9
news & views,Double or nothing?,,,"[{'address': 'Adam Micolich is at the School of Physics, University of New South Wales, Sydney, New South Wales 2052, Australia', 'authors': ['Adam Micolich']}]",False,['Adam Micolich'],"Micolich, A. Double or nothing?. Nature Phys9, 530–531 (2013).",67,11,9,aplusplus,10.1038/nphys2740,https://doi.org/10.1038/nphys2740,,9,nphys,nature physics,1378080000,2013-09-02,electronic-properties-and-materials,https://www.nature.com/articles/nphys2740,9
news & views,Twisted light from an electron beam,,,"[{'address': 'M. E. Couprie is at Synchrotron SOLEIL, Gif-sur-Yvettte, 91192, France', 'authors': ['Marie-Emmanuelle Couprie']}]",False,['Marie-Emmanuelle Couprie'],"Couprie, M. Twisted light from an electron beam. Nature Phys9, 531–532 (2013).",39,0,1,aplusplus,10.1038/nphys2742,https://doi.org/10.1038/nphys2742,,9,nphys,nature physics,1378080000,2013-09-02,free-electron-lasers;optical-manipulation-and-tweezers;x-rays,https://www.nature.com/articles/nphys2742,9
news & views,Gate control of spin-valley coupling,,,"[{'address': 'Alberto F. Morpurgo is in the Department of Condensed Matter Physics and Group of Applied Physics, University of Geneva, 24 Quai Ernest-Ansermet, CH-1205 Geneva, Switzerland', 'authors': ['Alberto F. Morpurgo']}]",False,['Alberto F. Morpurgo'],"Morpurgo, A. Gate control of spin-valley coupling. Nature Phys9, 532–533 (2013).",204,1,14,aplusplus,10.1038/nphys2706,https://doi.org/10.1038/nphys2706,,9,nphys,nature physics,1374969600,2013-07-28,electronic-and-spintronic-devices;electronic-properties-and-materials;two-dimensional-materials,https://www.nature.com/articles/nphys2706,9
news & views,Focus amidst the noise,,,"[{'address': 'John M. Beggs is in the Department of Physics, Indiana University, 727 E. Third Street, Bloomington, Indiana 47405-7105, USA', 'authors': ['John M. Beggs']}]",False,['John M. Beggs'],"Beggs, J. Focus amidst the noise. Nature Phys9, 533–534 (2013).",31,11,1,aplusplus,10.1038/nphys2707,https://doi.org/10.1038/nphys2707,,9,nphys,nature physics,1374364800,2013-07-21,biological-physics;complex-networks;computational-biophysics,https://www.nature.com/articles/nphys2707,9
news & views,A cool liquid that does not freeze,,,"[{'address': 'Department of Sciences, Jeppe C. Dyre is in the Glass and Time group, Danish National Research Foundation Centre for Viscous Liquid Dynamics, IMFUFA, Roskilde University, PostBox 260, DK-4000 Roskilde, Denmark', 'authors': ['Jeppe C. Dyre']}]",False,['Jeppe C. Dyre'],"Dyre, J. A cool liquid that does not freeze. Nature Phys9, 535–536 (2013).",52,1,0,aplusplus,10.1038/nphys2730,https://doi.org/10.1038/nphys2730,,9,nphys,nature physics,1375574400,2013-08-04,colloids,https://www.nature.com/articles/nphys2730,9
news & views,Shape resonances in superstripes,,,"[{'address': 'Antonio Bianconi is at the Rome International Center for Materials Science, Superstripes, Via dei Sabelli 119, 00185 Roma, Italy', 'authors': ['Antonio Bianconi']}]",False,['Antonio Bianconi'],"Bianconi, A. Shape resonances in superstripes. Nature Phys9, 536–537 (2013).",138,1,83,aplusplus,10.1038/nphys2738,https://doi.org/10.1038/nphys2738,,9,nphys,nature physics,1378080000,2013-09-02,superconducting-properties-and-materials,https://www.nature.com/articles/nphys2738,9
