contentType,title,abstract,abstract_google_cn,affiliations,authorization,authors,citation_text,count_accesses,count_altmetric,count_citations,documentType,doi,doi_url,focus,issue,journal_pcode,journal_title,publishedAt,publishedAtString,subjects,url,volume
editorial,What's in a name?,,,[],True,[],"What's in a name?. Nature Phys3, 507 (2007).",24,0,0,aplusplus,10.1038/nphys696,https://doi.org/10.1038/nphys696,,8,nphys,nature physics,1185926400,2007-08-01,,https://www.nature.com/articles/nphys696,3
thesis,"Gone, but not forgotten",,,[],True,['Mark Buchanan'],"Buchanan, M. Gone, but not forgotten. Nature Phys3, 509 (2007).",33,0,1,aplusplus,10.1038/nphys688,https://doi.org/10.1038/nphys688,,8,nphys,nature physics,1185926400,2007-08-01,,https://www.nature.com/articles/nphys688,3
thesis,The method of science,,,[],True,['David Goodstein'],"Goodstein, D. The method of science. Nature Phys3, 509 (2007).",64,0,1,aplusplus,10.1038/nphys689,https://doi.org/10.1038/nphys689,,8,nphys,nature physics,1185926400,2007-08-01,,https://www.nature.com/articles/nphys689,3
books & arts,A complex mind,,,"[{'address': 'Hubert Goenner is at the Institut für Theoretische Physik, Universität Göttingen, Friedrich–Hund–Platz 1, D-37077 Göttingen, Germany, and is the author of Einstein in Berlin (Beck, 2005).', 'authors': ['Hubert Goenner']}]",True,['Hubert Goenner'],"Goenner, H. A complex mind. Nature Phys3, 511 (2007).",26,0,0,aplusplus,10.1038/nphys687,https://doi.org/10.1038/nphys687,,8,nphys,nature physics,1185926400,2007-08-01,,https://www.nature.com/articles/nphys687,3
research highlights,A strip revealed...and more,,,[],True,[],"A strip revealed... and more. Nature Phys3, 513 (2007).",11,0,0,aplusplus,10.1038/nphys694,https://doi.org/10.1038/nphys694,,8,nphys,nature physics,1185926400,2007-08-01,,https://www.nature.com/articles/nphys694,3
news & views,Phenomenal weather,,,"[{'address': 'George W. Preston is at Carnegie Observatories, Carnegie Institution of Washington, 813 Santa Barbara Street, Pasadena, California 91101, USA. gwp@ociw.edu', 'authors': ['George W. Preston']}]",False,['George W. Preston'],"Preston, G. Phenomenal weather. Nature Phys3, 515–516 (2007).",6,0,0,aplusplus,10.1038/nphys677,https://doi.org/10.1038/nphys677,,8,nphys,nature physics,1185926400,2007-08-01,,https://www.nature.com/articles/nphys677,3
news & views,Try this at home,,,[],True,['Alison Wright'],"Wright, A. Try this at home. Nature Phys3, 516 (2007).",7,0,0,aplusplus,10.1038/nphys692,https://doi.org/10.1038/nphys692,,8,nphys,nature physics,1185926400,2007-08-01,,https://www.nature.com/articles/nphys692,3
news & views,A game of five halves,,,"[{'address': 'Vladimir J. Goldman is in the Department of Physics, Stony Brook University, Stony Brook, New York, 11790-3800, USA. vladimir.goldman@sunysb.edu', 'authors': ['Vladimir J. Goldman']}]",False,['Vladimir J. Goldman'],"Goldman, V. A game of five halves. Nature Phys3, 517–518 (2007).",39,3,1,aplusplus,10.1038/nphys681,https://doi.org/10.1038/nphys681,,8,nphys,nature physics,1185926400,2007-08-01,,https://www.nature.com/articles/nphys681,3
news & views,Crackling crossover,,,"[{'address': 'James P. Sethna is in the Laboratory of Atomic and Solid State Physics, Clark Hall, Cornell University, Ithaca, New York 14853-2501, USA. sethna@lassp.cornell.edu', 'authors': ['James P. Sethna']}]",False,['James P. Sethna'],"Sethna, J. Crackling crossover. Nature Phys3, 518–519 (2007).",41,0,14,aplusplus,10.1038/nphys682,https://doi.org/10.1038/nphys682,,8,nphys,nature physics,1185926400,2007-08-01,,https://www.nature.com/articles/nphys682,3
news & views,Beyond the screen of time,,,"[{'address': 'Carlo Rovelli is at the Centre de Physique Théorique de Luminy, University of Marseille, Case 907, Luminy, F-13288 Marseille, France. rovelli@cpt.univ-mrs.fr', 'authors': ['Carlo Rovelli']}]",False,['Carlo Rovelli'],"Rovelli, C. Beyond the screen of time. Nature Phys3, 520–521 (2007).",16,8,0,aplusplus,10.1038/nphys690,https://doi.org/10.1038/nphys690,,8,nphys,nature physics,1185926400,2007-08-01,,https://www.nature.com/articles/nphys690,3
