contentType,title,abstract,affiliations,authorization,authors,citation_text,count_accesses,count_altmetric,count_citations,documentType,doi,doi_url,focus,issue,journal_pcode,journal_title,publishedAt,publishedAtString,subjects,url,volume
editorial,"Those who can, teach",,[],True,[],"Those who can, teach. Nature Phys2, 289 (2006).",78,0,0,aplusplus,10.1038/nphys294,https://doi.org/10.1038/nphys294,,5,nphys,nature physics,1146441600,2006-05-01,,https://www.nature.com/articles/nphys294,2
commentary,A powerful tool for teaching science,,[],False,"[""Carl E. Wieman"", ""Katherine K. Perkins""]","Wieman, C., Perkins, K. A powerful tool for teaching science. Nature Phys2, 290–292 (2006).",131,0,35,aplusplus,10.1038/nphys283,https://doi.org/10.1038/nphys283,,5,nphys,nature physics,1146441600,2006-05-01,,https://www.nature.com/articles/nphys283,2
thesis,Open to interpretation,,[],True,"[""Mark Buchanan""]","Buchanan, M. Open to interpretation. Nature Phys2, 293 (2006).",35,0,0,aplusplus,10.1038/nphys292,https://doi.org/10.1038/nphys292,,5,nphys,nature physics,1146441600,2006-05-01,,https://www.nature.com/articles/nphys292,2
thesis,Spring fever,,[],True,"[""Lawrence M. Krauss""]","Krauss, L. Spring fever. Nature Phys2, 293 (2006).",13,0,0,aplusplus,10.1038/nphys296,https://doi.org/10.1038/nphys296,,5,nphys,nature physics,1146441600,2006-05-01,,https://www.nature.com/articles/nphys296,2
books & arts,Passing the torch...,,[],True,"[""May Chiao""]","Chiao, M. Passing the torch.... Nature Phys2, 295 (2006).",25,0,0,aplusplus,10.1038/nphys299,https://doi.org/10.1038/nphys299,,5,nphys,nature physics,1146441600,2006-05-01,,https://www.nature.com/articles/nphys299,2
research highlights,A blind watchmaker and 3D vision,,[],True,[],"A blind watchmaker and 3D vision. Nature Phys2, 296 (2006).",27,0,0,aplusplus,10.1038/nphys307,https://doi.org/10.1038/nphys307,,5,nphys,nature physics,1146441600,2006-05-01,,https://www.nature.com/articles/nphys307,2
news & views,Conducting the beat,,[],True,"[""Thomas Pfeifer""]","Pfeifer, T. Conducting the beat. Nature Phys2, 297–298 (2006).",16,0,4,aplusplus,10.1038/nphys303,https://doi.org/10.1038/nphys303,,5,nphys,nature physics,1146441600,2006-05-01,,https://www.nature.com/articles/nphys303,2
news & views,Thermonuclear ringtones,,[],True,"[""Steven C Cowley""]","Cowley, S. Thermonuclear ringtones. Nature Phys2, 299–300 (2006).",12,0,0,aplusplus,10.1038/nphys308,https://doi.org/10.1038/nphys308,,5,nphys,nature physics,1146441600,2006-05-01,,https://www.nature.com/articles/nphys308,2
news & views,Are our senses critical?,,[],True,"[""Dante R. Chialvo""]","Chialvo, D. Are our senses critical?. Nature Phys2, 301–302 (2006).",149,4,49,aplusplus,10.1038/nphys300,https://doi.org/10.1038/nphys300,,5,nphys,nature physics,1146441600,2006-05-01,,https://www.nature.com/articles/nphys300,2
news & views,Where is the nucleon spin?,,[],True,"[""Erwin Gabathuler""]","Gabathuler, E. Where is the nucleon spin?. Nature Phys2, 303–304 (2006).",49,0,0,aplusplus,10.1038/nphys302,https://doi.org/10.1038/nphys302,,5,nphys,nature physics,1146441600,2006-05-01,,https://www.nature.com/articles/nphys302,2
